report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-10-27,3647937000.0,2150870000.0,1466588000.0,3647937000.0,1697735000.0,150000000.0,,623822000.0,,6960419000.0,,550161000.0,338647000.0,2.46,223596000.0,646270000.0,255332000.0,133824000.0,390938000.0,150000000.0,,18.3916,1.4584,2.46,,0.3240558744444804,0.1508142821545438,0.07904136230879204,,,,0.05616587162353301,,0.0883530115123974,1.4665809347955936,10174272000.0,847141000.0,1155137000.0,-0.2799999999999998,-0.2799999999999998,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2013-02-02,3670561000.0,2031427000.0,1422582000.0,3670561000.0,1766863000.0,150000000.0,,646761000.0,,-4293891000.0,,-362648000.0,-233695000.0,-1.6,-450030000.0,-468119000.0,-40996000.0,-79153000.0,-509115000.0,150000000.0,1.4273,16.562,1.3403,-1.6,,-0.205249643011371,-0.09879906640973955,0.08445673166831669,,,,0.11856728547604026,,0.08489622568359856,1.4279858735735445,9721065000.0,786763000.0,473218000.0,3.5300000000000007,3.5300000000000007,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2013-05-04,3842761000.0,2153196000.0,1467202000.0,3842761000.0,1875261000.0,150000000.0,,714174000.0,,2539914000.0,,234612000.0,144314000.0,1.07,218496000.0,352859000.0,97552000.0,48726000.0,255307000.0,150000000.0,,17.6342,1.447,1.07,,0.12510898482931176,0.06105297727337193,0.09237005662396443,,,,0.10051797029348238,,0.07998886554991545,1.4675525251465034,9904138000.0,812762000.0,489188000.0,3.670000000000001,3.670000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2013-08-03,3908485000.0,2098477000.0,1471814000.0,,1930970000.0,150000000.0,,550565000.0,,5091191000.0,,447733000.0,277675000.0,2.0,217570000.0,532328000.0,271690000.0,98853000.0,260638000.0,150000000.0,,17.8327,1.4877,2.0,,0.23186947492710916,0.11455410472344144,0.08794268374531618,,,,0.05119391513694929,,0.07768116542463115,1.4257759472324627,10297633000.0,869858000.0,397768000.0,3.9300000000000006,3.9300000000000006,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2013-11-02,3946723000.0,2050089000.0,1496697000.0,,1941127000.0,150000000.0,,372270000.0,,7489313000.0,,619351000.0,376236000.0,2.0,216662000.0,681221000.0,423211000.0,149411000.0,258010000.0,150000000.0,,19.5848,1.6354,2.0,,0.3190677374535515,0.15692791209314663,0.08269797243084913,,,,0.034450422889255664,,0.077274696606662,1.3697421722633238,10826527000.0,939048000.0,264840000.0,3.4700000000000006,3.4700000000000006,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2014-02-01,3896797000.0,1867159000.0,1393057000.0,,2007302000.0,150000000.0,,423168000.0,,-4890065000.0,,-464392000.0,-292219000.0,-2.0700000000000003,-436923000.0,-544405000.0,-241938000.0,-90879000.0,-786343000.0,150000000.0,1.3403,16.9227,1.385,-2.0700000000000003,,-0.23135133627127358,-0.11917274623235442,0.09496642682663728,,,,0.16080420198913511,,0.07472717109832003,1.3403320897852709,10230353000.0,837304000.0,-12388000.0,3.0,3.0,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2014-05-03,4151594000.0,2063022000.0,1576353000.0,,2075278000.0,150000000.0,,595950000.0,,2680593000.0,,243913000.0,148798000.0,1.0,211515000.0,504577000.0,148700000.0,56465000.0,355877000.0,150000000.0,,17.079,1.3942,1.0,,0.11753268718696964,0.05875165057084098,0.09099217971545848,,,,0.13276054962465395,,0.07227947291880896,1.3087309758664463,10371032000.0,846605000.0,88182000.0,2.9300000000000006,2.9300000000000006,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2014-08-02,4167832000.0,2023865000.0,1532121000.0,,2149327000.0,150000000.0,,549784000.0,,5410159000.0,,483474000.0,299656000.0,2.0,210607000.0,741791000.0,253350000.0,110670000.0,488441000.0,150000000.0,,15.7259,1.3015,2.0,,0.22494203999670595,0.11600131675173088,0.08936410186835544,,,,0.09028218948833112,,0.06978928753046884,1.3209563735501308,10690000000.0,882346000.0,315985000.0,2.9300000000000006,2.9300000000000006,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2014-11-01,4669242000.0,2302493000.0,1766924000.0,,2187296000.0,398339000.0,,571578000.0,,8008979000.0,,676194000.0,412792000.0,3.0,209741000.0,981982000.0,551545000.0,170321000.0,430437000.0,398339000.0,,19.0636,1.5857,3.0,,0.3091460872236771,0.14481879499927397,0.08442948845289767,,,,0.05374430373709308,,0.18211481207847496,1.3031081133087785,11209666000.0,939189000.0,488412000.0,3.9300000000000006,3.9300000000000006,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2015-01-31,4703134000.0,2262790000.0,1659368000.0,,2279210000.0,398375000.0,,696608000.0,,-5058054000.0,,-478857000.0,-300604000.0,-2.0,-422824000.0,-855485000.0,-306904000.0,-104497000.0,-1162389000.0,398375000.0,1.3562,20.7089,1.7343,-2.0,,-0.2100977970437125,-0.10181657592575503,0.09467218024955842,,,,0.22980952753766568,,0.17478643916093733,1.3636456771493726,11041677000.0,924724000.0,112366000.0,4.000000000000001,4.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2015-05-02,4936049000.0,2486366000.0,1825007000.0,,2333499000.0,395677000.0,,761356000.0,,2938148000.0,,282205000.0,177187000.0,1.0,205693000.0,413988000.0,106928000.0,63316000.0,307060000.0,395677000.0,,21.7595,1.8545,1.0,,0.12093641351464046,0.05717224444084733,0.09604859932174963,,,,0.10450800980753863,,0.1695638181117712,1.362387103172755,11299232000.0,963016000.0,63549000.0,4.000000000000001,4.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2015-08-01,4824304000.0,2370033000.0,1675657000.0,,2386514000.0,395793000.0,,630288000.0,,5906418000.0,,540844000.0,330460000.0,1.0,409562000.0,590371000.0,193108000.0,128729000.0,397263000.0,395793000.0,,22.2142,1.8907,1.0,,0.22662511093586712,0.11210819218689369,0.09156886627394133,,,,0.06725954715700785,,0.1658456644293727,1.4143902958660395,11795491000.0,1020386000.0,-27629000.0,3.000000000000001,3.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2015-10-31,4903771000.0,2434590000.0,1749479000.0,,2394082000.0,395909000.0,,485703000.0,,8689273000.0,,756500000.0,446531000.0,1.0,407888000.0,762027000.0,285560000.0,202174000.0,476467000.0,395909000.0,,20.5701,1.7636,1.0,,0.31598750585819535,0.1542690309151875,0.08706136865535241,,,,0.05483393144627865,,0.16536985784112657,1.3916085874708986,12475785000.0,1100692000.0,18401000.0,1.0000000000000009,1.0000000000000009,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2016-01-30,4869119000.0,2372195000.0,1602847000.0,,2471991000.0,396025000.0,,761602000.0,,-5593840000.0,,-558888000.0,-363080000.0,-1.0,-616738000.0,-440134000.0,-218636000.0,-119391000.0,-658770000.0,396025000.0,1.4797,22.5219,1.9253,-1.0,,-0.22608820177743366,-0.11478216079746664,0.0999113310355677,,,,0.11776704374812294,,0.16020487129605246,1.4799884206040876,11939999000.0,1020661000.0,522020000.0,2.000000000000001,2.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2016-04-30,5114177000.0,2629123000.0,1750896000.0,,2539441000.0,396142000.0,,910025000.0,,3088995000.0,,290634000.0,180868000.0,0.0,398812000.0,469080000.0,79724000.0,73878000.0,389356000.0,396142000.0,,22.4856,1.9138,0.0,,0.11444802222221347,0.056829085109881806,0.09408691176256355,,,,0.1260461735936769,,0.155995748670672,1.5015871873600717,12090846000.0,1029090000.0,604316000.0,1.0000000000000009,1.0000000000000009,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2016-07-30,5194234000.0,2713680000.0,1751181000.0,,2614330000.0,396259000.0,,927718000.0,,6269912000.0,,572540000.0,354310000.0,1.0,397381000.0,779554000.0,147426000.0,148630000.0,632128000.0,396259000.0,,23.3769,1.9996,1.0,,0.2190006617374241,0.11022606990751668,0.09131547619807104,,,,0.10081927784632384,,0.1515719132626715,1.54962850784699,12454340000.0,1060786000.0,839181000.0,1.0000000000000009,1.0000000000000009,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2016-10-29,5349887000.0,2875376000.0,1887944000.0,,2649522000.0,396376000.0,,878811000.0,,9356599000.0,,817086000.0,496032000.0,2.0,396056000.0,1029228000.0,220442000.0,224136000.0,808786000.0,396376000.0,,22.9394,1.9673,2.0,,0.3083899661901279,0.15272958101731868,0.0873272435849821,,,,0.08644016912555513,,0.14960283402062713,1.5230197505858225,13121666000.0,1121372000.0,1171500000.0,2.000000000000001,2.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2017-01-28,5309351000.0,2813049000.0,1752506000.0,,2748017000.0,396493000.0,,1111599000.0,,-5848749000.0,,-562606000.0,-362708000.0,-1.0,-797291000.0,-719011000.0,-149712000.0,-144129000.0,-868723000.0,396493000.0,1.6047,23.0597,2.0029,-1.0,,-0.20473163011728093,-0.10596511701712695,0.09619253621586428,,,,0.14853142099276273,,0.1442833141134134,1.6051579851937738,12866757000.0,1117654000.0,961547000.0,2.000000000000001,2.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2017-04-29,5552975000.0,3064735000.0,1937723000.0,,2777746000.0,396611000.0,,1244219000.0,,3306429000.0,,321018000.0,177457000.0,0.0,389730000.0,520838000.0,75971000.0,75820000.0,444867000.0,396611000.0,,21.8809,1.9198,0.0,,0.11556780209565598,0.05781009278810007,0.09708903472598383,,,,0.13454606162721172,,0.14278159342142874,1.581616670700611,13084191000.0,1148038000.0,1017058000.0,2.000000000000001,2.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2017-07-29,5514479000.0,3004417000.0,1828961000.0,,2839884000.0,396729000.0,,1150932000.0,,6738032000.0,,637557000.0,370962000.0,1.0,387657000.0,797930000.0,169316000.0,150905000.0,628614000.0,396729000.0,,18.2053,1.6145,1.0,,0.2245010711705126,0.11561509255906134,0.09462065481434341,,,,0.0932934126759861,,0.13969901587529632,1.642690576781025,13552311000.0,1213055000.0,1013544000.0,2.000000000000001,2.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2017-10-28,5766978000.0,3235945000.0,2056242000.0,,2858519000.0,396848000.0,,1144169000.0,,10066926000.0,,912006000.0,537182000.0,2.0,385823000.0,1165633000.0,266863000.0,227255000.0,898770000.0,396848000.0,,20.1684,1.8011,2.0,,0.3190484303235347,0.1581427915972629,0.09059428866368939,,,,0.08927948809795562,,0.13882993256298104,1.5737179767751073,14262638000.0,1307975000.0,1103528000.0,2.000000000000001,2.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2018-02-03,5722051000.0,3151157000.0,1926402000.0,,3049308000.0,311994000.0,,1290294000.0,,-5976655000.0,,-507828000.0,-407634000.0,0.0,-778881000.0,-803123000.0,-140727000.0,-140817000.0,-943850000.0,311994000.0,1.636,21.5669,2.0791,0.0,,-0.16653876879606783,-0.08874929636244067,0.08496859865593714,,,,0.15792278456762185,,0.10231632881952234,1.6357733224944742,14134732000.0,1362753000.0,1028401000.0,3.000000000000001,3.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2018-05-05,6020836000.0,3454079000.0,2106625000.0,,3130288000.0,312105000.0,,1302836000.0,,3588619000.0,,418252000.0,124228000.0,1.0,377062000.0,472050000.0,79793000.0,79797000.0,392257000.0,312105000.0,,20.6032,2.0863,1.0,,0.13361454281522978,0.06946742944003124,0.11654956962553005,,,,0.10930583603330418,,0.09970488338453203,1.639626891354655,14416922000.0,1459987000.0,975791000.0,4.000000000000001,4.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2018-08-04,5963756000.0,3379655000.0,1978147000.0,,3184610000.0,312217000.0,,1386935000.0,,7326545000.0,,807656000.0,252579000.0,2.0,375336000.0,1014184000.0,178635000.0,162403000.0,835549000.0,312217000.0,,22.0328,2.2938,2.0,,0.25361221625253955,0.135427405145348,0.11023695343439506,,,,0.11404406852070109,,0.09803932035633876,1.7084953747117884,15005435000.0,1630086000.0,1182726000.0,5.000000000000001,5.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2018-11-03,6235767000.0,3623307000.0,2252294000.0,,3187163000.0,312328000.0,,1349196000.0,,10876153000.0,,1145764000.0,358124000.0,3.0,373936000.0,1450072000.0,293366000.0,246151000.0,1156706000.0,312328000.0,,23.6812,2.5299,3.0,,0.3594933801628596,0.1837406689505878,0.10534644005099965,,,,0.1063524943056612,,0.09799561553645045,1.6087184887940917,15814662000.0,1863844000.0,1440662000.0,6.000000000000001,6.000000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2019-02-02,6073691000.0,3404019000.0,2009484000.0,6073691000.0,3305746000.0,312440000.0,,1412900000.0,,,,-784215000.0,-271512000.0,-1.7400000000000002,-753656000.0,-869629000.0,-137896000.0,-157994000.0,-1007525000.0,312440000.0,1.6944,21.556,2.2839,-1.7400000000000002,,-0.23722784509154665,-0.12911671008617331,,,,,,,0.09451421857577684,1.6939766626656396,,1587457000.0,1376987000.0,4.260000000000001,4.260000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2019-05-04,9049120000.0,3462705000.0,2593511000.0,9049120000.0,3267526000.0,312552000.0,,1366592000.0,,3796642000.0,,421142000.0,121217000.0,1.15,365912000.0,508987000.0,95629000.0,82757000.0,413358000.0,312552000.0,,22.5021,2.3556,1.15,,0.12888711520581628,0.04653955301730997,0.11092486465671507,,,,0.10887463184572051,,0.09565402080962783,1.3351418212608313,,1590347000.0,1398088000.0,4.41,4.41,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2019-08-03,9151947000.0,3515918000.0,2679408000.0,,3296264000.0,312665000.0,,1382025000.0,,7776511000.0,,833863000.0,257327000.0,2.29,364007000.0,1083463000.0,250314000.0,166898000.0,833149000.0,312665000.0,,22.8771,2.3918,2.29,,0.2529721527159232,0.09111318061610278,0.10722842158906482,,,,0.10713660663503209,,0.09485435632582827,1.3121995604999313,,1616554000.0,1395688000.0,4.700000000000001,4.700000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2019-11-02,9415841000.0,3606662000.0,2858238000.0,,3276779000.0,312778000.0,,1142709000.0,,11625628000.0,,1204795000.0,368877000.0,3.32,362455000.0,1410930000.0,401251000.0,255089000.0,1009679000.0,312778000.0,,24.557,2.5698,3.32,,0.3676766116970354,0.1279540510507771,0.10363268117644914,,,,0.08684941579069964,,0.09545288223587858,1.2618480336487023,,1675585000.0,1248661000.0,5.0200000000000005,5.0200000000000005,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2020-02-01,9348367000.0,3432828000.0,2701934000.0,,3359249000.0,312891000.0,,1351200000.0,356775000.0,-7159708000.0,,-798872000.0,-244061000.0,-2.16,-731192000.0,-831834000.0,-191711000.0,-153844000.0,-1023545000.0,312891000.0,1.2705,24.7928,2.5672,-2.16,,-0.23781267777410964,-0.08545578067271001,0.11157885209843753,,,,0.14295904246374294,,0.09314314002921487,1.270507717805098,16039073000.0,1660928000.0,1232641000.0,4.6000000000000005,4.6000000000000005,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2020-05-02,10728046000.0,4587915000.0,2623617000.0,,2817392000.0,2285614000.0,805000000.0,2669535000.0,,1842673000.0,,-305842000.0,-163447000.0,-0.87,352202000.0,-1058442000.0,139729000.0,90598000.0,-1198171000.0,3090614000.0,,33.636,2.2302,-0.87,,-0.10855500406049283,-0.028508639877196647,-0.16597736006334277,,,,-0.6502352832000035,,1.0969769204995259,1.748698457129985,14085104000.0,933944000.0,-378888000.0,2.5800000000000005,2.5800000000000005,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2020-08-01,11322245000.0,5347361000.0,3153072000.0,,2867199000.0,2286295000.0,802507000.0,3793043000.0,,4527385000.0,,-283795000.0,-129252000.0,-0.81,352239000.0,172421000.0,250047000.0,179626000.0,-77626000.0,3088802000.0,,57.5817,2.4456,-0.81,,-0.09897987548126237,-0.025065258700902517,-0.06268408805524602,,,,-0.017145880016830907,,1.0772890197018066,1.6959209938751796,10835978000.0,-183714000.0,-1289663000.0,-0.5199999999999995,-0.5199999999999995,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2020-10-31,12570666000.0,6516567000.0,3941629000.0,,3019037000.0,2512037000.0,,4416124000.0,,8281894000.0,,-152598000.0,-123956000.0,-0.43,352320000.0,1783123000.0,339545000.0,268193000.0,1443578000.0,2512037000.0,,103.916,2.4843,-0.43,,-0.05054525664971976,-0.012139213626390201,-0.018425495424114337,,,,0.17430529779782258,,0.8320656553728888,1.6532674688561506,7492244000.0,-1541107000.0,-855764000.0,-4.27,-4.27,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2021-01-30,12717867000.0,6692491000.0,3967033000.0,,3290640000.0,2448175000.0,,4819300000.0,,-2120387000.0,,827617000.0,437570000.0,2.3500000000000005,-702142000.0,1348831000.0,-323888000.0,-174217000.0,1024943000.0,2448175000.0,1.6869,469.2037,3.1975,2.3500000000000005,,0.2515063938929813,0.06507514192434942,-0.39031412661933884,,,,-0.48337544042667685,,0.7439814139498699,1.6870268031549018,12531565000.0,85382000.0,1192724000.0,0.2400000000000011,0.2400000000000011,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2021-05-01,13395863000.0,7431528000.0,4318395000.0,13395863000.0,3652821000.0,2449208000.0,,5367006000.0,,4516080000.0,,476479000.0,147103000.0,1.34,355367000.0,752820000.0,136937000.0,87510000.0,615883000.0,2449208000.0,,54.3034,3.0989,1.34,,0.13044137667846303,0.035569115629205825,0.10550720979256346,,,,0.13637557350622664,,0.6704976783696764,1.720900473439785,15204972000.0,867703000.0,3006778000.0,2.450000000000001,2.450000000000001,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2021-07-31,13641400000.0,7672849000.0,4336190000.0,,3903986000.0,2450245000.0,0.0,5569071000.0,,9321054000.0,,970737000.0,310453000.0,2.73,355161000.0,1345395000.0,254437000.0,174094000.0,1090958000.0,2450245000.0,,32.2501,2.4943,2.73,,0.2486527871770032,0.07116109783453312,0.1041445527512232,,,,0.11704234306549452,,0.6276264822670983,1.7694909586526422,19998641000.0,2122235000.0,4175362000.0,5.990000000000002,5.990000000000002,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2021-10-30,13915734000.0,7844911000.0,4476309000.0,,3983217000.0,2451283000.0,,5259595000.0,,13895595000.0,,1355767000.0,429455000.0,3.82,354477000.0,1503653000.0,377916000.0,262139000.0,1125737000.0,2451283000.0,,25.4206,2.2328,3.82,,0.34036985682678095,0.09742691258686031,0.097568114211734,,,,0.08101394722572153,,0.6154028264089052,1.7525400949755703,25612342000.0,3630600000.0,3857521000.0,10.240000000000002,10.240000000000002,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2022-01-29,13640256000.0,7473176000.0,4214929000.0,,4060050000.0,2452325000.0,,4922400000.0,,-8816485000.0,,-1080394000.0,-351060000.0,-3.0200000000000005,-711271000.0,-1863019000.0,-211450000.0,-163043000.0,-2074469000.0,2452325000.0,1.773,20.0499,1.8258,-3.0200000000000005,,-0.26610361941355404,-0.07920628469143101,0.12254248717034057,,,,0.23529433782283982,,0.6040134973707221,1.7730253581970183,18916244000.0,1722589000.0,758109000.0,4.87,4.87,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2022-04-30,13233698000.0,7048002000.0,3756062000.0,,4053897000.0,2453367000.0,,4015567000.0,,4333100000.0,,338445000.0,111017000.0,0.97,348820000.0,-416267000.0,109848000.0,92108000.0,-526115000.0,2453367000.0,,22.4696,1.9005,0.97,,0.08348633426058925,0.025574484169126423,0.0781068980637419,,,,-0.12141769172186194,,0.605187304956194,1.8764338820818187,18733264000.0,1584555000.0,-383889000.0,4.5,4.5,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
2022-07-30,13179922000.0,6985071000.0,3644981000.0,,4126951000.0,2454413000.0,,3903670000.0,,8916109000.0,,722962000.0,232244000.0,2.08,347470000.0,-56265000.0,243346000.0,189181000.0,-299611000.0,2454413000.0,,19.5287,1.5558,2.08,,0.1751806600078363,0.054853283653727235,0.08108492168500857,,,,-0.03360333526653835,,0.5947279238352964,1.9163531990976084,18328319000.0,1336780000.0,-1774458000.0,3.8499999999999996,3.8499999999999996,0.9620708,216.7995,122.36,2.56635,67024.266,31.2461,9.9379,2.946
