report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-12-31,81929000000.0,25906000000.0,18568000000.0,45735000000.0,36194000000.0,17673000000.0,,14720000000.0,1916000000.0,7059000000.0,4776000000.0,,,938000000.0,12.15,2414000000.0,4232000000.0,198000000.0,17673000000.0,,34.7263,17.9158,12.15,4974000000.0,,,,0.6765830854228644,0.0582943768384821,0.08866281768058366,0.7046323841903952,0.48828535116317623,1.395196036191297,25477000000.0,,16736000000.0,17541000000.0,40.01,40.01,1.0075252266119377,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2022-03-31,81808000000.0,24091000000.0,18702000000.0,45819000000.0,35989000000.0,17479000000.0,,12299000000.0,,14248000000.0,9578000000.0,,,1833000000.0,23.42,2405000000.0,7721000000.0,405000000.0,17479000000.0,,33.5918,17.1656,23.42,9983000000.0,,,,0.6722346996069624,0.11707901427733229,0.17913518366125533,0.7006597417181358,0.48567617883242103,1.2881509998930596,28309000000.0,,18889000000.0,19701000000.0,44.89,44.89,0.887213847012842,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2022-06-30,85410000000.0,28971000000.0,20309000000.0,49927000000.0,35483000000.0,20546000000.0,,14047000000.0,,21523000000.0,13726000000.0,,,2251000000.0,34.03,2398000000.0,12973000000.0,635000000.0,20546000000.0,,27.9733,14.5445,34.03,14361000000.0,,,,0.6377363750406542,0.16070717714553331,0.24498027807028502,0.6672396970682526,0.5790378491108418,1.4265104141021223,32286000000.0,,21126000000.0,21971000000.0,52.56,52.56,0.9351417777980064,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2022-09-30,85501000000.0,30205000000.0,20853000000.0,49920000000.0,35581000000.0,20200000000.0,,15689000000.0,,-13520000000.0,-9267000000.0,,,-1843000000.0,-23.289999999999992,-4826000000.0,-6077000000.0,-377000000.0,20200000000.0,1.4485,24.5723,12.5393,-23.289999999999992,-9644000000.0,,,,0.6854289940828402,-0.10838469725500287,-0.16613183700543196,0.7133136094674556,0.5677187262865012,1.4484726418261162,29310000000.0,,18813000000.0,19674000000.0,46.31,46.31,1.0267357934329573,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2022-12-31,85387000000.0,27859000000.0,19353000000.0,48463000000.0,36924000000.0,20487000000.0,,13334000000.0,,7936000000.0,5090000000.0,,,798000000.0,13.129999999999999,2357000000.0,4171000000.0,227000000.0,20487000000.0,,28.2227,14.1894,13.129999999999999,5317000000.0,,,,0.6413810483870968,0.05961094780235867,0.0886589677936284,0.6699848790322581,0.5548423789405265,1.4395184209166538,30187000000.0,,19127000000.0,20017000000.0,47.290000000000006,47.290000000000006,1.0234800419643304,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2023-03-31,86755000000.0,28657000000.0,19097000000.0,48190000000.0,38565000000.0,20606000000.0,,13842000000.0,,15921000000.0,10426000000.0,,,1819000000.0,26.55,2353000000.0,8031000000.0,461000000.0,20606000000.0,,29.2879,14.9233,26.55,10887000000.0,,,,0.6548583631681427,0.12017751138262925,0.17620117963191428,0.6838138307895233,0.5343186827434202,1.50060218882547,31860000000.0,,19975000000.0,20921000000.0,50.42000000000001,50.42000000000001,0.9849433583480713,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2023-06-30,89234000000.0,31670000000.0,21230000000.0,50253000000.0,38981000000.0,20560000000.0,,15590000000.0,,24044000000.0,15450000000.0,,,2809000000.0,39.739999999999995,2347000000.0,13828000000.0,696000000.0,20560000000.0,,29.2555,15.1944,39.739999999999995,16146000000.0,,,,0.6425719514223923,0.17314028285182778,0.25948506071446564,0.6715188820495758,0.5274364433955003,1.4917569477154968,34381000000.0,,21699000000.0,22706000000.0,56.13,56.13,0.9054875363340086,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2023-09-30,90499000000.0,33532000000.0,23098000000.0,51766000000.0,38733000000.0,20463000000.0,,16286000000.0,,-15248000000.0,-9966000000.0,,,-1662000000.0,-24.769999999999982,-4717000000.0,-5275000000.0,-441000000.0,20463000000.0,1.4517,27.0942,14.3325,-24.769999999999982,-10407000000.0,,,,0.6535939139559287,-0.11012276378744516,-0.16835596999797284,0.68251573976915,0.5283091937107892,1.451727422287644,32653000000.0,,21000000000.0,21943000000.0,54.650000000000006,54.650000000000006,0.9325525224445154,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2023-12-31,91409000000.0,32732000000.0,22634000000.0,51676000000.0,39733000000.0,20703000000.0,,13591000000.0,,8634000000.0,5954000000.0,,,1152000000.0,15.76,2299000000.0,3614000000.0,247000000.0,20703000000.0,,29.0996,15.6915,15.76,6201000000.0,,,,0.6895992587444985,0.06513581813606975,0.09851743993646171,0.7182070882557331,0.5210530289683638,1.446142970751966,33351000000.0,,21864000000.0,22827000000.0,57.28000000000001,57.28000000000001,0.9069522933368379,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2024-03-31,92399000000.0,32775000000.0,23443000000.0,51914000000.0,40485000000.0,20603000000.0,,12993000000.0,,17409000000.0,11308000000.0,,,2002000000.0,30.82,2296000000.0,8152000000.0,496000000.0,20603000000.0,,30.4,16.3749,30.82,11804000000.0,,,,0.6495490838072262,0.12238227686446823,0.18511000523834467,0.6780400942041472,0.5089045325429171,1.3980719191229791,34839000000.0,,22746000000.0,23744000000.0,61.55000000000001,61.55000000000001,0.867713948787062,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2024-06-30,91040000000.0,31039000000.0,22612000000.0,51311000000.0,39729000000.0,20602000000.0,,12947000000.0,,26309000000.0,17246000000.0,,,3119000000.0,57.870000000000005,2275000000.0,13286000000.0,760000000.0,20602000000.0,,27.3413,14.9603,57.870000000000005,18006000000.0,,,,0.6555171234178419,0.18943321616871706,0.2858563590857105,0.6844045763807062,0.5185632661280173,1.372678223951884,37104000000.0,,24542000000.0,25604000000.0,79.68000000000002,79.68000000000002,0.8046399000156226,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2024-09-30,94511000000.0,34033000000.0,26517000000.0,55374000000.0,39137000000.0,20836000000.0,,11975000000.0,,-16426000000.0,-10913000000.0,,,-2100000000.0,-24.92,-4628000000.0,-5102000000.0,-469000000.0,20836000000.0,1.2834,27.3777,15.0453,-24.92,-11382000000.0,,,,0.6643735541215147,-0.11546804075716054,-0.18196521768128993,0.692925849263363,0.5323862329764673,1.2834408115548517,35926000000.0,,23595000000.0,24629000000.0,79.53,79.53,0.8459945592594096,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2024-12-31,91888000000.0,32622000000.0,29091000000.0,53592000000.0,38296000000.0,16680000000.0,,12367000000.0,,9510000000.0,6234000000.0,,,1081000000.0,20.92,2120000000.0,5396000000.0,282000000.0,16680000000.0,,31.0317,16.8405,20.92,6516000000.0,,,,0.6555205047318612,0.0678434616054327,0.11339493597206053,0.6851735015772871,0.4355546271151034,1.1213777456945446,36802000000.0,,23875000000.0,24944000000.0,84.69,84.69,0.668697883258499,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2025-03-31,92853000000.0,32934000000.0,30381000000.0,54823000000.0,38030000000.0,16814000000.0,,11734000000.0,,19104000000.0,11669000000.0,,,1942000000.0,39.72,2113000000.0,10091000000.0,587000000.0,16814000000.0,,34.2408,18.0992,39.72,12256000000.0,,,,0.6108144891122278,0.12567176074009456,0.2127671212894756,0.6415410385259631,0.4421246384433342,1.0840327836476746,38497000000.0,,24236000000.0,25396000000.0,93.59,93.59,0.6620727673649394,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2025-06-30,100024000000.0,38398000000.0,34427000000.0,61360000000.0,38664000000.0,19590000000.0,,17092000000.0,,29276000000.0,17846000000.0,,,3003000000.0,61.5,2107000000.0,16821000000.0,904000000.0,19590000000.0,,33.7777,17.6179,61.5,18750000000.0,,,,0.6095778111763902,0.17841717987682956,0.30634806193566105,0.6404563464954228,0.5066728739913098,1.1153455136956458,41464000000.0,,24836000000.0,26140000000.0,97.22,97.22,0.7494261667941852,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2025-09-30,99627000000.0,37766000000.0,35048000000.0,61718000000.0,37909000000.0,19602000000.0,,17164000000.0,,-17890000000.0,-11755000000.0,,,-1890000000.0,-39.47000000000001,-4240000000.0,-9249000000.0,-553000000.0,19602000000.0,1.0776,32.6343,16.3645,-39.47000000000001,-12308000000.0,,,,0.6570709893795417,-0.11799010308450521,-0.2043956808262767,0.6879821129122414,0.5170803766915508,1.0775507874914403,40000000000.0,,23994000000.0,25214000000.0,82.66999999999999,82.66999999999999,0.7774252399460617,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
2025-12-31,96814000000.0,34997000000.0,31491000000.0,58037000000.0,38777000000.0,19588000000.0,,14756000000.0,,10901000000.0,6737000000.0,,,873000000.0,24.46,2067000000.0,6780000000.0,326000000.0,19588000000.0,,32.2548,16.2026,24.46,7063000000.0,,,,0.6180166957159894,0.06958704319623195,0.1154287672406408,0.647922208971654,0.5051448023312789,1.1113333968435426,41391000000.0,,24497000000.0,25761000000.0,86.20999999999998,86.20999999999998,0.7603742090757346,0.7826582,375.51,293.89,8.31674,505671.88,24.3205,17.2671,12.217
