report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-10-31,782086000.0,626156000.0,195891000.0,508697000.0,273389000.0,359738000.0,202887000.0,168454000.0,-74512000.0,-78560000.0,4045000.0,400000.0,-0.94,83979000.0,-7366000.0,1376000.0,6160000.0,-8742000.0,0.0,,,13.6857,-0.94,-68352000.0,-0.2873561116211698,-0.10044931120106997,-0.3872106147757126,0.8302848383582979,-0.3672586217943979,-0.09527340982960954,-0.27254937104272664,-0.04308802436824439,-0.3368968933445711,0.0,3.1964510875946317,306603000.0,-137879000.0,-125190000.0,250520000.0,-23054000.0,-114175000.0,10673000.0,,,-0.0,-11.729598051157126,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2022-01-31,806448000.0,645084000.0,226990000.0,539473000.0,266975000.0,349785000.0,-116209000.0,-97325000.0,43734000.0,45882000.0,-2659000.0,-265000.0,0.2999999999999998,-82878000.0,9782000.0,-137000.0,-3803000.0,9645000.0,0.0,2.8419,,10.0891,0.2999999999999998,39931000.0,0.1718587882760558,0.05689393488482829,-0.3948231204123605,0.8374996773055443,-0.3763391819910678,0.05423040295220523,0.16381309111340014,-0.08299701400063679,-0.34361366159247564,0.0,2.8419049297325873,281396000.0,-107455000.0,-101711000.0,233035000.0,-9752000.0,-93355000.0,5398000.0,,,-0.0,-18.842349018154874,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2022-04-30,784695000.0,557917000.0,219918000.0,528537000.0,256158000.0,273859000.0,85371000.0,69655000.0,-32457000.0,-32820000.0,1325000.0,-1200000.0,-0.38,87127000.0,-2985000.0,2078000.0,3591000.0,-5063000.0,0.0,,,8.5819,-0.38,-28866000.0,-0.12812404843885414,-0.04182516774033223,-0.38443968092209296,0.8159093837485797,-0.38018765154443546,-0.041362567621814846,-0.12670695430164194,-0.05930585327570252,-0.33812418737041855,0.0,2.5369319473621985,303176000.0,-117717000.0,-112930000.0,249517000.0,-15467000.0,-102955000.0,5406000.0,-1.6500000000000001,-1.6500000000000001,-0.0,-20.889752127266,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2022-07-31,784763000.0,559584000.0,226064000.0,532680000.0,250272000.0,278331000.0,175624000.0,141541000.0,-70345000.0,-71319000.0,2712000.0,-1400000.0,-0.81,87648000.0,-144000.0,2940000.0,8280000.0,-3084000.0,0.0,,,7.0729,-0.81,-62065000.0,-0.28496595703874184,-0.09087966685483388,-0.4060891449915729,0.8059319910718353,-0.4005432059399626,-0.08963852781030707,-0.2810741912798875,-0.017560242335899423,-0.3533970300186763,0.0,2.475334418571732,347673000.0,-136817000.0,-133580000.0,282325000.0,-7244000.0,-119352000.0,5423000.0,-1.83,-1.83,-0.0,-24.63212244145307,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2022-10-31,784010000.0,563617000.0,237349000.0,542110000.0,240349000.0,262333000.0,269827000.0,217737000.0,-102887000.0,-103861000.0,4072000.0,-1300000.0,-1.18,88200000.0,-592000.0,3755000.0,12778000.0,-4347000.0,0.0,,,6.3823,-1.18,-90109000.0,-0.4321257837561213,-0.1324740755857706,-0.38491700237559623,0.806950379317118,-0.3813072820733285,-0.13123174449305494,-0.42807334334655023,-0.016110322539997852,-0.333951013056514,0.0,2.374633977813262,414613000.0,-162118000.0,-161955000.0,331608000.0,-2849000.0,-141109000.0,5450000.0,-2.0700000000000003,-2.0700000000000003,-0.0,-29.71651376146789,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2023-04-30,801831000.0,590226000.0,245328000.0,548863000.0,252476000.0,300605000.0,103246000.0,85310000.0,-15800000.0,-12218000.0,1334000.0,-100000.0,-0.13,91522000.0,22152000.0,235000.0,4725000.0,21917000.0,0.0,,,7.0933,-0.13,-11075000.0,-0.048392718515819326,-0.015237624886042071,-0.11833872498692444,0.826278984173721,-0.15303256300486218,-0.01970490040918847,-0.06258020564330867,0.21227941034035216,-0.1072680781822056,0.0,2.4058648014087263,634068000.0,-220218000.0,-221489000.0,514243000.0,9423000.0,-192115000.0,9443000.0,-2.5,-2.5,-0.0,-23.455363761516466,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2023-07-31,811898000.0,602888000.0,239575000.0,542580000.0,265887000.0,298558000.0,210862000.0,173093000.0,-41973000.0,-34271000.0,2730000.0,-200000.0,-0.39,92041000.0,32902000.0,948000.0,9991000.0,31954000.0,0.0,,,5.8866,-0.39,-31982000.0,-0.1288931012046471,-0.042210967387528976,-0.16252809894623024,0.8208828522920204,-0.19905435782644573,-0.051697380705458075,-0.1578602940346839,0.15153986967779876,-0.15167265794690366,0.0,2.5164896170301576,759559000.0,-221669000.0,-231005000.0,617681000.0,46440000.0,-195231000.0,10848000.0,-2.51,-2.51,-0.0,-21.294708702064895,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2023-10-31,886730000.0,681054000.0,247927000.0,712139000.0,169119000.0,380307000.0,319582000.0,262108000.0,-62815000.0,-47037000.0,4184000.0,-200000.0,-0.55,92257000.0,49819000.0,1193000.0,15016000.0,48626000.0,0.0,,,4.4074,-0.55,-47799000.0,-0.2781296010501481,-0.05304545915893226,-0.1471828826404491,0.8201588324749204,-0.19655362317026617,-0.07083892503918893,-0.37142485468811903,0.15215500247197902,-0.14956724721667677,0.0,2.746994074868812,903517000.0,-197387000.0,-223475000.0,738248000.0,98150000.0,-180965000.0,12320000.0,-2.25,-2.25,-0.0,-18.139204545454547,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2024-01-31,925306000.0,703198000.0,281655000.0,746413000.0,171600000.0,363011000.0,-202991000.0,-167644000.0,24342000.0,18337000.0,-1748000.0,488000.0,0.18000000000000005,-183479000.0,-32899000.0,-212000.0,-9579000.0,-33111000.0,0.0,2.4967,,5.0995,0.18000000000000005,14763000.0,0.10685897435897436,0.01981722803051099,-0.09033405421915257,0.8258691272026839,-0.1199166465508323,0.026306973044592816,0.14185314685314684,0.16311560611061574,-0.0727273622968506,0.0,2.4966643588787703,430699000.0,-75189000.0,-96246000.0,352867000.0,69386000.0,-76093000.0,6500000.0,-0.8899999999999998,-0.8899999999999998,-0.0,-14.807076923076924,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2024-04-30,924043000.0,706976000.0,273129000.0,736006000.0,174033000.0,382541000.0,111172000.0,91829000.0,-21733000.0,-17139000.0,2148000.0,200000.0,-0.26,92876000.0,28647000.0,457000.0,5292000.0,28190000.0,0.0,,,4.35,-0.26,-16441000.0,-0.09848132250780024,-0.0185478381417315,-0.15416651674882165,0.8260083474256108,-0.19548987155039038,-0.023519468249854174,-0.12487861497532077,0.2535710430683985,-0.14788795739934515,0.0,2.5884325721545496,438625000.0,-80110000.0,-102179000.0,359386000.0,75659000.0,-81459000.0,7314000.0,-1.0199999999999998,-1.0199999999999998,-0.0,-13.9703308722997,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2024-10-31,866754000.0,654133000.0,332331000.0,738665000.0,111596000.0,326440000.0,346053000.0,286362000.0,-48053000.0,-33975000.0,,1300000.0,-0.47,92530000.0,86489000.0,1646000.0,15526000.0,84843000.0,0.0,,,3.6762,-0.47,-32527000.0,-0.30444639592816947,-0.03919797312732332,-0.09817860269958648,0.8275090809789252,-0.13886023239214804,-0.05544018256621833,-0.4305978708914298,0.24517342719178853,-0.09399427255362618,0.0,1.968317731418375,573816000.0,-79814000.0,-108259000.0,472655000.0,128548000.0,-82004000.0,,-1.0999999999999996,-1.0999999999999996,-0.0,,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2025-01-31,927266000.0,711720000.0,369158000.0,779221000.0,129828000.0,346460000.0,467499000.0,387834000.0,-59772000.0,-42735000.0,,1783000.0,-0.59,92000000.0,117891000.0,2791000.0,20603000.0,115100000.0,0.0,1.928,,3.5715,-0.59,-39169000.0,-0.32916628154173216,-0.04608709906326772,-0.09141196023948714,0.8295932183812158,-0.12785481894078918,-0.06446046765437317,-0.4603937517330622,0.2462037351951555,-0.08378413643665548,0.0,1.9279549677915688,721733000.0,-75512000.0,-105216000.0,598381000.0,195022000.0,-73374000.0,,-1.1399999999999997,-1.1399999999999997,-0.0,,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2025-04-30,926798000.0,713291000.0,353712000.0,763806000.0,145657000.0,371828000.0,119805000.0,100621000.0,-10327000.0,-7162000.0,,800000.0,-0.07,91374000.0,30670000.0,441000.0,3962000.0,30229000.0,0.0,,,2.9726,-0.07,-6365000.0,-0.04917031107327489,-0.007727681760210963,-0.05978047660782104,0.8398731271649764,-0.08619840574266516,-0.011142665392027172,-0.0708994418393898,0.2523183506531447,-0.053127999666124116,0.0,2.0165869407879855,1044529000.0,-101011000.0,-139885000.0,866646000.0,258362000.0,-94502000.0,,-1.39,-1.39,-0.0,,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2025-07-31,891531000.0,671748000.0,281141000.0,693850000.0,180709000.0,339712000.0,243216000.0,205031000.0,-6761000.0,2413000.0,,-1100000.0,0.03,93895000.0,64644000.0,1315000.0,7084000.0,63329000.0,0.0,,,3.0724,0.03,323000.0,0.013352959730837976,0.002706580029185749,0.009921222288007368,0.8429996381816985,-0.027798335635813434,-0.007583583745265168,-0.03741374253634296,0.26038171830800605,0.0013280376291033484,0.0,2.3893633443716853,1176573000.0,-81459000.0,-124913000.0,979848000.0,293501000.0,-77738000.0,,-1.0999999999999999,-1.0999999999999999,-0.0,,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2025-10-31,1027764000.0,658901000.0,278071000.0,688446000.0,320499000.0,324260000.0,367761000.0,311219000.0,1318000.0,163999000.0,,-150700000.0,1.73,94154000.0,89447000.0,2058000.0,10082000.0,87389000.0,0.0,,9.8373,3.0612,1.73,11400000.0,0.5116989444584851,0.15956873367815957,0.44593907456201176,0.8462534091434383,0.003583849293426981,0.0012823955694108765,0.00411233732398541,0.23762443543497,0.030998392978048243,0.0,2.3695423111363643,1198281000.0,116515000.0,-75542000.0,1004705000.0,296047000.0,-33811000.0,,1.1,1.1,-0.0,,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
2026-01-31,990515000.0,612239000.0,303893000.0,719850000.0,253593000.0,237402000.0,-238236000.0,-198467000.0,21610000.0,14123000.0,,-1544000.0,0.18000000000000016,-186428000.0,-69904000.0,-873000.0,-8006000.0,-70777000.0,0.0,2.0147,5.4796,1.9341,0.18000000000000016,13604000.0,0.05569160032019811,0.01425823940071579,-0.059281552746016555,0.8330688896724256,-0.09070837320975839,0.021816933615341514,0.08521528591088871,0.29708776171527396,-0.057103040682348595,0.0,2.014653183850895,492546000.0,173373000.0,5840000.0,418404000.0,110170000.0,18962000.0,,1.87,1.87,0.0,,0.7564756,18.0,5.7,2.27736,630.5478,3.6269,3.7566,1.2802
