report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-12-31,31220000000.0,2822000000.0,3060000000.0,31220000000.0,11276000000.0,12179000000.0,,48000000.0,8327000000.0,543000000.0,19000000.0,486000000.0,32000000.0,,,2152000000.0,2394000000.0,12179000000.0,,,2937000000.0,0.0016849946789641718,0.0006085842408712364,0.0022817341179296267,0.06520955926504143,0.017392696989109547,0.023150714133447027,0.3527080581241744,1.080081589216034,0.9222222222222223,,,,,,2.0202613,140.6,70.5,2.01351,23896.922,47.4145,2.4105,6.6677
2012-03-31,29907000000.0,2099000000.0,3142000000.0,29907000000.0,11315000000.0,10932000000.0,,49000000.0,2839000000.0,290000000.0,77000000.0,174000000.0,48000000.0,,,,,10932000000.0,,,290000000.0,0.006805125939019001,0.0025746480757013407,0.02712222613596337,0.1021486438886932,0.00969672651887518,0.013035465456016542,0.1021486438886932,0.9661511268228016,0.6680458306810948,,,,,,2.0202613,140.6,70.5,2.01351,23896.922,47.4145,2.4105,6.6677
2012-06-30,29548000000.0,2193000000.0,4787000000.0,29548000000.0,10802000000.0,9436000000.0,,41000000.0,5675000000.0,581000000.0,114000000.0,324000000.0,75000000.0,,,1078000000.0,1479000000.0,9436000000.0,,,2060000000.0,0.010553601184965747,0.00385812914579667,0.02008810572687225,0.10237885462555066,0.019662921348314606,0.028708370392331258,0.3629955947136564,0.8735419366783929,0.45811573010236056,,,,,,2.0202613,140.6,70.5,2.01351,23896.922,47.4145,2.4105,6.6677
2012-09-30,29988000000.0,2944000000.0,5699000000.0,29988000000.0,10885000000.0,8849000000.0,,54000000.0,8500000000.0,957000000.0,135000000.0,,419000000.0,,,2017000000.0,2206000000.0,8849000000.0,,,3163000000.0,0.01240238860817639,0.004501800720288115,0.01588235294117647,0.11258823529411764,0.031912765106042414,0.048494983277591976,0.37211764705882355,0.8129536058796509,0.5165818564660467,25341000000.0,345000000.0,2371000000.0,8450000000.0,1.0472189349112426,2.0202613,140.6,70.5,2.01351,23896.922,47.4145,2.4105,6.6677
2012-12-31,29246000000.0,2557000000.0,4942000000.0,29246000000.0,10624000000.0,8772000000.0,,87000000.0,-5658000000.0,-486000000.0,-107000000.0,,42000000.0,,,-289000000.0,-737000000.0,8772000000.0,,,-1223000000.0,-0.010071536144578314,-0.003658619982219791,0.01891127606928243,0.08589607635206786,-0.016617657115502976,-0.025056712724273046,0.21615411806291976,0.8256777108433735,0.5174018615944962,11356000000.0,219000000.0,1342000000.0,4290000000.0,2.044755244755245,2.0202613,140.6,70.5,2.01351,23896.922,47.4145,2.4105,6.6677
2025-12-31,14070000000.0,2638000000.0,1356000000.0,6704000000.0,7095000000.0,,24000000.0,915000000.0,4754000000.0,,692000000.0,65000000.0,233000000.0,3.3,209800000.0,1273000000.0,,24000000.0,1.9454,3.3,,0.09753347427766032,0.049182658137882015,0.14556163230963398,,,,,0.0033826638477801266,1.9454277286135693,13271000000.0,834000000.0,,,,2.0202613,140.6,70.5,2.01351,23896.922,47.4145,2.4105,6.6677
