report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,227347000000.0,22405000000.0,28063000000.0,,84652000000.0,,7129000000.0,3037000000.0,26913000000.0,4351000000.0,409000000.0,680000000.0,1565000000.0,0.14,2837000000.0,7117000000.0,4121000000.0,7129000000.0,,23.7501,0.8109,0.14,8472000000.0,0.004831545622076265,0.0017990120828513241,0.015197116635083417,0.16166908185635195,0.019138145654000273,0.047406325928024316,0.3147921079032438,0.08421537589188678,0.7983822114528026,,,,,,,,,,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2010-06-30,226251000000.0,21061000000.0,31834000000.0,,84473000000.0,,7874000000.0,4761000000.0,53686000000.0,6390000000.0,211000000.0,1359000000.0,1516000000.0,0.07,2833000000.0,16873000000.0,8297000000.0,7874000000.0,,77.8813,0.7331,0.07,14687000000.0,0.0024978395463639267,0.0009325925631267928,0.003930261148157806,0.11902544424989756,0.028242969091849316,0.06919553423500492,0.2735722534739038,0.0932132160572017,0.6615882389897594,,,,,,,,,,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2010-09-30,220852000000.0,21341000000.0,28767000000.0,,84624000000.0,,5810000000.0,5394000000.0,80170000000.0,10137000000.0,1092000000.0,1956000000.0,1837000000.0,0.39,2833000000.0,25213000000.0,12319000000.0,5810000000.0,,174.8099,0.8589,0.39,22456000000.0,0.01290414066931367,0.0049444877112274285,0.013621055257577647,0.1264438069103156,0.04589951641823484,0.11209279695689674,0.2801047773481352,0.06865664586878427,0.7418569889109049,,,,,,,,,,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2010-12-31,220005000000.0,22348000000.0,30597000000.0,,86912000000.0,,7542000000.0,6668000000.0,-54204000000.0,-6233000000.0,837000000.0,-1472000000.0,-2451000000.0,0.29999999999999993,-5670000000.0,-15840000000.0,-8332000000.0,7542000000.0,0.7304,39.6791,0.9491,0.29999999999999993,-14565000000.0,0.009630430780559647,0.003804458989568419,-0.01544166482178437,0.11499151354143605,-0.028331174291493375,-0.06598979397378618,0.2687071064866062,0.08677743004418262,0.7303984050723927,106565000000.0,2549000000.0,14645000000.0,31050000000.0,2523000000.0,0.8999999999999999,0.8999999999999999,0.24289855072463767,5.804597701149425,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2011-03-31,228108000000.0,29923000000.0,32747000000.0,,88864000000.0,,11823000000.0,14007000000.0,26990000000.0,4453000000.0,1439000000.0,709000000.0,617000000.0,0.51,2834000000.0,5035000000.0,4024000000.0,11823000000.0,,30.7568,1.0224,0.51,8477000000.0,0.016193284119553474,0.006308415312045171,0.05331604297888107,0.1649870322341608,0.019521454749504622,0.044226166237945314,0.31407928862541684,0.13304600288080662,0.9137630928023941,106642000000.0,3579000000.0,14747000000.0,31055000000.0,2552000000.0,1.27,1.27,0.3807116406375785,5.778605015673981,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2011-06-30,223756000000.0,22472000000.0,27374000000.0,,90712000000.0,,6055000000.0,6240000000.0,54526000000.0,9345000000.0,3048000000.0,1426000000.0,1319000000.0,1.07,2837000000.0,12792000000.0,8137000000.0,6055000000.0,,16.6062,0.9812,1.07,17482000000.0,0.03360084663550578,0.013621981086540697,0.05589993764442651,0.1713861277188864,0.04176424319347861,0.09657217853193754,0.3206176869750211,0.06674971337860482,0.8209249652955359,107482000000.0,6416000000.0,17702000000.0,33850000000.0,2619000000.0,2.2699999999999996,2.2699999999999996,0.17887740029542099,6.759068346697212,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2011-09-30,228032000000.0,27770000000.0,34636000000.0,228032000000.0,87515000000.0,46285000000.0,8630000000.0,10324000000.0,82439000000.0,13992000000.0,4427000000.0,2124000000.0,1875000000.0,1.56,2838000000.0,21512000000.0,12316000000.0,54915000000.0,,14.7444,0.9573,1.56,26308000000.0,0.0505856138947609,0.01941394190289082,0.053700311745654365,0.16972549400162545,0.06135980914959304,0.09823773081513726,0.3191208044736108,0.6274924298691653,0.8017669476844901,109751000000.0,9751000000.0,21557000000.0,37702000000.0,2787000000.0,3.44,3.44,1.4565540289639807,7.7348403301040545,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2011-12-31,230461000000.0,30939000000.0,30761000000.0,230461000000.0,85908000000.0,50303000000.0,4849000000.0,13362000000.0,-53080000000.0,-14910000000.0,-6510000000.0,-1432000000.0,-3526000000.0,-2.29,-5670000000.0,-9559000000.0,-7981000000.0,55152000000.0,1.0058,46.7883,1.0145,-2.29,-22891000000.0,-0.07577874004749266,-0.028247729550769977,0.12264506405425772,0.28089675960813865,-0.06469641284208608,-0.10569970225435985,0.43125470987189146,0.6419891046235507,1.0057865479015637,110875000000.0,2404000000.0,12880000000.0,29376000000.0,2827000000.0,0.8500000000000001,0.8500000000000001,1.8774509803921569,4.556066501591793,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2012-03-31,222921000000.0,23512000000.0,22913000000.0,222921000000.0,88421000000.0,48476000000.0,3121000000.0,5909000000.0,28242000000.0,5195000000.0,1686000000.0,685000000.0,726000000.0,0.59,2849000000.0,5957000000.0,4028000000.0,51597000000.0,,41.2806,0.976,0.59,9223000000.0,0.019067868492778865,0.0075632174626885755,0.05969832164860846,0.18394589618298987,0.023304219880585498,0.03710237255210044,0.3265703562070675,0.5835378473439568,1.0261423645965173,112127000000.0,2651000000.0,13622000000.0,30122000000.0,2803000000.0,0.9299999999999998,0.9299999999999998,1.7129340681229666,4.8597930788440955,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2012-06-30,226072000000.0,27130000000.0,26353000000.0,226072000000.0,90428000000.0,46479000000.0,5912000000.0,10001000000.0,56794000000.0,10846000000.0,3511000000.0,1364000000.0,1519000000.0,1.23,2854000000.0,15271000000.0,8156000000.0,52391000000.0,,44.646,1.1313,1.23,19002000000.0,0.038826469677533504,0.015530450475954563,0.06181991055393175,0.1909708772053386,0.0479758660957571,0.07594227658784895,0.33457759622495337,0.579367010218074,1.0294843091868098,114395000000.0,3114000000.0,15123000000.0,31642000000.0,2741000000.0,1.0899999999999999,1.0899999999999999,1.655742367739081,5.517329441809559,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2012-09-30,231082000000.0,27663000000.0,28770000000.0,231082000000.0,92628000000.0,46467000000.0,6335000000.0,9714000000.0,85801000000.0,16329000000.0,5104000000.0,1996000000.0,2150000000.0,1.79,2859000000.0,24758000000.0,12323000000.0,52802000000.0,,42.4349,1.1445,1.79,28652000000.0,0.05510212894589109,0.02208739754719104,0.05948648617148984,0.19031246722066175,0.07066322777195974,0.11228082238877811,0.3339355019172271,0.570043615321501,0.9615224191866527,117757000000.0,3791000000.0,17460000000.0,33986000000.0,2613000000.0,1.3199999999999998,1.3199999999999998,1.553639734008121,6.6819747416762345,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2012-12-31,225222000000.0,21235000000.0,26956000000.0,225222000000.0,85533000000.0,47618000000.0,4369000000.0,3093000000.0,-54991000000.0,-19210000000.0,-9426000000.0,-1474000000.0,-5055000000.0,-3.3,-5700000000.0,-14500000000.0,-8047000000.0,51987000000.0,0.7878,141.3817,1.0679,-3.3,-27257000000.0,-0.11020307951317035,-0.04185203932120308,0.17140986706915678,0.34932989034569295,-0.08529362140465852,-0.13968877254217568,0.4956629266607263,0.6078004980533829,0.7877652470692981,115846000000.0,875000000.0,13160000000.0,29620000000.0,2571000000.0,0.31000000000000005,0.31000000000000005,1.7551316677920323,5.118630882924932,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2013-03-31,226186000000.0,25258000000.0,31489000000.0,226186000000.0,87588000000.0,41993000000.0,10888000000.0,5475000000.0,29420000000.0,6222000000.0,1952000000.0,537000000.0,864000000.0,0.68,2872000000.0,7531000000.0,4118000000.0,52881000000.0,,123.4163,1.2033,0.68,10340000000.0,0.022286157921176417,0.008630065521296632,0.0663494221617947,0.2114887831407206,0.027508333849133013,0.04429447066612562,0.3514615907545887,0.6037470886422798,0.8021213757185048,117024000000.0,1141000000.0,14187000000.0,30737000000.0,2423000000.0,0.40000000000000013,0.40000000000000013,1.7204346553014283,5.8551382583574085,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2013-06-30,223346000000.0,21957000000.0,29191000000.0,,87156000000.0,,7961000000.0,1788000000.0,59206000000.0,12777000000.0,4198000000.0,1051000000.0,1852000000.0,1.0,2873000000.0,17148000000.0,8269000000.0,7961000000.0,,92.2727,1.2188,1.0,21046000000.0,0.048166506035155356,0.018795948886481065,0.07090497584704253,0.21580583049015303,0.05720720317355135,0.13432929970457436,0.3554707293179745,0.09134196154022672,0.7521838922955706,119436000000.0,1828000000.0,16118000000.0,32781000000.0,2110000000.0,0.17000000000000015,0.17000000000000015,0.24285409230956956,7.638862559241706,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
2013-09-30,276675000000.0,73705000000.0,30291000000.0,,90265000000.0,,8202000000.0,56710000000.0,89485000000.0,19905000000.0,6430000000.0,1606000000.0,2886000000.0,2.0,2874000000.0,28387000000.0,12423000000.0,8202000000.0,,60.687,1.1175,2.0,32328000000.0,0.071234697834155,0.023240263847474473,0.07185561826004358,0.22243951500251438,0.07194361615613988,0.20214894330080127,0.36126725149466393,0.09086578408020828,2.4332309927041034,123120000000.0,3154000000.0,19694000000.0,36457000000.0,1720000000.0,0.3800000000000001,0.3800000000000001,0.22497737060098197,11.45,0.29120868,51.665,38.39,24.65778,209955.31,12.2252,1.644,1.5193
