report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,879871000.0,625842000.0,316410000.0,588420000.0,291451000.0,242131000.0,0.0,36985000.0,,917300000.0,266826000.0,80981000.0,46659000.0,4282000.0,30142000.0,0.93,50169000.0,28715000.0,5084000.0,23631000.0,242131000.0,,45.5643,0.687,0.93,80981000.0,0.1600920909518238,0.053029364531846146,0.05086558377848032,0.2908819361168647,0.08828191431374686,0.09203735547597318,0.15176861288424273,0.02576147389076638,0.08828191431374686,0.8307777293610247,1.977946335450839,,,,,,,,,,,,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2010-12-31,728545000.0,476592000.0,211538000.0,443363000.0,285182000.0,198700000.0,,9721000.0,,1613746000.0,471262000.0,101245000.0,57638000.0,6619000.0,37093000.0,1.15,50161000.0,93959000.0,8078000.0,85881000.0,198700000.0,2.2534,19.4168,0.6943,1.15,101245000.0,0.2021095300544915,0.07911385020829187,0.03571689720687147,0.2920298485635286,0.06273911755629448,0.13896876651407944,0.20923489611103532,0.05321841231519706,0.06273911755629448,0.6967480416015036,2.252985279240609,,,,,,,,,,,,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2011-03-31,896643000.0,641059000.0,432555000.0,646073000.0,250570000.0,180157000.0,,11420000.0,,312889000.0,91410000.0,576000.0,-638000.0,1645000.0,-419000.0,-0.01,48864000.0,-37128000.0,6246000.0,-43374000.0,180157000.0,,18.5479,0.7075,-0.01,576000.0,-0.0025461946761384043,-0.000711542944070271,-0.002039061775901358,0.29214833375414284,0.0018409084371774015,0.0006423961375932227,0.0013372739577505008,-0.13862424054536912,0.0018409084371774015,0.718988705750888,1.482028874940759,,,,,,,,,,,,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2011-06-30,970550000.0,710916000.0,427731000.0,667594000.0,302956000.0,206049000.0,,37218000.0,,1019312000.0,302849000.0,98497000.0,57939000.0,3469000.0,37251000.0,1.17,49352000.0,-18939000.0,12427000.0,-31366000.0,206049000.0,,20.8026,0.8366,1.17,98497000.0,0.19124559341950648,0.059697078975838445,0.05684128117789254,0.2971111887233742,0.09663086474013845,0.10148575549945907,0.1935089046276559,-0.030771736229927637,0.09663086474013845,0.680128467500231,1.6620633061433472,3863247000.0,161598000.0,281299000.0,1132347000.0,34772000.0,281299000.0,16015000.0,3.24,3.24,0.7324910504480997,17.564720574461443,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2011-09-30,798212000.0,536500000.0,190961000.0,493713000.0,304499000.0,268700000.0,,20656000.0,,1522896000.0,450755000.0,139410000.0,82108000.0,5110000.0,52377000.0,1.67,49157000.0,31974000.0,16959000.0,15015000.0,268700000.0,,17.9611,0.7167,1.67,139410000.0,0.26964948981770054,0.10286490305833539,0.053915697460627646,0.2959854120044967,0.09154269234406026,0.17465284911777823,0.24321396234117645,0.009859504522961516,0.09154269234406026,0.8824331114387897,2.80947418582852,4468843000.0,197047000.0,339728000.0,1316276000.0,26156000.0,339728000.0,16843000.0,3.9799999999999995,3.9799999999999995,0.7909268591343663,20.170278453957135,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2011-12-31,798622000.0,538001000.0,230857000.0,518876000.0,279746000.0,247300000.0,,17487000.0,,-1061779000.0,-313424000.0,-113416000.0,-67416000.0,-2260000.0,-43890000.0,-1.36,-98386000.0,99196000.0,-16178000.0,83018000.0,247300000.0,2.3482,19.8931,0.7998,-1.36,-113416000.0,-0.2409900409657332,-0.08441540553603583,0.06349343884179288,0.2951876049535732,0.10681695531744365,-0.1420146201832657,-0.2151918428372476,-0.07818764545164295,0.10681695531744365,0.8840162147090576,2.330451318348588,1793318000.0,71993000.0,125067000.0,531590000.0,23293000.0,125067000.0,7964000.0,1.4699999999999998,1.4699999999999998,1.9773401456819144,15.704043194374686,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2012-03-31,974265000.0,709610000.0,353725000.0,692699000.0,281566000.0,299011000.0,,20681000.0,,361954000.0,104563000.0,6021000.0,3651000.0,1477000.0,1037000.0,0.08,48598000.0,-34027000.0,6661000.0,-40688000.0,299011000.0,,23.5151,0.9751,0.08,6021000.0,0.012966764453094479,0.003747440378131207,0.010086917122065235,0.2888847754134503,0.01663471048807307,0.006180043417345384,0.010370717406993388,-0.11241207446250076,0.01663471048807307,1.0619570544739068,2.00610643861757,1842383000.0,76282000.0,130512000.0,544743000.0,25979000.0,130512000.0,7796000.0,1.5599999999999998,1.5599999999999998,2.291061358342528,16.74089276552078,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2012-06-30,1007014000.0,742840000.0,355626000.0,704636000.0,302378000.0,309813000.0,,50311000.0,,1119129000.0,326968000.0,114155000.0,68594000.0,,42055000.0,1.42,48430000.0,33521000.0,9520000.0,24001000.0,309813000.0,,23.2681,1.0164,1.42,114155000.0,0.22684851411147636,0.06811623274353683,0.06129230857211278,0.2921629231303987,0.10200343302693433,0.11335989370554928,0.18646958220555349,0.02144614249116947,0.10200343302693433,1.0245884290523781,2.088823651813984,1942200000.0,86937000.0,146170000.0,568862000.0,81346000.0,146170000.0,,1.8099999999999998,1.8099999999999998,2.119538893069713,,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2012-09-30,831383000.0,573241000.0,266371000.0,518913000.0,312470000.0,214328000.0,,28818000.0,,1647156000.0,478469000.0,155166000.0,89969000.0,,60020000.0,1.87,48205000.0,124530000.0,13717000.0,110813000.0,214328000.0,,24.2801,1.0117,1.87,155166000.0,0.2879284411303485,0.1082160688876246,0.05462081308631362,0.2904818972823461,0.09420237063156131,0.18663600290118995,0.2945455373786537,0.06727535218279264,0.09420237063156131,0.6859154478829967,2.152039824155032,2066460000.0,94798000.0,161926000.0,596576000.0,177144000.0,161926000.0,,2.01,2.01,1.3236169608339612,,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
2012-12-31,780576000.0,543096000.0,247996000.0,498953000.0,281623000.0,230882000.0,,12463000.0,,-1174265000.0,-342593000.0,-130473000.0,-80242000.0,,-46368000.0,-1.6600000000000001,-97175000.0,-4946000.0,-13627000.0,-18573000.0,230882000.0,2.1899,24.1039,1.0115,-1.6600000000000001,-130473000.0,-0.2849270123533944,-0.10279844627557086,0.06833380880806292,0.29175101020638444,0.11111035413641725,-0.16714964334030255,-0.25457897971727106,0.015816702362754575,0.11111035413641725,0.8198265056476212,2.1899385473959256,1953974000.0,81972000.0,144869000.0,567407000.0,75553000.0,144869000.0,,1.7100000000000002,1.7100000000000002,1.5937295073480178,,1.2030634,345.0,200.985,0.68764,7552.1714,18.5829,7.1892,1.4278
