report_date,total_assets,total_liabilities,total_equity,long_term_debt,shares_outstanding,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_pe,eps,roe,roa,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-03-31,54110564000.0,47759911000.0,6355405000.0,2352569000.0,,110723000.0,66633000.0,60634000.0,0.0,183655000.0,210266000.0,15800000.0,46233000.0,194466000.0,2352569000.0,12.3195,0.0,0.01742186375219203,0.0020462362950051678,0.37016822688719286,199678000.0,658266000.0,292016000.0,0.8300000000000001,0.8300000000000001,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2013-06-30,54904540000.0,48044208000.0,6860332000.0,2173176000.0,,193749000.0,129209000.0,103725000.0,0.0,183863000.0,521360000.0,42533000.0,91759000.0,478827000.0,2173176000.0,14.9578,0.0,0.02824192765014871,0.0035288338632834372,0.3167741736114229,301690000.0,894041000.0,334981000.0,0.53,0.53,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2013-09-30,55188312000.0,48855503000.0,6332809000.0,2304301000.0,,305263000.0,187095000.0,164832000.0,1.0,184144000.0,793833000.0,63438000.0,133893000.0,730395000.0,2304301000.0,13.925,1.0,0.04820341178772327,0.005531298003823708,0.3638671243677174,497102000.0,1546015000.0,451237000.0,1.19,1.19,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2013-12-31,56031127000.0,49566564000.0,6464563000.0,2273575000.0,,-315756000.0,-137860000.0,-186214000.0,0.0,-367365000.0,-648893000.0,-33191000.0,-141269000.0,-682084000.0,2273575000.0,20.9819,0.0,-0.04884413687359842,-0.005635367641275536,0.35169817356563776,293979000.0,721604000.0,245077000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2014-03-31,56080844000.0,49494628000.0,6586216000.0,2158701000.0,,101210000.0,51103000.0,56121000.0,0.0,185123000.0,126558000.0,76916000.0,32404000.0,49642000.0,2158701000.0,22.5336,0.0,0.015366942110614045,0.0018047160631177376,0.32776043178662834,284466000.0,576780000.0,229547000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2014-06-30,55111275000.0,48411185000.0,6700090000.0,1933136000.0,,220760000.0,98011000.0,126093000.0,0.0,185202000.0,138984000.0,112731000.0,63554000.0,26253000.0,1933136000.0,18.7596,0.0,0.03294881113537281,0.004005713894298399,0.28852388550004554,311477000.0,124206000.0,198349000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2014-09-30,55458870000.0,48136711000.0,7322159000.0,1113677000.0,,316648000.0,141468000.0,179202000.0,1.0,189260000.0,337232000.0,138884000.0,97414000.0,198348000.0,1113677000.0,21.4253,1.0,0.0432451685356737,0.005709600646388937,0.15209680642007364,322862000.0,-407841000.0,152722000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2014-12-31,57208874000.0,49839344000.0,7369530000.0,1092282000.0,,-312050000.0,-117584000.0,-138455000.0,0.0,-366796000.0,-148667000.0,-152732000.0,-64724000.0,-301399000.0,1092282000.0,14.5244,0.0,-0.042343270194978515,-0.005454573358671593,0.1482159649258501,326568000.0,-27156000.0,172998000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2015-03-31,57555931000.0,50101633000.0,7454298000.0,1089321000.0,,75279000.0,31100000.0,51176000.0,0.0,202944000.0,88817000.0,33533000.0,34169000.0,55284000.0,1089321000.0,14.0925,0.0,0.010098737667852829,0.0013079277616063582,0.14613327774124404,300637000.0,-21514000.0,152995000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2015-06-30,58365459000.0,50835284000.0,7530175000.0,1050938000.0,,74179000.0,62632000.0,56675000.0,0.0,203295000.0,173848000.0,67368000.0,69282000.0,106480000.0,1050938000.0,22.7312,0.0,0.009850899879484872,0.0012709400606272967,0.13956355595985484,154056000.0,58713000.0,117616000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2015-09-30,58410927000.0,50772832000.0,7638095000.0,944752000.0,,158417000.0,93485000.0,97455000.0,0.0,203511000.0,386370000.0,106115000.0,109563000.0,280255000.0,944752000.0,19.48,0.0,0.020740380945772473,0.0027121124100632746,0.12368948016488404,-4175000.0,140620000.0,69633000.0,0.0,0.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2015-12-31,59669525000.0,52162006000.0,7507519000.0,817348000.0,,-61261000.0,-69006000.0,-62918000.0,1.0,-406052000.0,-113866000.0,-49655000.0,-61926000.0,-163521000.0,817348000.0,18.0202,1.0,-0.008159952708744393,-0.001026671487664767,0.10887058694090551,246614000.0,278498000.0,118211000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2016-03-31,59179913000.0,51554176000.0,7625737000.0,802448000.0,,78777000.0,22059000.0,41448000.0,0.0,204096000.0,222762000.0,40015000.0,40736000.0,182747000.0,802448000.0,16.0826,0.0,0.010330411342536466,0.001331144234700041,0.10522891098919357,250112000.0,405961000.0,109170000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2016-06-30,59642992000.0,52016609000.0,7626383000.0,698712000.0,,169424000.0,44162000.0,101679000.0,0.0,204317000.0,234566000.0,91874000.0,86033000.0,142692000.0,698712000.0,12.6392,0.0,0.022215511599666577,0.002840635493269687,0.09161774329980543,345357000.0,442173000.0,90700000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2016-09-30,61038860000.0,53359553000.0,7679307000.0,570385000.0,,286319000.0,65670000.0,166373000.0,1.0,204425000.0,462845000.0,143181000.0,135891000.0,319664000.0,570385000.0,14.5668,1.0,0.03728448413378967,0.004690765849820917,0.07427558241909069,473259000.0,481582000.0,62885000.0,2.0,2.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2016-12-31,63239165000.0,55604859000.0,7634306000.0,534850000.0,,-123211000.0,-44925000.0,-73642000.0,0.0,-408569000.0,-324106000.0,-79407000.0,-139574000.0,-403513000.0,534850000.0,18.7559,0.0,-0.016139122534517217,-0.0019483337580437693,0.07005875845165231,411309000.0,241590000.0,86966000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2017-03-31,65463000000.0,57733000000.0,7730000000.0,383000000.0,,129000000.0,26000000.0,45000000.0,0.0,210405000.0,380000000.0,50000000.0,37000000.0,330000000.0,383000000.0,16.4254,0.0,0.0166882276843467,0.0019705788002383024,0.049547218628719275,461532000.0,388843000.0,90907000.0,1.0,1.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2017-06-30,65446000000.0,57697000000.0,7749000000.0,383000000.0,,283000000.0,56000000.0,124000000.0,1.0,209353000.0,576000000.0,94000000.0,84000000.0,482000000.0,383000000.0,15.5631,1.0,0.036520841398890176,0.0043241756562662345,0.04942573235256162,575108000.0,728151000.0,102745000.0,2.0,2.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2017-09-30,65564000000.0,57803000000.0,7761000000.0,383000000.0,,436000000.0,91000000.0,207000000.0,2.0,209366000.0,803000000.0,133000000.0,131000000.0,670000000.0,383000000.0,15.8152,2.0,0.056178327535111455,0.006649990848636446,0.04934931065584332,724789000.0,1078487000.0,128075000.0,3.0,3.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2017-12-31,66288000000.0,58609000000.0,7679000000.0,383000000.0,197532000.0,-298000000.0,-46000000.0,-32000000.0,-1.0,-419471000.0,-831000000.0,-108000000.0,-73000000.0,-939000000.0,383000000.0,17.1644,-1.0,-0.03880713634587837,-0.004495534636736664,0.04987628597473629,550000000.0,543000000.0,127000000.0,2.0,2.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2018-03-31,66481000000.0,58837000000.0,7644000000.0,383000000.0,197050000.0,231000000.0,47000000.0,70000000.0,1.0,210243000.0,275000000.0,28000000.0,43000000.0,247000000.0,383000000.0,14.6916,1.0,0.03021978021978022,0.003474676975376423,0.05010465724751439,652000000.0,460000000.0,148000000.0,3.0,3.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2018-06-30,66457000000.0,58836000000.0,7621000000.0,383000000.0,195392000.0,418000000.0,104000000.0,126000000.0,1.0,209859000.0,438000000.0,54000000.0,92000000.0,384000000.0,383000000.0,14.5393,1.0,0.054848445085946725,0.0062897813623847,0.05025587193281721,787000000.0,362000000.0,196000000.0,3.0,3.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2018-09-30,66731000000.0,59178000000.0,7553000000.0,879000000.0,192169000.0,633000000.0,171000000.0,195000000.0,3.0,208657000.0,825000000.0,90000000.0,141000000.0,735000000.0,879000000.0,12.3387,3.0,0.08380775850655368,0.009485846158457089,0.11637759830530915,984000000.0,427000000.0,276000000.0,4.0,4.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2018-12-31,68746000000.0,61168000000.0,7578000000.0,724000000.0,187554000.0,-432000000.0,-71000000.0,-132000000.0,-1.0,-422258000.0,-362000000.0,-43000000.0,-83000000.0,-405000000.0,724000000.0,8.857,-1.0,-0.057007125890736345,-0.006284001978296919,0.09553972024280813,850000000.0,961000000.0,251000000.0,4.0,4.0,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2019-03-31,69195000000.0,61607000000.0,7588000000.0,1228000000.0,182513000.0,205000000.0,99000000.0,61000000.0,1.04,195241000.0,-42000000.0,25000000.0,44000000.0,-67000000.0,1228000000.0,10.125,1.04,0.027016341591987347,0.0029626418093792904,0.161834475487612,824000000.0,647000000.0,303000000.0,4.04,4.04,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2019-06-30,70065000000.0,62466000000.0,7599000000.0,1236000000.0,176935000.0,394000000.0,214000000.0,119000000.0,2.04,192206000.0,220000000.0,60000000.0,93000000.0,160000000.0,1236000000.0,9.8352,2.04,0.05184892749045927,0.005623349746663812,0.1626529806553494,800000000.0,423000000.0,413000000.0,5.08,5.08,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2019-09-30,70361000000.0,62852000000.0,7509000000.0,1242000000.0,170373000.0,608000000.0,323000000.0,185000000.0,3.2,188895000.0,346000000.0,94000000.0,143000000.0,252000000.0,1242000000.0,9.329,3.2,0.08096950326275136,0.008641150637426983,0.16540151817818619,775000000.0,-60000000.0,565000000.0,5.28,5.28,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2019-12-31,69172000000.0,61819000000.0,7353000000.0,1723000000.0,165057000.0,-425000000.0,-225000000.0,-128000000.0,-2.12,-389838000.0,173000000.0,-62000000.0,-92000000.0,111000000.0,1723000000.0,10.8462,-2.12,-0.05779953760369917,-0.0061441045509743825,0.23432612539099687,782000000.0,456000000.0,411000000.0,4.16,4.16,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2020-03-31,71467000000.0,63995000000.0,7472000000.0,1795000000.0,163852000.0,6000000.0,74000000.0,2000000.0,0.04,172998000.0,153000000.0,28000000.0,45000000.0,125000000.0,1795000000.0,7.1134,0.04,0.0008029978586723769,8.395483230022248e-05,0.2402301927194861,583000000.0,648000000.0,386000000.0,3.16,3.16,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2020-06-30,76447000000.0,68872000000.0,7575000000.0,1353000000.0,,63000000.0,105000000.0,18000000.0,0.37,168132000.0,398000000.0,82000000.0,63000000.0,316000000.0,1353000000.0,11.4872,0.37,0.008316831683168317,0.0008241003571101547,0.1786138613861386,252000000.0,804000000.0,277000000.0,1.49,1.49,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2020-09-30,78357000000.0,70689000000.0,7668000000.0,1347000000.0,,255000000.0,132000000.0,58000000.0,1.38,166029000.0,548000000.0,123000000.0,75000000.0,425000000.0,1347000000.0,10.9395,1.38,0.03325508607198748,0.003254335924039971,0.17566510172143976,-101000000.0,977000000.0,86000000.0,-0.3300000000000003,-0.3300000000000003,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2020-12-31,81479000000.0,73593000000.0,7886000000.0,1336000000.0,,215000000.0,-159000000.0,55000000.0,1.2300000000000002,-341546000.0,-380000000.0,-62000000.0,-97000000.0,-442000000.0,1336000000.0,13.2183,1.2300000000000002,0.02726350494547299,0.002638716724554793,0.16941415166117169,539000000.0,424000000.0,152000000.0,3.02,3.02,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2021-03-31,85121000000.0,77188000000.0,7933000000.0,1299000000.0,,322000000.0,17000000.0,89000000.0,1.9,163887000.0,484000000.0,53000000.0,-3000000.0,431000000.0,1299000000.0,10.6178,1.9,0.04058994075381318,0.0037828502954617544,0.16374637589814697,855000000.0,730000000.0,95000000.0,4.88,4.88,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2021-06-30,87208000000.0,79175000000.0,8033000000.0,1308000000.0,,676000000.0,32000000.0,190000000.0,3.98,163468000.0,283000000.0,84000000.0,-11000000.0,199000000.0,1308000000.0,7.6293,3.98,0.08415286941366862,0.0077515824236308595,0.16282833312585585,1468000000.0,613000000.0,22000000.0,8.49,8.49,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2021-09-30,88306000000.0,80532000000.0,7774000000.0,1020000000.0,,916000000.0,46000000.0,261000000.0,5.43,162460000.0,463000000.0,153000000.0,-22000000.0,310000000.0,1020000000.0,8.3588,5.43,0.1178286596346797,0.010373021085769936,0.13120658605608437,2129000000.0,498000000.0,-64000000.0,12.54,12.54,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2021-12-31,93200000000.0,85737000000.0,7463000000.0,1012000000.0,,-785000000.0,-36000000.0,-223000000.0,-4.519999999999999,-329581000.0,-601000000.0,-84000000.0,22000000.0,-685000000.0,1012000000.0,8.7531,-4.519999999999999,-0.10518558220554737,-0.00842274678111588,0.13560230470320248,1129000000.0,255000000.0,59000000.0,6.790000000000001,6.790000000000001,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2022-03-31,91126000000.0,84832000000.0,6294000000.0,689000000.0,,203000000.0,11000000.0,52000000.0,1.27,151687000.0,288000000.0,53000000.0,19000000.0,235000000.0,689000000.0,9.8596,1.27,0.032252939307276775,0.002227684744200338,0.10946933587543692,1010000000.0,59000000.0,53000000.0,6.160000000000002,6.160000000000002,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2022-06-30,87784000000.0,82152000000.0,5632000000.0,671000000.0,,406000000.0,26000000.0,109000000.0,2.56,151264000.0,804000000.0,102000000.0,45000000.0,702000000.0,671000000.0,8.9688,2.56,0.07208806818181818,0.004624988608402442,0.119140625,740000000.0,562000000.0,47000000.0,4.740000000000002,4.740000000000002,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2022-09-30,88474000000.0,83778000000.0,4696000000.0,647000000.0,,623000000.0,70000000.0,170000000.0,3.96,150766000.0,976000000.0,154000000.0,79000000.0,822000000.0,647000000.0,9.1543,3.96,0.13266609880749575,0.007041616746162715,0.13777683134582625,447000000.0,1074000000.0,71000000.0,3.270000000000002,3.270000000000002,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2022-12-31,89545000000.0,84652000000.0,4893000000.0,651000000.0,,-325000000.0,78000000.0,-86000000.0,-2.0,-303446000.0,-598000000.0,-119000000.0,-33000000.0,-717000000.0,651000000.0,8.1094,-2.0,-0.06642141835274883,-0.003629460048020548,0.13304721030042918,907000000.0,1042000000.0,185000000.0,5.790000000000001,5.790000000000001,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2023-06-30,87230000000.0,81947000000.0,5283000000.0,538000000.0,,379000000.0,627000000.0,129000000.0,2.44,147865000.0,819000000.0,53000000.0,72000000.0,766000000.0,538000000.0,4.5218,2.44,0.07173954192693545,0.004344835492376476,0.10183607798599281,1083000000.0,1573000000.0,801000000.0,6.959999999999999,6.959999999999999,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2023-09-30,87269000000.0,81954000000.0,5315000000.0,540000000.0,,554000000.0,1052000000.0,182000000.0,3.57,147794000.0,1130000000.0,84000000.0,108000000.0,1046000000.0,540000000.0,5.9205,3.57,0.10423330197554093,0.0063481877871867445,0.10159924741298212,1231000000.0,1917000000.0,1827000000.0,7.97,7.97,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2023-12-31,87203000000.0,81512000000.0,5691000000.0,542000000.0,,680000000.0,1509000000.0,206000000.0,4.35,147756000.0,885000000.0,113000000.0,140000000.0,772000000.0,542000000.0,9.5578,4.35,0.11948690915480584,0.0077978968613465136,0.09523809523809523,1288000000.0,1867000000.0,3266000000.0,8.36,8.36,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2024-03-31,87060000000.0,81231000000.0,5829000000.0,544000000.0,,153000000.0,468000000.0,50000000.0,0.96,147343000.0,261000000.0,30000000.0,32000000.0,231000000.0,544000000.0,10.0855,0.96,0.02624806999485332,0.0017574086836664368,0.09332647109281181,1766000000.0,2815000000.0,3656000000.0,11.32,11.32,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2024-06-30,87606000000.0,81581000000.0,6025000000.0,,,354000000.0,,111000000.0,2.24,147231000.0,512000000.0,47000000.0,63000000.0,465000000.0,0.0,9.7674,2.24,0.0587551867219917,0.004040819121977947,0.0,1741000000.0,2514000000.0,,11.120000000000001,11.120000000000001,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2024-09-30,87032000000.0,80647000000.0,6385000000.0,,,568000000.0,,174000000.0,3.61,147202000.0,631000000.0,69000000.0,95000000.0,562000000.0,0.0,10.0495,3.61,0.0889584964761159,0.006526335141097527,0.0,1755000000.0,2030000000.0,,11.16,11.16,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2024-12-31,88775000000.0,82651000000.0,6124000000.0,,,-291000000.0,,-107000000.0,-1.8600000000000003,-294561000.0,-256000000.0,-49000000.0,-66000000.0,-305000000.0,0.0,10.2211,-1.8600000000000003,-0.04751796211626388,-0.0032779498732751337,0.0,784000000.0,953000000.0,,4.949999999999999,4.949999999999999,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2025-03-31,87992000000.0,81665000000.0,6327000000.0,,,170000000.0,,69000000.0,1.13,147387000.0,179000000.0,27000000.0,28000000.0,152000000.0,0.0,9.1856,1.13,0.02686897423739529,0.0019319938176197836,0.0,801000000.0,874000000.0,,5.119999999999999,5.119999999999999,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2025-06-30,88893000000.0,82297000000.0,6596000000.0,,,414000000.0,,137000000.0,2.77,147210000.0,117000000.0,58000000.0,57000000.0,59000000.0,0.0,9.0835,2.77,0.0627653123104912,0.0046572846005872226,0.0,861000000.0,468000000.0,,5.6499999999999995,5.6499999999999995,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2025-09-30,88533000000.0,81668000000.0,6865000000.0,,,636000000.0,,200000000.0,4.25,147175000.0,555000000.0,83000000.0,87000000.0,472000000.0,0.0,9.8045,4.25,0.09264384559359068,0.0071837619870556745,0.0,929000000.0,378000000.0,,6.289999999999999,6.289999999999999,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
2025-12-31,88990000000.0,81810000000.0,7180000000.0,,,-321000000.0,,-130000000.0,-2.1400000000000006,-294615000.0,222000000.0,-47000000.0,-56000000.0,175000000.0,0.0,9.6139,-2.1400000000000006,-0.0447075208913649,-0.0036071468704348803,0.0,899000000.0,858000000.0,,6.009999999999998,6.009999999999998,0.8311695,66.175,39.32,1.94388,8513.876,9.4704,1.2037,1.56245
