report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-03-31,4106800000.0,1264700000.0,566900000.0,1466800000.0,2637200000.0,475000000.0,,124200000.0,966200000.0,62100000.0,40800000.0,1900000.0,19500000.0,0.0,,-156600000.0,21000000.0,-177600000.0,475000000.0,,29.9619,1.8838,0.0,62100000.0,0.015470954042165934,0.009934742378494205,0.042227282136203685,0.06427240736907472,0.01512126229667868,0.01995373048004627,-0.1838128751811219,0.06427240736907472,0.18011527377521613,2.2309049215029106,4233600000.0,233200000.0,362600000.0,102200000.0,362600000.0,7400000.0,1.34,1.34,1.3099834528405958,49.0,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2014-06-30,4190100000.0,1337100000.0,644900000.0,1658500000.0,2528600000.0,595000000.0,,145000000.0,2108400000.0,198700000.0,134100000.0,4000000.0,59600000.0,0.0,,-30700000.0,47600000.0,-78300000.0,595000000.0,,25.2589,1.7371,0.0,198700000.0,0.0530332990587677,0.03200400945084843,0.06360273192942516,0.09424207930184025,0.04742130259421016,0.06361249839928287,-0.0371371656232214,0.09424207930184025,0.2353080756149648,2.0733447046053652,4411600000.0,266000000.0,398200000.0,9200000.0,398200000.0,8000000.0,1.34,1.34,1.4942240080361628,49.775,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2014-09-30,4081200000.0,1362900000.0,710200000.0,1740600000.0,2337200000.0,653800000.0,,175100000.0,3073300000.0,337600000.0,113000000.0,7200000.0,105200000.0,0.0,,110200000.0,82300000.0,27900000.0,653800000.0,,,1.7011,0.0,337600000.0,0.04834845113811398,0.027687934921101637,0.03676829466697036,0.10984934760680702,0.08272076840145055,0.11287194918087597,0.009078189568216575,0.10984934760680702,0.2797364367619374,1.9190368910166151,4429400000.0,213500000.0,474100000.0,-73900000.0,474100000.0,9700000.0,1.34,1.34,1.3790339590803629,48.876288659793815,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2014-12-31,4052900000.0,1299100000.0,699600000.0,1789800000.0,2259500000.0,643700000.0,,191900000.0,-2134300000.0,-194900000.0,-129800000.0,-2700000.0,-66000000.0,0.0,166300000.0,330800000.0,-23400000.0,307400000.0,643700000.0,1.8569,29.3432,1.8246,0.0,-194900000.0,-0.05744633768532861,-0.03202645019615584,0.06081619266269971,0.09131799653282106,-0.048089022675121516,-0.06713281895839074,-0.14402848709178653,0.09131799653282106,0.28488603673379065,1.8569182389937107,4013600000.0,158100000.0,403500000.0,79400000.0,403500000.0,10400000.0,0.0,0.0,1.5952912019826517,38.79807692307692,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2015-03-31,4085300000.0,1336500000.0,609100000.0,1786700000.0,2294700000.0,733700000.0,,179400000.0,950800000.0,67300000.0,40000000.0,3400000.0,21300000.0,0.0,,-66700000.0,24600000.0,-91300000.0,733700000.0,,34.488,1.9014,0.0,67300000.0,0.017431472523641436,0.009791202604459892,0.04206983592763988,0.0707824989482541,0.01647369838200377,0.022222956016378286,-0.09602440050483803,0.0707824989482541,0.31973678476489303,2.1942209817763914,3998200000.0,157300000.0,408700000.0,165700000.0,408700000.0,11900000.0,0.0,0.0,1.7952043063371665,34.34453781512605,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2015-06-30,4966500000.0,1529900000.0,682300000.0,2596700000.0,2367400000.0,1389800000.0,,223500000.0,2115900000.0,195500000.0,119700000.0,9400000.0,64000000.0,0.0,,41800000.0,54600000.0,-12800000.0,1389800000.0,,28.3017,1.7756,0.0,195500000.0,0.05056179775280899,0.024101479915433405,0.056571671629094,0.0923956708729146,0.03936373703815564,0.05203342914936655,-0.006049435228507963,0.0923956708729146,0.5870575314691222,2.2422687967169868,4005700000.0,142900000.0,405500000.0,231200000.0,405500000.0,17300000.0,0.0,0.0,3.4273736128236747,23.439306358381504,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2015-09-30,5082200000.0,1623400000.0,777700000.0,2677900000.0,2401600000.0,1337600000.0,,350600000.0,3354700000.0,355800000.0,227200000.0,20500000.0,112700000.0,1.0,,264100000.0,86900000.0,177200000.0,1337600000.0,,27.8819,1.7677,1.0,355800000.0,0.09460359760159893,0.04470504899452993,0.06772587712761201,0.10606015441023042,0.07000905119829995,0.09515404364569961,0.052821414731570634,0.10606015441023042,0.5569620253164557,2.0874373151600873,4287100000.0,257100000.0,423700000.0,380500000.0,423700000.0,30600000.0,1.0,1.0,3.1569506726457397,13.84640522875817,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2015-12-31,4878600000.0,1418700000.0,757900000.0,2424800000.0,2450900000.0,1171600000.0,,238500000.0,-1842000000.0,-122500000.0,-71900000.0,-1400000.0,-44600000.0,0.0,163000000.0,171900000.0,-37600000.0,134300000.0,1171600000.0,1.871,28.1369,1.9354,0.0,-122500000.0,-0.029336162226121017,-0.014737834624687411,0.03903365906623236,0.06650380021715527,-0.02510966260812528,-0.033816425120772944,-0.0729098805646037,0.06650380021715527,0.4780284793341222,1.871882834146985,4579400000.0,315000000.0,496100000.0,207400000.0,496100000.0,31900000.0,1.0,1.0,2.3616206409997984,15.551724137931034,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2016-03-31,4942800000.0,1481300000.0,684900000.0,2773000000.0,2168100000.0,1619200000.0,,253600000.0,1106500000.0,95500000.0,55700000.0,11800000.0,28300000.0,0.0,,-20400000.0,43800000.0,-64200000.0,1619200000.0,,25.448,1.8058,0.0,95500000.0,0.025690696923573637,0.011268916403657845,0.05033890646181654,0.08630817894261184,0.019321032613093793,0.0252158529823357,-0.05802078626299141,0.08630817894261184,0.7468290208016235,2.1627974886844794,4735100000.0,330700000.0,524300000.0,234500000.0,524300000.0,40300000.0,1.0,1.0,3.0883082204844556,13.009925558312656,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2016-06-30,5097900000.0,1542600000.0,717900000.0,2815300000.0,2281000000.0,1600400000.0,,278700000.0,2404300000.0,283200000.0,186200000.0,25700000.0,72100000.0,1.0,,165000000.0,74700000.0,90300000.0,1600400000.0,,23.3059,1.8265,1.0,283200000.0,0.0816308636562911,0.03652484356303576,0.07744457846358607,0.11778896144407935,0.05555228623550874,0.07296336373473489,0.03755770910452107,0.11778896144407935,0.7016220955721175,2.148767237776849,5023500000.0,397200000.0,612000000.0,337600000.0,612000000.0,56600000.0,2.0,2.0,2.615032679738562,10.812720848056538,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2016-09-30,5212600000.0,1539700000.0,776700000.0,2852400000.0,2358800000.0,1585800000.0,,278600000.0,3683300000.0,466300000.0,309600000.0,37500000.0,120900000.0,1.0,,380600000.0,106100000.0,274500000.0,1585800000.0,,22.5005,1.8219,1.0,466300000.0,0.13125317958283872,0.05939454398956375,0.08405505932180382,0.12659843075502947,0.08945631738479837,0.11821223951731481,0.07452556131729698,0.12659843075502947,0.6722909954214007,1.9823612720484098,5352100000.0,479600000.0,722500000.0,434900000.0,722500000.0,73600000.0,2.0,2.0,2.194878892733564,9.816576086956522,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2016-12-31,5128500000.0,1445200000.0,842800000.0,2765500000.0,2361500000.0,1431100000.0,,251500000.0,-2209200000.0,-212300000.0,-138300000.0,-25900000.0,-51600000.0,0.0,157800000.0,125300000.0,-75300000.0,50000000.0,1431100000.0,1.7148,20.1249,1.6682,0.0,-212300000.0,-0.05856447173406733,-0.026966949400409477,0.06260184682237914,0.0960981350715191,-0.04139611972311592,-0.055977429731582554,-0.022632627195364838,0.0960981350715191,0.6060131272496295,1.7147603227337447,4984900000.0,413200000.0,632700000.0,350600000.0,632700000.0,49100000.0,2.0,2.0,2.2618934724197883,12.885947046843178,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2017-03-31,5134100000.0,1456100000.0,707800000.0,2703400000.0,2429200000.0,1491500000.0,,210800000.0,1186800000.0,114900000.0,77400000.0,11900000.0,26400000.0,0.0,,-17900000.0,29500000.0,-47400000.0,1491500000.0,,21.7429,1.8441,0.0,114900000.0,0.03186234151160876,0.015075670516741007,0.06521739130434782,0.0968149646107179,0.022379774449270563,0.029305991277067872,-0.03993933265925177,0.0968149646107179,0.6139881442450189,2.0572195535461995,5065200000.0,434900000.0,652100000.0,367400000.0,652100000.0,49200000.0,2.0,2.0,2.287225885600368,13.254065040650406,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2017-06-30,5253400000.0,1553100000.0,791100000.0,2684700000.0,2567200000.0,1391900000.0,,252700000.0,2552200000.0,327300000.0,215100000.0,24200000.0,85300000.0,1.0,,171200000.0,59500000.0,111700000.0,1391900000.0,,22.7026,1.9554,1.0,327300000.0,0.08378778435649735,0.04094491186660068,0.08428022882219262,0.12824230076012852,0.06230250885141052,0.08267030385693719,0.04376616252644777,0.12824230076012852,0.5421860392645684,1.9632157755024648,5213100000.0,463800000.0,696200000.0,388800000.0,696200000.0,47700000.0,2.0,2.0,1.9992818155702385,14.59538784067086,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2017-09-30,5349300000.0,1598300000.0,852500000.0,2803400000.0,2544300000.0,1462200000.0,,277100000.0,3900800000.0,529100000.0,344600000.0,36500000.0,145100000.0,2.0,,352600000.0,95500000.0,257100000.0,1462200000.0,,23.2563,2.0036,2.0,529100000.0,0.1354400031442833,0.06441964369169798,0.0883408531583265,0.13563884331419196,0.09891013777503599,0.13206040184699863,0.06590955701394585,0.13563884331419196,0.5746963801438509,1.8748387096774193,5430600000.0,498800000.0,759000000.0,371400000.0,759000000.0,46700000.0,3.0,3.0,1.9264822134387352,16.25267665952891,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2017-12-31,5511400000.0,1601700000.0,906800000.0,2910300000.0,2599500000.0,1507600000.0,,323000000.0,-2356500000.0,-279200000.0,-164500000.0,-23200000.0,-97300000.0,0.0,155800000.0,94400000.0,-19500000.0,74900000.0,1507600000.0,1.7663,22.0795,1.9751,0.0,-279200000.0,-0.06328140026928256,-0.029847225750263093,0.06980691703798006,0.11848079779333757,-0.05065863482962587,-0.06797983978963258,-0.03178442605559092,0.11848079779333757,0.5799576841700327,1.766321129245699,5283300000.0,472600000.0,692100000.0,396300000.0,692100000.0,49400000.0,3.0,3.0,2.178297933824592,14.010121457489879,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2018-03-31,5552000000.0,1644500000.0,1140800000.0,3193700000.0,2356800000.0,1538000000.0,350000000.0,244400000.0,1254600000.0,119400000.0,75000000.0,14700000.0,32400000.0,0.0,,-51900000.0,37600000.0,-89500000.0,1888000000.0,,18.459,1.622,0.0,119400000.0,0.03182281059063136,0.01350864553314121,0.05978000956480153,0.09516977522716404,0.021505763688760806,0.028128533735393892,-0.07133747808066317,0.09516977522716404,0.8010862186014935,1.4415322580645162,5351100000.0,470200000.0,696600000.0,354200000.0,696600000.0,52200000.0,3.0,3.0,2.7103072064312372,13.344827586206897,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2018-06-30,5697100000.0,1805500000.0,1230500000.0,3522400000.0,2173100000.0,1793300000.0,350000000.0,,2683600000.0,308000000.0,204600000.0,32100000.0,77300000.0,1.0,,137300000.0,67200000.0,70100000.0,2143300000.0,,16.8564,1.4386,1.0,308000000.0,0.09415121255349501,0.03591300837268084,0.07624087047249963,0.11477120286182739,0.05406259324919696,0.07135575942915393,0.026121627664331494,0.11477120286182739,0.9862868712898624,1.4672897196261683,5482500000.0,459700000.0,677300000.0,312600000.0,677300000.0,60100000.0,3.0,3.0,3.1644765982577883,11.26955074875208,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2018-09-30,6169700000.0,1890200000.0,1451600000.0,3936100000.0,2231900000.0,1988400000.0,525000000.0,389900000.0,4064400000.0,455100000.0,304400000.0,51100000.0,115100000.0,2.0,,343700000.0,106500000.0,237200000.0,2513400000.0,,17.2195,1.367,2.0,455100000.0,0.13638603880102154,0.04933789325250822,0.07489420332644425,0.1119722468260998,0.07376371622607258,0.09590542220723663,0.05836039759866155,0.1119722468260998,1.1261257224786057,1.3021493524386882,5646100000.0,419500000.0,603300000.0,292700000.0,603300000.0,74700000.0,3.0,3.0,4.166086524117355,8.076305220883533,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2018-12-31,5964600000.0,1686100000.0,1492100000.0,3784600000.0,2178200000.0,1809000000.0,525000000.0,262900000.0,-2517500000.0,-287300000.0,-194400000.0,-23400000.0,-77800000.0,-1.0,146400000.0,174900000.0,-61200000.0,113700000.0,2334000000.0,1.13,13.7884,0.9794,-1.0,-287300000.0,-0.08924800293820585,-0.03259229453777286,0.07721946375372393,0.11412115193644488,-0.04816752171143077,-0.06367182305748859,-0.04516385302879841,0.11412115193644488,1.0715269488568542,1.1300180953019234,5485100000.0,389600000.0,595200000.0,331500000.0,595200000.0,74500000.0,2.0,2.0,3.9213709677419355,7.989261744966443,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2019-03-31,6289200000.0,1848000000.0,1238800000.0,4042100000.0,2245500000.0,2169700000.0,350000000.0,281200000.0,1327900000.0,135600000.0,84700000.0,23700000.0,28600000.0,0.6,,-89700000.0,27200000.0,-116900000.0,2519700000.0,,16.8957,1.2137,0.6,135600000.0,0.03771988421287018,0.013467531641544234,0.06378492356352135,0.10211612320204835,0.02156077084525854,0.028456308234701588,-0.08803373748023194,0.10211612320204835,1.1221108884435538,1.4917662253793995,5558400000.0,399300000.0,611400000.0,304100000.0,611400000.0,83500000.0,2.6,2.6,4.121197252208047,7.322155688622755,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2019-06-30,6343400000.0,1916900000.0,1695200000.0,3998700000.0,2343500000.0,1666000000.0,749300000.0,276300000.0,2835100000.0,338000000.0,222200000.0,48200000.0,70100000.0,1.57,,112000000.0,54900000.0,57100000.0,2415300000.0,,19.7317,1.4255,1.57,338000000.0,0.09481544698101131,0.035028533593971685,0.07837466050580226,0.11921978060738599,0.05328372796922786,0.07102630915356813,0.02014038305527142,0.11921978060738599,1.030637934713036,1.1307810287871638,5709900000.0,416900000.0,641400000.0,291100000.0,641400000.0,99600000.0,3.17,3.17,3.7656688493919552,6.4397590361445785,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2019-09-30,6285600000.0,1906700000.0,1376600000.0,3948900000.0,2335400000.0,1949000000.0,399500000.0,336200000.0,4294100000.0,506000000.0,327800000.0,71800000.0,109100000.0,2.32,,353800000.0,82400000.0,271400000.0,2348500000.0,,18.5449,1.3402,2.32,506000000.0,0.14036139419371413,0.05215094819905816,0.07633730001630144,0.11783610069630424,0.08050146366297568,0.10802963342513718,0.06320299946438136,0.11783610069630424,1.0056093174616767,1.385079180589859,5939600000.0,440300000.0,692300000.0,325300000.0,692300000.0,120300000.0,3.4899999999999998,3.4899999999999998,3.3923154701718907,5.754779717373234,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2019-12-31,6291300000.0,1898200000.0,1409300000.0,3863500000.0,2426600000.0,1784600000.0,399700000.0,387900000.0,-2692500000.0,-281100000.0,-202800000.0,-49500000.0,-63800000.0,-1.4300000000000002,141300000.0,261100000.0,-32700000.0,228400000.0,2184300000.0,1.3469,21.0515,1.5772,-1.4300000000000002,-281100000.0,-0.08357372455287233,-0.032234991178293836,0.07532033426183844,0.10440111420612813,-0.04468074960659959,-0.06096423691687089,-0.08482822655524605,0.10440111420612813,0.9001483557240584,1.3469098133825304,5764600000.0,431900000.0,698500000.0,440000000.0,698500000.0,94200000.0,3.06,3.06,3.127129563350036,7.415074309978769,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2020-03-31,6300100000.0,1914000000.0,1246100000.0,3942200000.0,2357000000.0,2035200000.0,399900000.0,359700000.0,1402700000.0,155000000.0,109100000.0,22100000.0,29900000.0,,,-13800000.0,26900000.0,-40700000.0,2435100000.0,,13.2419,1.0347,,155000000.0,0.04628765379719983,0.01731718544150093,0.0777785699009054,0.11050117630284452,0.024602784082792338,0.03234490098286764,-0.029015470164682398,0.11050117630284452,1.0331353415358506,1.5359922959634058,5839400000.0,456300000.0,717900000.0,516200000.0,717900000.0,92600000.0,,,3.391976598412035,7.752699784017278,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2020-06-30,6332300000.0,1957300000.0,952800000.0,3869200000.0,2461800000.0,2245900000.0,,398400000.0,2778500000.0,328000000.0,224900000.0,44300000.0,67700000.0,,,260500000.0,42300000.0,218200000.0,2245900000.0,,20.2921,1.545,,328000000.0,0.09135591843366642,0.03551632108396633,0.08094295483174374,0.11804930718013316,0.05179792492459296,0.0696730887694628,0.07853158178873493,0.11804930718013316,0.9122999431310423,2.054261125104954,5782800000.0,459000000.0,707900000.0,677300000.0,707900000.0,88700000.0,,,3.1726232518717334,7.980834272829763,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2020-09-30,6519000000.0,2138000000.0,1135000000.0,3890400000.0,2628600000.0,2086500000.0,,464500000.0,4430600000.0,568200000.0,389500000.0,64400000.0,121700000.0,,,506800000.0,66200000.0,440600000.0,2086500000.0,,24.2151,2.0255,,568200000.0,0.1481777371985087,0.059748427672955975,0.08791134383604929,0.12824448156005958,0.08716060745513116,0.1205064579754406,0.09944477045998285,0.12824448156005958,0.7937685459940653,1.8837004405286344,5919300000.0,520700000.0,770100000.0,846500000.0,770100000.0,81300000.0,,,2.7093883911180368,9.472324723247233,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2020-12-31,7358700000.0,2208500000.0,1345100000.0,4583200000.0,2775500000.0,2572200000.0,,419100000.0,-2521500000.0,-249800000.0,-170400000.0,-46900000.0,-50500000.0,3.94,140200000.0,72200000.0,15100000.0,57100000.0,2572200000.0,1.6419,21.5313,1.9554,3.94,-249800000.0,-0.061394343361556476,-0.023156264014024215,0.06757882212968472,0.0990680150703946,-0.03394621332572329,-0.04671167043775829,-0.02264525084275233,0.0990680150703946,0.9267519365880021,1.6418853616831461,6090300000.0,553100000.0,801400000.0,675200000.0,801400000.0,83900000.0,,,3.2096331420014974,9.551847437425506,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2021-03-31,7482100000.0,2345900000.0,1197000000.0,4557700000.0,2924400000.0,2682800000.0,,356100000.0,1771000000.0,248400000.0,177800000.0,21400000.0,45900000.0,,,-69200000.0,25400000.0,-94600000.0,2682800000.0,,21.3319,2.0537,,248400000.0,0.06079879633429079,0.0237633819382259,0.10039525691699605,0.14025974025974025,0.033199235508747545,0.04430018547581681,-0.05341614906832298,0.14025974025974025,0.917384762686363,1.9598162071846283,6458600000.0,621800000.0,894800000.0,621300000.0,894800000.0,83200000.0,,,2.9982118909253463,10.754807692307692,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2021-06-30,7696000000.0,2548900000.0,1364700000.0,4652500000.0,3043500000.0,2608300000.0,,460000000.0,3707100000.0,543300000.0,395000000.0,42600000.0,103700000.0,,,262700000.0,65800000.0,196900000.0,2608300000.0,,19.0899,1.9669,,543300000.0,0.12978478725151962,0.051325363825363825,0.10655229154864988,0.1465566075908392,0.07059511434511434,0.09612866697335362,0.05311429419222573,0.1465566075908392,0.8570067356661738,1.8677364988642193,7387200000.0,791900000.0,1110100000.0,600000000.0,1110100000.0,81500000.0,,,2.3496081434105034,13.620858895705522,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
2021-09-30,7868800000.0,2726000000.0,1528800000.0,4814200000.0,3054600000.0,2629100000.0,,460700000.0,5693400000.0,829900000.0,597100000.0,63200000.0,168900000.0,,,430800000.0,113000000.0,317800000.0,2629100000.0,,16.2076,1.6767,,829900000.0,0.1954756760295947,0.07588196421309476,0.10487582112621632,0.1457652720694137,0.10546716144774299,0.14601404014990235,0.055819018512663784,0.1457652720694137,0.860701892228115,1.783097854526426,8650000000.0,999500000.0,1371800000.0,477200000.0,1371800000.0,80300000.0,,,1.9165330223064587,17.08343711083437,1.56255,108.35,53.01,1.70411,7736.872,2.65871,0.96174
