report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-06-30,12297000000.0,6016600000.0,1004600000.0,1417500000.0,10837500000.0,1615500000.0,2756100000.0,1926300000.0,928000000.0,943500000.0,16800000.0,7.77,121500000.0,1020300000.0,0.0,,67.1127,21.0922,7.77,928000000.0,0.08705882352941176,0.07672603073920468,0.34233155545880045,0.6989223903341678,0.33670766663038354,0.07546556070586322,0.08562860438292964,0.33670766663038354,0.0,5.989050368305794,5355500000.0,1735400000.0,1748000000.0,3710800000.0,1748000000.0,14.29,14.29,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2021-09-30,12934600000.0,5728000000.0,1027300000.0,1475100000.0,11410900000.0,1346700000.0,4159400000.0,2897700000.0,1370600000.0,1324000000.0,90700000.0,3.63,365100000.0,1521700000.0,0.0,,70.0302,21.5532,3.63,1370600000.0,0.11602941047594843,0.10236110896355512,0.31831514160696256,0.6966629802375343,0.32951868057892963,0.10596384890139625,0.1201132250742711,0.32951868057892963,0.0,5.5757811739511345,6485600000.0,2364000000.0,2484600000.0,4643100000.0,2484600000.0,12.12,12.12,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2021-12-31,13555000000.0,5844900000.0,1149800000.0,1603500000.0,11901100000.0,1290900000.0,-2497500000.0,-1768100000.0,-894400000.0,-989200000.0,41100000.0,-10.25,-242100000.0,-930200000.0,0.0,5.0834,75.2992,22.4786,-10.25,-894400000.0,-0.08311836720975373,-0.07297676134267798,0.3960760760760761,0.7079479479479479,0.3581181181181181,-0.06598303209147915,-0.07515271697574173,0.3581181181181181,0.0,5.0834058097060355,5710100000.0,1704600000.0,1821000000.0,3958500000.0,1821000000.0,4.659999999999998,4.659999999999998,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2022-03-31,13678400000.0,5803200000.0,1112200000.0,1521500000.0,12102300000.0,1103100000.0,1487700000.0,1009700000.0,408100000.0,365600000.0,33000000.0,1.0,366700000.0,223000000.0,0.0,,65.9176,18.3487,1.0,408100000.0,0.03020913380101303,0.026728272312551177,0.24574847079384285,0.6786986623647241,0.2743160583450965,0.029835360860919407,0.03372086297645902,0.2743160583450965,0.0,5.217766588743032,5905700000.0,1643900000.0,1812300000.0,4065600000.0,1812300000.0,2.1499999999999986,2.1499999999999986,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2022-06-30,13705200000.0,6292500000.0,1175000000.0,1622800000.0,12023000000.0,1536100000.0,3009800000.0,2033000000.0,805700000.0,673400000.0,126300000.0,1.84,365300000.0,669700000.0,0.0,,50.2239,12.0806,1.84,805700000.0,0.05600931547866589,0.04913463502904007,0.2237357963984318,0.675460163466011,0.26769220546215694,0.058787905320608236,0.06701322465274889,0.26769220546215694,0.0,5.35531914893617,6159400000.0,1373800000.0,1690000000.0,4172300000.0,1690000000.0,-3.780000000000001,-3.780000000000001,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2022-09-30,13260800000.0,6293100000.0,1233400000.0,1686800000.0,11515400000.0,1538000000.0,4567200000.0,3085100000.0,1204600000.0,997400000.0,204400000.0,2.74,363700000.0,1052900000.0,0.0,,48.5754,10.9412,2.74,1204600000.0,0.08661444674088611,0.07521416505791506,0.21838325451042215,0.6754904536696444,0.2637502189525311,0.09083916505791506,0.10460774267502648,0.2637502189525311,0.0,5.102237716880168,6567200000.0,1047200000.0,1524000000.0,4359700000.0,1524000000.0,-4.670000000000001,-4.670000000000001,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2022-12-31,12974000000.0,6253000000.0,1422100000.0,1861400000.0,11041900000.0,1581200000.0,-2842500000.0,-1931800000.0,-841300000.0,-714100000.0,-101300000.0,-1.9300000000000002,-733700000.0,-454800000.0,0.0,4.397,70.9148,15.0703,-1.9300000000000002,-841300000.0,-0.06467184089694708,-0.0550408509326345,0.25122251539138085,0.679613016710642,0.29597185576077395,-0.06484507476491444,-0.07619159746058196,0.29597185576077395,0.0,4.397018493776809,6222200000.0,1322300000.0,1577100000.0,4196000000.0,1577100000.0,3.649999999999999,3.649999999999999,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2023-03-31,13053200000.0,6877000000.0,1307400000.0,1759000000.0,11217700000.0,2143000000.0,1696200000.0,1113000000.0,387600000.0,355300000.0,61000000.0,1.0,356000000.0,371400000.0,0.0,,68.2013,13.9145,1.0,387600000.0,0.03167315938204801,0.02721937915606901,0.20946822308690013,0.6561726211531659,0.22851078882207287,0.029693868170257102,0.03455253750768874,0.22851078882207287,0.0,5.260058130640966,6430700000.0,1312000000.0,1556600000.0,4299300000.0,1556600000.0,3.649999999999999,3.649999999999999,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2023-06-30,13903300000.0,8031800000.0,1538400000.0,1943600000.0,11879100000.0,3435400000.0,3452100000.0,2284900000.0,850800000.0,776100000.0,134200000.0,2.18,356600000.0,1037100000.0,0.0,,84.0808,17.9781,2.18,850800000.0,0.06533323231557946,0.05582127984003798,0.2248196749804467,0.6618869673532053,0.24645867732684454,0.06119410499665547,0.07162158749400208,0.24645867732684454,0.0,5.220878835153406,6873000000.0,1414700000.0,1601700000.0,4551200000.0,1601700000.0,3.9899999999999993,3.9899999999999993,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2023-09-30,14712700000.0,8902900000.0,1676400000.0,2089200000.0,12539000000.0,3602000000.0,5195800000.0,3452100000.0,1316600000.0,1191800000.0,236400000.0,3.34,357100000.0,1585500000.0,0.0,,68.3343,15.1285,3.34,1316600000.0,0.09504745194991626,0.08100484615332332,0.22937757419454174,0.6644020170137419,0.2533969744793872,0.08948731368137731,0.10500039875588164,0.2533969744793872,0.0,5.31072536387497,7501600000.0,1609100000.0,1713700000.0,4918200000.0,1713700000.0,4.589999999999998,4.589999999999998,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2023-12-31,15441500000.0,7888000000.0,1658700000.0,2044200000.0,13307600000.0,2750100000.0,-3220000000.0,-2120500000.0,-788200000.0,-525200000.0,-290000000.0,-1.4899999999999993,-712300000.0,-1180200000.0,0.0,4.7555,66.0594,16.6723,-1.4899999999999993,-788200000.0,-0.039466169707535546,-0.03401223974354823,0.1631055900621118,0.6585403726708075,0.2447826086956522,-0.05104426383447204,-0.059229312573266406,0.2447826086956522,0.0,4.75553144028456,7124100000.0,1798000000.0,1766800000.0,4729500000.0,1766800000.0,5.029999999999999,5.029999999999999,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2024-03-31,15828000000.0,7632700000.0,1375100000.0,1781600000.0,13962600000.0,2839500000.0,1890600000.0,1245400000.0,469400000.0,544900000.0,-8900000.0,1.51,360500000.0,265400000.0,0.0,,70.4172,19.1243,1.51,469400000.0,0.03902568289573575,0.03442633308061663,0.2882153813604147,0.658732677456892,0.24828096900454882,0.029656305281779125,0.03361838053084669,0.24828096900454882,0.0,5.550650861755509,7318500000.0,1987600000.0,1848600000.0,4861900000.0,1848600000.0,5.539999999999999,5.539999999999999,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2024-06-30,16649900000.0,7654300000.0,1487500000.0,1853400000.0,14708300000.0,3036700000.0,3900500000.0,2618100000.0,1036700000.0,1071800000.0,114100000.0,2.97,360800000.0,885900000.0,0.0,,73.9059,20.4341,2.97,1036700000.0,0.07287042010293508,0.06437275899554952,0.27478528393795665,0.6712216382515063,0.26578643763620047,0.062264638226055415,0.07048401242835678,0.26578643763620047,0.0,5.145747899159664,7766900000.0,2283300000.0,2034500000.0,5195100000.0,2034500000.0,6.329999999999999,6.329999999999999,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2024-09-30,17743400000.0,7215600000.0,1676800000.0,2065900000.0,15583300000.0,2413300000.0,5938600000.0,3992000000.0,1614000000.0,1636900000.0,214500000.0,4.53,361400000.0,1592400000.0,0.0,,77.8275,22.1911,4.53,1614000000.0,0.10504193591857951,0.09225402121352165,0.2756373556056983,0.6722123059306907,0.27178122789883136,0.09096340047566982,0.10357241405863969,0.27178122789883136,0.0,4.303196564885496,8509700000.0,2728400000.0,2331900000.0,5735000000.0,2331900000.0,7.52,7.52,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2024-12-31,18743200000.0,7111000000.0,1745300000.0,2213600000.0,16433700000.0,2027400000.0,-3377600000.0,-2221300000.0,-771200000.0,-931000000.0,16600000.0,-2.5900000000000016,-720700000.0,-328700000.0,0.0,4.0744,80.0445,22.2592,-2.5900000000000016,-771200000.0,-0.0566518799783372,-0.04967134747535106,0.2756395073424917,0.6576563240170535,0.22832780672666983,-0.04114558880020487,-0.04692795901105655,0.22832780672666983,0.0,4.074371168280525,8352100000.0,2322600000.0,2348900000.0,5634200000.0,2348900000.0,6.419999999999996,6.419999999999996,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2025-03-31,19220400000.0,7657800000.0,1538100000.0,2012700000.0,17106400000.0,2573800000.0,2253400000.0,1457700000.0,578100000.0,698400000.0,-35200000.0,1.92,364600000.0,581600000.0,0.0,,71.6621,20.3608,1.92,578100000.0,0.04082682504793528,0.03633639258288069,0.30993165882666196,0.6468891452915594,0.2565456643294577,0.030077417743647375,0.03379436935883646,0.2565456643294577,0.0,4.978740003900917,8714900000.0,2476100000.0,2457600000.0,5846500000.0,2457600000.0,6.829999999999997,6.829999999999997,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2025-06-30,20163200000.0,8745900000.0,1692600000.0,2210100000.0,17845700000.0,3403100000.0,4693400000.0,3075600000.0,1321500000.0,1356800000.0,132700000.0,3.72,364400000.0,1297000000.0,0.0,,74.6925,21.2978,3.72,1321500000.0,0.07602951971623416,0.06729090620536422,0.2890868027442792,0.6553031917160268,0.2815656027613244,0.06554019203301063,0.07405145217055088,0.2815656027613244,0.0,5.167139312300603,9507800000.0,2761100000.0,2742400000.0,6304000000.0,2742400000.0,7.5799999999999965,7.5799999999999965,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2025-09-30,19351800000.0,8525300000.0,1803200000.0,2309700000.0,16929700000.0,2806600000.0,7198500000.0,4738000000.0,2081200000.0,2061200000.0,278700000.0,5.67,363500000.0,2138000000.0,0.0,,58.3645,16.6793,5.67,2081200000.0,0.12175053308682375,0.10651205572608233,0.2863374314093214,0.6581926790303535,0.28911578801139126,0.10754555131822363,0.12293188892892373,0.28911578801139126,0.0,4.727872670807454,10767700000.0,3185400000.0,3209600000.0,7050000000.0,3209600000.0,8.719999999999995,8.719999999999995,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
2025-12-31,20458700000.0,9779500000.0,2006200000.0,2517000000.0,17824000000.0,3368000000.0,-4080600000.0,-2629000000.0,-1035300000.0,-1260400000.0,58600000.0,-3.4400000000000004,-729800000.0,-986100000.0,0.0,4.8746,70.2985,19.9482,-3.4400000000000004,-1035300000.0,-0.07071364452423698,-0.06160704248070503,0.3088761456648532,0.6442679998039504,0.25371268931039553,-0.050604388353121164,-0.058084605026929984,0.25371268931039553,0.0,4.874638620277141,10064700000.0,2856000000.0,2945500000.0,6642300000.0,2945500000.0,7.869999999999997,7.869999999999997,0.0,1.6520526,603.88,425.0,1.74347,160543.62,56.2128,11.2642,15.9512
