report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,17379608000.0,9059153000.0,3924467000.0,17307980000.0,36867000.0,11350399000.0,3606140000.0,-3564125000.0,-586662000.0,-376936000.0,-219296000.0,-0.8400000000000001,-902377000.0,-880717000.0,106713000.0,31131000.0,-987430000.0,11350399000.0,2.3086,25.8123,1.2466,-0.8400000000000001,-555531000.0,-10.224211354327718,-0.02168840632078698,0.10575835583768807,0.1646019710307579,-0.03375576710360786,-0.051519126715754246,0.27704696103531723,0.15586742889208433,307.87422356036564,2.3083779274994543,14266492000.0,636687000.0,1221835000.0,,2204884000.0,1.41,1.41,5.147844058916478,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2013-03-31,17654399000.0,9336561000.0,3872560000.0,17334445000.0,289936000.0,,2930842000.0,3555224000.0,452253000.0,215598000.0,127425000.0,0.0,456192000.0,,311527000.0,234327000.0,,0.0,,35.0553,1.329,0.0,686580000.0,0.7436054853484907,0.012212140441597586,0.06064259242174333,0.1272080183977156,0.025617014773485068,1.559837343413719,,0.1931186333125564,0.0,2.4109532195756813,14239847000.0,491975000.0,1101677000.0,,2110355000.0,0.6099999999999999,0.6099999999999999,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2013-06-30,20065801000.0,12161891000.0,4011900000.0,19696113000.0,343915000.0,,4093822000.0,7161357000.0,472926000.0,204546000.0,89386000.0,0.0,457405000.0,,593740000.0,534801000.0,,0.0,,76.4967,1.514,0.0,1007727000.0,0.5947574255266563,0.010193762013288182,0.02856246379003309,0.0660386013432929,0.023568757609028417,1.3751246674323598,,0.1407173249427448,0.0,3.0314541738328473,17829438000.0,470789000.0,1106251000.0,,2649730000.0,0.10999999999999988,0.10999999999999988,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2013-09-30,20345240000.0,12338988000.0,3923072000.0,19619404000.0,701064000.0,,4793453000.0,10762934000.0,870347000.0,519454000.0,132084000.0,1.0,458396000.0,,912904000.0,795438000.0,,0.0,,28.2148,1.597,1.0,1665785000.0,0.7409508974929536,0.025531967182495757,0.04826323379851628,0.08086521760702053,0.04277890061754002,1.2414658290826515,,0.154770530043202,0.0,3.14523618225717,17915390000.0,562662000.0,1208864000.0,,2804561000.0,0.15999999999999992,0.15999999999999992,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2013-12-31,20375628000.0,12313446000.0,4551649000.0,19378623000.0,977080000.0,,,-7574650000.0,-447347000.0,-132106000.0,-49069000.0,0.0,-912827000.0,,-564672000.0,-510540000.0,,0.0,2.705,32.8584,1.908,0.0,-957887000.0,-0.13520489622139437,-0.006483530225424218,0.017440541807212214,0.05905843834368585,-0.02195500428256739,-0.45784070905145946,,0.12645957238948335,0.0,2.7052714302003515,13904865000.0,807492000.0,1348179000.0,,2402205000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2014-03-31,20550786000.0,12588779000.0,4636621000.0,19406103000.0,1129840000.0,,,3594198000.0,446298000.0,175931000.0,108462000.0,0.0,461361000.0,,,,,0.0,,37.1415,2.0189,0.0,446298000.0,0.15571319832896693,0.008560791786747231,0.04894861106705863,0.12417179020187535,0.021716833604320536,0.3950099129080224,,0.12417179020187535,0.0,2.715076129793658,13943839000.0,767825000.0,1342224000.0,,2161923000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2014-06-30,20768696000.0,11093667000.0,5308191000.0,19332765000.0,1427244000.0,,,7282317000.0,901042000.0,389244000.0,230354000.0,0.0,461941000.0,,,,,0.0,,30.1103,2.0852,0.0,901042000.0,0.27272421534089475,0.018741860345974536,0.05345057074554706,0.1237301260024797,0.04338462077734683,0.6313160188447106,,0.1237301260024797,0.0,2.089914812786503,14064799000.0,952523000.0,1770340000.0,,2055238000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2014-09-30,21123431000.0,11413787000.0,5466747000.0,19557126000.0,1543703000.0,,,10961668000.0,1289551000.0,534763000.0,290443000.0,1.0,462537000.0,,,,,0.0,,36.1725,2.0523,1.0,1289551000.0,0.34641572893231404,0.025316105134625146,0.04878481997447834,0.11764185888497991,0.061048368515512465,0.8353621130489479,,0.11764185888497991,0.0,2.087857184537715,14263533000.0,967832000.0,2189544000.0,,1679004000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2014-12-31,22107462000.0,12577734000.0,4112525000.0,20053830000.0,2013009000.0,,,-7194796000.0,-812440000.0,-155245000.0,-352419000.0,1.0,-922912000.0,,1215861000.0,1077936000.0,,0.0,3.0518,35.6129,2.2973,1.0,265496000.0,-0.07712086731852665,-0.007022289578061923,0.021577401221660766,0.11292050532079019,-0.03674958256176127,-0.4035948175095094,,-0.03690111575088439,0.0,3.058396970231184,14643387000.0,944693000.0,1824451000.0,,2902387000.0,2.0,2.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2015-03-31,22925205000.0,13413600000.0,5924663000.0,20387987000.0,2290609000.0,,,3724228000.0,483863000.0,351485000.0,103081000.0,0.0,464046000.0,,274260000.0,246212000.0,,0.0,,28.8839,2.1901,0.0,730075000.0,0.1534460922837551,0.015331814917249376,0.09437794893330913,0.12992303371329575,0.02110615804744167,0.21123771014607906,,0.19603391629083933,0.0,2.264027506712196,14773417000.0,1120247000.0,1862016000.0,,3186164000.0,2.0,2.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2015-06-30,22762688000.0,13278283000.0,5309235000.0,19840254000.0,2667858000.0,,,7556653000.0,1017850000.0,675908000.0,291085000.0,1.0,464400000.0,,534746000.0,509098000.0,,0.0,,25.4496,2.1006,1.0,1526948000.0,0.25335231485333926,0.029693681168058886,0.08944541981747739,0.1346958766003944,0.04471572074440418,0.38152330446373084,,0.2020667086341003,0.0,2.5009785778930484,15047753000.0,1406911000.0,1978824000.0,,3812070000.0,3.0,3.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2015-09-30,23102959000.0,13625813000.0,5265911000.0,19973097000.0,2855912000.0,,,11290218000.0,1459570000.0,872387000.0,419416000.0,1.0,464598.0,,793302000.0,761295000.0,,0.0,,21.0732,1.8049,1.0,2220865000.0,0.3054670452030735,0.03776083401264747,0.07726927859143198,0.12927739747806463,0.06317675584326665,0.5110696688133248,,0.1967070077831978,0.0,2.587550947974624,15376303000.0,1744535000.0,2148843000.0,,4743384000.0,3.0,3.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2015-12-31,22886710000.0,3543243000.0,5162940000.0,19854680000.0,2748787000.0,,,-7502198000.0,-1628887000.0,-1152688000.0,-446906000.0,-1.0,-928445901.0,,-840614000.0,-516557000.0,,0.0,0.6862,35.4542,1.7578,-1.0,-2145444000.0,-0.4193442416600486,-0.05036494978963774,0.1536467046057702,0.21712130231700097,-0.07117174115458272,-0.5925839288384295,,0.2859753901456613,0.0,0.6862839777336169,15068901000.0,747092000.0,1332396000.0,,2332444000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2016-03-31,22009374000.0,2557501000.0,3844973000.0,18589035000.0,3123034000.0,,,3787235000.0,560142000.0,389290000.0,235533000.0,0.0,465219.0,,169169000.0,233627000.0,,0.0,,26.9947,1.4154,0.0,793769000.0,0.1246512205758887,0.01768746353258389,0.1027900301935317,0.14790262553023512,0.025450155919927574,0.17935827787977973,,0.2095906380248387,0.0,0.6651544757271377,15131908000.0,784897000.0,1408675000.0,,2396138000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2016-06-30,24449795000.0,4913071000.0,3760793000.0,20624993000.0,3520938000.0,,,7624271000.0,1173967000.0,799754000.0,480610000.0,1.0,465429.0,,333571000.0,483246000.0,,0.0,,27.2017,1.6016,1.0,1657213000.0,0.22714231264509627,0.03271004930716188,0.10489579921804983,0.15397760651477368,0.04801541280816465,0.33342450222071507,,0.2173601908956279,0.0,1.3063922954547087,15199526000.0,908743000.0,1564792000.0,,2526403000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2016-09-30,27576509000.0,7900988000.0,4590141000.0,22967670000.0,4292552000.0,,,11370382000.0,1670287000.0,1107180000.0,655545000.0,2.0,474784.0,,483459000.0,715730000.0,,0.0,,25.0344,1.6711,2.0,2386017000.0,0.25793048051601936,0.040149389467680624,0.09737403721352546,0.14689805496420436,0.0605691967754149,0.3891128168045489,,0.2098449286928091,0.0,1.721295271757447,15279690000.0,1143536000.0,1775509000.0,,2691555000.0,2.0,2.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2016-12-31,28091847000.0,8283054000.0,4527985000.0,23126320000.0,4637119000.0,,5323725000.0,-7687326000.0,-1193287000.0,-846371000.0,-534679000.0,0.0,482756568.0,,-383178000.0,-479457000.0,,0.0,1.8027,18.53,1.8247,0.0,-1672744000.0,-0.1825208712564849,-0.030128706026342805,0.11009953265934085,0.15522783865286838,-0.0424780542197884,-0.25733370224055063,,0.217597640583995,0.0,1.8293024380601968,15094562000.0,1449853000.0,2211109000.0,,3164255000.0,3.0,3.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2017-03-31,29448199000.0,9596631000.0,4570129000.0,23957674000.0,5158478000.0,,6782252000.0,3680361000.0,607320000.0,375715000.0,207112000.0,0.0,514443000.0,,114899000.0,204630000.0,,0.0,,20.0484,1.9613,0.0,811950000.0,0.07283446784109576,0.012758505197550452,0.10208645293219877,0.16501642094348898,0.020623332516871404,0.1177324009136028,,0.22061694491382774,0.0,2.099859982070528,14987688000.0,1436278000.0,2258287000.0,,3182436000.0,3.0,3.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2017-06-30,29917559000.0,3713032000.0,5901605000.0,24328991000.0,5237874000.0,,2365893000.0,7323993000.0,859423000.0,415831000.0,389798000.0,0.0,519861000.0,1493096000.0,212387000.0,416301000.0,1280709000.0,0.0,,26.831,1.9698,0.0,1275724000.0,0.07938927129594946,0.013899228877596597,0.056776542522637585,0.11734350374174306,0.028726374367641423,0.16407859371951292,0.1748648585546163,0.17418421890900224,0.0,0.6291563057846128,14687410000.0,1052355000.0,1943743000.0,,2800947000.0,2.0,2.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2017-09-30,29520855000.0,3122551000.0,4954358000.0,23600811000.0,5551810000.0,,1582850000.0,10907447000.0,1308474000.0,713206000.0,566715000.0,1.0,521639000.0,2227083000.0,324105000.0,625625000.0,1902978000.0,0.0,,23.4779,1.7115,1.0,1934099000.0,0.12846369021994627,0.02415939511237056,0.06538706995321637,0.11996152720247003,0.044323716233828594,0.23568421829997785,0.17446594056336007,0.17731912884839138,0.0,0.6302634973088339,14224475000.0,658381000.0,1581930000.0,,2349029000.0,1.0,1.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2017-12-31,29773766000.0,3285023000.0,4828004000.0,22452470000.0,6937414000.0,,1479508000.0,-7520426000.0,-1207452000.0,593937000.0,-1678945000.0,3.0,-1033347000.0,-940672000.0,-219596000.0,-428992000.0,-1160268000.0,0.0,0.6804,11.155,1.6267,3.0,-1636444000.0,0.08561360184068588,0.019948333039226544,-0.07897651010727318,0.16055633018661442,-0.04055422481657174,-0.1740492927191602,0.15428221752331583,0.21759990723929734,0.0,0.6804101653602607,14391375000.0,2098689000.0,1567765000.0,,2385329000.0,4.0,4.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2018-03-31,30154933000.0,3465561000.0,4692337000.0,22428468000.0,7324822000.0,,2115349000.0,3458487000.0,529506000.0,367560000.0,115737000.0,0.0,525309000.0,751551000.0,70521000.0,192972000.0,681030000.0,0.0,,8.3058,1.2255,0.0,722478000.0,0.050180058983003276,0.012189050461494974,0.10627768732396566,0.15310336572032798,0.01755951505513211,0.07228926518623933,0.19691558765437026,0.20890001899674626,0.0,0.738557567369948,14169501000.0,2090534000.0,1489951000.0,2704449000.0,2295857000.0,4.0,4.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2018-06-30,29650012000.0,2743710000.0,3631516000.0,21423305000.0,7803687000.0,,1007784000.0,6919332000.0,1102166000.0,806277000.0,257297000.0,1.0,525607000.0,1325338000.0,168119000.0,365674000.0,1157219000.0,0.0,,6.2018,1.1037,1.0,1467840000.0,0.1033200075810319,0.02719314245134201,0.11652526573374423,0.1592879197009191,0.03717253132983555,0.14123657189223504,0.16724432358499347,0.2121360848128114,0.0,0.7555274436351099,13764840000.0,2480980000.0,1732694000.0,2580959000.0,2487973000.0,5.0,5.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2018-09-30,30137410000.0,3038909000.0,4877597000.0,21454201000.0,8244845000.0,,1229717000.0,10314473000.0,1664869000.0,1238011000.0,397987000.0,2.0,525752000.0,2015734000.0,282805000.0,540959000.0,1732929000.0,0.0,,6.3119,1.2001,2.0,2205828000.0,0.1501557639955633,0.041078878377405356,0.12002658788287099,0.16141096108351827,0.055242603793756666,0.20192847773366268,0.1680094562271868,0.21385755724020025,0.0,0.6230340472982905,13171866000.0,3005785000.0,2089089000.0,2410910000.0,2759702000.0,6.0,6.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2018-12-31,30587012000.0,3289205000.0,4776132000.0,21532755000.0,8595688000.0,,887346000.0,-7070990000.0,-1148920000.0,-836757000.0,-237337000.0,0.0,-1050836000.0,-1574782000.0,-127507000.0,-387581000.0,-1702289000.0,0.0,0.6887,7.414,0.8573,0.0,-1536501000.0,-0.09734613448045112,-0.027356611361711303,0.1183366119878546,0.162483612620015,-0.03756234835883936,-0.13366236652610006,0.24074266828265914,0.21729644646647783,0.0,0.6886754804934202,13621302000.0,1575091000.0,2147621000.0,1868889000.0,2859645000.0,3.0,3.0,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2019-03-31,31686377000.0,3592217000.0,4955056000.0,22253718000.0,8952552000.0,,1576672000.0,3187144000.0,456300000.0,339761000.0,113335000.0,0.65,526219000.0,732929000.0,120859000.0,153139000.0,612070000.0,0.0,,10.0213,1.1615,0.65,609439000.0,0.03795130148364399,0.010722620639147227,0.10660359243259797,0.14316893118101975,0.014400510351814598,0.05096870702342751,0.19204340939725348,0.19121790543508546,0.0,0.724959919726437,13349959000.0,1547292000.0,2074415000.0,1799929000.0,2746606000.0,3.65,3.65,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2019-06-30,32284116000.0,3917855000.0,6195501000.0,22448909000.0,9331577000.0,,1901064000.0,6398456000.0,887032000.0,656804000.0,219159000.0,1.25,527107000.0,,,,,0.0,,12.7889,1.3917,1.25,887032000.0,0.07038510211082222,0.020344493868130073,0.1026503894064443,0.13863219501704785,0.027475802651681713,0.09505703055335663,,0.13863219501704785,0.0,0.6323709737114077,12829083000.0,1397819000.0,1859281000.0,,2165798000.0,3.9,3.9,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2019-09-30,31771440000.0,2731392000.0,4566654000.0,21074207000.0,10169750000.0,,1403358000.0,9566819000.0,1355924000.0,1010108000.0,335372000.0,1.91,530041000.0,2028629000.0,461402000.0,457022000.0,1567227000.0,0.0,,12.4652,1.3045,1.91,1812946000.0,0.09932476216229504,0.0317929561895841,0.10558452083184598,0.1417319591809984,0.04267744867717674,0.1333291378844121,0.16381902908375293,0.18950353299252343,0.0,0.5981166955061628,12081429000.0,1169916000.0,1550336000.0,,1772916000.0,3.8099999999999996,3.8099999999999996,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2019-12-31,33230935000.0,4015100000.0,4496091000.0,21114788000.0,11564521000.0,,2443643000.0,-6344735000.0,-820380000.0,-607161000.0,-216508000.0,-1.2099999999999995,-1045403000.0,-99157000.0,-1180000.0,20416000.0,-100337000.0,0.0,0.893,13.2527,1.4481,-1.2099999999999995,-799964000.0,-0.0525020448317747,-0.018270957467793187,0.09569524968339892,0.12930090854858398,-0.024687237960653228,-0.0709393843463123,0.015814214462857787,0.1260831224629555,0.0,0.8930201813086078,12807684000.0,1399512000.0,1878876000.0,,2509453000.0,2.6000000000000005,2.6000000000000005,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2020-03-31,33673295000.0,4642289000.0,4630987000.0,21435715000.0,11659779000.0,,2827051000.0,3217389000.0,144078000.0,73099000.0,45006000.0,0.13,581381000.0,875953000.0,97164000.0,166820000.0,778789000.0,0.0,,9.23,0.8144,0.13,310898000.0,0.0062693298046215115,0.002170830030147035,0.022719975731874512,0.04478103207290135,0.0042787021584908755,0.012356837981234464,0.2420562139051262,0.09663052866781108,0.0,1.002440516460098,12837929000.0,1132850000.0,1566654000.0,,2210912000.0,2.0800000000000005,2.0800000000000005,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2020-06-30,33497474000.0,4108574000.0,5780210000.0,20732122000.0,12159505000.0,,2589817000.0,6404479000.0,781728000.0,525442000.0,196350000.0,0.9,582071000.0,1710896000.0,196717000.0,318944000.0,1514179000.0,0.0,,14.2644,1.4117,0.9,1100672000.0,0.04321244984890421,0.01568601859352141,0.08204289529249764,0.1220595773676516,0.02333692385282544,0.06428945915150329,0.23642500818567755,0.17185972504555017,0.0,0.7108001266389975,12843952000.0,1001488000.0,1461350000.0,3759858000.0,2424552000.0,1.7300000000000004,1.7300000000000004,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2020-09-30,36100437000.0,5005471000.0,6530129000.0,22774975000.0,12691256000.0,,1811308000.0,10936070000.0,1592976000.0,1030041000.0,469864000.0,1.77,582595000.0,2717691000.0,309549000.0,518027000.0,2408142000.0,0.0,,10.7437,1.0757,1.77,2111003000.0,0.08116147054318343,0.028532646294558706,0.09418749148460095,0.14566256433984054,0.04412622484320619,0.12551760046444577,0.22020177266604915,0.19303122602543693,0.0,0.7665194669201788,14213203000.0,1021421000.0,1698402000.0,4600773000.0,2722609000.0,1.5900000000000005,1.5900000000000005,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
2020-12-31,38239947000.0,7022158000.0,6084746000.0,24108654000.0,13780155000.0,,3370092000.0,-5064503000.0,63833000.0,134091000.0,-12945000.0,0.2200000000000002,-1161687000.0,-1992764000.0,-190128000.0,-289239000.0,-2182892000.0,0.0,1.154,9.6503,1.0979,0.2200000000000002,-225406000.0,0.009730732346624547,0.003506568667576867,-0.026476635515864044,-0.01260400082693208,0.0016692753261399655,0.004632241074211429,0.43101800907216364,0.044507032575555786,0.0,1.1540593477525602,15493435000.0,1762673000.0,2582615000.0,2518218000.0,3297167000.0,3.02,3.02,0.0,1.2380816,16.45,3.215,8.98563,1707.6604,1.4005,0.4153,0.1093
