report_date,total_assets,current_assets,current_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-29,4000000000.0,2265000000.0,1397000000.0,538000000.0,,,549000000.0,,5422000000.0,-514000000.0,661000000.0,-1183000000.0,-84000000.0,74000000.0,-1.0,-1469000000.0,-581000000.0,-97000000.0,-125000000.0,-678000000.0,0.0,1.6213,,0.3151,-1.0,536000000.0,-2.1988847583643123,-0.29575,-0.2181851715234231,-0.09479896717078569,0.12191073404647731,0.16525,1.228624535315985,-0.1250461084470675,0.09885651051272593,0.0,1.6213314244810308,,,-1056000000.0,1235000000.0,-665000000.0,-796000000.0,175000000.0,-1.0,-1.0,-0.0,-6.034285714285715,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2013-03-30,3797000000.0,2338000000.0,1321000000.0,415000000.0,,,441000000.0,,1088000000.0,445000000.0,-98000000.0,-146000000.0,44000000.0,2000000.0,0.0,749000000.0,-155000000.0,20000000.0,66000000.0,-175000000.0,0.0,,,0.3538,0.0,-32000000.0,-0.35180722891566263,-0.03845140900711088,-0.13419117647058823,0.40900735294117646,-0.0900735294117647,-0.025809849881485384,-0.236144578313253,-0.16084558823529413,-0.029411764705882353,0.0,1.769871309613929,,,-574000000.0,1653000000.0,-907000000.0,-311000000.0,176000000.0,-1.0,-1.0,-0.0,-3.2613636363636362,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2013-06-29,3897000000.0,2458000000.0,1451000000.0,359000000.0,,,334000000.0,,2249000000.0,904000000.0,-127000000.0,-220000000.0,86000000.0,5000000.0,0.0,751000000.0,-190000000.0,48000000.0,125000000.0,-238000000.0,0.0,,,0.6269,0.0,-2000000.0,-0.6128133704735376,-0.05645368231973313,-0.09782125389061805,0.4019564250778124,-0.05646954201867497,-0.032589171157300485,-0.35376044568245124,-0.10582481102712317,-0.0008892841262783459,0.0,1.6940041350792556,,,-198000000.0,1892000000.0,-1254000000.0,62000000.0,176000000.0,-1.0,-1.0,0.0,-1.125,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2013-09-28,4317000000.0,2939000000.0,1762000000.0,434000000.0,,,543000000.0,,3710000000.0,1425000000.0,-32000000.0,-172000000.0,133000000.0,8000000.0,0.0,753000000.0,-169000000.0,63000000.0,182000000.0,-232000000.0,0.0,,,0.5639,0.0,150000000.0,-0.39631336405529954,-0.03984248320593004,-0.04636118598382749,0.38409703504043125,-0.00862533692722372,-0.007412555015056752,-0.07373271889400922,-0.06253369272237197,0.04043126684636118,0.0,1.6679909194097617,12469000000.0,-1721000000.0,404000000.0,2260000000.0,-1323000000.0,652000000.0,179000000.0,-1.0,-1.0,0.0,2.2569832402234637,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2013-12-28,4337000000.0,2884000000.0,1618000000.0,544000000.0,,,869000000.0,,-1748000000.0,-796000000.0,360000000.0,455000000.0,-86000000.0,-6000000.0,0.0,-1499000000.0,366000000.0,-47000000.0,-137000000.0,319000000.0,0.0,1.7824,,0.5258,0.0,223000000.0,0.8363970588235294,0.10491122896011068,-0.2602974828375286,0.45537757437070936,-0.20594965675057209,0.0830066866497579,0.6617647058823529,-0.18249427917620137,-0.12757437070938216,0.0,1.7824474660074165,5299000000.0,-83000000.0,103000000.0,1978000000.0,-326000000.0,339000000.0,177000000.0,0.0,0.0,0.0,0.5819209039548022,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2014-03-29,4108000000.0,2690000000.0,1384000000.0,511000000.0,,,554000000.0,,1397000000.0,487000000.0,49000000.0,-20000000.0,47000000.0,2000000.0,0.0,761000000.0,-204000000.0,21000000.0,53000000.0,-225000000.0,0.0,,71.016,0.5445,0.0,102000000.0,-0.03913894324853229,-0.004868549172346641,-0.014316392269148175,0.34860415175375803,0.03507516105941303,0.01192794547224927,0.0958904109589041,-0.16105941302791696,0.07301360057265568,0.0,1.94364161849711,5608000000.0,43000000.0,250000000.0,2020000000.0,-376000000.0,473000000.0,180000000.0,0.0,0.0,0.0,1.3888888888888888,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2014-06-28,4246000000.0,2932000000.0,1505000000.0,501000000.0,,,503000000.0,,2838000000.0,985000000.0,112000000.0,-56000000.0,93000000.0,6000000.0,0.0,762000000.0,-232000000.0,44000000.0,106000000.0,-276000000.0,0.0,,39.4193,0.5423,0.0,218000000.0,-0.11177644710578842,-0.0131888836552049,-0.019732205778717406,0.3470754052149401,0.03946441155743481,0.0263777673104098,0.22355289421157684,-0.09725158562367865,0.07681465821000705,0.0,1.9481727574750831,6197000000.0,207000000.0,489000000.0,2101000000.0,-414000000.0,693000000.0,187000000.0,0.0,0.0,0.0,2.6149732620320854,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2014-09-27,4325000000.0,3020000000.0,1566000000.0,535000000.0,,,640000000.0,,4267000000.0,1479000000.0,175000000.0,-39000000.0,136000000.0,8000000.0,0.0,765000000.0,-214000000.0,73000000.0,155000000.0,-287000000.0,0.0,,54.5214,0.4655,0.0,330000000.0,-0.07289719626168224,-0.009017341040462428,-0.009139910944457465,0.3466135458167331,0.04101242090461683,0.04046242774566474,0.32710280373831774,-0.0672603702835716,0.07733770799156316,0.0,1.9284802043422733,6754000000.0,340000000.0,696000000.0,2155000000.0,-469000000.0,873000000.0,190000000.0,0.0,0.0,0.0,3.663157894736842,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2014-12-27,3767000000.0,2736000000.0,1440000000.0,187000000.0,,,805000000.0,,-2996000000.0,-1112000000.0,-491000000.0,-288000000.0,-99000000.0,-11000000.0,0.0,-1520000000.0,552000000.0,-43000000.0,-111000000.0,509000000.0,0.0,1.9,,0.3746,0.0,-602000000.0,-1.5401069518716577,-0.07645341120254845,0.09612817089452604,0.3711615487316422,0.16388518024032042,-0.1303424475710114,-2.625668449197861,-0.16989319092122832,0.20093457943925233,0.0,1.9,5506000000.0,-403000000.0,-155000000.0,1839000000.0,-279000000.0,48000000.0,177000000.0,0.0,0.0,0.0,-0.8757062146892656,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2015-03-28,3428000000.0,2497000000.0,1292000000.0,17000000.0,,,677000000.0,,1030000000.0,326000000.0,-137000000.0,-180000000.0,40000000.0,3000000.0,0.0,777000000.0,-173000000.0,22000000.0,46000000.0,-195000000.0,0.0,,,0.4086,0.0,-91000000.0,-10.588235294117647,-0.052508751458576426,-0.17475728155339806,0.31650485436893205,-0.13300970873786408,-0.03996499416569428,-8.058823529411764,-0.18932038834951456,-0.0883495145631068,0.0,1.9326625386996905,5139000000.0,-563000000.0,-341000000.0,1678000000.0,-249000000.0,-145000000.0,170000000.0,0.0,0.0,-0.0,-2.0058823529411764,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2015-06-27,3381000000.0,2451000000.0,1399000000.0,-141000000.0,,,829000000.0,,1972000000.0,558000000.0,-274000000.0,-361000000.0,80000000.0,4000000.0,0.0,778000000.0,-231000000.0,39000000.0,91000000.0,-270000000.0,0.0,,,0.3924,0.0,-183000000.0,2.5602836879432624,-0.10677314404022478,-0.1830628803245436,0.2829614604462475,-0.1389452332657201,-0.08104111209701272,1.9432624113475176,-0.13691683569979715,-0.09279918864097363,-0.0,1.751965689778413,4273000000.0,-868000000.0,-727000000.0,1251000000.0,-243000000.0,-546000000.0,157000000.0,0.0,0.0,-0.0,-4.630573248407643,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2015-09-26,3229000000.0,2466000000.0,1449000000.0,-336000000.0,,,755000000.0,,3033000000.0,797000000.0,-432000000.0,-558000000.0,119000000.0,4000000.0,0.0,780000000.0,-290000000.0,64000000.0,133000000.0,-354000000.0,0.0,,,0.3028,0.0,-299000000.0,1.6607142857142858,-0.17280891917002167,-0.18397626112759644,0.26277612924497196,-0.142433234421365,-0.13378755032517808,1.2857142857142858,-0.11671612265084075,-0.09858226178700956,-0.0,1.7018633540372672,3039000000.0,-1387000000.0,-1334000000.0,569000000.0,-310000000.0,-1175000000.0,140000000.0,0.0,0.0,-0.0,-9.528571428571428,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2015-12-26,3109000000.0,2320000000.0,1403000000.0,-412000000.0,,,785000000.0,,-2044000000.0,-601000000.0,362000000.0,439000000.0,-79000000.0,3000000.0,0.0,-1552000000.0,468000000.0,-29000000.0,-103000000.0,439000000.0,0.0,1.6536,,0.5956,0.0,259000000.0,-1.0655339805825244,0.14120295915085238,-0.21477495107632094,0.29403131115459885,-0.1771037181996086,0.11643615310389192,-0.8786407766990292,-0.21477495107632094,-0.1267123287671233,-0.0,1.6535994297933,3991000000.0,-660000000.0,-481000000.0,1080000000.0,-380000000.0,-314000000.0,160000000.0,0.0,0.0,-0.0,-3.00625,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2016-03-26,2981000000.0,2226000000.0,1328000000.0,-503000000.0,,,716000000.0,,832000000.0,269000000.0,-68000000.0,-109000000.0,40000000.0,1000000.0,0.0,793000000.0,-42000000.0,26000000.0,33000000.0,-68000000.0,0.0,,,0.5816,0.0,-35000000.0,0.21669980119284293,-0.03656491110365649,-0.1310096153846154,0.3233173076923077,-0.08173076923076923,-0.022811137202281114,0.13518886679920478,-0.08173076923076923,-0.042067307692307696,-0.0,1.6762048192771084,3793000000.0,-589000000.0,-412000000.0,1023000000.0,-253000000.0,-258000000.0,160000000.0,0.0,0.0,-0.0,-2.575,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2016-06-25,3316000000.0,2506000000.0,1581000000.0,-413000000.0,,,957000000.0,,1859000000.0,588000000.0,-76000000.0,-40000000.0,81000000.0,30000000.0,0.0,794000000.0,-127000000.0,47000000.0,66000000.0,-174000000.0,0.0,,,0.9658,0.0,-10000000.0,0.09685230024213075,-0.012062726176115802,-0.02151694459386767,0.31629908552985475,-0.04088219472834857,-0.022919179734620022,0.18401937046004843,-0.09359870898332437,-0.0053792361484669175,-0.0,1.5850727387729284,3680000000.0,-268000000.0,-214000000.0,1053000000.0,-157000000.0,-85000000.0,161000000.0,0.0,0.0,-0.0,-1.329192546583851,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2016-09-24,3616000000.0,2824000000.0,1473000000.0,385000000.0,,,1258000000.0,,3166000000.0,647000000.0,-369000000.0,-446000000.0,122000000.0,34000000.0,0.0,801000000.0,-98000000.0,56000000.0,99000000.0,-154000000.0,0.0,,,1.3716,0.0,-270000000.0,-1.1584415584415584,-0.12334070796460177,-0.1408717624763108,0.204358812381554,-0.11655085281111813,-0.10204646017699115,-0.9584415584415584,-0.04864181933038535,-0.08528111181301326,0.0,1.9171758316361167,3813000000.0,-156000000.0,-151000000.0,903000000.0,43000000.0,-56000000.0,164000000.0,0.0,0.0,-0.0,-0.9207317073170732,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2016-12-31,3321000000.0,2530000000.0,1346000000.0,416000000.0,1435000000.0,,1264000000.0,,-1585000000.0,-506000000.0,141000000.0,98000000.0,-87000000.0,-26000000.0,0.0,-1553000000.0,357000000.0,-52000000.0,-65000000.0,305000000.0,1435000000.0,1.8796,,2.4799,0.0,76000000.0,0.23557692307692307,0.029509183980728697,-0.061829652996845424,0.3192429022082019,-0.08895899053627761,0.04245709123757904,0.07617504051863858,-0.19242902208201892,-0.04794952681388013,3.449519230769231,1.8796433878157504,4272000000.0,-497000000.0,-372000000.0,998000000.0,-91000000.0,-239000000.0,156000000.0,0.0,0.0,-6.00418410041841,-2.3846153846153846,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2017-04-01,3299000000.0,2498000000.0,1372000000.0,409000000.0,1408000000.0,,722000000.0,,984000000.0,331000000.0,-29000000.0,-73000000.0,32000000.0,5000000.0,0.0,939000000.0,-299000000.0,23000000.0,34000000.0,-322000000.0,1408000000.0,,,2.9844,0.0,5000000.0,-0.1784841075794621,-0.022127917550772962,-0.0741869918699187,0.3363821138211382,-0.029471544715447155,-0.008790542588663231,-0.015960374243258118,-0.32723577235772355,0.00508130081300813,3.4425427872860634,1.8206997084548104,4424000000.0,-461000000.0,-333000000.0,1060000000.0,-345000000.0,-199000000.0,148000000.0,0.0,0.0,-7.075376884422111,-2.25,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2017-07-01,3370000000.0,2511000000.0,1449000000.0,417000000.0,1375000000.0,42000000.0,760000000.0,,2206000000.0,735000000.0,-4000000.0,-89000000.0,64000000.0,8000000.0,0.0,942000000.0,-381000000.0,35000000.0,69000000.0,-416000000.0,1417000000.0,,,2.4213,0.0,65000000.0,-0.21342925659472423,-0.026409495548961423,-0.040344514959202174,0.33318223028105165,-0.001813236627379873,-0.0011869436201780415,-0.0021810250817884407,-0.1885766092475068,0.02946509519492294,3.3980815347721824,1.7329192546583851,4771000000.0,-510000000.0,-261000000.0,1207000000.0,-587000000.0,-124000000.0,131000000.0,0.0,0.0,-11.42741935483871,-1.9923664122137406,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2017-09-30,3586000000.0,2699000000.0,1591000000.0,520000000.0,1356000000.0,70000000.0,879000000.0,,3849000000.0,1308000000.0,122000000.0,-18000000.0,95000000.0,27000000.0,0.0,947000000.0,-315000000.0,69000000.0,105000000.0,-384000000.0,1426000000.0,,,2.3976,0.0,227000000.0,-0.03461538461538462,-0.0050195203569436695,-0.004676539360872954,0.33982852689010135,0.0316965445570278,0.03402119353039598,0.06269270298047276,-0.09976617303195635,0.058976357495453366,2.7423076923076923,1.6964173475801383,5454000000.0,-82000000.0,230000000.0,1868000000.0,-817000000.0,373000000.0,104000000.0,0.0,0.0,3.8230563002680964,2.2115384615384617,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2017-12-30,3540000000.0,2622000000.0,1486000000.0,611000000.0,1325000000.0,,1185000000.0,,-1710000000.0,-551000000.0,115000000.0,223000000.0,-65000000.0,-21000000.0,0.0,-1789000000.0,1063000000.0,-14000000.0,-64000000.0,1049000000.0,1325000000.0,1.7409,,2.0167,0.0,51000000.0,0.3649754500818331,0.06299435028248587,-0.1304093567251462,0.32222222222222224,-0.06725146198830409,0.03248587570621469,0.059400826446280995,-0.6134502923976608,-0.02982456140350877,2.1685761047463177,1.7644683714670255,5329000000.0,43000000.0,204000000.0,1823000000.0,-73000000.0,348000000.0,126000000.0,0.0,0.0,3.807471264367816,1.619047619047619,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2018-03-31,3763000000.0,2751000000.0,1697000000.0,715000000.0,1165000000.0,223000000.0,1045000000.0,,1647000000.0,597000000.0,120000000.0,81000000.0,31000000.0,8000000.0,0.0,1039000000.0,-86000000.0,46000000.0,44000000.0,-132000000.0,1388000000.0,,114.0226,1.6141,0.0,164000000.0,0.11328671328671329,0.021525378687217645,0.04918032786885246,0.36247723132969034,0.07285974499089254,0.0318894499069891,0.05706134094151213,-0.08014571948998178,0.09957498482088646,1.9412587412587412,1.6210960518562167,5992000000.0,197000000.0,353000000.0,2089000000.0,117000000.0,507000000.0,125000000.0,0.0,0.0,2.73767258382643,2.824,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2018-06-30,4103000000.0,3099000000.0,1868000000.0,879000000.0,1170000000.0,223000000.0,948000000.0,,3403000000.0,1249000000.0,273000000.0,197000000.0,62000000.0,14000000.0,0.0,1043000000.0,-131000000.0,89000000.0,86000000.0,-220000000.0,1393000000.0,,61.4866,2.3226,0.0,359000000.0,0.2241183162684869,0.04801364854984158,0.05789009697325889,0.36702909197766675,0.08022333235380547,0.06653668047769924,0.12015845070422536,-0.06464883925947693,0.10549515133705555,1.5847554038680318,1.6589935760171306,7189000000.0,483000000.0,630000000.0,2603000000.0,313000000.0,801000000.0,123000000.0,0.0,0.0,1.739076154806492,5.121951219512195,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2018-09-29,4347000000.0,3314000000.0,1878000000.0,1125000000.0,1167000000.0,136000000.0,1046000000.0,,5056000000.0,1910000000.0,423000000.0,299000000.0,92000000.0,26000000.0,0.0,1058000000.0,-36000000.0,122000000.0,127000000.0,-158000000.0,1303000000.0,,109.3946,4.789,0.0,550000000.0,0.2657777777777778,0.06878306878306878,0.059137658227848104,0.37776898734177217,0.0836629746835443,0.09730848861283643,0.1742174629324547,-0.03125,0.10878164556962025,1.1582222222222223,1.764643237486688,8396000000.0,800000000.0,931000000.0,3205000000.0,539000000.0,1124000000.0,120000000.0,0.0,0.0,1.1592526690391458,7.758333333333334,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2018-12-29,4556000000.0,3540000000.0,1984000000.0,1266000000.0,1114000000.0,,1078000000.0,,-3631000000.0,-1309000000.0,-365000000.0,-240000000.0,-64000000.0,-57000000.0,0.0,-2076000000.0,287000000.0,-94000000.0,-87000000.0,193000000.0,1114000000.0,1.7843,54.7451,2.8493,0.0,-452000000.0,-0.1895734597156398,-0.05267778753292362,0.06609749380335996,0.36050674745249245,0.10052327182594327,-0.08011413520632134,-0.15336134453781514,-0.053153401266868634,0.12448361332966125,0.8799368088467614,1.784274193548387,6475000000.0,337000000.0,451000000.0,2447000000.0,-317000000.0,621000000.0,121000000.0,0.0,0.0,1.7938808373590982,3.727272727272727,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2019-03-30,4931000000.0,3677000000.0,1764000000.0,1788000000.0,1024000000.0,70000000.0,978000000.0,,1272000000.0,521000000.0,38000000.0,16000000.0,27000000.0,-13000000.0,0.0,1094000000.0,-213000000.0,62000000.0,46000000.0,-275000000.0,1094000000.0,,104.8162,4.6738,0.0,84000000.0,0.008948545861297539,0.0032447779355100387,0.012578616352201259,0.40959119496855345,0.029874213836477988,0.007706347596836341,0.0131852879944483,-0.21619496855345913,0.0660377358490566,0.6118568232662193,2.084467120181406,6100000000.0,272000000.0,369000000.0,2371000000.0,-460000000.0,541000000.0,117000000.0,0.0,0.0,2.022181146025878,3.1538461538461537,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2019-06-29,5102000000.0,3754000000.0,1804000000.0,1901000000.0,1031000000.0,0.0,963000000.0,,2803000000.0,1142000000.0,97000000.0,51000000.0,52000000.0,-11000000.0,0.05,1102000000.0,-183000000.0,120000000.0,98000000.0,-303000000.0,1031000000.0,,176.6801,5.744,0.05,195000000.0,0.026827985270910047,0.00999607996863975,0.018194791295041028,0.4074206207634677,0.03460577952194078,0.019012152097216777,0.033083219645293316,-0.1080984659293614,0.06956831965750981,0.5423461336138874,2.0809312638580932,5500000000.0,126000000.0,193000000.0,2264000000.0,-543000000.0,377000000.0,107000000.0,0.05,0.05,2.7347480106100797,1.8037383177570094,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2019-09-28,5253000000.0,3912000000.0,1864000000.0,2176000000.0,872000000.0,0.0,1156000000.0,,4604000000.0,1919000000.0,283000000.0,171000000.0,76000000.0,-4000000.0,0.15,1107000000.0,51000000.0,175000000.0,158000000.0,-124000000.0,872000000.0,,152.7589,5.3008,0.15,441000000.0,0.07858455882352941,0.03255282695602513,0.037141615986099046,0.41681146828844484,0.061468288444830585,0.05387397677517609,0.09284776902887139,-0.02693310165073849,0.09578627280625543,0.4007352941176471,2.0987124463519313,5048000000.0,-2000000.0,53000000.0,2273000000.0,-509000000.0,268000000.0,91000000.0,0.2,0.2,3.253731343283582,0.5824175824175825,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2019-12-28,6028000000.0,4597000000.0,2359000000.0,2827000000.0,486000000.0,0.0,1466000000.0,,-1948000000.0,-714000000.0,213000000.0,103000000.0,-61000000.0,59000000.0,0.09999999999999998,-2183000000.0,838000000.0,-140000000.0,-80000000.0,698000000.0,486000000.0,1.9487,148.6578,7.5312,0.09999999999999998,133000000.0,0.036434382737884685,0.017086927670869275,-0.052874743326488706,0.3665297741273101,-0.10934291581108829,0.03533510285335103,0.06429218231210383,-0.35831622176591377,-0.06827515400410678,0.17191368942341706,1.9487070792708774,6731000000.0,341000000.0,631000000.0,2868000000.0,-4000000.0,853000000.0,94000000.0,0.29999999999999993,0.29999999999999993,0.5697538100820633,6.712765957446808,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
