report_date,total_assets,current_assets,current_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-03-28,5864000000.0,4390000000.0,1985000000.0,3037000000.0,488000000.0,,1330000000.0,,1786000000.0,818000000.0,177000000.0,162000000.0,13000000.0,6000000.0,0.14,1224000000.0,-65000000.0,55000000.0,68000000.0,-120000000.0,488000000.0,,115.0657,7.7346,0.14,245000000.0,0.05334211392821864,0.02762619372442019,0.09070548712206047,0.458006718924972,0.09910414333706608,0.030184174624829467,0.05021276595744681,-0.0671892497200448,0.13717805151175813,0.16068488640105366,2.211586901763224,7245000000.0,487000000.0,770000000.0,3165000000.0,151000000.0,1014000000.0,80000000.0,0.43999999999999995,0.43999999999999995,0.4812623274161736,9.625,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2020-06-27,6583000000.0,5109000000.0,2434000000.0,3305000000.0,490000000.0,200000000.0,1775000000.0,,3718000000.0,1666000000.0,350000000.0,319000000.0,27000000.0,10000000.0,0.27,1225000000.0,178000000.0,146000000.0,140000000.0,32000000.0,690000000.0,,96.6954,7.7017,0.27,490000000.0,0.09652042360060514,0.048458149779735685,0.08579881656804733,0.4480903711672942,0.09413663259817107,0.053167248974631626,0.08760951188986232,0.008606777837547068,0.13179128563743947,0.2087745839636914,2.0990139687756777,8160000000.0,755000000.0,1023000000.0,3689000000.0,486000000.0,1309000000.0,55000000.0,0.6599999999999999,0.6599999999999999,0.5271199388846448,18.6,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2020-09-26,7023000000.0,5500000000.0,2417000000.0,3867000000.0,373000000.0,,1296000000.0,,6519000000.0,2896000000.0,799000000.0,709000000.0,38000000.0,22000000.0,0.59,1208000000.0,517000000.0,220000000.0,,297000000.0,373000000.0,,106.1593,10.7927,0.59,799000000.0,0.18334626325316783,0.10095400825857896,0.10875901211842307,0.44423991409725416,0.12256481055376592,0.1137690445678485,0.1884433962264151,0.04555913483663138,0.12256481055376592,0.09645720196534781,2.2755482002482417,10075000000.0,1293000000.0,1539000000.0,4666000000.0,907000000.0,1667000000.0,17000000.0,1.1,1.1,0.22375524895020996,90.52941176470588,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2020-12-26,8962000000.0,6143000000.0,2417000000.0,5837000000.0,330000000.0,,1595000000.0,,-2260000000.0,-1033000000.0,43000000.0,1300000000.0,-31000000.0,-1248000000.0,1.06,-2450000000.0,441000000.0,-127000000.0,,314000000.0,330000000.0,2.5416,44.2442,11.2842,1.06,43000000.0,0.22271714922049,0.1450569069404151,-0.5752212389380531,0.4570796460176991,-0.01902654867256637,0.004798036152644499,0.00697259607588779,-0.13893805309734514,-0.01902654867256637,0.0565358917252013,2.5415804716590813,9763000000.0,2490000000.0,1369000000.0,4347000000.0,523000000.0,1577000000.0,47000000.0,2.06,2.06,0.2092580849714648,29.127659574468087,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2021-03-27,10047000000.0,7197000000.0,2864000000.0,6477000000.0,313000000.0,,1763000000.0,,3445000000.0,1587000000.0,662000000.0,555000000.0,9000000.0,89000000.0,0.45,1231000000.0,898000000.0,66000000.0,,832000000.0,313000000.0,,32.4991,8.203,0.45,662000000.0,0.0856878184344604,0.055240370259779036,0.16110304789550073,0.4606676342525399,0.19216255442670538,0.06589031551706977,0.09749631811487482,0.24150943396226415,0.19216255442670538,0.04832484174772271,2.5129189944134076,11422000000.0,2883000000.0,1854000000.0,5116000000.0,1475000000.0,1994000000.0,43000000.0,2.37,2.37,0.15697091273821465,43.116279069767444,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2021-06-26,10691000000.0,7818000000.0,2892000000.0,7065000000.0,313000000.0,,2623000000.0,,7295000000.0,3417000000.0,1493000000.0,1265000000.0,19000000.0,202000000.0,1.03,1231000000.0,1850000000.0,130000000.0,,1720000000.0,313000000.0,,30.7928,7.9313,1.03,1493000000.0,0.17905166312809626,0.1183238237770087,0.17340644276901987,0.46840301576422205,0.20466072652501713,0.13965017304274624,0.20235836269991866,0.2357779300891021,0.20466072652501713,0.04430290162774239,2.703319502074689,14999000000.0,3829000000.0,2997000000.0,6867000000.0,3163000000.0,2997000000.0,35000000.0,3.13,3.13,0.10443777110443778,85.62857142857143,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2021-09-25,11153000000.0,7988000000.0,3564000000.0,7136000000.0,1000000.0,312000000.0,2440000000.0,,11608000000.0,5503000000.0,2441000000.0,2188000000.0,26000000.0,284000000.0,1.78,1231000000.0,2699000000.0,215000000.0,,2484000000.0,313000000.0,,33.0547,8.8334,1.78,2441000000.0,0.3066143497757848,0.19618039989240563,0.1884906960716747,0.4740696071674707,0.21028600964851826,0.2188648794046445,0.32769499261645857,0.21399035148173673,0.21028600964851826,0.04386210762331839,2.2413019079685745,20088000000.0,5308000000.0,4639000000.0,9474000000.0,5350000000.0,4639000000.0,23000000.0,4.32,4.32,0.06747143780987282,201.69565217391303,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2021-12-25,12419000000.0,8583000000.0,4240000000.0,7497000000.0,1000000.0,312000000.0,2535000000.0,,-5914000000.0,-2578000000.0,-948000000.0,-846000000.0,-20000000.0,-62000000.0,-0.69,-2464000000.0,-1926000000.0,-110000000.0,,-2036000000.0,313000000.0,2.0243,58.9522,11.3428,-0.69,-948000000.0,-0.11284513805522209,-0.06812142684596183,0.1430503889076767,0.43591477849171456,0.1602975989178221,-0.07633464852242532,-0.12138284250960307,0.3442678390260399,0.1602975989178221,0.041750033346672,2.024292452830189,16434000000.0,3162000000.0,3648000000.0,7929000000.0,3000000000.0,3648000000.0,34000000.0,2.5700000000000003,2.5700000000000003,0.08580043859649122,107.29411764705883,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2022-03-26,66915000000.0,13369000000.0,5581000000.0,55333000000.0,1475000000.0,312000000.0,4740000000.0,,5887000000.0,2818000000.0,951000000.0,786000000.0,13000000.0,113000000.0,0.56,1410000000.0,995000000.0,71000000.0,,924000000.0,1787000000.0,,57.4146,10.3204,0.56,951000000.0,0.01420490484882439,0.01174624523649406,0.13351452352641413,0.4786818413453372,0.16154238151860031,0.014212060076216095,0.016649159663865546,0.15695600475624258,0.16154238151860031,0.03229537527334502,2.3954488442931376,18876000000.0,3393000000.0,3937000000.0,9160000000.0,3092000000.0,3937000000.0,38000000.0,2.68,2.68,0.4538989077978156,103.60526315789474,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2022-06-25,67502000000.0,13462000000.0,5523000000.0,55169000000.0,2465000000.0,312000000.0,4964000000.0,,12437000000.0,5846000000.0,1477000000.0,1233000000.0,38000000.0,167000000.0,0.81,1521000000.0,2033000000.0,203000000.0,,1830000000.0,2777000000.0,,44.608,6.4712,0.81,1477000000.0,0.022349507875799816,0.01826612544813487,0.09913966390608668,0.4700490471978773,0.11875854305700732,0.02188083316049895,0.02548924861077555,0.1471415936319048,0.11875854305700732,0.05033623955482246,2.4374434184320117,24018000000.0,3361000000.0,3921000000.0,11589000000.0,3202000000.0,3921000000.0,57000000.0,2.4600000000000004,2.4600000000000004,0.7082376944656975,68.78947368421052,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2022-09-24,67811000000.0,14420000000.0,6691000000.0,54542000000.0,2466000000.0,0.0,3398000000.0,,18002000000.0,8200000000.0,1413000000.0,1299000000.0,69000000.0,32000000.0,0.84,1555000000.0,2998000000.0,326000000.0,,2672000000.0,2466000000.0,,47.0873,4.6885,0.84,1413000000.0,0.023816508378863996,0.01915618409992479,0.07215864903899567,0.45550494389512275,0.0784912787468059,0.020837327277285395,0.024785994948077462,0.1484279524497278,0.0784912787468059,0.04521286348135382,2.155133761769541,30412000000.0,2472000000.0,2893000000.0,14286000000.0,3390000000.0,2893000000.0,100000000.0,1.5200000000000005,1.5200000000000005,0.8524023505012098,28.93,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2023-07-01,67967000000.0,16505000000.0,7572000000.0,55136000000.0,1714000000.0,753000000.0,3841000000.0,1614000000.0,10712000000.0,4802000000.0,-165000000.0,-112000000.0,53000000.0,-10000000.0,-0.07,1612000000.0,865000000.0,283000000.0,,582000000.0,2467000000.0,,,8.5259,-0.07,-165000000.0,-0.0020313406848520023,-0.0016478585195756764,-0.010455563853622106,0.4482823002240478,-0.015403286034353996,-0.0024276487118748804,-0.002864434144054997,0.05433159073935773,-0.015403286034353996,0.04474390597794545,2.179741151611199,47038000000.0,3206000000.0,3676000000.0,21666000000.0,6008000000.0,3676000000.0,173000000.0,2.14,2.14,0.6711099020674647,21.248554913294797,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2023-09-30,67626000000.0,16688000000.0,7627000000.0,54970000000.0,1715000000.0,752000000.0,3561000000.0,1615000000.0,16512000000.0,7549000000.0,59000000.0,187000000.0,79000000.0,-49000000.0,0.11,1625000000.0,1286000000.0,407000000.0,2654000000.0,879000000.0,2467000000.0,,802.1653,7.546,0.11,2713000000.0,0.00340185555757686,0.002765208647561589,0.011325096899224806,0.4571826550387597,0.003573158914728682,0.0008724455091237098,0.001027212424047217,0.053234011627906974,0.1643047480620155,0.0448790249226851,2.1880162580306806,57663000000.0,2607000000.0,2784000000.0,26397000000.0,5963000000.0,5438000000.0,239000000.0,1.6900000000000002,1.6900000000000002,0.45365943361529976,11.648535564853557,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2023-12-30,67885000000.0,16768000000.0,6689000000.0,55892000000.0,1717000000.0,751000000.0,3933000000.0,,22680000000.0,10460000000.0,401000000.0,854000000.0,106000000.0,-346000000.0,0.53,1625000000.0,1667000000.0,546000000.0,,1121000000.0,2468000000.0,2.5068,278.8533,10.5,0.53,401000000.0,0.015279467544550203,0.012580098696324666,0.037654320987654324,0.46119929453262787,0.017680776014109348,0.0059070486852765705,0.0068711446196024675,0.04942680776014109,0.017680776014109348,0.04415658770485937,2.506802212587831,67906000000.0,2228000000.0,1708000000.0,31011000000.0,5254000000.0,4362000000.0,307000000.0,1.4100000000000001,1.4100000000000001,0.5657955066483265,5.563517915309446,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2024-03-30,67895000000.0,17084000000.0,6474000000.0,56198000000.0,1718000000.0,750000000.0,4190000000.0,1618000000.0,5473000000.0,2560000000.0,36000000.0,123000000.0,25000000.0,-52000000.0,0.07,1639000000.0,521000000.0,142000000.0,,379000000.0,2468000000.0,,261.3773,12.7937,0.07,36000000.0,0.002188689988967579,0.0018116208851903675,0.02247396309154029,0.46775077653937513,0.006577745295084963,0.0005302305029825466,0.0006136433368561006,0.0692490407454778,0.006577745295084963,0.04391615359977223,2.638863144887241,55377000000.0,1052000000.0,331000000.0,25371000000.0,2961000000.0,2985000000.0,263000000.0,0.6400000000000003,0.6400000000000003,0.8268006700167504,1.258555133079848,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2024-06-29,67886000000.0,17465000000.0,6195000000.0,56538000000.0,1719000000.0,0.0,4113000000.0,1618000000.0,11308000000.0,5424000000.0,305000000.0,388000000.0,50000000.0,-11000000.0,0.24,1638000000.0,1114000000.0,296000000.0,,818000000.0,1719000000.0,,188.2397,10.9502,0.24,305000000.0,0.006862641055573243,0.005715464160504375,0.03431199151043509,0.47966041740360804,0.026972055182171915,0.004492826208643903,0.005235422352678648,0.07233816766890697,0.026972055182171915,0.03040432983126393,2.8192090395480225,55973000000.0,1552000000.0,801000000.0,25993000000.0,3197000000.0,3455000000.0,260000000.0,0.9500000000000004,0.9500000000000004,0.4975397973950796,3.080769230769231,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2024-09-28,69636000000.0,18735000000.0,7500000000.0,56985000000.0,1720000000.0,0.0,3897000000.0,1623000000.0,18127000000.0,8843000000.0,1029000000.0,1159000000.0,73000000.0,-38000000.0,0.71,1638000000.0,1742000000.0,428000000.0,,1314000000.0,1720000000.0,,145.4329,10.9307,0.71,1029000000.0,0.02033868561902255,0.01664369004537883,0.06393777238373696,0.4878358250124124,0.05676614994207536,0.014776839565741858,0.017528319563921303,0.07248855298725658,0.05676614994207536,0.030183381591646925,2.498,57588000000.0,2524000000.0,1771000000.0,27287000000.0,3632000000.0,1771000000.0,254000000.0,1.5500000000000003,1.5500000000000003,0.9712027103331451,6.97244094488189,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2024-12-28,69226000000.0,19049000000.0,7281000000.0,57568000000.0,1721000000.0,0.0,3787000000.0,,-9123000000.0,-4102000000.0,530000000.0,-29000000.0,-56000000.0,482000000.0,-0.020000000000000018,-3278000000.0,-336000000.0,-230000000.0,,-566000000.0,1721000000.0,2.6163,121.0826,7.7059,-0.020000000000000018,530000000.0,-0.0005037520844913842,-0.0004189177476670615,0.0031787789104461253,0.4496327962293105,-0.058094924915049875,0.007656082974604917,0.008939263607077199,0.062040995286638166,-0.058094924915049875,0.02989508060033352,2.6162615025408598,25785000000.0,1641000000.0,1900000000.0,12725000000.0,1945000000.0,1900000000.0,92000000.0,1.0000000000000002,1.0000000000000002,0.9057894736842105,20.652173913043477,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2025-03-29,71550000000.0,21595000000.0,7703000000.0,57881000000.0,3217000000.0,947000000.0,6049000000.0,,7438000000.0,3736000000.0,806000000.0,709000000.0,20000000.0,123000000.0,0.44,1626000000.0,939000000.0,212000000.0,,727000000.0,4164000000.0,,74.566,5.9841,0.44,806000000.0,0.012249270054076467,0.009909154437456325,0.0953213229362732,0.5022855606345792,0.10836246302769562,0.011264849755415793,0.01299057135949714,0.09774132831406292,0.10836246302769562,0.07194070593113457,2.8034532000519277,27750000000.0,2227000000.0,2670000000.0,13901000000.0,2293000000.0,2670000000.0,87000000.0,1.37,1.37,1.5595505617977528,30.689655172413794,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2025-06-28,74820000000.0,24519000000.0,9843000000.0,59665000000.0,3218000000.0,,4442000000.0,,15123000000.0,6795000000.0,672000000.0,1581000000.0,58000000.0,-711000000.0,0.97,1628000000.0,2950000000.0,494000000.0,,2456000000.0,3218000000.0,,81.1846,7.7729,0.97,672000000.0,0.026497946870024304,0.021130713712910986,0.10454274945447332,0.44931561198174963,0.04443562785161674,0.008981555733761026,0.010686513048041602,0.16240163988626596,0.04443562785161674,0.05393446744322467,2.491008838768668,31565000000.0,3420000000.0,3037000000.0,15272000000.0,3931000000.0,3037000000.0,95000000.0,2.1,2.1,1.0595982877839973,31.96842105263158,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2025-09-27,76891000000.0,27000000000.0,11700000000.0,60790000000.0,2347000000.0,,4808000000.0,,24369000000.0,11575000000.0,1942000000.0,2824000000.0,95000000.0,-558000000.0,1.73,1632000000.0,5109000000.0,752000000.0,,4357000000.0,2347000000.0,,79.2081,8.1763,1.73,1942000000.0,0.04645500904754071,0.036727315290476126,0.11588493577906356,0.47498871517091384,0.07969141121917189,0.02525653197383309,0.030758509273484645,0.17879272846649433,0.07969141121917189,0.03860832373745682,2.3076923076923075,37807000000.0,5085000000.0,3950000000.0,18004000000.0,6974000000.0,3950000000.0,117000000.0,3.12,3.12,0.5941772151898734,33.76068376068376,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
2025-12-27,76926000000.0,26947000000.0,9455000000.0,62999000000.0,2348000000.0,874000000.0,5539000000.0,,-12291000000.0,-4954000000.0,274000000.0,-779000000.0,-42000000.0,1043000000.0,-0.48999999999999977,-3250000000.0,-1289000000.0,-484000000.0,,-1773000000.0,3222000000.0,2.85,80.9739,10.1337,-0.48999999999999977,274000000.0,-0.012365275639295861,-0.010126615188622833,0.06337970872996501,0.40305914897079165,-0.02229273452119437,0.0035618646491433325,0.004137660258830281,0.1442518916280205,-0.02229273452119437,0.051143668947126145,2.850026441036489,34639000000.0,4335000000.0,3694000000.0,17152000000.0,5767000000.0,3694000000.0,131000000.0,2.6500000000000004,2.6500000000000004,0.8722252301028696,28.198473282442748,2.0590887,267.0799,76.48,29.909,325201.78,75.0177,5.5719,9.3883
