report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-07-02,4448073000.0,3405936000.0,522604000.0,2298729000.0,2149344000.0,1631698000.0,125260000.0,463382000.0,1011806000.0,590276000.0,264273000.0,222269000.0,21102000.0,29816000.0,2.0,81663000.0,,1756958000.0,,23.3915,5.4573,2.0,264273000.0,0.10341248306460017,0.04996972846443842,0.2196755109181009,0.5833885151896707,0.2611893979675946,0.05941291880776237,0.06765298740343169,0.2611893979675946,0.8174391814432683,6.517240587519422,2113836000.0,487595000.0,574104000.0,1235682000.0,574104000.0,40468000.0,5.0,5.0,3.060347950893915,14.18661658594445,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2016-12-31,4662059000.0,3635445000.0,520321000.0,2360110000.0,2301949000.0,1701966000.0,125297000.0,505631000.0,2167423000.0,,624339000.0,521503000.0,44911000.0,78611000.0,6.0,81417000.0,,1827263000.0,6.9871,21.0759,5.0721,6.0,624339000.0,0.22654845958794048,0.11186108970306896,0.24060970101360002,,0.2880559078684687,0.1339191546052935,0.1512005196148805,0.2880559078684687,0.793789523573285,6.986927300647101,2825537000.0,691099000.0,812300000.0,,812300000.0,58341000.0,8.0,8.0,2.249492798227256,13.923312936014124,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2017-04-01,4810703000.0,3778424000.0,632211000.0,2415889000.0,2394814000.0,1642099000.0,225285000.0,584444000.0,497969000.0,,118869000.0,105557000.0,12725000.0,7930000.0,1.0,80769000.0,,1867384000.0,,23.5374,5.7291,1.0,118869000.0,0.04407732709095571,0.021942115320775363,0.21197504262313518,,0.2387076303946631,0.024709278456807666,0.027889131382446333,0.2387076303946631,0.7797616015273002,5.976523660613308,4152444000.0,943381000.0,1120143000.0,,1120143000.0,88857000.0,10.0,10.0,1.6670942906396773,12.606131199567844,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2017-07-01,4996745000.0,3947235000.0,653289000.0,2478106000.0,2518639000.0,1687233000.0,225233000.0,567255000.0,1056219000.0,,272654000.0,237379000.0,26808000.0,24180000.0,2.0,80769000.0,,1912466000.0,,27.2191,6.6045,2.0,272654000.0,0.0942489177686838,0.04750672687919836,0.22474411083307533,,0.2581415407221419,0.054566322676062116,0.06153183009655605,0.2581415407221419,0.7593251752236029,6.042096223876416,4733417000.0,1086708000.0,1280135000.0,,1280135000.0,105546000.0,11.0,11.0,1.4939564967757306,12.128692702707824,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2017-09-30,5162985000.0,4078525000.0,662149000.0,2533890000.0,2629095000.0,1732367000.0,225423000.0,603807000.0,1621803000.0,,431688000.0,373483000.0,41558000.0,41876000.0,4.0,80660000.0,,1957790000.0,,26.5214,6.4563,4.0,431688000.0,0.1420576281952535,0.07233857932959326,0.23028875886898717,,0.2661778280099371,0.08361209649069289,0.09411354328700196,0.2661778280099371,0.7446630874882801,6.159527538363721,5343414000.0,1237922000.0,1447550000.0,,1447550000.0,126002000.0,13.0,13.0,1.352485233670685,11.488309709369693,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2017-12-31,5324354000.0,4270134000.0,606157000.0,3090566000.0,2233788000.0,1897501000.0,100273000.0,642319000.0,-866913000.0,,-161353000.0,-696108000.0,-24252000.0,546800000.0,-7.0,-161594000.0,,1997774000.0,7.044,766.6897,6.7399,-7.0,-161353000.0,-0.3116267076374302,-0.13074036775165587,0.8029733087403235,,0.18612363639719326,-0.0303047092661382,-0.03813083679265482,0.18612363639719326,0.8943435993030673,7.044600656265621,2309078000.0,20311000.0,661858000.0,,661858000.0,56839000.0,0.0,0.0,3.0184329569182515,11.644434279280071,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2018-03-31,4489457000.0,3438578000.0,534348000.0,2374563000.0,2114894000.0,1247630000.0,354000.0,716522000.0,530670000.0,,144375000.0,111951000.0,13838000.0,28598000.0,1.0,79715000.0,,1247984000.0,,574.6816,6.5519,1.0,144375000.0,0.0529345678790521,0.024936423269005584,0.21096161456272258,,0.2720617332805699,0.03215867754162697,0.04293197671756156,0.2720617332805699,0.5900929313715013,6.43509098939268,2341779000.0,26705000.0,687364000.0,,687364000.0,57952000.0,0.0,0.0,1.8156086149405555,11.860919381557151,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2018-06-30,4157744000.0,3124000000.0,474917000.0,2182650000.0,1975094000.0,1147951000.0,499000.0,742204000.0,1126889000.0,,323568000.0,267628000.0,25530000.0,47482000.0,3.0,79041000.0,276557000.0,1148450000.0,,300.0257,6.3792,3.0,323568000.0,0.13550139892076024,0.06436856141215043,0.23749277879187747,,0.287133870327956,0.07782297322778892,0.10359002466429158,0.287133870327956,0.5814659960487957,6.577991522729235,2412449000.0,56954000.0,738278000.0,,738278000.0,56674000.0,1.0,1.0,1.5555793346137905,13.026749479479125,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2018-09-29,4043058000.0,2970769000.0,448125000.0,2166626000.0,1876432000.0,1148061000.0,284000.0,689373000.0,1704910000.0,,495242000.0,408642000.0,36965000.0,75698000.0,5.0,78395000.0,422897000.0,1148345000.0,,269.3874,6.2499,5.0,495242000.0,0.21777607715067746,0.10107250501971528,0.2396853792868832,,0.2904798493762134,0.12249193555966796,0.16372843353410846,0.2904798493762134,0.6119832746403813,6.6293311018131105,2495556000.0,92113000.0,801832000.0,,801832000.0,52081000.0,2.0,2.0,1.4321516227838251,15.395864134713236,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2018-12-31,3727426000.0,2663163000.0,448931000.0,2160168000.0,1567258000.0,1148172000.0,178000.0,796280000.0,-942540000.0,,-223411000.0,-194427000.0,-27692000.0,-63426000.0,-2.0,-159533000.0,-95008000.0,1148350000.0,5.9327,24.0603,5.905,-2.0,-223411000.0,-0.12405551606691431,-0.05216119649323689,0.20627983958240498,,0.2370307891442273,-0.05993707185602075,-0.08226923768084347,0.2370307891442273,0.7327128015936113,5.932232347509974,2419929000.0,593794000.0,739774000.0,,739774000.0,48641000.0,7.0,7.0,1.552298404647906,15.208856725807447,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2019-03-30,3249728000.0,2077791000.0,603279000.0,2281986000.0,967742000.0,1048283000.0,100263000.0,684970000.0,513862000.0,,121151000.0,108986000.0,11563000.0,8392000.0,1.51,72415000.0,175779000.0,1148546000.0,,30.2931,7.4488,1.51,121151000.0,0.11261885915874273,0.0335369606317821,0.21209196243349382,,0.23576563357477298,0.0372803508478248,0.057246934254695014,0.23576563357477298,1.1868307875446142,3.4441626511116747,2403121000.0,590829000.0,716550000.0,,716550000.0,46366000.0,7.51,7.51,1.602883260065592,15.454212138204719,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2019-06-29,2822922000.0,1620401000.0,611696000.0,2266677000.0,556245000.0,1048394000.0,100295000.0,587998000.0,1113024000.0,,298805000.0,253396000.0,23011000.0,35717000.0,3.57,70904000.0,302803000.0,1148689000.0,,26.2726,6.3287,3.57,298805000.0,0.4555474655951964,0.08976372708845658,0.22766445287792536,,0.26846231527801734,0.10584954171599499,0.17525898363221099,0.26846231527801734,2.065077438898327,2.649029910282232,2389256000.0,576597000.0,691787000.0,,691787000.0,43847000.0,8.08,8.08,1.6604662995979977,15.777293771523707,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2019-09-28,2561265000.0,1343906000.0,597153000.0,2445765000.0,115500000.0,1255601000.0,,404649000.0,1690302000.0,,472040000.0,391529000.0,34467000.0,62322000.0,5.63,69533000.0,451192000.0,1255601000.0,,25.8413,6.1955,5.63,472040000.0,3.389861471861472,0.15286547858187263,0.23163257216757716,,0.2792637055390102,0.18429955510265436,0.34427806558379,0.2792637055390102,10.871004329004329,2.2505220605104554,2374648000.0,559484000.0,668585000.0,,668585000.0,41349000.0,8.71,8.71,1.8779975620153009,16.169314856465693,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2019-12-31,2557055000.0,1312491000.0,591334000.0,2773336000.0,-216281000.0,1580797000.0,,335715000.0,-910592000.0,,-183539000.0,-161713000.0,-20351000.0,-20390000.0,-2.0200000000000014,-144686000.0,-286687000.0,1580797000.0,2.2197,25.4223,6.2555,-2.0200000000000014,-183539000.0,0.747698595808231,-0.063241893506397,0.17759106163902164,,0.20156008398931685,-0.07177749403121951,-0.13450849971711581,0.20156008398931685,-7.308996167023456,2.2195425935258246,2406596000.0,592198000.0,708457000.0,,708457000.0,48690000.0,8.689999999999998,8.689999999999998,2.2313238488715617,14.550359416718011,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2020-03-28,2666518000.0,1327776000.0,551051000.0,3004517000.0,-337999000.0,1845981000.0,,390061000.0,464939000.0,,68280000.0,53562000.0,14079000.0,4301000.0,0.86,62626000.0,151635000.0,1845981000.0,,21.7068,4.9422,0.86,68280000.0,-0.15846792446131497,0.020086869842993748,0.11520220932208311,,0.14685797491713967,0.025606427558336378,0.045279055055033816,0.14685797491713967,-5.46149840680002,2.409533781809669,2357673000.0,536774000.0,655586000.0,,655586000.0,51206000.0,8.04,8.04,2.815772453957223,12.802913721048315,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2020-06-27,2648302000.0,1269427000.0,697320000.0,2840044000.0,-191742000.0,1546159000.0,,339036000.0,984923000.0,,223394000.0,176491000.0,27097000.0,26735000.0,2.83,62404000.0,350446000.0,1546159000.0,,21.2193,4.7989,2.83,223394000.0,-0.9204608275703811,0.06664307922585869,0.17919268815937894,,0.22681366969803732,0.0843536726551579,0.16493738634408753,0.22681366969803732,-8.06374711852385,1.8204368152354728,2229572000.0,459869000.0,580175000.0,,580175000.0,55292000.0,7.299999999999999,7.299999999999999,2.66498728831818,10.492928452579035,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2020-09-26,2679286000.0,1291673000.0,722188000.0,2720867000.0,-41581000.0,1421337000.0,,374934000.0,1578707000.0,,381778000.0,303260000.0,38012000.0,50403000.0,4.86,62371000.0,523025000.0,1421337000.0,,23.7494,5.2156,4.86,381778000.0,-7.293234890935764,0.11318687142768633,0.1920939097628629,,0.24182954785150126,0.14249244015009968,0.27669964834362015,0.24182954785150126,-34.18236694644188,1.7885550576858102,2117977000.0,371600000.0,489913000.0,,489913000.0,58837000.0,6.5299999999999985,6.5299999999999985,2.9012028666314222,8.326614205346976,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2020-12-31,2839920000.0,1401033000.0,804983000.0,2607776000.0,232144000.0,1206515000.0,,436695000.0,-663204000.0,,-27963000.0,-11742000.0,-30118000.0,7904000.0,-0.19000000000000128,-124987000.0,-234599000.0,1206515000.0,1.7404,29.4321,6.4901,-0.19000000000000128,-27963000.0,-0.05058067406437384,-0.004134623510521423,0.0177049595599544,,0.04216349720448007,-0.009846404124059833,-0.019436850567090602,0.04216349720448007,5.197269798056379,1.7404504194498518,2365365000.0,521571000.0,645489000.0,,645489000.0,49070000.0,8.36,8.36,1.8691488158589844,13.154452822498472,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2021-04-03,3211563000.0,1767923000.0,785049000.0,2980601000.0,230962000.0,1603090000.0,,683783000.0,608545000.0,,171270000.0,148127000.0,10946000.0,25657000.0,2.37,62632000.0,218404000.0,1603090000.0,,29.7806,7.3128,2.37,171270000.0,0.6413479273646747,0.04612302483245697,0.24341174440674068,,0.2814417997025692,0.05332917336511848,0.09338339370966581,0.2814417997025692,6.940925347026783,2.251990640074696,2508971000.0,616136000.0,748479000.0,,748479000.0,45937000.0,9.869999999999997,9.869999999999997,2.141796897441344,16.293597753444935,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
2021-07-03,3103647000.0,1638550000.0,681018000.0,2835374000.0,268273000.0,1603367000.0,,460056000.0,1290192000.0,,367692000.0,315419000.0,22973000.0,55779000.0,5.05,62435000.0,361444000.0,1603367000.0,,33.5429,8.2957,5.05,367692000.0,1.1757388928442296,0.10162850349927037,0.24447446581594057,,0.28499014100226944,0.11847094724367817,0.19645444636789125,0.28499014100226944,5.976624557819833,2.4060303839252413,2814240000.0,755064000.0,892777000.0,,892777000.0,41813000.0,12.089999999999998,12.089999999999998,1.7959322428781208,21.351660966685003,1.2105056,414.15,275.05,1.0202,29846.521,46.4444,8.8309,9.4293
