report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,2003300000.0,1008000000.0,1146900000.0,2537300000.0,-541600000.0,744400000.0,496400000.0,476600000.0,196800000.0,113400000.0,67800000.0,0.47,239100000.0,164100000.0,16200000.0,15800000.0,147900000.0,744400000.0,,16.5822,3.7808,0.47,212600000.0,-0.20937961595273263,0.05660659911146608,0.23793537557700378,0.41292488459924465,0.09823790745270304,0.9704142011834319,0.31032312211498114,0.44607637431808644,-1.3744460856720828,0.8788909233586188,,,,,,,,,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2010-06-30,1957700000.0,960000000.0,1094200000.0,2449600000.0,-500100000.0,742500000.0,485900000.0,954400000.0,387300000.0,234400000.0,123100000.0,0.99,237800000.0,304000000.0,35300000.0,31000000.0,268700000.0,742500000.0,,10.6827,2.4668,0.99,418300000.0,-0.46870625874825034,0.11973233896919855,0.24559932942162616,0.4058046940486169,0.19783419318588139,1.5977722772277227,0.2815381391450126,0.43828583403185245,-1.4847030593881223,0.8773533174922318,,,,,,,,,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2010-09-30,2348200000.0,1301400000.0,792600000.0,2645800000.0,-307700000.0,1235600000.0,793700000.0,1467700000.0,576200000.0,370400000.0,167300000.0,1.56,237100000.0,474700000.0,54600000.0,49100000.0,420100000.0,1235600000.0,,12.3869,2.9948,1.56,625300000.0,-1.203769905752356,0.1577378417511285,0.2523676500647271,0.3925870409484227,0.24537943957073502,0.6209720875094299,0.2862301560264359,0.42604074402125774,-4.01559961000975,1.6419379258137774,,,,,,,,,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2010-12-31,2540300000.0,1343000000.0,933800000.0,2838700000.0,-309600000.0,1228300000.0,659600000.0,-866700000.0,-387500000.0,-210400000.0,-157200000.0,-0.8700000000000001,-477400000.0,-289500000.0,-27100000.0,-29600000.0,-316600000.0,1228300000.0,1.4382,12.2404,3.0589,-0.8700000000000001,-417100000.0,0.6795865633074936,-0.08282486320513326,0.24275989385023652,0.44709818853121036,-0.1525410384600244,-0.42179166213127245,0.36529364255220953,0.48125072112611056,-3.967377260981912,1.4382094666952239,2032000000.0,507800000.0,772800000.0,520100000.0,839100000.0,2.15,2.15,1.463830294363008,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2011-03-31,2524400000.0,1339600000.0,841000000.0,2747600000.0,-231900000.0,1221100000.0,719500000.0,577100000.0,250100000.0,155500000.0,78100000.0,0.67,231400000.0,200900000.0,19600000.0,17700000.0,181300000.0,1221100000.0,,14.0475,3.6224,0.67,267800000.0,-0.6705476498490729,0.061598795753446366,0.269450701784786,0.4333737653786172,0.09907304706068769,0.2528305701577032,0.3141569918558309,0.4640443597296829,-5.265631737818025,1.5928656361474436,2132500000.0,549900000.0,826100000.0,553500000.0,894300000.0,2.35,2.35,1.3654254724365424,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2011-06-30,2744600000.0,1543100000.0,852000000.0,2761200000.0,-26100000.0,1228000000.0,938500000.0,1182300000.0,520200000.0,344500000.0,151600000.0,1.49,231400000.0,445900000.0,35600000.0,39500000.0,410300000.0,1228000000.0,,14.1943,3.881,1.49,559700000.0,-13.199233716475096,0.12551920134081468,0.29138120612365725,0.4399898502918041,0.18953581578372075,0.4328147100424328,0.347035439397784,0.4733993064366066,-47.04980842911878,1.811150234741784,2360400000.0,660000000.0,959000000.0,695100000.0,1035700000.0,2.8499999999999996,2.8499999999999996,1.1856715265038138,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2011-09-30,2521300000.0,1360000000.0,834900000.0,2695500000.0,-184000000.0,1200900000.0,854200000.0,1713600000.0,716300000.0,475200000.0,204300000.0,2.06,230700000.0,666300000.0,53600000.0,58500000.0,612700000.0,1200900000.0,,11.0348,2.9676,2.06,774800000.0,-2.582608695652174,0.18847419981755445,0.2773109243697479,0.4180088702147526,0.28409947249434814,0.7043957124594356,0.3575513538748833,0.45214752567693745,-6.526630434782609,1.628937597317044,2606300000.0,764800000.0,1099100000.0,887700000.0,1185200000.0,3.35,3.35,1.0132467094161324,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2011-12-31,2876100000.0,1424400000.0,1134000000.0,2974000000.0,-169000000.0,1172500000.0,760000000.0,-1192300000.0,-598200000.0,-403800000.0,-172200000.0,-1.7300000000000004,-464100000.0,-509800000.0,-41100000.0,-36500000.0,-550900000.0,1172500000.0,1.2561,13.646,3.4224,-1.7300000000000004,-634700000.0,2.3893491124260353,-0.14039845624282882,0.33867315273001763,0.5017193659313931,-0.2079899864399708,-0.5961136023916292,0.462048142246079,0.5323324666610753,-6.937869822485207,1.2560846560846561,2280700000.0,571400000.0,888400000.0,653400000.0,967600000.0,2.49,2.49,1.211761058288549,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2012-03-31,2994400000.0,1526600000.0,1011500000.0,2833800000.0,82700000.0,1137400000.0,814700000.0,646800000.0,269000000.0,173500000.0,83100000.0,0.76,227400000.0,62000000.0,15300000.0,23500000.0,46700000.0,1137400000.0,,16.1251,4.0477,0.76,292500000.0,2.097944377267231,0.05794149078279455,0.26824366110080394,0.41589363017934444,0.08983435746727224,0.22047373166133924,0.07220160791589363,0.45222634508348797,13.753325272067714,1.5092436974789916,2350400000.0,589400000.0,907300000.0,518800000.0,992300000.0,2.58,2.58,1.1462259397359669,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
2012-06-30,2963900000.0,1519400000.0,995200000.0,2785100000.0,99100000.0,1110800000.0,824100000.0,1287600000.0,547500000.0,346000000.0,172000000.0,1.52,227300000.0,235500000.0,21900000.0,45600000.0,213600000.0,1110800000.0,,14.1753,3.4072,1.52,593100000.0,3.491422805247225,0.11673808158169979,0.2687169928549239,0.42520969245107176,0.1847228314045683,0.45251673692040667,0.16589002795899346,0.4606244175209692,11.20887991927346,1.5267282958199357,2455700000.0,590900000.0,934600000.0,322100000.0,1025700000.0,2.6099999999999994,2.6099999999999994,1.082967729355562,1.454511,546.88,378.71,1.48792,77849.77,31.6591,22.4804,10.0868
