report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-03-30,1289565000.0,989189000.0,164248000.0,242319000.0,1047246000.0,,,472511000.0,2181732000.0,1306566000.0,630014000.0,397602000.0,1524000.0,229525000.0,1.0,201540144.0,356336000.0,121321000.0,54291000.0,235015000.0,0.0,6.0244,5.1031,28.0101,1.0,684305000.0,0.37966437685128424,0.3083225738911959,0.18224144853721722,0.5988664052230063,0.288767822995675,0.48854768856164676,0.6015912211648456,0.10771946325213179,0.31365218092781333,0.0,6.0225329988797425,,,,,,,,,,,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2013-06-29,1496845000.0,1174212000.0,209140000.0,296329000.0,1200516000.0,,,639156000.0,640859000.0,397271000.0,197562000.0,124996000.0,170000.0,72138000.0,0.0,204336124.0,182650000.0,33309000.0,15975000.0,149341000.0,0.0,,5.2268,27.7266,0.0,213537000.0,0.10411856235152218,0.08350630826839119,0.19504446375879875,0.619903910220501,0.30827685965243523,0.13198560973247064,0.1645642373779275,0.23303253913887453,0.33320433980017444,0.0,5.614478339868031,,,,,,,,,,,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2013-09-28,1707774000.0,1345941000.0,218198000.0,321477000.0,1386297000.0,,,618841000.0,1381162000.0,847146000.0,419022000.0,270804000.0,300000.0,147642000.0,1.0,205547191.0,181486000.0,73580000.0,34032000.0,107906000.0,0.0,,5.8086,30.2664,1.0,453054000.0,0.19534342208054983,0.15857133320919511,0.1960696862496941,0.6133574482935383,0.3033836725887333,0.2453615056793229,0.30225990534495856,0.07812696845120268,0.32802379445713103,0.0,6.168438757458822,,,,,,,,,,,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2013-12-28,2006963000.0,1600229000.0,275253000.0,383013000.0,1623950000.0,,,828341000.0,2393391000.0,1466644000.0,762262000.0,500447000.0,409000.0,261127000.0,2.44,205192959.0,449843000.0,126942000.0,55687000.0,322901000.0,0.0,,5.4942,27.3165,2.44,817949000.0,0.30816650758951936,0.24935536928184526,0.20909537973527936,0.6127891347464748,0.3184861980345042,0.37980869602478967,0.4693876042981619,0.13491360166391533,0.34175318616974826,0.0,5.8136659727596065,6597144000.0,1293849000.0,2008860000.0,4017627000.0,815163000.0,2168845000.0,2403000.0,4.4399999999999995,4.4399999999999995,0.0,835.980024968789,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2014-03-29,2216973000.0,1777169000.0,308370000.0,410842000.0,1806131000.0,,,955145000.0,-1104569000.0,-694991000.0,-370675000.0,-234762000.0,-486000.0,-134745000.0,-0.43999999999999995,-409438167.0,-182200000.0,-49093000.0,-26040000.0,-231293000.0,0.0,5.7626,5.7447,28.7575,-0.43999999999999995,-396715000.0,-0.12998060495058222,-0.10589303523317604,0.21253719776673075,0.629196546345226,0.3355833813912938,-0.1671986984054384,-0.20523151421463892,0.20939660627810486,0.35915818749213496,0.0,5.763106009015144,3310843000.0,661485000.0,1008171000.0,2016070000.0,348855000.0,1087825000.0,393000.0,3.0,3.0,0.0,2565.320610687023,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2014-06-28,2462359000.0,1964742000.0,322629000.0,433005000.0,2029354000.0,,,1125037000.0,919154000.0,571633000.0,276771000.0,187716000.0,,88286000.0,0.0,207176243.0,221701000.0,73187000.0,28998000.0,148514000.0,0.0,,5.0695,25.1282,0.0,305769000.0,0.09250037203957516,0.07623421280162641,0.20422693041644818,0.6219121061323782,0.3011149383019603,0.11240075066227143,0.13638379504019504,0.1615768413127724,0.3326635144926748,0.0,6.089787340877603,3589138000.0,724205000.0,1087380000.0,2190432000.0,348028000.0,1180057000.0,,3.0,3.0,0.0,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2014-09-27,2689430000.0,2133373000.0,325865000.0,444301000.0,2245129000.0,,,1012393000.0,1975759000.0,1216660000.0,582329000.0,394706000.0,,185393000.0,1.0,207304247.0,198314000.0,157403000.0,63062000.0,40911000.0,0.0,,3.7438,18.6191,1.0,645391000.0,0.1758054882369788,0.1467619532763448,0.1997743651933257,0.6157937278787544,0.2947368580884612,0.21652506293155055,0.25937440565775954,0.02070647280361623,0.3266547185157704,0.0,6.546800055237599,4183735000.0,848107000.0,1250687000.0,2559946000.0,281033000.0,1372394000.0,,3.0,3.0,0.0,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2014-12-27,2630588000.0,1983319000.0,361322000.0,479103000.0,2151485000.0,,,949846000.0,3290485000.0,2016803000.0,1000806000.0,698381000.0,,298728000.0,3.0,206752103.0,672065000.0,282733000.0,100554000.0,389332000.0,0.0,,3.6666,17.9531,3.0,1101360000.0,0.324604168748562,0.26548475093781315,0.21224257214362016,0.6129196759748183,0.3041515156580261,0.3804495420795655,0.46516987104255897,0.11832055152963773,0.33471053659262995,0.0,5.489062387565662,5080829000.0,1046041000.0,1489231000.0,3110105000.0,347464000.0,1655805000.0,,3.56,3.56,0.0,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2015-03-28,2691893000.0,2017431000.0,330081000.0,450928000.0,2240965000.0,,,978922000.0,-1813929000.0,-1157445000.0,-602933000.0,-399780000.0,,-197607000.0,0.0,-415366824.0,,-157114000.0,-54189000.0,,0.0,6.0978,3.0263,15.0162,0.0,-657122000.0,-0.17839636049648255,-0.14851258946770915,0.2203945137874746,0.6380872680242722,0.3323906282991231,-0.22398104233712113,-0.2690506098935057,,0.3622644546727022,0.0,6.111927072445854,4371469000.0,881023000.0,1256973000.0,2647651000.0,,1395398000.0,,4.0,4.0,0.0,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
2015-06-27,2556668000.0,1813851000.0,339000000.0,467479000.0,2089189000.0,,,808540000.0,985975000.0,603635000.0,248623000.0,174355000.0,,72657000.0,0.0,200054494.0,,105998000.0,41553000.0,,0.0,,1.9437,9.9422,0.0,290176000.0,0.08345582903222255,0.06819618347004773,0.17683511245214129,0.6122214052080428,0.25215953751362863,0.09724492972885021,0.11900455152693222,,0.29430360810365375,0.0,5.350592920353982,4438290000.0,867662000.0,1228825000.0,2679653000.0,,1379805000.0,,4.0,4.0,0.0,,1.4732784,28.265,11.86,2.89669,2140.1494,6.3218,0.5764
