report_date,total_assets,total_liabilities,total_equity,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-09-30,20542150000.0,9693820000.0,10235424000.0,32995000.0,,1925691000.0,639254000.0,540348000.0,767000.0,1.46,383433000.0,1044191000.0,0.0,,37.9389,9.8795,1.46,639254000.0,0.05279195077800392,0.02630435470483859,0.2805995354394864,0.3319608389923409,0.03111913796754478,0.062455058041562324,0.3319608389923409,0.0,2641555000.0,719485000.0,846118000.0,846118000.0,1.600000000000002,1.600000000000002,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2018-12-31,20394209000.0,9615454000.0,10173204000.0,47442000.0,,-1253097000.0,-392086000.0,-420033000.0,-589000.0,-1.9100000000000001,-765980000.0,-734368000.0,0.0,0.1071,37.0865,9.4598,-1.9100000000000001,-392086000.0,-0.04128817233980563,-0.020595699494890925,0.33519591859209624,0.3128935748788801,-0.01922535951259497,-0.03854105353632936,0.3128935748788801,0.0,2578434000.0,657535000.0,858560000.0,858560000.0,1.0000000000000018,1.0000000000000018,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2019-03-31,20768811000.0,10069744000.0,10046886000.0,29391000.0,,662494000.0,209969000.0,104539000.0,238000.0,0.28,385184000.0,373545000.0,0.0,,50.4858,10.6541,0.28,209969000.0,0.010405114579781237,0.005033460991098624,0.1577961460783041,0.31693720999737357,0.010109822849271439,0.020898913354844475,0.31693720999737357,0.0,2607912000.0,550265000.0,871660000.0,871660000.0,0.7100000000000021,0.7100000000000021,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2019-06-30,20990711000.0,10175125000.0,10153529000.0,251273000.0,,1332011000.0,579229000.0,413507000.0,484000.0,1.11,385644000.0,690773000.0,0.0,,37.8698,10.7079,1.11,579229000.0,0.04072544629556876,0.01969952327960687,0.3104381270124646,0.4348530154781004,0.027594539317891614,0.05704706215937336,0.4348530154781004,0.0,2667099000.0,638361000.0,1036366000.0,1036366000.0,0.9400000000000022,0.9400000000000022,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2019-09-30,21054056000.0,10152058000.0,10182636000.0,28777000.0,,2017156000.0,947592000.0,680613000.0,749000.0,1.82,386177000.0,1094180000.0,0.0,,40.1488,12.0006,1.82,947592000.0,0.0668405509143212,0.03232693025989861,0.3374121783342488,0.46976634429860653,0.04500757478748988,0.09305959674881828,0.46976634429860653,0.0,2758564000.0,778626000.0,1344704000.0,1344704000.0,1.3000000000000023,1.3000000000000023,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2019-12-31,21172769000.0,10164843000.0,10315506000.0,45753000.0,,-1310586000.0,-380246000.0,-228282000.0,-3752000.0,-0.6099999999999999,-770672000.0,-701514000.0,0.0,0.0608,30.993,11.1366,-0.6099999999999999,-380246000.0,-0.02212998567399408,-0.010781867973905538,0.17418315165887627,0.2901343368538959,-0.01795920032944203,-0.036861594574226414,0.2901343368538959,0.0,2701075000.0,970377000.0,1356544000.0,1356544000.0,2.6000000000000028,2.6000000000000028,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2020-03-31,20919318000.0,9795290000.0,10530367000.0,82335000.0,,682329000.0,422109000.0,308606000.0,53000.0,0.83,386949000.0,382451000.0,0.0,,19.5509,8.4409,0.83,422109000.0,0.029306291034301084,0.014752201768719228,0.45228328269793605,0.6186297226118193,0.020177952264026962,0.04008492771429524,0.6186297226118193,0.0,2720910000.0,1174444000.0,1568684000.0,1568684000.0,3.1500000000000026,3.1500000000000026,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2020-06-30,20714951000.0,9540780000.0,10597673000.0,187416000.0,,,778974000.0,569494000.0,240000.0,1.53,386272000.0,635086000.0,0.0,,19.4365,8.0954,1.53,778974000.0,0.053737645990775525,0.02749193082812506,,,0.037604433628638564,0.07350424947061492,,0.0,,1330431000.0,1768429000.0,1768429000.0,3.5700000000000025,3.5700000000000025,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2020-09-30,20623978000.0,9575906000.0,10517480000.0,178333000.0,,,961384000.0,660780000.0,502000.0,1.77,385973000.0,1034324000.0,0.0,,20.0999,7.2328,1.77,961384000.0,0.06282683684684924,0.03203940578291928,,,0.04661486741306648,0.09140820804983703,,0.0,,1310598000.0,1782221000.0,1782221000.0,3.5200000000000022,3.5200000000000022,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2020-12-31,20286891000.0,9184454000.0,10525651000.0,42591000.0,,,-844477000.0,-625244000.0,57000.0,-1.6799999999999997,-773320000.0,-786325000.0,0.0,0.0362,24.1515,8.5811,-1.6799999999999997,-844477000.0,-0.059401931528985714,-0.030820099541127324,,,-0.0416267332436498,-0.08023038194977204,,0.0,,913636000.0,1317990000.0,1317990000.0,2.450000000000003,2.450000000000003,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2021-03-31,20169015000.0,9207251000.0,10314800000.0,35453000.0,,,135560000.0,57539000.0,153000.0,0.15,386916000.0,346053000.0,0.0,,40.3141,10.7411,0.15,135560000.0,0.005578295265056036,0.0028528413509534304,,,0.0067212008122359964,0.013142280994299453,,0.0,,662569000.0,1031441000.0,1031441000.0,1.7700000000000022,1.7700000000000022,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2021-06-30,20464346000.0,9382176000.0,10433991000.0,39492000.0,,,512404000.0,373925000.0,395000.0,1.0,387367000.0,576125000.0,0.0,,40.1044,11.8441,1.0,512404000.0,0.035837197866089784,0.018272022961300597,,,0.025038865156013293,0.04910910887310522,,0.0,,467000000.0,764871000.0,764871000.0,1.2400000000000024,1.2400000000000024,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2021-09-30,20663015000.0,9329432000.0,10662557000.0,39707000.0,,,1033958000.0,805876000.0,679000.0,2.14,387642000.0,978213000.0,0.0,,28.6617,12.4761,2.14,1033958000.0,0.07557999455477706,0.039000891205857424,,,0.050039067386826175,0.09697092357865003,,0.0,,612096000.0,837445000.0,837445000.0,1.6100000000000025,1.6100000000000025,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2021-12-31,21169241000.0,9483056000.0,10954948000.0,123832000.0,,,-6081000.0,95510000.0,-312000.0,0.25,-773836000.0,-640207000.0,0.0,0.1439,25.4989,13.7927,0.25,-6081000.0,0.008718434811374732,0.004511734738151453,,,-0.00028725640187099764,-0.0005550916353048869,,0.0,,1332850000.0,1675841000.0,1675841000.0,3.5400000000000023,3.5400000000000023,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2022-03-31,20830237000.0,9299744000.0,10813867000.0,41140000.0,,,149738000.0,70765000.0,282000.0,0.19,389628000.0,368056000.0,0.0,,25.1157,13.4171,0.19,149738000.0,0.006543912552281252,0.0033972249091548984,,,0.007188492382491855,0.013846850529972303,,0.0,,1346076000.0,1690019000.0,1690019000.0,3.5800000000000023,3.5800000000000023,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2022-06-30,20574345000.0,9071476000.0,10890089000.0,45010000.0,,,459672000.0,294866000.0,573000.0,0.78,389463000.0,690874000.0,0.0,,21.6649,10.4125,0.78,459672000.0,0.02707654639002491,0.014331732067290598,,,0.022341999222818515,0.04221012335160897,,0.0,,1267017000.0,1637287000.0,1637287000.0,3.360000000000002,3.360000000000002,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2022-09-30,20265405000.0,8633131000.0,11044727000.0,44788000.0,,,873683000.0,617891000.0,725000.0,1.63,389394000.0,1120228000.0,0.0,,22.0865,9.433,1.63,873683000.0,0.05594443393666498,0.03048994086227243,,,0.043112042419088094,0.07910408288045508,,0.0,,1079032000.0,1477012000.0,1477012000.0,2.8500000000000023,2.8500000000000023,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2022-12-31,20218262000.0,8517310000.0,11173439000.0,53869000.0,,,-367047000.0,-206611000.0,-680000.0,-0.5499999999999998,-779035000.0,-724402000.0,0.0,0.0637,28.6998,8.152,-0.5499999999999998,-367047000.0,-0.018491263074868893,-0.010219028717700859,,,-0.01815423106100811,-0.03284995783303601,,0.0,,776911000.0,1116046000.0,1116046000.0,2.0500000000000025,2.0500000000000025,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
2023-03-31,20102526000.0,8432522000.0,11137288000.0,133460000.0,,,297588000.0,212035000.0,298000.0,0.56,390664000.0,393279000.0,0.0,,24.7597,8.1574,0.56,297588000.0,0.01903829729463762,0.010547679430933207,,,0.014803512752576468,0.02671996988854019,,0.0,,918181000.0,1263896000.0,1263896000.0,2.4200000000000026,2.4200000000000026,0.0,0.74695045,72.4,57.57,2.73821,22754.764,20.3151,2.1881,7.3546
