report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_ps_ttm
2021-09-12,1764356000.0,1025996000.0,596354000.0,,-4127513000.0,,295352000.0,3014160000.0,1182041000.0,557720000.0,354782000.0,130822000.0,74754000.0,9.3,484601000.0,50652000.0,50219000.0,433949000.0,0.0,,37.1758,4.3096,9.3,607939000.0,-0.0859553925087577,0.2010830013897422,0.11770509860126868,0.3921626589165804,0.18503330944608115,0.31610400622096674,-0.1351225302016008,0.14397012766409215,0.20169433606709664,-0.0,1.7204479218719082,4704368000.0,496948000.0,890491000.0,1865892000.0,734106000.0,968917000.0,191240000.0,13.090000000000003,13.090000000000003,0.0,4.656405563689605,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2022-01-02,1671816000.0,860540000.0,590741000.0,5881352000.0,-4209536000.0,,148160000.0,-1656655000.0,-679791000.0,-341290000.0,-196456000.0,-63737000.0,-51744000.0,-4.82,-278661000.0,-6204000.0,-27402000.0,-284865000.0,0.0,1.4567,39.4343,4.6197,-4.82,-368692000.0,0.04666927661385958,-0.11751053943735434,0.11858594577627811,0.410339509433165,0.2060115111474628,-0.204143278925432,0.08107544394441572,0.17195191515433209,0.22255207028620927,-0.0,1.456712840314114,4357373000.0,510467000.0,780408000.0,1688242000.0,547626000.0,853331000.0,191806000.0,13.54,13.54,0.0,4.068736118786691,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2022-03-27,1674022000.0,861237000.0,594824000.0,,-4198642000.0,,164962000.0,1011149000.0,368624000.0,164541000.0,90964000.0,46872000.0,26754000.0,2.5,78789000.0,12454000.0,18976000.0,66335000.0,0.0,,29.7306,3.2795,2.5,183517000.0,-0.021665100287188096,0.054338592921717874,0.08996102453743217,0.36455952584633916,0.1627267593598965,0.0982908229402003,-0.03918909971366932,0.06560358562387937,0.18149352864909127,-0.0,1.447885424932417,4384824000.0,483670000.0,758411000.0,1667715000.0,477671000.0,833845000.0,199256000.0,13.04,13.04,0.0,3.80621411651343,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2022-06-19,1670630000.0,845870000.0,575449000.0,,-4180309000.0,,114353000.0,2076331000.0,754889000.0,342655000.0,193457000.0,91723000.0,57743000.0,5.32,153415000.0,32664000.0,37093000.0,120751000.0,0.0,,29.1074,3.0939,5.32,379748000.0,-0.04627815790650883,0.11579883038135315,0.09317252403398109,0.3635687180897458,0.16502908254994025,0.20510525969245136,-0.08196882096514875,0.058155949123718714,0.182893767901168,-0.0,1.4699304369283812,4444985000.0,442747000.0,723626000.0,1625763000.0,336170000.0,802512000.0,205680000.0,12.3,12.3,0.0,3.518212757681836,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2022-09-11,1646409000.0,826398000.0,578737000.0,,-4316545000.0,,114776000.0,3144927000.0,1136739000.0,519107000.0,293961000.0,137160000.0,89087000.0,8.11,330154000.0,50508000.0,56026000.0,279646000.0,0.0,,29.085,2.9139,8.11,575133000.0,-0.0681009928079054,0.17854676450383836,0.09347148598361743,0.36145163305857336,0.1650617009552209,0.31529650287383026,-0.12025983743943362,0.08891971101395994,0.18287642288676334,-0.0,1.4279335864131721,4575752000.0,381926000.0,685013000.0,1580461000.0,181867000.0,769706000.0,212018000.0,11.11,11.11,0.0,3.230919072908904,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2023-01-01,1602221000.0,790654000.0,536621000.0,5791286000.0,-4189065000.0,,60356000.0,-1695249000.0,-611646000.0,-258378000.0,-126119000.0,-77501000.0,-53014000.0,-3.4000000000000004,-87041000.0,-8392000.0,-31844000.0,-95433000.0,0.0,1.4734,27.1159,2.7029,-3.4000000000000004,-290222000.0,0.03010671832497228,-0.07871510858988866,0.07439556077012875,0.36080009485332243,0.1524130083545249,-0.1612623976342839,0.06167915752083102,0.056294385072635345,0.17119726954565376,-0.0,1.4733936987184624,4537158000.0,452263000.0,767925000.0,1648606000.0,371299000.0,848176000.0,198254000.0,12.53,12.53,0.0,3.873440132355463,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2023-03-26,1641390000.0,827739000.0,556365000.0,,-4151773000.0,,154193000.0,1024398000.0,385547000.0,177483000.0,104770000.0,46547000.0,28557000.0,2.93,114682000.0,19031000.0,18170000.0,95651000.0,0.0,,24.4867,2.508,2.93,195653000.0,-0.02523500200998465,0.06383004648499138,0.10227470182487666,0.37636445990718453,0.173255902491024,0.10812969495366732,-0.04274872446060996,0.09337288827194118,0.19099314914710883,-0.0,1.487762529993799,4550407000.0,466069000.0,780867000.0,1665529000.0,400615000.0,860312000.0,197929000.0,12.959999999999999,12.959999999999999,0.0,3.9451874156894644,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2023-06-18,1596170000.0,799618000.0,547528000.0,,-4166566000.0,,77020000.0,2049025000.0,790203000.0,372886000.0,214150000.0,91479000.0,57221000.0,6.02,242291000.0,37980000.0,36731000.0,204311000.0,0.0,,24.765,2.5972,6.02,409617000.0,-0.05139724175736086,0.13416490724672184,0.10451312209465477,0.3856482961408475,0.1819821622478984,0.23361296102545467,-0.08949480219442102,0.09971132611851978,0.19990824904527763,-0.0,1.4604148098362093,4523101000.0,486762000.0,811098000.0,1700843000.0,484175000.0,890181000.0,197685000.0,13.659999999999998,13.659999999999998,0.0,4.10298201684498,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2023-09-10,1619464000.0,795632000.0,562941000.0,,-4141542000.0,,80879000.0,3076386000.0,1188372000.0,562318000.0,361826000.0,136275000.0,85119000.0,10.19,422130000.0,59271000.0,54999000.0,362859000.0,0.0,,26.6449,3.1013,10.19,617317000.0,-0.08736504422748821,0.2234233054887296,0.11761397952012524,0.3862883266274128,0.18278525516628927,0.3472247607850499,-0.13577503258448181,0.11794976313115454,0.2006630507355059,-0.0,1.4133488234113345,4454560000.0,554627000.0,854309000.0,1752476000.0,567388000.0,932365000.0,196800000.0,15.739999999999998,15.739999999999998,0.0,4.341001016260162,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2024-09-08,1775066000.0,872257000.0,510508000.0,,-3976638000.0,,189084000.0,3262502000.0,1282648000.0,605347000.0,414726000.0,135293000.0,86496000.0,11.8,446879000.0,70801000.0,60974000.0,376078000.0,0.0,,25.6886,3.1496,11.8,666321000.0,-0.1042906093036379,0.23363976325387337,0.12711900253241223,0.39314857124991803,0.18554685943487545,0.34102788290688907,-0.15222582493050663,0.11527287952620412,0.20423619663681433,-0.0,1.7086059376150815,9412311000.0,1095472000.0,1718034000.0,3646770000.0,1038899000.0,1888908000.0,409594000.0,30.94,30.94,0.0,4.1944803878963075,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2024-12-29,1737013000.0,905278000.0,1612462000.0,5699304000.0,-3962291000.0,,186126000.0,4706416000.0,1848502000.0,878999000.0,584170000.0,195870000.0,138045000.0,16.69,624897000.0,112885000.0,87732000.0,512012000.0,0.0,0.5614,24.87,3.0869,16.69,966731000.0,-0.14743238192247868,0.33630721243882455,0.12412204955957995,0.39276213577380326,0.18676610822332748,0.5060405420109119,-0.22184110152434539,0.10879021318982428,0.2054070443411717,-0.0,0.5614259436811534,13094329000.0,1574872000.0,2419550000.0,5109725000.0,1455260000.0,2659986000.0,558917000.0,44.7,44.7,0.0,4.3289969709277045,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2025-03-23,1877619000.0,1015934000.0,1696760000.0,,-3912688000.0,,304320000.0,1112056000.0,443147000.0,210095000.0,149651000.0,45585000.0,42831000.0,4.33,179076000.0,14745000.0,20362000.0,164331000.0,0.0,,26.2893,3.3765,4.33,230457000.0,-0.03824761902814638,0.07970253816136287,0.13457146043005028,0.3984934211946161,0.1889248383174948,0.1118943726070092,-0.05369582241160041,0.1477722344917882,0.20723506729876912,-0.0,0.5987493811735307,12157360000.0,1510373000.0,2256759000.0,4762669000.0,1415280000.0,2480826000.0,513023000.0,43.010000000000005,43.010000000000005,0.0,4.398943127306183,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2025-06-15,1811293000.0,1007558000.0,1688181000.0,,-3974627000.0,,272859000.0,2257200000.0,904117000.0,435139000.0,280742000.0,90233000.0,79991000.0,8.14,366860000.0,35231000.0,40713000.0,331629000.0,0.0,,26.0606,3.2546,8.14,475852000.0,-0.07063354624220083,0.154995354147562,0.12437621832358675,0.40054802410065565,0.1927782208045366,0.24023667070981888,-0.10947920396052259,0.14692052099946837,0.21081516923622187,-0.0,0.5968305531219698,11338174000.0,1429289000.0,2129580000.0,4478414000.0,1384050000.0,2339361000.0,466981000.0,40.96000000000001,40.96000000000001,0.0,4.56031401705851,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2025-09-07,1660277000.0,867734000.0,539153000.0,,-3961959000.0,,139728000.0,3404254000.0,1364019000.0,658307000.0,420061000.0,135245000.0,119871000.0,12.22,552256000.0,56667000.0,61128000.0,495589000.0,0.0,,26.8425,3.2639,12.22,719435000.0,-0.10602356056688118,0.2530065766134205,0.12339296656477454,0.4006807365137854,0.19337775618388053,0.3965043182553273,-0.16615694407741222,0.1455793251619885,0.21133411314196884,-0.0,1.6094392500830006,11479926000.0,1434624000.0,2182540000.0,4559785000.0,1503561000.0,2392475000.0,466933000.0,41.38,41.38,0.0,4.674203793692029,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
2025-12-28,1716459000.0,894201000.0,541621000.0,5617601000.0,-3901142000.0,,125675000.0,-1833516000.0,-737723000.0,-349567000.0,-248750000.0,-75091000.0,-74059000.0,-7.120000000000001,-306130000.0,13915000.0,-33376000.0,-320045000.0,0.0,1.651,23.6558,2.8813,-7.120000000000001,-382943000.0,0.063763380056404,-0.1449204437740721,0.13566830068567715,0.40235427451955696,0.1906539130283019,-0.20365589856792385,0.08960632553236975,0.17455260821285443,0.20885719022904628,-0.0,1.6509718050075606,4939994000.0,601704000.0,953974000.0,1973560000.0,671504000.0,1042801000.0,195972000.0,17.57,17.57,0.0,4.867909701385912,1.1533033,499.08,346.31,1.0698,12469.082,20.723,2.5241
