report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,10695998000.0,5124228000.0,1887651000.0,,7341996000.0,,7088000.0,936880000.0,2085853000.0,1161141000.0,854901000.0,16955000.0,307737000.0,0.92,928368000.0,670569000.0,,,7088000.0,,14.1357,5.4205,0.92,1161141000.0,0.11643986185772916,0.0799271839804009,0.40985678281259513,0.5566744156946822,0.10855845335797557,0.15799805798926778,,0.5566744156946822,0.0009654050478916088,2.714605613007913,,,,,,,,,,,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2010-06-30,10496708000.0,5709014000.0,3105723000.0,,6562495000.0,,1124230000.0,1482639000.0,4013077000.0,2153768000.0,1566962000.0,34719000.0,591758000.0,1.71,913819000.0,1369648000.0,,,1124230000.0,,10.0277,3.8877,1.71,2153768000.0,0.2387753438288334,0.1492812794258924,0.39046397564761404,0.5366874346044195,0.20518509231656248,0.2801931902077933,,0.5366874346044195,0.1713113686181856,1.8382238209911186,,,,,,,,,,,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2010-09-30,11455591000.0,6031947000.0,2590108000.0,,5706314000.0,,632386000.0,1022993000.0,5950733000.0,3132841000.0,2271838000.0,68339000.0,850641000.0,2.55,890216000.0,2109070000.0,,,632386000.0,,9.7148,3.7409,2.55,3132841000.0,0.3981270571510786,0.19831696156051662,0.3817744805555887,0.5264630424520811,0.2734770296879489,0.49424030163913735,,0.5264630424520811,0.11082215244376668,2.3288399557084105,,,,,,,,,,,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2010-12-31,11592630000.0,5708082000.0,2464950000.0,,5863729000.0,,646345000.0,907879000.0,-4100243000.0,-2485528000.0,-1792444000.0,-11052000.0,-726337000.0,-1.8599999999999999,-1859007000.0,-1315374000.0,,,646345000.0,2.3157,10.1412,3.7012,-1.8599999999999999,-2485528000.0,-0.30568329470887895,-0.15461927103685705,0.4371555539513146,0.6061904135925602,-0.21440587683726645,-0.38179719616090385,,0.6061904135925602,0.11022763841916979,2.31569889855778,7949420000.0,2901257000.0,3962222000.0,,3962222000.0,108961000.0,3.32,3.32,0.16312690202618632,36.363671405365224,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2011-03-31,12987354000.0,6851132000.0,2768765000.0,,5946253000.0,,653093000.0,1835978000.0,1926094000.0,901969000.0,651141000.0,41216000.0,227282000.0,0.8,811857000.0,820542000.0,,,653093000.0,,12.4847,4.3234,0.8,901969000.0,0.10950442236480688,0.05013654051471916,0.3380629398149831,0.46828919045487916,0.06944978938743027,0.13667551299780312,,0.46828919045487916,0.10983269632153224,2.4744360752898857,7789661000.0,2697497000.0,3703050000.0,,3703050000.0,133222000.0,3.2,3.2,0.17636623864112017,27.796084730750177,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2011-06-30,12694140000.0,6219045000.0,2310841000.0,,6046845000.0,,7345000.0,905779000.0,4063347000.0,1918687000.0,1397368000.0,87323000.0,467412000.0,1.73,806462000.0,1763797000.0,,,7345000.0,,11.9312,4.0741,1.73,1918687000.0,0.2310904281488942,0.11007976909030466,0.3438958080616792,0.4721937358537186,0.15114745859112946,0.31691886115235895,,0.4721937358537186,0.0012146830289183864,2.691247472240626,7839931000.0,2527903000.0,3467969000.0,,3467969000.0,185826000.0,3.2199999999999998,3.2199999999999998,0.002117954341575718,18.662453047474518,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2011-09-30,12639898000.0,6147267000.0,2224431000.0,12639898000.0,6116764000.0,,1587000.0,909359000.0,6185007000.0,2922365000.0,2138492000.0,130420000.0,704861000.0,2.66,802762000.0,2660903000.0,,,1587000.0,,10.8141,3.6576,2.66,2922365000.0,0.3496116574057786,0.1691858589365199,0.3457541761876745,0.47249178537712244,0.2312016283675707,0.4776393181757634,,0.47249178537712244,0.000259450912279761,2.763523345970273,8074205000.0,2394557000.0,3257493000.0,,3257493000.0,247907000.0,3.33,3.33,0.0004871844697747624,13.139979911821772,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2011-12-31,17303134000.0,13918785000.0,2514790000.0,17303134000.0,6738856000.0,,1572000.0,9883777000.0,-3789063000.0,-1953180000.0,-1383364000.0,-53541000.0,-537610000.0,-1.6400000000000006,-1630963000.0,-1606232000.0,,,1572000.0,5.5348,11.215,3.7497,-1.6400000000000006,-1953180000.0,-0.2052817273436322,-0.07994875379223208,0.36509395594636457,0.5154783649678034,-0.11288012911418244,-0.28977091662428556,,0.5154783649678034,0.00023327401564894693,5.5347702989116385,8385385000.0,2803637000.0,3789841000.0,,3789841000.0,205418000.0,3.549999999999999,3.549999999999999,0.0004147931272050727,18.449410470358,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2012-03-31,19950386000.0,5826532000.0,4187904000.0,19950386000.0,7313612000.0,,1351573000.0,1451942000.0,2282449000.0,800186000.0,437531000.0,97270000.0,231300000.0,0.57,777388000.0,452969000.0,,,1351573000.0,,14.253,4.2301,0.57,800186000.0,0.05982420177608547,0.021930954117880225,0.19169365887255313,0.35058220358921494,0.04010879789493797,0.09234494127938411,,0.35058220358921494,0.1848023931266794,1.391276399841066,8741740000.0,2590027000.0,3688058000.0,,3688058000.0,261472000.0,3.319999999999999,3.319999999999999,0.36647281577458923,14.10498256027414,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2012-06-30,20501950000.0,5844102000.0,4986674000.0,20501950000.0,8002120000.0,,1972816000.0,1625500000.0,4687635000.0,1859278000.0,1143605000.0,185688000.0,494825000.0,1.48,779246000.0,1743620000.0,,,1972816000.0,,15.2764,4.3403,1.48,1859278000.0,0.1429127531204231,0.05578030382475813,0.24396204055989854,0.39663455025828587,0.0906878613985499,0.1863949803788215,,0.39663455025828587,0.24653666778303748,1.1719438647884342,9366028000.0,2336264000.0,3628649000.0,,3628649000.0,359837000.0,3.0699999999999994,3.0699999999999994,0.5436778261000168,10.08414643296826,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2012-09-30,20963829000.0,5880379000.0,4802148000.0,20963829000.0,8603642000.0,,1730895000.0,1550710000.0,7114232000.0,2903192000.0,1829025000.0,275010000.0,774877000.0,2.33,783824000.0,2488988000.0,,,1730895000.0,,20.4938,5.4876,2.33,2903192000.0,0.21258729733292017,0.08724670478851931,0.25709380857975955,0.4080822778902909,0.1384857699421227,0.2809213417108091,,0.4080822778902909,0.20118166237042406,1.2245309807194613,10295253000.0,2026797000.0,3609476000.0,,3609476000.0,504427000.0,2.7399999999999993,2.7399999999999993,0.47954190580571804,7.155596349917827,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2012-12-31,21239838000.0,6156347000.0,4270020000.0,21239838000.0,9309739000.0,,1169490000.0,1803694000.0,-4381799000.0,-1552481000.0,-818595000.0,-197052000.0,-462621000.0,-2.74,-757909000.0,-1490861000.0,,,1169490000.0,1.4527,21.4732,5.7356,-2.74,-1552481000.0,-0.08792888823199017,-0.03854054819062179,0.18681710411636865,0.35430219414445985,-0.07309288328846952,-0.14814839908546706,,0.35430219414445985,0.1256200630329164,1.4417606943293007,9702517000.0,2591566000.0,4010175000.0,,4010175000.0,360916000.0,1.6399999999999997,1.6399999999999997,0.2916306644971853,11.111103414644958,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2013-03-31,22211668000.0,6663097000.0,4290215000.0,22211668000.0,10152231000.0,,942811000.0,1863972000.0,2531635000.0,1025259000.0,722186000.0,81787000.0,222438000.0,0.43,1665060000.0,672101000.0,,,942811000.0,,25.4618,7.3476,0.43,1025259000.0,0.07113569421341968,0.03251381210992349,0.2852646609799596,0.4049789957873074,0.04615857755482389,0.09240695078035757,,0.4049789957873074,0.09286737072866053,1.5530916282750398,9951703000.0,2876221000.0,4235248000.0,,4235248000.0,345433000.0,1.4999999999999998,1.4999999999999998,0.2226105767596136,12.26069310112236,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2013-06-30,22624374000.0,7072529000.0,4937138000.0,,11092000000.0,5849552000.0,1488225000.0,2202176000.0,5299029000.0,2179097000.0,1494791000.0,159795000.0,530419000.0,0.0,1683269000.0,1625105000.0,,,7337777000.0,,26.8656,7.6394,0.0,2179097000.0,0.13476298232960693,0.06606993855387999,0.2820877183348119,0.41122571701343774,0.0963163444875867,0.11823783868898685,,0.41122571701343774,0.6615377749729535,1.4325159637020477,10563097000.0,3227407000.0,4555067000.0,,4555067000.0,319540000.0,0.01999999999999985,0.01999999999999985,1.6109042962485514,14.2550760468173,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
2013-09-30,22468428000.0,6968061000.0,4895124000.0,,10883610000.0,5856093000.0,1457379000.0,2010736000.0,8081862000.0,3326958000.0,2283397000.0,233744000.0,824892000.0,1.0,1689647000.0,2378201000.0,,,7313472000.0,,31.5931,9.0187,1.0,3326958000.0,0.20980143536933057,0.10162691399683146,0.2825335300206809,0.4116573631175588,0.1480725754378544,0.18282920305574268,,0.4116573631175588,0.6719711566290965,1.4234697629722965,11530727000.0,3681779000.0,4978833000.0,,4978833000.0,278274000.0,-1.31,-1.31,1.4689128958533053,17.89183682269993,0.42060336,157.29,93.37,5.37741,175400.3,20.6087,6.7078,5.9573
