report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-09-30,1006753000.0,872476000.0,176661000.0,235518000.0,771235000.0,760945000.0,249136000.0,185911000.0,-17874000.0,-17601000.0,,373000.0,,,6804000.0,9813000.0,8776000.0,-3009000.0,0.0,,,,,-9098000.0,-0.022821837701867784,-0.017482937721566262,-0.07064816004110205,0.7462229465031147,-0.07174394708111233,-0.01775410651867936,-0.02317581541294158,-0.012077740671761608,-0.03651820692312632,0.0,4.938701807416464,,,,,,,,,,,,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2019-12-31,1038041000.0,903942000.0,200239000.0,255700000.0,782341000.0,597297000.0,362780000.0,273831000.0,-20140000.0,-16710000.0,,734000.0,,,24234000.0,13315000.0,12370000.0,10919000.0,0.0,4.515,,,,-7770000.0,-0.021358972621912952,-0.016097630055074894,-0.04606097359281107,0.7548128342245989,-0.05551573956667953,-0.01940193113759476,-0.025743250066147628,0.030098131098737525,-0.02141793924692651,0.0,4.514315393105239,,,,,,,,,,,,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2020-03-31,1066656000.0,933065000.0,210638000.0,263761000.0,802895000.0,194350000.0,131248000.0,104769000.0,3778000.0,6479000.0,,195000.0,0.0,327801000.0,24255000.0,1526000.0,3688000.0,22729000.0,0.0,4.515,,,0.0,7466000.0,0.008069548322009727,0.006074123241232412,0.04936456174570279,0.7982521638424966,0.028785200536389124,0.003541910419104191,0.004705472072936063,0.17317597220529074,0.05688467633792515,0.0,4.429708789487177,,,,,,,,,,,,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2020-06-30,1783706000.0,1626072000.0,241408000.0,870835000.0,912871000.0,206202000.0,271260000.0,215903000.0,4432000.0,6763000.0,5001000.0,737000.0,0.0,329402000.0,48993000.0,2924000.0,7395000.0,46069000.0,0.0,,7437.4286,54.1523,0.0,11827000.0,0.007408494738029799,0.0037915441221815704,0.024931799749317998,0.7959264174592642,0.01633856816338568,0.0024847144092131775,0.0048550123730516145,0.1698333701983337,0.04360023593600236,0.0,6.735783404029693,1014424000.0,-21069000.0,-29804000.0,780414000.0,76708000.0,2425000.0,,,,0.0,,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2020-09-30,1814284000.0,1652975000.0,254650000.0,878096000.0,936188000.0,198523000.0,425935000.0,336595000.0,-4835000.0,-8387000.0,17424000.0,1332000.0,,,85263000.0,4336000.0,11367000.0,80927000.0,0.0,,,57.4399,,6532000.0,-0.008958670694347717,-0.0046227602734742745,-0.01969079789169709,0.7902496859849507,-0.01135149729418808,-0.0026649631479966755,-0.00516456096425077,0.18999847394555508,0.015335673283482221,0.0,6.491164343216179,1191223000.0,-11855000.0,-16765000.0,931098000.0,160644000.0,18055000.0,,,,0.0,,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2020-12-31,1890285000.0,1718080000.0,297844000.0,932853000.0,957432000.0,224927000.0,-224977000.0,-183998000.0,-17148000.0,-29402000.0,8009000.0,61000.0,,,-49420000.0,-3371000.0,-7000000.0,-52791000.0,0.0,5.7693,,49.6821,,-24148000.0,-0.030709230524987675,-0.015554268271715641,0.13068891486685305,0.817852491588029,0.07622112482609333,-0.009071647926106381,-0.017910410347680043,0.2346506531778804,0.10733541650924316,0.0,5.7683888209935406,603466000.0,-24547000.0,-13773000.0,473269000.0,96934000.0,1677000.0,,,,0.0,,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2021-03-31,1952074000.0,1746857000.0,320814000.0,1110744000.0,841330000.0,369706000.0,198549000.0,151883000.0,-12830000.0,-13068000.0,5472000.0,539000.0,-0.04,306034000.0,51650000.0,998000.0,4402000.0,50652000.0,0.0,,,38.2472,-0.04,-8428000.0,-0.015532549653524776,-0.0066944183468454575,-0.06581750600607407,0.7649648197674126,-0.06461880946265154,-0.006572496739365413,-0.015249664222124494,0.2551108290648656,-0.04244795994943314,0.0,5.445077209847451,670767000.0,-44094000.0,-30381000.0,520383000.0,124857000.0,-14217000.0,35906000.0,,,-0.0,-0.8461259956553222,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2021-06-30,2076733000.0,1642386000.0,381057000.0,1163854000.0,912879000.0,247442000.0,432098000.0,328334000.0,-22716000.0,-22430000.0,10536000.0,243000.0,-0.07,307032000.0,103373000.0,4227000.0,9865000.0,99146000.0,0.0,,,42.0001,-0.07,-12851000.0,-0.024570616697284088,-0.010800618086195963,-0.05190952052543636,0.7598600317520563,-0.052571407412207415,-0.010938334393492085,-0.024883911230294486,0.22945257788742368,-0.029740938398233736,0.0,4.31007959439139,831605000.0,-73287000.0,-57529000.0,632814000.0,177934000.0,-38895000.0,41441000.0,,,-0.0,-1.388214570111725,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2021-09-30,2194173000.0,1736336000.0,440202000.0,1236761000.0,957412000.0,286966000.0,702586000.0,535490000.0,-27611000.0,-27914000.0,15448000.0,960000.0,-0.09,308115000.0,170752000.0,7551000.0,16062000.0,163201000.0,0.0,,,49.7962,-0.09,-11549000.0,-0.02915568219324596,-0.012721877445397423,-0.03973036752796099,0.7621700403936316,-0.03929910359728204,-0.012583784414446809,-0.028839204020839514,0.23228615429285526,-0.016437845331390036,0.0,3.944407340266514,1108256000.0,-92814000.0,-80305000.0,831709000.0,260208000.0,-56976000.0,39465000.0,,,-0.0,-2.034840998352971,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2021-12-31,2380794000.0,1870948000.0,528696000.0,1339591000.0,1041203000.0,270973000.0,-304449000.0,-221168000.0,44001000.0,42667000.0,-10404000.0,581000.0,0.13,-612133000.0,-39230000.0,-2820000.0,-7391000.0,-42050000.0,0.0,3.5387,,54.0227,0.13,36610000.0,0.04097856037679492,0.01792133212701309,-0.14014498323200272,0.7264533632890895,-0.1445266694914419,0.018481649399318043,0.04225977066912024,0.1381183712214525,-0.12025002545582347,0.0,3.5387973428964847,1028784000.0,-20745000.0,-19156000.0,794539000.0,270949000.0,3782000.0,21052000.0,-0.07,-0.07,0.0,-0.9099372981189435,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2022-03-31,2529015000.0,2003671000.0,601972000.0,1412158000.0,1116857000.0,271686000.0,363030000.0,288568000.0,10414000.0,9738000.0,5247000.0,1116000.0,0.03,345668000.0,147388000.0,9514000.0,7394000.0,137874000.0,0.0,,23773.951,39.8491,0.03,17808000.0,0.008719110861999342,0.003850510969685826,0.026824229402528717,0.7948874748643363,0.02868633446271658,0.004117808712087512,0.009324380829416837,0.3797867944797951,0.04905379720684241,0.0,3.328511957366788,1193265000.0,2061000.0,4088000.0,931224000.0,358171000.0,30018000.0,20827000.0,-6.938893903907228e-18,-6.938893903907228e-18,0.0,0.19628367023575166,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2022-06-30,2654487000.0,2069588000.0,625876000.0,1439367000.0,1215120000.0,238859000.0,769168000.0,612781000.0,7275000.0,4859000.0,9788000.0,5984000.0,0.01,345444000.0,220348000.0,15501000.0,15512000.0,204847000.0,0.0,,4615.7317,21.9668,0.01,22787000.0,0.003998782013299098,0.001830485513773471,0.006317215484783558,0.7966803091132236,0.009458271794978471,0.002740642542231324,0.005987063006122852,0.26632283194308654,0.029625517442223286,0.0,3.306706120701225,1530335000.0,29350000.0,34079000.0,1215671000.0,463872000.0,65656000.0,20079000.0,0.08,0.08,0.0,1.6972458787788236,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2022-09-30,2797603000.0,2176569000.0,674408000.0,1508164000.0,1289439000.0,294815000.0,1205701000.0,955715000.0,-24067000.0,-21126000.0,13516000.0,8910000.0,0.0,314753000.0,303966000.0,25207000.0,24825000.0,278759000.0,0.0,,,18.3405,0.0,758000.0,-0.016383869264075306,-0.007551464593082006,-0.01752175705253624,0.792663355176781,-0.019961001939950287,-0.008602721687101422,-0.018664706124136156,0.2312007703402419,0.0006286799131791381,0.0,3.2273771960000475,2033450000.0,36138000.0,37623000.0,1635896000.0,579430000.0,77963000.0,18147000.0,0.16999999999999998,0.16999999999999998,0.0,2.0732352454951233,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2022-12-31,3004852000.0,2344234000.0,759748000.0,1594347000.0,1410505000.0,338985000.0,-662799000.0,-528707000.0,-52317000.0,-43631000.0,-12016000.0,-3920000.0,-0.04,-690455000.0,-253295000.0,-14961000.0,-13102000.0,-268256000.0,0.0,3.0857,,13.9347,-0.04,-65419000.0,-0.030932892829164022,-0.014520182691194108,0.0658284034828055,0.7976882886063498,0.07893343230753215,-0.017410840866704917,-0.03709097096430002,0.40473205300551146,0.09870111451586379,0.0,3.0855415216624458,1675100000.0,-50160000.0,-58695000.0,1328357000.0,353224000.0,-24066000.0,16535000.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-0.0,-3.549742969458724,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2023-03-31,3139744000.0,2462992000.0,772954000.0,1627645000.0,1512099000.0,222548000.0,481714000.0,381800000.0,-34970000.0,-24086000.0,2181000.0,3662000.0,0.0,319286000.0,133787000.0,8739000.0,10275000.0,125048000.0,0.0,,,13.0261,0.0,-24695000.0,-0.01592885121939767,-0.0076713260698961444,-0.050000622776170095,0.7925864724712174,-0.07259494222713062,-0.011137850729231428,-0.023126792624027923,0.25958971505914297,-0.05126485840145813,0.0,3.1864664650160295,1793784000.0,-83984000.0,-104079000.0,1421589000.0,340398000.0,-66569000.0,13469000.0,-0.030000000000000013,-0.030000000000000013,-0.0,-7.727299725295122,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
2023-06-30,3312173000.0,2600070000.0,761362000.0,1662814000.0,1649359000.0,291304000.0,991174000.0,789414000.0,-56976000.0,-28055000.0,3707000.0,6723000.0,0.0,320788000.0,286945000.0,11078000.0,20825000.0,275867000.0,0.0,,,16.6918,0.0,-36151000.0,-0.017009638289784093,-0.008470270121759944,-0.028304818326550133,0.7964434095325341,-0.057483348029710224,-0.017202000016303495,-0.03454432903934195,0.2783234830615008,-0.03647290990280213,0.0,3.4150246531873143,2015790000.0,-116898000.0,-168330000.0,1598222000.0,411418000.0,-125507000.0,7388000.0,-0.040000000000000015,-0.040000000000000015,-0.0,-22.784244721169465,1.3254585,201.69,81.63,4.73632,39536.215,366.9561,12.7774,11.5362
