report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-03,4499000000.0,2161000000.0,764000000.0,1533200000.0,2965800000.0,261700000.0,,345800000.0,,,712200000.0,174200000.0,120800000.0,4500000.0,48700000.0,1.21,99900000.0,171400000.0,46000000.0,261700000.0,,12.7046,1.3019,1.21,220200000.0,0.04073100006743543,0.026850411202489443,,,,0.03871971549233163,0.05397366382649109,,0.08823926090768089,2.8285340314136125,,,,,,,,,,,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2010-10-02,4875000000.0,2444000000.0,884500000.0,1702500000.0,3172500000.0,285200000.0,,435900000.0,,,1600100000.0,481600000.0,326000000.0,8900000.0,149500000.0,3.3,98900000.0,224000000.0,92400000.0,285200000.0,,15.8701,1.661,3.3,574000000.0,0.10275807722616233,0.06687179487179487,,,,0.09878974358974359,0.13928333863550915,,0.08989755713159968,2.763143018654607,,,,,,,,,,,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2011-01-01,5008600000.0,2513100000.0,792500000.0,1595600000.0,3413000000.0,275100000.0,,643400000.0,,,2508000000.0,727900000.0,494400000.0,13200000.0,219500000.0,5.01,98700000.0,594300000.0,142800000.0,275100000.0,,17.4486,1.906,5.01,870700000.0,0.1448578962789335,0.09871021842431019,,,,0.1453300323443677,0.19736449662427807,,0.08060357456782889,3.1711041009463723,,,,,,,,,,,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2011-04-02,4981100000.0,2478000000.0,832000000.0,1676400000.0,3304700000.0,291900000.0,,453000000.0,,,-1502000000.0,-538600000.0,-373600000.0,-8300000.0,-159900000.0,-3.7699999999999996,-198800000.0,-301000000.0,-87100000.0,291900000.0,2.9784,21.6912,2.1751,-3.7699999999999996,-625700000.0,-0.11305110902653796,-0.07500351328019915,,,,-0.10812872658649696,-0.14975254406939886,,0.08832874391018852,2.9783653846153846,,567600000.0,845100000.0,3318300000.0,1039200000.0,18300000.0,5.75,5.75,0.2808891454965358,46.18032786885246,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2011-07-02,4960200000.0,2515700000.0,908400000.0,1758500000.0,3201700000.0,296700000.0,7700000.0,431500000.0,,,961500000.0,282100000.0,184100000.0,6100000.0,90400000.0,1.9,96800000.0,212400000.0,55400000.0,304400000.0,,19.8643,2.0772,1.9,337500000.0,0.05750070275166318,0.037115438893593,,,,0.056872706745695736,0.08045977011494253,,0.09507449167629697,2.769374724790841,,630900000.0,953000000.0,3567600000.0,1156500000.0,19900000.0,6.4399999999999995,6.4399999999999995,0.2632079550367488,47.88944723618091,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2011-10-01,5328400000.0,2773900000.0,1122400000.0,1944500000.0,3383900000.0,273700000.0,100000000.0,407700000.0,,3431000000.0,2040100000.0,632900000.0,417600000.0,12500000.0,204400000.0,4.35,95900000.0,283500000.0,111400000.0,373700000.0,,17.6279,1.814,4.35,744300000.0,0.12340790212476728,0.07837249455746566,0.12171378606820168,0.5946079860099096,0.18446517050422617,0.11877862022370693,0.16843197785820738,0.2169338385310405,0.11043470551730251,2.4714005702067,,722500000.0,1104300000.0,4007600000.0,1326800000.0,23500000.0,7.489999999999999,7.489999999999999,0.281655110039192,46.99148936170213,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2011-12-31,5326500000.0,2826500000.0,979200000.0,1796800000.0,3529700000.0,265600000.0,,815800000.0,,5236600000.0,3071700000.0,903000000.0,586600000.0,18800000.0,297500000.0,6.14,95600000.0,784200000.0,168200000.0,265600000.0,,19.1464,1.8958,6.14,1071200000.0,0.16618976116950449,0.11012860227166056,0.1120192491311156,0.5865828972997746,0.17244013291066723,0.16952970994086172,0.2379258556635839,0.20456021082381698,0.07524718814630138,2.8865400326797386,,814700000.0,1279400000.0,4571300000.0,1527300000.0,29100000.0,8.62,8.62,0.17390165651803838,43.965635738831615,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2012-03-31,5416400000.0,2899900000.0,946200000.0,1763900000.0,3652500000.0,274400000.0,,671600000.0,,-1808100000.0,-2075200000.0,-778600000.0,-507300000.0,-12900000.0,-258200000.0,-5.260000000000001,-192800000.0,-394800000.0,-109800000.0,274400000.0,3.0648,23.7686,2.3597,-5.260000000000001,-888400000.0,-0.1388911704312115,-0.09365999556901262,0.2805707648913224,1.1477241303025276,0.43061777556551073,-0.14374861531644634,-0.1982734472484657,0.4913445052817875,0.07512662559890486,3.0647854576199536,,681000000.0,1039400000.0,3998100000.0,1264600000.0,24500000.0,7.129999999999998,7.129999999999998,0.21698560809742212,42.42448979591837,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2012-06-30,5194100000.0,2719300000.0,933000000.0,1722300000.0,3471800000.0,261000000.0,,468500000.0,,1593400000.0,992100000.0,292000000.0,193400000.0,5500000.0,90500000.0,2.03,95100000.0,268700000.0,56100000.0,261000000.0,,18.5994,1.8536,2.03,348100000.0,0.055705973846419725,0.0372345545907857,0.1213756746579641,0.6226308522655956,0.18325593071419605,0.05621763154348203,0.07822546078011144,0.21846366260825906,0.07517714154041132,2.9145766345123256,8452900000.0,690300000.0,1049300000.0,4028700000.0,1275200000.0,23900000.0,7.259999999999998,7.259999999999998,0.20467377666248432,43.90376569037657,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
2012-09-29,5523500000.0,3003000000.0,958100000.0,1787100000.0,3736400000.0,265800000.0,,543700000.0,,3455400000.0,2087400000.0,640300000.0,407100000.0,10900000.0,219000000.0,4.32,94200000.0,306700000.0,113400000.0,265800000.0,,20.6316,2.0095,4.32,753700000.0,0.10895514398886628,0.07370326785552639,0.1178155929848932,0.6040979336690397,0.18530416160213,0.11592287498868471,0.15998700714606967,0.21812235920588066,0.07113799379081469,3.1343283582089554,8477300000.0,679800000.0,1056700000.0,4076000000.0,1284600000.0,22300000.0,7.229999999999999,7.229999999999999,0.2069126576366184,47.38565022421525,1.4977884,389.15,176.61,0.70002,13452.748,14.6464,5.2445,1.7174
