report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-04-30,2382561000.0,2120993000.0,666554000.0,1266534000.0,1116027000.0,,270484000.0,250957000.0,-53404000.0,,,,,,,18569000.0,,0.0,,,19.8174,,-34835000.0,,,,-0.21280139625513533,-0.02241453629099108,-0.047851888887992855,,-0.13880864052407385,0.0,3.1820272626073804,879080000.0,,-217023000.0,,-151772000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2015-07-31,2443884000.0,2140528000.0,706271000.0,1311909000.0,1131975000.0,,230578000.0,533653000.0,-121044000.0,,,,,,,38457000.0,,0.0,,,16.6066,,-82587000.0,,,,-0.22682154883416752,-0.049529355730468384,-0.10693169018750415,,-0.1547578670034648,0.0,3.030745988437866,1066216000.0,,-224215000.0,,-147504000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2015-10-31,2511153000.0,2157075000.0,751681000.0,1385626000.0,1125527000.0,,219893000.0,838919000.0,-191218000.0,,,,,164716000.0,,60717000.0,,0.0,,,14.6633,,-130501000.0,,,,-0.22793380528990284,-0.07614749081398067,-0.16989197060576958,,-0.155558522336483,0.0,2.8696681171933305,1343548000.0,,-250115000.0,,-155366000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2016-01-31,2730094000.0,2362308000.0,922679000.0,1593937000.0,1136157000.0,,300087000.0,-461183000.0,101007000.0,-289918000.0,1017000.0,,,93921000.0,,-31804000.0,,0.0,2.5603,,10.931,,69203000.0,-0.25517424088396234,-0.10619341312057387,0.6286398241045311,-0.21901717973125637,0.03699762718792833,0.08890232599895966,,-0.15005540100133785,0.0,2.560270690023291,1162346000.0,,-264659000.0,,-178720000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2016-04-30,2776153000.0,2372131000.0,970252000.0,1647997000.0,1128156000.0,,404604000.0,345430000.0,-73649000.0,,,,,161466000.0,,26124000.0,,0.0,,,11.7944,,-47525000.0,,,,-0.21320962278898764,-0.026529157434766745,-0.06528263821670052,,-0.1375821439944417,0.0,2.4448607165973377,1256819000.0,,-284904000.0,,-191410000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2016-07-31,2829804000.0,2430090000.0,1007553000.0,1688958000.0,1140846000.0,,405529000.0,723153000.0,-160546000.0,,,,,167724000.0,,52786000.0,,0.0,,,12.1245,,-107760000.0,,,,-0.22200834401572006,-0.056733964613803645,-0.1407253915077057,,-0.14901410904746298,0.0,2.4118731223072136,1446319000.0,,-324406000.0,,-216583000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2016-10-31,2922569000.0,2294595000.0,1098096000.0,1785110000.0,1137459000.0,,386557000.0,1132735000.0,-270430000.0,,2147000.0,,,239183000.0,,83239000.0,,0.0,,,11.9939,,-187191000.0,,,,-0.23874074695317085,-0.0925316048996619,-0.23774922876341037,,-0.16525577473989944,0.0,2.089612383616733,1740135000.0,,-403618000.0,,-273273000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2017-01-31,3166424000.0,2496526000.0,1296448000.0,2003518000.0,1162906000.0,,539923000.0,-631911000.0,127960000.0,-408278000.0,-2961000.0,,,-219718000.0,,-46264000.0,,0.0,1.9642,,10.7132,,81696000.0,-0.35108426648413543,-0.1289397755954351,0.6461004793396539,-0.2024968706036135,0.04041151785105217,0.1100346889602427,,-0.12928402892179436,0.0,1.9256661277583058,1569407000.0,,-376665000.0,,-260780000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2017-04-30,3308741000.0,2533820000.0,1289444000.0,1987884000.0,1320857000.0,,498931000.0,479861000.0,-60200000.0,,2000000.0,,,180022000.0,,33377000.0,,0.0,,,10.6924,,-26823000.0,,,,-0.12545299576335647,-0.018194231582345066,-0.045576470427911575,,-0.05589743696612144,0.0,1.9650485015246881,1703838000.0,,-363216000.0,,-240078000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2017-07-31,3407127000.0,2586224000.0,1676574000.0,2036730000.0,1370397000.0,,748599000.0,1005181000.0,-141829000.0,,4000000.0,,,195148000.0,,67398000.0,,0.0,,,11.4293,,-74431000.0,,,,-0.14109797141012415,-0.04162715390415444,-0.10349482668161124,,-0.07404736062460393,0.0,1.5425647779340488,1985866000.0,,-344499000.0,,-206749000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2017-10-31,4564716000.0,3693772000.0,1749546000.0,3024442000.0,1540274000.0,,1336984000.0,1560570000.0,-221888000.0,,6000000.0,,,339179000.0,,102380000.0,,0.0,,,11.6531,,-119508000.0,,,,-0.142183945609617,-0.04860937679364938,-0.14405748587588962,,-0.07657971125934755,0.0,2.111274582091583,2413701000.0,,-295957000.0,,-139066000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2018-01-31,4947424000.0,3956978000.0,2058874000.0,3367059000.0,1580365000.0,,1134355000.0,-902562000.0,120694000.0,-321222000.0,-5564000.0,,,-248622000.0,,-66181000.0,,0.0,1.9219,,11.7482,,54513000.0,-0.20325810809528178,-0.0649271216697821,0.3559002040857027,-0.13372377742470878,0.024395321686598925,0.07637096493531557,,-0.0603980668364057,0.0,1.9219136285173353,2143050000.0,,-303223000.0,,-166249000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2018-04-30,4927832000.0,3880809000.0,2196654000.0,3270532000.0,1657300000.0,,1036045000.0,618643000.0,-71264000.0,,-1000000.0,,,184233000.0,,38664000.0,,0.0,,,11.7696,,-32600000.0,,,,-0.11519406184180538,-0.014461531967810592,-0.04300006033910578,,-0.052695981365666465,0.0,1.7666910674143492,2281832000.0,,-314287000.0,,-172026000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2018-07-31,4765060000.0,3614038000.0,1913947000.0,2989836000.0,1775224000.0,,1693743000.0,1290363000.0,-160246000.0,,-2000000.0,,,241849000.0,,80890000.0,,0.0,,,11.032,,-79356000.0,,,,-0.12418675984974771,-0.033629377174684054,-0.0902680450467096,,-0.061498973544653716,0.0,1.888264408575577,2567014000.0,,-332704000.0,,-176951000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2018-10-31,5000299000.0,2271279000.0,2055885000.0,3167150000.0,1833149000.0,,540430000.0,2033552000.0,-343001000.0,,-4722000.0,,,356145000.0,,138492000.0,,0.0,,,11.0849,,-204509000.0,,,,-0.1686708773613854,-0.06859609795334239,-0.18711026763236377,,-0.10056738160617482,0.0,1.1047694788375808,3039996000.0,,-453817000.0,,-261952000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2019-01-31,5520746000.0,2700596000.0,2430691000.0,3562304000.0,1958442000.0,,638554000.0,-1120378000.0,111227000.0,-418258000.0,2228000.0,,,-175569000.0,,-59935000.0,,0.0,1.111,,14.0223,,51292000.0,-0.21356670251148618,-0.07576113807807858,0.3733186478135058,-0.09927631567203211,0.020147096062742245,0.05679361451602856,,-0.04578097749152518,0.0,1.1110404407635524,2822180000.0,,-463284000.0,,-265173000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2019-04-30,5824174000.0,2665134000.0,2443079000.0,3779426000.0,2044748000.0,,781772000.0,825055000.0,-123386000.0,,30000.0,-0.52,,209163000.0,,61165000.0,,0.0,,,15.3032,-0.52,-62221000.0,,,,-0.1495488179575907,-0.021185150031575294,-0.06034288821898835,,-0.07541436631497295,0.0,1.090891452957518,3028592000.0,,-515406000.0,,-294794000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2019-07-31,5992156000.0,2789032000.0,3434264000.0,3781871000.0,2210285000.0,,619514000.0,1712807000.0,-245883000.0,,-2000000.0,,,309482000.0,,128919000.0,,0.0,,,13.9293,,-116964000.0,,,,-0.14355557864955013,-0.04103414530596333,-0.11124492995247219,,-0.06828790400786545,0.0,0.812119277958829,3451036000.0,,-601043000.0,,-332402000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2019-10-31,6155645000.0,2955420000.0,2491389000.0,3836466000.0,2319179000.0,,912748000.0,2650907000.0,-356133000.0,,-1000000.0,,,567484000.0,,201152000.0,,0.0,,,10.7493,,-154981000.0,,,,-0.13434383024376184,-0.05785470084775844,-0.1535599451357571,,-0.05846338630514009,0.0,1.186253933046987,4068391000.0,,-614175000.0,,-282874000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2020-01-31,6816365000.0,3094622000.0,2969404000.0,4329814000.0,2486551000.0,,731141000.0,-1561563000.0,223172000.0,-480674000.0,1197000.0,,,-221531000.0,,,,0.0,1.0422,,11.7073,,223172000.0,-0.19330952793648712,-0.07051764393485384,0.3078159510695374,-0.14291578373719152,0.03274061761657423,0.0897516278572207,,-0.14291578373719152,0.0,1.0421694050388564,3627206000.0,,-502230000.0,,-110994000.0,,,-0.0,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2020-04-30,7227503000.0,3450367000.0,2770963000.0,4625499000.0,2602004000.0,1508784000.0,1214213000.0,1018385000.0,-144457000.0,,3000000.0,,,263683000.0,,,,1508784000.0,,,9.4443,,-144457000.0,,,,-0.14184910421893487,-0.019987124183829464,-0.03514095107799283,,-0.14184910421893487,0.579854604374167,1.2451869620778047,3820536000.0,,-523301000.0,,-193230000.0,,,-7.808228535941624,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2020-07-31,7501451000.0,3714181000.0,2553115000.0,4662973000.0,2838478000.0,1752004000.0,1239696000.0,1061967000.0,-16754000.0,,-191000.0,-0.12,,157210000.0,,,,1752004000.0,,,10.643,-0.12,-16754000.0,,,,-0.01577638476525165,-0.002233434571524896,-0.003649725671509005,,-0.01577638476525165,0.6172336019514684,1.4547644739856997,3169696000.0,,-294172000.0,,-93020000.0,,,-18.83470221457751,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2020-10-31,7845027000.0,3958242000.0,3625205000.0,4766973000.0,3078054000.0,701178000.0,1067038000.0,3186312000.0,-175288000.0,-210724000.0,4000000.0,,,714695000.0,,,,701178000.0,,,11.6991,,-175288000.0,-0.06846013747647052,-0.0268608380825203,-0.06613413877862558,-0.05501281732611245,-0.022343836420193327,-0.046381910398726515,,-0.05501281732611245,0.2277991224325499,1.0918670806202684,3705101000.0,,-113327000.0,,-113327000.0,,,-6.187210461761098,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2021-01-31,8718411000.0,4802061000.0,4282648000.0,5440577000.0,3277834000.0,691913000.0,1384181000.0,-948668000.0,87900000.0,-71707000.0,488000.0,,,132853000.0,,,,691913000.0,1.1213,,13.1555,,87900000.0,-0.021876336629615776,-0.008224778574903157,0.07558703360922894,-0.09265622957662743,0.010082112439984763,0.022142469028882696,,-0.09265622957662743,0.21108848099080063,1.1212831407110742,4317996000.0,,-248599000.0,,-248599000.0,,,-2.783249329241067,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2021-04-30,8624007000.0,3905797000.0,4210755000.0,5218566000.0,3405441000.0,673273000.0,959358000.0,1175033000.0,-38313000.0,-46522000.0,-1000000.0,-0.19,243739000.0,452428000.0,,,,673273000.0,,,13.4655,-0.19,-38313000.0,-0.013661079431415785,-0.005394476140847288,-0.039592079541595854,-0.03260589277067112,-0.004442598434811104,-0.009393401939925182,,-0.03260589277067112,0.19770508430479342,0.927576408506313,4474644000.0,,-142455000.0,,-142455000.0,,,-4.726215296058404,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2021-07-31,9113845000.0,4461114000.0,4274095000.0,5245855000.0,3867990000.0,654633000.0,1087070000.0,2435394000.0,-39433000.0,59214000.0,-5000000.0,0.23,252900000.0,650901000.0,,,,654633000.0,,,12.3499,0.23,-39433000.0,0.015308726237658318,0.006497148020401927,0.024313930312713262,-0.016191630594474652,-0.004326713917122795,-0.008719055291586321,,-0.016191630594474652,0.169243715728324,1.0437563975531663,5848071000.0,-269739000.0,-165134000.0,,-165134000.0,,,-3.9642532730994224,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2021-10-31,9440883000.0,4693708000.0,4275050000.0,5225067000.0,4215816000.0,635994000.0,1297259000.0,3762657000.0,-15488000.0,102626000.0,-3000000.0,0.4,253917000.0,1035555000.0,,,,635994000.0,,2310.5987,14.5967,0.4,-15488000.0,0.024343092772549847,0.010870381509865126,0.027274875174643876,-0.004116240199412277,-0.001640524514497214,-0.0031922107419705224,,-0.004116240199412277,0.15085905077451198,1.0979305505198769,6424416000.0,43611000.0,-5334000.0,,-5334000.0,,,-119.2339707536558,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2022-01-31,10498505000.0,5214065000.0,5067855000.0,5963423000.0,4535082000.0,617354000.0,1534273000.0,-2234286000.0,-23216000.0,-85945000.0,-4191000.0,-0.32000000000000006,-496524000.0,-488180000.0,,,,617354000.0,1.0289,2153.4232,12.3088,-0.32000000000000006,-23216000.0,-0.018951145756570663,-0.008186403683191084,0.03846642730608346,0.010390791510128963,-0.002211362474942861,-0.004505829863777056,,0.010390791510128963,0.13612851983712754,1.028850470267993,5138798000.0,29373000.0,-116450000.0,,-116450000.0,0.12,0.12,-5.3014512666380424,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2022-04-30,12799106000.0,7443226000.0,4781387000.0,8018299000.0,4780807000.0,2973068000.0,2776336000.0,1434657000.0,-72843000.0,-102173000.0,9000000.0,-0.41,251743000.0,439717000.0,,,,2973068000.0,,,9.7933,-0.41,-72843000.0,-0.021371496485844334,-0.00798282317530615,-0.07121771963612208,-0.050773808652521124,-0.005691256873722274,-0.009394399574406345,,-0.050773808652521124,0.6218757628157756,1.5567085450309712,5398422000.0,-26278000.0,-150980000.0,,-150980000.0,-0.09999999999999998,-0.09999999999999998,-19.691800238442177,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2022-07-31,13249550000.0,7804657000.0,4857857000.0,8121742000.0,5127808000.0,2974023000.0,2486540000.0,2970455000.0,-106921000.0,-166331000.0,6000000.0,-0.66,253071000.0,554075000.0,,,,2974023000.0,,,6.9559,-0.66,-106921000.0,-0.03243705692568832,-0.012553709371261665,-0.055995125325918084,-0.035994822342031774,-0.008069783502081204,-0.013197140251382682,,-0.035994822342031774,0.579979398604628,1.6066049288811919,5933483000.0,-251823000.0,-218468000.0,,-218468000.0,-0.99,-0.99,-13.613082922899464,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2022-10-31,12389787000.0,6970275000.0,3723399000.0,6980679000.0,5409108000.0,2974979000.0,1575955000.0,4569558000.0,-133242000.0,-241052000.0,59000000.0,0.0,253975000.0,962743000.0,,,,2974979000.0,,,6.709,0.0,-133242000.0,-0.0445640944865586,-0.019455701700118008,-0.05275171034047494,-0.029158618842347554,-0.010754180035540562,-0.015892249209723135,,-0.029158618842347554,0.5499943798496906,1.8720193565073204,6740384000.0,-595501000.0,-336222000.0,,-336222000.0,-1.3900000000000001,-1.3900000000000001,-8.848257996204888,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2023-01-31,13486238000.0,8108224000.0,4628166000.0,7900670000.0,5585568000.0,2975934000.0,1886311000.0,-2758852000.0,90806000.0,142807000.0,32799000.0,0.07000000000000006,-503970000.0,-299340000.0,,,,2975934000.0,1.7519,,7.5014,0.07000000000000006,90806000.0,0.025567140172673575,0.010589090893991342,-0.051763197155918476,-0.03291441512629166,0.006733234279270468,0.010606316508481806,,-0.03291441512629166,0.5327898612996923,1.751930246235766,6215818000.0,-366749000.0,-222200000.0,,-222200000.0,-0.9999999999999998,-0.9999999999999998,-13.393042304230423,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2023-04-30,13252796000.0,7873093000.0,4044089000.0,7310933000.0,5941863000.0,2976889000.0,1443651000.0,1684312000.0,-19800000.0,136000.0,7000000.0,0.0,261371000.0,277316000.0,,,,2976889000.0,,,7.5051,0.0,-19800000.0,2.288844424719991e-05,1.0261985470839511e-05,8.074513510560989e-05,-0.011755541728610852,-0.0014940243553133996,-0.0022200415484139487,,-0.011755541728610852,0.5010026316661963,1.9468149687111238,6465473000.0,-264440000.0,-169157000.0,,-169157000.0,-0.5899999999999999,-0.5899999999999999,-17.598379020673104,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2023-07-31,13735315000.0,8381694000.0,4181959000.0,7460762000.0,6274553000.0,2977845000.0,1435690000.0,3471078000.0,16457000.0,78796000.0,10000000.0,0.0,262923000.0,702580000.0,,,,2977845000.0,,,9.1939,0.0,16457000.0,0.012558026045839442,0.005736745025505421,0.0227007287073353,0.004741178388961585,0.001198152353986785,0.0017786740259119853,,0.004741178388961585,0.4745907796141016,2.0042506394730317,6966096000.0,-19313000.0,-45779000.0,,-45779000.0,0.07000000000000006,0.07000000000000006,-65.04827541012254,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2023-10-31,13925933000.0,8574163000.0,4029390000.0,7301016000.0,6624917000.0,2978800000.0,1563939000.0,5336753000.0,104312000.0,192505000.0,25000000.0,0.0,264087000.0,1153355000.0,,,,2978800000.0,,825.2134,7.895,0.0,104312000.0,0.029057722534486092,0.013823490318386566,0.036071558867348745,0.019545967370046918,0.007490485556694837,0.0108616278468014,,0.019545967370046918,0.44963582185256057,2.1279059609519058,7733291000.0,414244000.0,191775000.0,,191775000.0,0.07000000000000006,0.07000000000000006,15.532785816712293,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2024-01-31,16452000000.0,9939000000.0,5055000000.0,8370000000.0,8082000000.0,2980000000.0,2012000000.0,-3233143000.0,82031000.0,1109563000.0,-1067000000.0,5.0,-523096000.0,15749000.0,,,,2980000000.0,1.9662,55.4319,10.5457,5.0,82031000.0,0.1372881712447414,0.06744243860928763,-0.34318401629621703,-0.025371905913224375,0.004986080719669341,0.007415566805279335,,-0.025371905913224375,0.36872061370947784,1.9661721068249258,7259000000.0,1381000000.0,183000000.0,,183000000.0,5.0,5.0,16.284153005464482,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2024-04-30,15941000000.0,8874000000.0,4428000000.0,7778000000.0,8163000000.0,2981000000.0,1752000000.0,1990000000.0,64000000.0,107000000.0,16000000.0,0.0,270298000.0,372000000.0,81000000.0,,291000000.0,2981000000.0,,43.6362,8.5826,0.0,64000000.0,0.013107926007595246,0.00671225142713757,0.053768844221105526,0.032160804020100506,0.004014804591932752,0.00574300071787509,0.14623115577889448,0.032160804020100506,0.365184368491976,2.0040650406504064,7564688000.0,1487864000.0,266800000.0,,266800000.0,5.0,5.0,11.173163418290855,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2024-07-31,16234000000.0,9200000000.0,4513000000.0,7889000000.0,8345000000.0,2982000000.0,1635000000.0,4075000000.0,175000000.0,239000000.0,52000000.0,0.0,269128000.0,943000000.0,136000000.0,,807000000.0,2982000000.0,,39.0947,7.6629,0.0,175000000.0,0.028639904134212104,0.014722188000492792,0.05865030674846626,0.04294478527607362,0.010779844770235308,0.01544981018804626,0.19803680981595093,0.04294478527607362,0.3573397243858598,2.0385552847329937,8168610000.0,1648068000.0,425343000.0,,425343000.0,5.0,5.0,7.01081245018726,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2024-10-31,16424000000.0,9078000000.0,4422000000.0,7800000000.0,8624000000.0,2983000000.0,1311000000.0,6235000000.0,340000000.0,432000000.0,86000000.0,1.0,268936000.0,1349000000.0,183000000.0,,1166000000.0,2983000000.0,,38.2416,7.597,1.0,340000000.0,0.05009276437847866,0.026302971261568435,0.06928628708901363,0.0545308740978348,0.020701412566975157,0.029292668217454985,0.18700882117080994,0.0545308740978348,0.34589517625231914,2.0529172320217097,9066857000.0,1887563000.0,661031000.0,,661031000.0,6.0,6.0,4.512647667053436,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2025-01-31,17977000000.0,10545000000.0,5548000000.0,8943000000.0,9034000000.0,2984000000.0,1543000000.0,-3854000000.0,-164000000.0,-252000000.0,-42000000.0,0.0,-539157000.0,-203000000.0,-131000000.0,,-334000000.0,2984000000.0,1.9007,132.5246,8.2534,0.0,-164000000.0,-0.027894620323223377,-0.014017911776158425,0.06538661131292164,0.0425531914893617,-0.00912276798130945,-0.013646197370610751,0.08666320705760248,0.0425531914893617,0.3303077263670578,1.9006849315068493,8446000000.0,526000000.0,415000000.0,1930000000.0,415000000.0,1.0,1.0,7.190361445783132,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
2025-04-30,17212000000.0,9963000000.0,4821000000.0,8293000000.0,8919000000.0,2985000000.0,972000000.0,2240000000.0,39000000.0,68000000.0,35000000.0,0.0,270296000.0,457000000.0,36000000.0,,421000000.0,2985000000.0,,134.565,7.536,0.0,39000000.0,0.007624173113577755,0.0039507320474087846,0.030357142857142857,0.017410714285714286,0.0022658610271903325,0.003276209677419355,0.18794642857142857,0.017410714285714286,0.3346787756474941,2.0665836963285624,8696000000.0,487000000.0,390000000.0,2060000000.0,390000000.0,1.0,1.0,7.653846153846154,1.1691573,276.0,117.76,4.75499,34915.246,27.7105,5.8423,3.6553
