report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-12-31,3770600000.0,1670500000.0,1079200000.0,,1510000000.0,908300000.0,43100000.0,519600000.0,77875000.0,-1757700000.0,-176900000.0,-113600000.0,-37200000.0,-31300000.0,0.6799999999999997,-160500000.0,19900000.0,-84800000.0,-64500000.0,-64900000.0,951400000.0,1.5479,1.3739,16.0259,0.6799999999999997,-241400000.0,-0.0752317880794702,-0.0301278311144115,0.06462991409227968,0.10064288558912214,-0.046915610247705936,-0.07186966766880637,0.03692325197701542,0.13733856744609432,0.6300662251655629,1.5479058561897703,4347500000.0,372700000.0,539300000.0,446300000.0,692700000.0,67300000.0,4.68,4.68,1.3734661469611664,8.013372956909361,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2021-04-03,3943200000.0,1835700000.0,1129000000.0,,1642600000.0,900900000.0,43800000.0,471900000.0,77941000.0,1433200000.0,231900000.0,169300000.0,14800000.0,47400000.0,2.15,78800000.0,8300000.0,42900000.0,41600000.0,-34600000.0,944700000.0,,1.5694,15.9768,2.15,273500000.0,0.1030683063436016,0.042934672347332115,0.11812726765280492,0.1618057493720346,0.05881010346926354,0.08963011633749468,-0.024141780630756348,0.19083170527490928,0.5751248021429441,1.6259521700620019,4815200000.0,473000000.0,668000000.0,546700000.0,827800000.0,65200000.0,6.83,6.83,1.1412176854312637,10.245398773006135,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2021-07-03,4138500000.0,1988000000.0,1251300000.0,,1769500000.0,832000000.0,43500000.0,590200000.0,77554000.0,2988000000.0,482100000.0,348700000.0,30200000.0,102600000.0,4.44,78600000.0,341400000.0,110300000.0,84600000.0,231100000.0,875500000.0,,1.4211,13.149,4.44,566700000.0,0.1970613167561458,0.0842575812492449,0.11670013386880856,0.16134538152610442,0.1164914824211671,0.18226843100189036,0.07734270414993306,0.1896586345381526,0.4947725346142978,1.588747702389515,5849900000.0,682000000.0,939900000.0,651900000.0,1112100000.0,59800000.0,10.27,10.27,0.7872493480802086,15.717391304347826,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2021-10-02,5180600000.0,2942000000.0,1256300000.0,,1849700000.0,1787700000.0,43200000.0,1486400000.0,77134000.0,4415200000.0,691100000.0,491800000.0,47100000.0,141400000.0,6.26,78600000.0,464600000.0,180200000.0,127900000.0,284400000.0,1830900000.0,,1.3688,13.0055,6.26,819000000.0,0.2658809536681624,0.09493108906304289,0.11138793259648487,0.15652745062511325,0.13340153650156353,0.18776829864695974,0.06441384308751585,0.18549556078999818,0.9898361896523761,2.341797341399347,7078700000.0,896200000.0,1228200000.0,416000000.0,1417800000.0,54900000.0,13.53,13.53,1.29136690647482,22.371584699453553,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2021-12-31,5425000000.0,2124600000.0,1442200000.0,,1914200000.0,1779000000.0,37400000.0,354500000.0,76933000.0,-2990200000.0,-592200000.0,-416500000.0,-26200000.0,-150400000.0,-5.279999999999999,-157600000.0,-240300000.0,-66300000.0,-76000000.0,-306600000.0,1816400000.0,1.4732,1.3284,13.0892,-5.279999999999999,-668200000.0,-0.21758436944937834,-0.07677419354838709,0.13928834191692863,0.19804695338104475,-0.10916129032258065,-0.15874122125127324,0.10253494749515082,0.2234633134907364,0.9489081600668686,1.4731659963943975,5846200000.0,593300000.0,812900000.0,174300000.0,991000000.0,65900000.0,7.57,7.57,1.832896064581231,12.33535660091047,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2022-04-02,6093000000.0,2791200000.0,1328200000.0,,1979900000.0,2498200000.0,2300000.0,680100000.0,76338000.0,1695700000.0,239500000.0,174200000.0,18400000.0,46400000.0,2.25,77400000.0,-141900000.0,100900000.0,53600000.0,-242800000.0,2500500000.0,,1.0096,10.31,2.25,293100000.0,0.08798424162836507,0.028590185458723126,0.10273043580822079,0.1412396060623931,0.03930740193664861,0.05345504865636997,-0.1431857050185764,0.17284897092646104,1.262942572857215,2.101490739346484,6108700000.0,598200000.0,820500000.0,-33900000.0,1010600000.0,69500000.0,7.67,7.67,2.474272709281615,11.805755395683454,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2022-07-02,6166500000.0,2685400000.0,1347700000.0,,2004600000.0,2499000000.0,3000000.0,566700000.0,74472000.0,3531300000.0,518500000.0,371500000.0,44300000.0,102200000.0,4.84,76700000.0,146900000.0,196500000.0,106100000.0,-49600000.0,2502000000.0,,0.7877,8.1691,4.84,624600000.0,0.18532375536266588,0.06024487148301305,0.10520205023645683,0.1468297794013536,0.08408335360415146,0.11505347712244264,-0.014045818820264492,0.17687537167615325,1.2481293026040108,1.9925799510276767,6652000000.0,621000000.0,856900000.0,-314600000.0,1068500000.0,83600000.0,8.07,8.07,2.3416003743565748,10.25,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2022-10-01,6124900000.0,2595000000.0,1379300000.0,,2001000000.0,2419100000.0,84900000.0,457400000.0,72612000.0,5229500000.0,756200000.0,535300000.0,70400000.0,148700000.0,7.0,76000000.0,311400000.0,299300000.0,167900000.0,12100000.0,2504000000.0,,0.7421,7.7616,7.0,924100000.0,0.2675162418790605,0.0873973452627798,0.10236160244765274,0.14460273448704464,0.1234632402161668,0.167857935627081,0.0023137967300889185,0.1767090544029066,1.2513743128435781,1.8813891104183282,7466300000.0,664500000.0,922000000.0,-586900000.0,1173600000.0,106900000.0,8.81,8.81,2.1336059986366736,8.62488306828812,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2022-12-31,6321300000.0,2695200000.0,1489900000.0,,2042300000.0,2420000000.0,89000000.0,595600000.0,71365000.0,-3644300000.0,-566400000.0,-404000000.0,-35000000.0,-125000000.0,-5.09,-154900000.0,269700000.0,-208400000.0,-96400000.0,61300000.0,2509000000.0,1.809,0.7672,7.7197,-5.09,-662800000.0,-0.19781618763159184,-0.06391090440257542,0.11085805230085338,0.15542079411683998,-0.08960182240994732,-0.12444795992353833,-0.016820788628817605,0.18187306204209314,1.228516868236792,1.808980468487818,6812200000.0,677000000.0,947800000.0,-219000000.0,1179000000.0,98100000.0,9.0,9.0,2.128074639525021,9.661569826707442,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2023-07-01,6290100000.0,2672800000.0,1394000000.0,,2101400000.0,2422000000.0,88300000.0,477500000.0,70005000.0,3445900000.0,430500000.0,247000000.0,57000000.0,135300000.0,3.0,71400000.0,252100000.0,173400000.0,132100000.0,78700000.0,2510300000.0,,0.9135,11.1221,3.0,562600000.0,0.11754068716094032,0.0392680561517305,0.07167938709771032,0.12493107751240605,0.06844088329279344,0.0933495240366893,0.02283873588902754,0.1632664906120317,1.194584562672504,1.9173601147776185,8562400000.0,749800000.0,1138800000.0,102500000.0,1448500000.0,136700000.0,9.75,9.75,1.7330341732827061,8.330651060716898,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2023-09-30,6100900000.0,2441300000.0,1659200000.0,,2085800000.0,1975700000.0,455300000.0,330900000.0,68939000.0,5039500000.0,626600000.0,359500000.0,85100000.0,181500000.0,5.0,70900000.0,450300000.0,233100000.0,201400000.0,217200000.0,2431000000.0,,0.8317,10.9893,5.0,828000000.0,0.17235593057819543,0.05892573226900949,0.07133644210735192,0.124337731917849,0.10270615810782016,0.13872653205809424,0.0430995138406588,0.16430201408869927,1.1655000479432351,1.4713717454194792,10070600000.0,737800000.0,1246900000.0,369300000.0,1651900000.0,177500000.0,9.91,9.91,1.47163871905079,7.0247887323943665,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2023-12-31,6230500000.0,2509700000.0,1752100000.0,,2087400000.0,1975700000.0,454700000.0,467800000.0,68227000.0,6401400000.0,734900000.0,420400000.0,112400000.0,196300000.0,5.0,70500000.0,733600000.0,289300000.0,272900000.0,444300000.0,2430400000.0,1.4324,1.04,15.8364,5.0,1007800000.0,0.2013988694069177,0.06747452050397239,0.06567313400193707,0.11480301184115975,0.1179520102720488,0.1626676701049183,0.06940669228606243,0.1574343112444153,1.164319248826291,1.4323954112208208,11242500000.0,622900000.0,1225600000.0,801500000.0,1735600000.0,219500000.0,7.91,7.91,1.400322654989629,5.583599088838269,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2024-03-30,6508700000.0,2807200000.0,1673800000.0,,2049600000.0,2371900000.0,455400000.0,548400000.0,67689000.0,1365000000.0,110600000.0,68000000.0,28600000.0,18600000.0,0.0,68500000.0,-153400000.0,54000000.0,69400000.0,-207400000.0,2827300000.0,,1.0884,17.4301,0.0,180000000.0,0.03317720530835285,0.01044755481125263,0.04981684981684982,0.08102564102564103,0.016992640619478545,0.022678340749246448,-0.15194139194139195,0.13186813186813187,1.3794398907103824,1.6771418329549528,16251800000.0,1094900000.0,1902600000.0,532800000.0,2578400000.0,283100000.0,13.0,13.0,1.096532733478126,6.720593429883434,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2024-06-29,6395700000.0,2728100000.0,1608100000.0,,2013600000.0,2372400000.0,454700000.0,494500000.0,66352000.0,2808900000.0,268900000.0,168000000.0,61200000.0,46300000.0,2.0,68100000.0,57600000.0,101100000.0,139800000.0,-43500000.0,2827100000.0,,0.8301,14.0161,2.0,408700000.0,0.08343265792610251,0.026267648576387262,0.05980988999252376,0.09573142511303358,0.042043873227324606,0.05554981717520193,-0.015486489373064188,0.14550179785681228,1.4040027810885976,1.696474099869411,15614800000.0,1015900000.0,1741000000.0,410600000.0,2424500000.0,287300000.0,12.0,12.0,1.1660548566714786,6.059867734075879,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2024-09-28,6023500000.0,2348000000.0,1194100000.0,,2034300000.0,2372700000.0,199200000.0,284100000.0,66101000.0,4082200000.0,367300000.0,212600000.0,94200000.0,68900000.0,3.0,67600000.0,125000000.0,137100000.0,212000000.0,-12100000.0,2571900000.0,,1.0196,20.2956,3.0,579300000.0,0.1045076930639532,0.03529509421432722,0.05207976091323306,0.08997599333692617,0.06097783680584378,0.07974034996309322,-0.002964087991769144,0.14190877468031943,1.2642678071080962,1.9663344778494263,14657500000.0,869000000.0,1481700000.0,181300000.0,2175800000.0,296400000.0,10.0,10.0,1.182047982351319,4.998987854251012,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2024-12-31,5677700000.0,2113800000.0,1279900000.0,,1892300000.0,2097800000.0,242800000.0,269000000.0,65987000.0,-3019000000.0,-435200000.0,-318500000.0,-57400000.0,-79800000.0,-4.0,-136800000.0,402200000.0,-124800000.0,-132400000.0,277400000.0,2340600000.0,1.6515,0.8149,32.804,-4.0,-567600000.0,-0.16831369233208265,-0.056096658858340524,0.105498509440212,0.14415369327591918,-0.07665075646828821,-0.10281367384062935,-0.09188473004306062,0.1880092745942365,1.2369074671035247,1.6515352761934525,5237100000.0,130100000.0,311600000.0,14400000.0,600400000.0,126600000.0,1.0,1.0,3.8984010659560293,2.4612954186413902,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2025-03-29,5857000000.0,2305900000.0,1468200000.0,,1872200000.0,2097700000.0,386400000.0,286700000.0,65767000.0,1221800000.0,56300000.0,20200000.0,29700000.0,7900000.0,0.0,66300000.0,-27400000.0,37700000.0,70100000.0,-65100000.0,2484100000.0,,0.6967,43.1241,0.0,126400000.0,0.010789445572054268,0.003448864606453816,0.016532984121787525,0.0460795547552791,0.009612429571452962,0.012923811491403255,-0.05328204288754297,0.10345392044524472,1.326834739878218,1.570562593652091,5093900000.0,82300000.0,257300000.0,156700000.0,546800000.0,127700000.0,1.0,1.0,4.5429773226042425,2.014878621769773,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2025-06-28,5794300000.0,2236300000.0,1334400000.0,,1905000000.0,2097500000.0,176600000.0,315700000.0,65477000.0,2668800000.0,159600000.0,79500000.0,59700000.0,23600000.0,1.0,66200000.0,288800000.0,82600000.0,143200000.0,206200000.0,2274100000.0,,0.7119,87.22,1.0,302800000.0,0.04173228346456693,0.013720380373815646,0.0297886690647482,0.0598021582733813,0.027544310788188392,0.038190040917900986,0.07726318944844125,0.11345923261390888,1.193753280839895,1.6758842925659472,4953800000.0,-6200000.0,148000000.0,406400000.0,440900000.0,126200000.0,0.0,0.0,5.157858924926287,1.172741679873217,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2025-09-27,5413500000.0,2157500000.0,1215000000.0,,1633900000.0,2097400000.0,95800000.0,297700000.0,65104000.0,4029000000.0,-82600000.0,-156000000.0,86700000.0,-8400000.0,-2.0,66000000.0,429200000.0,116500000.0,216900000.0,312700000.0,2193200000.0,,0.7656,,-2.0,134300000.0,-0.09547707938062305,-0.02881684677195899,-0.0387192851824274,-0.020501365103003228,-0.015258150918998799,-0.0215829217945703,0.07761231074708365,0.03333333333333333,1.342309810881939,1.7757201646090535,4900600000.0,-374800000.0,-301900000.0,731200000.0,-4100000.0,118700000.0,-5.0,-5.0,-534.9268292682926,-2.5433866891322663,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
2025-12-31,5312200000.0,2063300000.0,1428700000.0,,1625600000.0,1806800000.0,295400000.0,256800000.0,64889000.0,-2556800000.0,-174000000.0,-81000000.0,-64400000.0,-22900000.0,-1.0,-132600000.0,-128500000.0,-71000000.0,-137700000.0,-199500000.0,2102200000.0,1.4442,0.8641,,-1.0,-311700000.0,-0.04982775590551181,-0.015247919882534542,0.031680225281602005,0.06805381727158949,-0.03275479085877791,-0.04667632383711572,0.07802722152690864,0.12191020025031289,1.2931840551181102,1.4441800237978581,5362800000.0,-137300000.0,-40700000.0,254300000.0,251800000.0,111700000.0,-2.0,-2.0,8.348689436060365,-0.36436884512085943,1.3332485,90.25,45.44,0.84075,5171.268,2.9702,0.937
