report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-04-30,5427000000.0,2577000000.0,1407000000.0,2569000000.0,2858000000.0,,,430000000.0,2918000000.0,927000000.0,622000000.0,306000000.0,1.0,325000000.0,1149000000.0,100000000.0,1049000000.0,0.0,,20.6183,3.3661,1.0,927000000.0,0.21763470958712386,0.11461212456237332,0.2131596984235778,0.31768334475668264,0.17081260364842454,0.32435269419174245,0.3594928032899246,0.31768334475668264,0.0,1.8315565031982943,,,,,,,,,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2010-07-31,5198000000.0,2295000000.0,1221000000.0,2377000000.0,2821000000.0,,,214000000.0,3455000000.0,863000000.0,574000000.0,276000000.0,1.0,325000000.0,998000000.0,74000000.0,924000000.0,0.0,1.8796,22.0101,3.6567,1.0,863000000.0,0.20347394540942929,0.1104270873412851,0.16613603473227206,0.24978292329956583,0.16602539438245478,0.30591988656504787,0.267438494934877,0.24978292329956583,0.0,1.8796068796068797,,,,,,,,,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2010-10-31,4943000000.0,2010000000.0,1136000000.0,2328000000.0,2615000000.0,,,112000000.0,532000000.0,-104000000.0,-70000000.0,-41000000.0,,,-211000000.0,51000000.0,-262000000.0,0.0,,26.7351,4.3531,,-104000000.0,-0.02676864244741874,-0.014161440420797087,-0.13157894736842105,-0.19548872180451127,-0.021039854339469956,-0.03977055449330784,-0.4924812030075188,-0.19548872180451127,0.0,1.7693661971830985,,,,,,,,,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2011-01-31,4979000000.0,2024000000.0,1504000000.0,2707000000.0,2272000000.0,,,433000000.0,1410000000.0,7000000.0,3000000.0,-12000000.0,0.0,322000000.0,47000000.0,135000000.0,-88000000.0,0.0,,26.9124,4.021,0.0,7000000.0,0.0013204225352112676,0.0006025306286402892,0.002127659574468085,0.004964539007092199,0.0014059048001606748,0.0030809859154929575,-0.062411347517730496,0.004964539007092199,0.0,1.3457446808510638,8315000000.0,1129000000.0,1693000000.0,1623000000.0,1693000000.0,,,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2011-04-30,5567000000.0,2644000000.0,2044000000.0,2746000000.0,2821000000.0,,,1369000000.0,3258000000.0,1068000000.0,691000000.0,352000000.0,2.0,319000000.0,1185000000.0,166000000.0,1019000000.0,0.0,,25.9381,4.4642,2.0,1068000000.0,0.24494859978730946,0.12412430393389617,0.21209330877839166,0.3278084714548803,0.19184479971259205,0.37858915278270117,0.312768569674647,0.3278084714548803,0.0,1.2935420743639923,8655000000.0,1198000000.0,1834000000.0,1593000000.0,1834000000.0,,,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2011-07-31,5110000000.0,2254000000.0,1805000000.0,2494000000.0,2616000000.0,,,722000000.0,-1349000000.0,36000000.0,10000000.0,33000000.0,0.0,-324000000.0,-8000000.0,-238000000.0,-246000000.0,0.0,1.2488,22.1047,3.7154,0.0,36000000.0,0.00382262996941896,0.0019569471624266144,-0.007412898443291327,-0.026686434395848776,0.0070450097847358124,0.013761467889908258,0.18235730170496664,-0.026686434395848776,0.0,1.248753462603878,3851000000.0,634000000.0,1007000000.0,423000000.0,1007000000.0,,,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2011-10-31,4683000000.0,1880000000.0,1636000000.0,2322000000.0,2361000000.0,,,333000000.0,594000000.0,-94000000.0,-64000000.0,-34000000.0,0.0,300000000.0,-110000000.0,44000000.0,-154000000.0,0.0,,25.2261,4.2319,0.0,-94000000.0,-0.027107157983905124,-0.013666453128336536,-0.10774410774410774,-0.15824915824915825,-0.02007260303224429,-0.03981363828886065,-0.25925925925925924,-0.15824915824915825,0.0,1.1491442542787287,3913000000.0,640000000.0,1017000000.0,531000000.0,1017000000.0,2.0,2.0,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2012-01-31,4962000000.0,2174000000.0,2053000000.0,2739000000.0,2223000000.0,,,277000000.0,1613000000.0,98000000.0,54000000.0,27000000.0,0.0,307000000.0,150000000.0,92000000.0,58000000.0,0.0,,24.4915,4.2624,0.0,98000000.0,0.024291497975708502,0.010882708585247884,0.03347799132052077,0.06075635461872288,0.019750100765820233,0.044084570400359874,0.03595784252944823,0.06075635461872288,0.0,1.0589381393083293,4116000000.0,691000000.0,1108000000.0,677000000.0,1108000000.0,2.0,2.0,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2012-04-30,5116000000.0,2330000000.0,1587000000.0,2281000000.0,2835000000.0,,,859000000.0,3558000000.0,1205000000.0,788000000.0,397000000.0,2.0,306000000.0,1428000000.0,125000000.0,1303000000.0,0.0,,23.3869,4.1973,2.0,1205000000.0,0.2779541446208113,0.15402658326817825,0.22147273749297358,0.3386734120292299,0.23553557466770914,0.42504409171075835,0.3662169758291175,0.3386734120292299,0.0,1.4681789540012602,4416000000.0,788000000.0,1245000000.0,961000000.0,1245000000.0,2.0,2.0,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2012-07-31,4684000000.0,1523000000.0,1265000000.0,1940000000.0,2744000000.0,,,393000000.0,-1614000000.0,-32000000.0,14000000.0,-6000000.0,0.0,-608000000.0,-222000000.0,-126000000.0,-348000000.0,0.0,1.204,21.5135,4.4744,0.0,-32000000.0,0.00510204081632653,0.0029888983774551663,-0.008674101610904586,0.01982651796778191,-0.006831767719897523,-0.011661807580174927,0.21561338289962825,0.01982651796778191,0.0,1.2039525691699604,4151000000.0,792000000.0,1177000000.0,859000000.0,1177000000.0,2.0,2.0,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2012-10-31,4494000000.0,1334000000.0,1074000000.0,1749000000.0,2745000000.0,499000000.0,,216000000.0,647000000.0,-69000000.0,-19000000.0,-24000000.0,0.0,296000000.0,-145000000.0,70000000.0,-215000000.0,499000000.0,,20.9724,4.6255,0.0,-69000000.0,-0.0069216757741347905,-0.004227859368046284,-0.02936630602782071,-0.10664605873261206,-0.015353805073431242,-0.02127003699136868,-0.3323029366306028,-0.10664605873261206,0.18178506375227688,1.2420856610800746,4204000000.0,837000000.0,1202000000.0,798000000.0,1202000000.0,2.0,2.0,0.4151414309484193,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2013-01-31,5089000000.0,1912000000.0,1596000000.0,2297000000.0,2792000000.0,499000000.0,,399000000.0,1615000000.0,24000000.0,52000000.0,-8000000.0,0.0,302000000.0,111000000.0,115000000.0,-4000000.0,499000000.0,,23.3841,5.0199,0.0,24000000.0,0.01862464183381089,0.010218117508351346,0.03219814241486068,0.014860681114551083,0.004716054234623698,0.007292616226071103,-0.002476780185758514,0.014860681114551083,0.17872492836676218,1.1979949874686717,4206000000.0,835000000.0,1128000000.0,736000000.0,1128000000.0,2.0,2.0,0.4423758865248227,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2013-04-30,5810000000.0,2700000000.0,1546000000.0,2240000000.0,3570000000.0,499000000.0,,1412000000.0,3793000000.0,1271000000.0,874000000.0,412000000.0,2.0,303000000.0,1560000000.0,147000000.0,1413000000.0,499000000.0,,20.1328,4.5973,2.0,1271000000.0,0.24481792717086834,0.15043029259896729,0.2304244661218033,0.3350909570261007,0.21876075731497419,0.3123617596461047,0.37252834168204585,0.3350909570261007,0.13977591036414566,1.7464424320827943,4441000000.0,921000000.0,1194000000.0,846000000.0,1194000000.0,2.0,2.0,0.41792294807370184,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
2013-07-31,5486000000.0,2396000000.0,1280000000.0,1955000000.0,3531000000.0,,,1009000000.0,-1884000000.0,7000000.0,-49000000.0,7000000.0,0.0,-598000000.0,-160000000.0,-203000000.0,-363000000.0,0.0,1.8719,22.1206,4.8098,0.0,7000000.0,-0.013877088643443784,-0.00893182646737149,0.026008492569002124,-0.0037154989384288748,0.0012759752096244987,0.0019824412347776836,0.1926751592356688,-0.0037154989384288748,0.0,1.871875,4171000000.0,858000000.0,1233000000.0,831000000.0,1233000000.0,2.0,2.0,0.0,1.1997367,813.7,349.0,2.86114,116836.84,26.9209,11.1189,5.8067
