report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,7822000000.0,2873800000.0,655200000.0,2108100000.0,5713900000.0,1127000000.0,,821200000.0,1062800000.0,794400000.0,294100000.0,205400000.0,74100000.0,1.01,204200000.0,259500000.0,11600000.0,84900000.0,247900000.0,1127000000.0,,16.6582,2.8817,1.01,379000000.0,0.035947426451285465,0.026259268729225262,0.19326307866014303,0.7474595408355288,0.2767218667670305,0.037599079519304524,0.04299141925770001,0.23325178773052316,0.3566051938276251,0.19723831358616706,4.3861416361416365,,,,,,,,,,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2010-06-30,7827300000.0,2982800000.0,601800000.0,2092800000.0,5734500000.0,1130600000.0,,953700000.0,2120500000.0,1601500000.0,522200000.0,370900000.0,122400000.0,1.82,203600000.0,532200000.0,26700000.0,165800000.0,505500000.0,1130600000.0,,16.2157,2.6078,1.82,688000000.0,0.06467869910192693,0.04738543303565725,0.17491157745814667,0.7552464041499646,0.24626267389766565,0.06671521469727748,0.07606589853024719,0.23838717283659513,0.3244517802405093,0.19715755514866162,4.956463941508807,,,,,,,,,,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2010-09-30,8003700000.0,3007300000.0,698600000.0,2181800000.0,5821900000.0,1138600000.0,,918600000.0,3085500000.0,2347300000.0,793800000.0,562000000.0,188700000.0,2.78,202300000.0,852500000.0,40600000.0,249500000.0,811900000.0,1138600000.0,,14.663,2.5082,2.78,1043300000.0,0.09653205998041876,0.07021752439496733,0.18214227839896288,0.7607519040674121,0.25726786582401556,0.0991791296525357,0.11404353135550607,0.263134013936153,0.33812996272889323,0.19557189233755304,4.304752361866591,,,,,,,,,,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2010-12-31,7999900000.0,3009700000.0,702500000.0,2228600000.0,5771300000.0,1142100000.0,,668900000.0,-2048600000.0,-1535400000.0,-693400000.0,-541400000.0,-121900000.0,-2.6399999999999992,-409000000.0,-450700000.0,300000.0,-160000000.0,-451000000.0,1142100000.0,4.2817,17.7562,2.5114,-2.6399999999999992,-853400000.0,-0.09380902049798139,-0.06767584594807435,0.2642780435419311,0.7494874548472127,0.3384750561358977,-0.08667608345104313,-0.10029797205427142,0.22015034657815094,0.4165771746558625,0.1978930223693102,4.284270462633452,4220200000.0,596900000.0,916700000.0,3207800000.0,1114300000.0,1256900000.0,2.9700000000000006,2.9700000000000006,0.9086641737608402,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2011-03-31,8117700000.0,3030700000.0,713400000.0,2253400000.0,5864300000.0,1140200000.0,,575600000.0,1115600000.0,836600000.0,297200000.0,208900000.0,77300000.0,1.08,193800000.0,182200000.0,17100000.0,86100000.0,165100000.0,1140200000.0,,19.3909,2.7246,1.08,383300000.0,0.03562232491516464,0.02573389014129618,0.1872534958766583,0.7499103621369666,0.26640372893510217,0.036611355433189205,0.04242986651438361,0.14799211186805306,0.3435819290068125,0.19443070784236824,4.2482478273058595,4273000000.0,600400000.0,919800000.0,3250000000.0,1031500000.0,1261200000.0,3.040000000000001,3.040000000000001,0.9040596257532508,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2011-06-30,8249200000.0,3108300000.0,679000000.0,2233400000.0,6015800000.0,1147300000.0,,624100000.0,,1686100000.0,556300000.0,412700000.0,122800000.0,2.14,193300000.0,433200000.0,34000000.0,174700000.0,399200000.0,1147300000.0,,18.9947,2.7872,2.14,731000000.0,0.06860267961035939,0.05002909373030112,,,,0.06743684236047132,0.07766190615794838,,,0.1907144519432162,4.577761413843888,,642200000.0,953900000.0,3334600000.0,925200000.0,1304200000.0,3.3600000000000003,3.3600000000000003,0.8796963655880999,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2011-09-30,8198800000.0,3073300000.0,674600000.0,2590100000.0,5600500000.0,1543500000.0,,553000000.0,,2465700000.0,822900000.0,604200000.0,186500000.0,3.15,191800000.0,783800000.0,67800000.0,265600000.0,716000000.0,1543500000.0,,15.939,2.3051,3.15,1088500000.0,0.10788322471207928,0.0736937112748207,,,,0.10036834658730547,0.1151875699888018,,,0.27560039282206944,4.555736732878743,,684400000.0,983000000.0,3453000000.0,829300000.0,1349400000.0,3.7300000000000004,3.7300000000000004,1.1438417074255225,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2011-12-31,8515300000.0,3276600000.0,867100000.0,3000500000.0,5507200000.0,1576000000.0,143300000.0,768300000.0,,-1658600000.0,-652300000.0,-465000000.0,-167700000.0,-2.34,-390200000.0,-222300000.0,-5100000.0,-166500000.0,-227400000.0,1719300000.0,3.7797,12.7035,2.171,-2.34,-818800000.0,-0.08443492155723417,-0.05460758869329325,,,,-0.07660329054760255,-0.09026499688645956,,,0.3121913131900058,3.778802906239188,,760800000.0,1024100000.0,3329800000.0,1052900000.0,1384000000.0,4.029999999999999,4.029999999999999,1.2422687861271677,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2012-03-31,8603700000.0,3322500000.0,861800000.0,2942100000.0,5654700000.0,1572800000.0,144600000.0,674000000.0,,852000000.0,295600000.0,209600000.0,72200000.0,1.17,178500000.0,207400000.0,19500000.0,96800000.0,187900000.0,1717400000.0,,15.1835,2.5826,1.17,392400000.0,0.03706651104391038,0.024361611864662878,,,,0.03435731138928601,0.040097122936476715,,,0.30371195642562826,3.855302854490601,,761500000.0,1022500000.0,3345200000.0,1075700000.0,1393100000.0,4.119999999999999,4.119999999999999,1.2327901801737133,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
2012-06-30,8616500000.0,3478300000.0,683100000.0,2904300000.0,5706000000.0,1726500000.0,3400000.0,651000000.0,,1695100000.0,597500000.0,424100000.0,145800000.0,2.39,177300000.0,438900000.0,44300000.0,190200000.0,394600000.0,1729900000.0,,14.71,2.5443,2.39,787700000.0,0.07432527164388363,0.04921952068705391,,,,0.06934370103870481,0.08035342056778601,,,0.30317209954433927,5.0919338310642654,,772900000.0,1063700000.0,3354200000.0,1071100000.0,1449800000.0,4.369999999999999,4.369999999999999,1.1931990619395778,0.5850114,114.44,84.59,2.02264,17721.453,25.1511,1.4034,2.1529
