report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-03-31,4855222000.0,2191283000.0,557843000.0,,3997193000.0,898981000.0,710872000.0,426535000.0,142202000.0,129374000.0,,24606000.0,0.0,189292000.0,214190000.0,26336000.0,187854000.0,0.0,,18.2396,3.4303,0.0,142202000.0,0.032366212989965705,0.026646361381621686,0.18199338277495808,0.6000165993315252,0.2000388255550929,0.029288465079454658,0.03557546508262173,0.26425854443556646,0.2000388255550929,0.0,3.928135694093141,3159330000.0,586517000.0,694717000.0,1837576000.0,,694717000.0,2.0,2.0,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2018-06-30,4988720000.0,2323582000.0,929147000.0,,3758881000.0,946656000.0,,949805000.0,359710000.0,319715000.0,,70333000.0,1.0,189377000.0,438063000.0,93072000.0,344991000.0,0.0,,18.723,3.5295,1.0,359710000.0,0.08505589828462247,0.06408758158405363,,,,0.07210466813130423,0.09569603294171856,,,0.0,2.5007689848861374,,497470000.0,734732000.0,1937400000.0,1097611000.0,734732000.0,1.0,1.0,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2018-09-29,5095967000.0,2400619000.0,854026000.0,,3952708000.0,1056397000.0,,1430553000.0,555670000.0,503930000.0,,87445000.0,2.0,189586000.0,701782000.0,122846000.0,578936000.0,0.0,,20.3983,3.9809,2.0,555670000.0,0.12748981204784163,0.09888800300315917,,,,0.10904112997592018,0.14057957228310314,,,0.0,2.810943694922637,,445225000.0,800917000.0,2084307000.0,1299181000.0,800917000.0,1.0,1.0,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2018-12-29,5382858000.0,2665368000.0,921313000.0,,4162974000.0,1201732000.0,,-827174000.0,-279239000.0,-258939000.0,,-53217000.0,0.0,,-434515000.0,-86499000.0,-521014000.0,0.0,2.8931,17.2243,3.5714,0.0,-279239000.0,-0.06220048455743418,-0.04810437132095998,,,,-0.051875602142950825,-0.06707680614868121,,,0.0,2.8930103016021698,,694080000.0,778343000.0,1979719000.0,590767000.0,778343000.0,3.0,3.0,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2019-03-30,5280145000.0,2512137000.0,622526000.0,5280145000.0,4315286000.0,1115951000.0,766050000.0,451698000.0,151383000.0,140173000.0,,26092000.0,0.74,190599.0,164582000.0,30094000.0,134488000.0,0.0,,23.6202,4.8931,0.74,151383000.0,0.032482899163578036,0.026547187624582278,0.1829815286208472,0.5896455844918739,0.19761503818288623,0.02867023538179349,0.035080641236756964,0.17556034201422885,0.19761503818288623,0.0,4.0353928992524,,704879000.0,787524000.0,2004882000.0,537401000.0,787524000.0,3.74,3.74,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2019-06-29,5524783000.0,2460578000.0,1027701000.0,,4150966000.0,820181000.0,,1027063000.0,407604000.0,363829000.0,,78214000.0,1.91,190657000.0,275218000.0,60495000.0,214723000.0,0.0,,20.543,4.3797,1.91,407604000.0,0.08764923634643117,0.06585398919740378,,,,0.07377737731961599,0.09819497437463955,,,0.0,2.394254749192615,,748993000.0,835418000.0,2082140000.0,407133000.0,835418000.0,4.65,4.65,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2019-09-28,5755105000.0,2757843000.0,1042955000.0,,4380894000.0,976402000.0,,1594521000.0,669063000.0,591695000.0,,108115000.0,3.1,190790000.0,464170000.0,91469000.0,372701000.0,0.0,,20.588,4.4879,3.1,669063000.0,0.13506261507354436,0.10281219890862113,,,,0.11625556788277538,0.15272293737305673,,,0.0,2.644258860641159,,836758000.0,948811000.0,2246108000.0,200898000.0,948811000.0,5.75,5.75,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2019-12-28,6166799000.0,3057850000.0,1035933000.0,,4793496000.0,1027567000.0,2991455000.0,-839306000.0,-282464000.0,-143211000.0,,-177685000.0,-0.7599999999999998,,-205421000.0,-64027000.0,-269448000.0,0.0,2.9519,19.547,4.9556,-0.7599999999999998,-282464000.0,-0.029876107125154584,-0.02322290705437294,-0.04787335928503019,-0.28056781733303693,-0.094423616601286,-0.04580399004410554,-0.05892651209054936,-0.0900725566655691,-0.094423616601286,0.0,2.9517835612920913,,952486000.0,945586000.0,2233976000.0,452464000.0,945586000.0,4.99,4.99,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2020-03-28,6053993000.0,2928886000.0,781872000.0,,4934400000.0,1048604000.0,856108000.0,506940000.0,177482000.0,161180000.0,,16455000.0,0.84,191684000.0,225874000.0,41361000.0,184513000.0,0.0,,15.0203,3.8009,0.84,177482000.0,0.03266455901426719,0.026623750638628093,0.1882706387511856,0.5921449162956076,0.20731262878048096,0.029316518866143386,0.035968304150453954,0.21552537763926982,0.20731262878048096,0.0,3.745991671271001,,973493000.0,971685000.0,2289218000.0,502489000.0,971685000.0,5.09,5.09,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2020-06-27,6220042000.0,3258439000.0,1163927000.0,,4740861000.0,1354924000.0,1725975000.0,1022370000.0,365872000.0,345360000.0,,29866000.0,1.8,191640000.0,425111000.0,98270000.0,326841000.0,0.0,,19.6621,4.8813,1.8,365872000.0,0.07284752706312207,0.05552374083647667,0.20009559814018163,0.5923434580454525,0.21197989542142848,0.05882146776500866,0.07717416730842773,0.1893660105157954,0.21197989542142848,0.0,2.799521791315091,,955024000.0,929953000.0,2284525000.0,614607000.0,929953000.0,4.98,4.98,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2020-09-26,6550669000.0,3341870000.0,1122956000.0,,5104341000.0,1223516000.0,2835168000.0,1690352000.0,682973000.0,658776000.0,,53168000.0,3.44,191760000.0,699449000.0,137072000.0,562377000.0,0.0,,17.8896,4.6325,3.44,682973000.0,0.12906191024463295,0.10056621697722783,0.23235871736701316,0.5962087608212282,0.2408933086152214,0.10426003817320033,0.13380238506792552,0.1983575576473775,0.2408933086152214,0.0,2.975958096310096,8408706000.0,1022105000.0,943863000.0,2380356000.0,804283000.0,943863000.0,5.32,5.32,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2020-12-26,7031373000.0,3669351000.0,1164217000.0,,5516116000.0,1458442000.0,-1230678000.0,-738326000.0,-172087000.0,-172992000.0,,11597000.0,-0.9100000000000001,,-215167000.0,-91302000.0,-306469000.0,0.0,3.1519,23.2673,5.5148,-0.9100000000000001,-172087000.0,-0.03136119690013771,-0.024602876280350936,0.1405664194858444,0.599934345133333,0.13983105247676483,-0.024474167420786806,-0.031197132185037443,0.24902452144265194,0.13983105247676483,0.0,3.1517758287329594,4186573000.0,992324000.0,1054240000.0,2481336000.0,767262000.0,1054240000.0,5.17,5.17,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
2021-03-27,6999729000.0,3557920000.0,933125000.0,,5715827000.0,1599475000.0,1072327000.0,641556000.0,249659000.0,220029000.0,,30485000.0,1.14,192810000.0,,,,0.0,,23.688,5.6552,1.14,249659000.0,0.03849469201919512,0.03143393122790897,0.20518834273500527,0.5982839189911286,0.23281983947060925,0.03566695224915136,0.043678543804772256,,0.23281983947060925,0.0,3.8129082384460817,4402792000.0,1051173000.0,1126417000.0,2615952000.0,,1126417000.0,5.47,5.47,0.0,0.99047834,261.69,169.2601,0.72609,44578.562,26.7918,4.4072,6.1526
