report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-09-30,17021898000.0,9029874000.0,7800359000.0,,4186113000.0,2963448000.0,,,17504726000.0,6257385000.0,,999649000.0,49146000.0,323906000.0,7.08,,1082446000.0,349858000.0,261948000.0,732588000.0,2963448000.0,,16.2653,0.8841,7.08,,0.23880124592909938,0.058727234765476796,0.057107377744730195,0.35746832026962316,,,,0.04185086930238154,,0.7079235558141885,1.1576228735113345,24281934000.0,1339828000.0,,8779928000.0,,,54950000.0,9.74,9.74,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2023-12-31,17968454000.0,9605852000.0,7827109000.0,,4401047000.0,3550930000.0,,,-11859358000.0,-4128258000.0,,-635533000.0,-34860000.0,-208575000.0,,,-301346000.0,-130619000.0,-176722000.0,-431965000.0,3550930000.0,1.2273,14.7483,0.8409,,,-0.1444049563660647,-0.035369375684741716,0.05358915718709225,0.34810130531517813,,,,0.03642397843121019,,0.8068375547909395,1.2272541496483567,23090610000.0,1316524000.0,,8290672000.0,661697000.0,,64469000.0,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2024-03-31,18336513000.0,9806305000.0,8639486000.0,,4402377000.0,3029610000.0,,,5783631000.0,2074655000.0,,248894000.0,17690000.0,76287000.0,1.78,,318306000.0,115690000.0,90610000.0,202616000.0,3029610000.0,,17.041,0.9302,1.78,,0.05653627574376297,0.013573682193555557,0.043034211553261266,0.3587115083932568,,,,0.03503266373667338,,0.6881759558529403,1.135056529983381,23109123000.0,1261461000.0,,8351926000.0,754906000.0,,65295000.0,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2024-06-30,18869393000.0,9796698000.0,8766413000.0,,4540648000.0,3027491000.0,,,11746198000.0,4254958000.0,,544438000.0,,166944000.0,3.89,,611915000.0,259245000.0,189812000.0,352670000.0,3027491000.0,,15.3825,0.8054,3.89,,0.1199031503873456,0.028852968402322217,0.04635014666022146,0.362241297141424,,,,0.030024183144196956,,0.6667530713677872,1.1175264044712472,23175197000.0,1157448000.0,,8458740000.0,855909000.0,,,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2024-09-30,20259178000.0,10709502000.0,9123408000.0,,4696472000.0,3806950000.0,,,17716396000.0,6453399000.0,,771020000.0,,237955000.0,5.51,,1096225000.0,385590000.0,295848000.0,710635000.0,3806950000.0,,17.8569,0.8337,5.51,,0.16417004083064904,0.03805781261214053,0.0435201380687133,0.3642613881514051,,,,0.04011171346587647,,0.8105978274756029,1.173848851218755,23386867000.0,928819000.0,,8654754000.0,833956000.0,,,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2024-12-31,19282705000.0,9852584000.0,8525380000.0,,4337407000.0,3742640000.0,,,-11759656000.0,-4259397000.0,,-660276000.0,,-209294000.0,,,-775195000.0,-193186000.0,-168292000.0,-968381000.0,3742640000.0,1.1557,17.9563,0.6912,,,-0.1522282783238926,-0.03424187633425912,0.056147560778988775,0.36220421753833615,,,,0.08234773194045812,,0.8628749849852688,1.1556768144059268,23486569000.0,904076000.0,,8523615000.0,297540000.0,,,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2025-03-31,19817205000.0,10214388000.0,8885200000.0,,4449933000.0,3775858000.0,813936000.0,,5866069000.0,2173684000.0,,194392000.0,,57245000.0,1.4,,-40827000.0,119840000.0,115435000.0,-160667000.0,4589794000.0,,19.4631,0.7016,1.4,,0.04368425322358786,0.009809254130438677,0.03313837597205215,0.3705520681737634,,,,-0.02738921073038861,,1.0314299114166439,1.149595732228875,23569007000.0,849574000.0,,8622644000.0,-65743000.0,,,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2025-06-30,20431067000.0,10473750000.0,9213148000.0,,4702913000.0,3744118000.0,961451000.0,,12030494000.0,4498072000.0,,449272000.0,,140922000.0,3.23,,169115000.0,248822000.0,238453000.0,-79707000.0,4705569000.0,,20.8593,0.7098,3.23,,0.09553057860096498,0.021989649390313292,0.037344434900179496,0.37388921851421897,,,,-0.006625413719503123,,1.0005647563542,1.136826413729596,23853303000.0,754408000.0,,8865758000.0,-498120000.0,,,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2025-09-30,20694868000.0,10666957000.0,9383101000.0,,4786631000.0,3745774000.0,910752000.0,,18290726000.0,6839474000.0,,675443000.0,,206444000.0,4.85,,510689000.0,350443000.0,365928000.0,160246000.0,4656526000.0,,23.8475,0.8013,4.85,,0.14111031328715332,0.03263818836631381,0.036928167859493384,0.3739312479996693,,,,0.008761051912318844,,0.9728190871617219,1.136826407389199,24427633000.0,658831000.0,,9251833000.0,-1048509000.0,,,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2025-12-31,20795540000.0,10564734000.0,9787705000.0,,4422991000.0,3498423000.0,943540000.0,,-11887148000.0,-4570532000.0,,-1253162000.0,,-418388000.0,,,251785000.0,-249267000.0,-181793000.0,2518000.0,4441963000.0,1.0794,259.3832,0.7039,,,-0.28332908658416894,-0.060261094446212984,0.10542158640575519,0.38449357238590787,,,,-0.00021182541009836842,,1.0042894050654863,1.0793882733490638,24300141000.0,65945000.0,,8940698000.0,-77610000.0,,,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
