report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,6445882000.0,4664575000.0,2101617000.0,6445882000.0,3055803000.0,,,398118000.0,,2867433000.0,767006000.0,,,,3.11,156606.0,764820000.0,71627000.0,73329000.0,693193000.0,0.0,,15.1469,0.7308,3.11,840335000.0,,,,,,0.11899162907419031,0.25099981903283686,,,0.0,2.2195171622612495,,,,3956839000.0,1025958000.0,,,4.35,4.35,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2012-12-31,6807061000.0,4820131000.0,2487638000.0,6807061000.0,2997887000.0,,,403095000.0,,-1899850000.0,-471715000.0,,20482000.0,,-1.9100000000000001,-313803186.0,-451992000.0,-37897000.0,-45651000.0,-489889000.0,0.0,1.9373,15.221,0.7579,-1.9100000000000001,-517366000.0,,,,,,-0.06929789522967401,-0.15734915959140555,,,0.0,1.937633610678081,,,1018932000.0,3778091000.0,728657000.0,1117315000.0,,4.14,4.14,0.0,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2013-03-31,7338462000.0,5351604000.0,3023314000.0,7338462000.0,3064349000.0,,,841894000.0,,921748000.0,222137000.0,,,,0.93,155931.0,116378000.0,12924000.0,25999000.0,103454000.0,0.0,,18.4971,0.9171,0.93,248136000.0,,,,,,0.03027023918635812,0.07249076394366308,,,0.0,1.7701118706161516,,,1012901000.0,3780728000.0,676703000.0,1114298000.0,,4.14,4.14,0.0,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2013-06-30,7660313000.0,5107741000.0,3322947000.0,,3076371000.0,,,196770000.0,,2026856000.0,,,,,2.0,156046000.0,467078000.0,50807000.0,62852000.0,416271000.0,0.0,,17.8024,0.924,2.0,,,,,,,,,,,0.0,1.5371117866159165,,,,3916187000.0,723029000.0,,,4.13,4.13,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2013-09-30,7943903000.0,5295475000.0,3454094000.0,,3143061000.0,,,320870000.0,,3127779000.0,,,,,3.0,155917000.0,837485000.0,84146000.0,98072000.0,753339000.0,0.0,,17.9732,0.9128,3.0,,,,,,,,,,,0.0,1.5331010099898845,,,,4176533000.0,783175000.0,,,4.02,4.02,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2013-12-31,7680297000.0,5221491000.0,3183044000.0,7680297000.0,3349074000.0,500000000.0,,196893000.0,,-1856463000.0,822167000.0,,26971000.0,359345000.0,-1.5299999999999994,-156404931.0,-364210000.0,-23814000.0,-52966000.0,-388024000.0,500000000.0,1.6403,18.746,0.9121,-1.5299999999999994,769201000.0,,,,,,0.10704885501172676,0.21360124539044975,,,0.1492949991549903,1.6404080496530993,,,,4219920000.0,885040000.0,,,4.4,4.4,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2014-03-31,7982374000.0,5346431000.0,3422738000.0,,3401762000.0,500000000.0,,103472000.0,,1084630000.0,,,,86488000.0,1.0,154796000.0,59779000.0,18387000.0,36856000.0,41392000.0,500000000.0,,19.1097,0.9198,1.0,,,,,,,,,,,0.14698265193155782,1.5620333779564781,,,,4382802000.0,822978000.0,,,4.470000000000001,4.470000000000001,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2014-06-30,8251548000.0,5512361000.0,3506854000.0,,3527170000.0,500000000.0,,152863000.0,,2263798000.0,,,,198941000.0,2.0,154658000.0,,39923000.0,73640000.0,,500000000.0,,19.8505,0.9152,2.0,,,,,,,,,,,0.1417567058009679,1.5718820914700184,,,,4619744000.0,,,,4.470000000000001,4.470000000000001,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2014-09-30,8341457000.0,5585377000.0,3635782000.0,,3497175000.0,500000000.0,,135537000.0,,3447220000.0,,,,306708000.0,3.0,154463000.0,,73785000.0,108623000.0,,500000000.0,,19.2575,0.8916,3.0,,,,,,,,,,,0.14297254212328522,1.536224394091835,,,,4939185000.0,,,,4.470000000000001,4.470000000000001,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2014-12-31,8246238000.0,5592525000.0,3584115000.0,,3301248000.0,500000000.0,,137730000.0,,-2201887000.0,,,25088000.0,-185684000.0,-2.0,-309542000.0,,-24414000.0,-70806000.0,,500000000.0,1.5605,22.9016,1.0618,-2.0,,,,,,,,,,,0.15145787290139973,1.5603642740258055,,,,4593761000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2015-03-31,8238355000.0,5634699000.0,3759361000.0,,3179938000.0,500000000.0,,166495000.0,,1112819000.0,,,,90371000.0,1.0,153574000.0,,16427000.0,35884000.0,,500000000.0,,19.9078,0.9209,1.0,,,,,,,,,,,0.15723577000557873,1.498844883478868,,,,4621950000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2015-06-30,8413633000.0,5763520000.0,3867622000.0,,3243815000.0,500000000.0,,223840000.0,,2291149000.0,,,,205115000.0,2.0,153274000.0,,37464000.0,71487000.0,,500000000.0,,19.1249,0.88,2.0,,,,,,,,,,,0.1541394931585186,1.4901973357272247,,,,4649301000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2015-09-30,8203128000.0,5623482000.0,3764068000.0,,3158786000.0,500000000.0,,199294000.0,,3460374000.0,,544399000.0,,317674000.0,3.0,152890000.0,,61994000.0,105764000.0,,500000000.0,,17.6011,0.8104,3.0,,0.17234437533913347,0.06636480620563277,,,,,,,,0.1582886589974756,1.4939905442728452,,,,4662455000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2015-12-31,8144771000.0,5555316000.0,3940654000.0,,3146567000.0,250000000.0,,211631000.0,,-2308490000.0,,161273000.0,21662000.0,-195151000.0,-2.0,-307242000.0,,-6341000.0,-71460000.0,,250000000.0,1.4095,18.3493,0.8474,-2.0,,0.051253636105635124,0.019800802257055477,,,,,,,,0.07945166907299288,1.4097446768988091,,,,4555852000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2016-03-31,8450527000.0,5770268000.0,4211926000.0,,3231730000.0,250000000.0,,205135000.0,,1104471000.0,,158025000.0,,88620000.0,1.0,150342000.0,,11670000.0,34654000.0,,250000000.0,,21.1564,0.9741,1.0,,0.04889795867847871,0.018700017170526762,,,,,,,,0.07735794760082061,1.3699832333236623,,,,4547504000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2016-06-30,8634109000.0,5866142000.0,4406170000.0,,3237619000.0,250000000.0,,233627000.0,,2269923000.0,,349394000.0,,197303000.0,2.0,150178000.0,,49711000.0,70565000.0,,250000000.0,,21.5794,0.9905,2.0,,0.10791695996347933,0.04046671173597646,,,,,,,,0.07721723896480716,1.3313471790693505,,1213091000.0,,4526278000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2016-09-30,8749372000.0,5908482000.0,4401531000.0,,3322212000.0,300000000.0,,225177000.0,,3468524000.0,,534720000.0,,303334000.0,3.0,150024000.0,,86650000.0,108247000.0,,300000000.0,,21.4665,0.9803,3.0,,0.1609530036012151,0.06111524347118856,,,,,,,,0.09030128119457759,1.3423697345310075,,1203412000.0,,4534428000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2016-12-31,8859400000.0,5948431000.0,4244150000.0,,3193728000.0,550000000.0,,242879000.0,,-2243311000.0,,-354899000.0,21084000.0,-202157000.0,-2.0,-300740000.0,,12612000.0,-65979000.0,,550000000.0,1.4015,20.6981,0.9272,-2.0,,-0.1111237400304597,-0.04005903334311579,,,,,,,,0.17221253657168048,1.4015600296879234,,687240000.0,,4599607000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2017-03-31,9166826000.0,6194062000.0,4579833000.0,,3218973000.0,550000000.0,,177917000.0,,1155721000.0,,160160000.0,,83615000.0,1.0,148788000.0,,24806000.0,38132000.0,,550000000.0,,19.7573,0.8772,1.0,,0.049754999498287183,0.01747169631015141,,,,,,,,0.17086194882653566,1.3524645985999926,,689375000.0,,4650857000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2017-06-30,9412144000.0,6301416000.0,4801167000.0,,3288124000.0,550000000.0,,203145000.0,,2395433000.0,,350132000.0,,190780000.0,2.0,148211000.0,,54095000.0,77364000.0,,550000000.0,,19.7965,0.866,2.0,,0.10648381873676296,0.03720002583895869,,,,,,,,0.16726863098836905,1.312475904295768,,690113000.0,,4776367000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2017-09-30,9494234000.0,6316608000.0,4802667000.0,,3378235000.0,550000000.0,,210082000.0,,3622323000.0,,508574000.0,,278693000.0,3.0,147873000.0,,97181000.0,117640000.0,,550000000.0,,21.3721,0.8896,3.0,,0.15054429309979916,0.053566617380612275,,,,,,,,0.16280690952524024,1.3152292257614362,,663967000.0,,4930166000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2017-12-31,12412381000.0,7312893000.0,5474025000.0,,3412152000.0,2550020000.0,,314899000.0,,-2267079000.0,,-402109000.0,41486000.0,-160577000.0,-2.0,-297171000.0,,-19322000.0,-65445000.0,,2550020000.0,1.336,22.957,0.8682,-2.0,,-0.1178461569121188,-0.03239579900101359,,,,,,,,0.747334819785285,1.335926123830271,,616757000.0,,4906398000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2018-03-31,12759394000.0,7581612000.0,5757472000.0,,3510079000.0,2564111000.0,,325973000.0,,1435807000.0,,176576000.0,24109000.0,52743000.0,1.0,147322000.0,,31633000.0,58363000.0,,2564111000.0,,20.1058,0.7493,1.0,,0.050305420476291274,0.01383890175348453,,,,,,,,0.7304995129739246,1.3168300254000367,,633173000.0,,5186484000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2018-06-30,12566522000.0,7523369000.0,5656894000.0,,3511972000.0,2490552000.0,,355141000.0,9408359000.0,2957393000.0,,403548000.0,50585000.0,126042000.0,2.0,147286000.0,,65146000.0,116814000.0,,2490552000.0,,19.9284,0.7541,2.0,,0.11490638308050292,0.032112942626448274,0.042892495917725926,0.31433675096794245,,,,,,0.7091605513939178,1.3299469638285604,,686589000.0,,5748444000.0,,,,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2018-09-30,12657119000.0,7550495000.0,5661189000.0,,3611054000.0,2463452000.0,,359105000.0,14131281000.0,4441628000.0,,623775000.0,75669000.0,197550000.0,4.0,147320000.0,925526000.0,91942000.0,177896000.0,833584000.0,2463452000.0,,19.9048,0.7945,4.0,,0.17274042426394068,0.04928254210140554,0.044141433462401604,0.3143117739998235,,,,0.05898856586320801,,0.6821974969081049,1.3337295398546136,,801790000.0,,6567749000.0,,,191849000.0,5.0,5.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2018-12-31,12683040000.0,7575690000.0,5900733000.0,,3450451000.0,2432133000.0,,333547000.0,-4804567000.0,-2851041000.0,,-393425000.0,-48438000.0,-111197000.0,-2.0,-294687000.0,219638000.0,43701000.0,-111438000.0,175937000.0,2432133000.0,1.2839,17.3866,0.8372,-2.0,,-0.11402132648746498,-0.031019771285117764,0.08188563090076588,0.5934022774580935,,,,-0.03661870049892113,,0.704873942565769,1.283855751480367,,810474000.0,,5983787000.0,,,101925000.0,5.0,5.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2019-03-31,14070530000.0,7886391000.0,6545334000.0,14070530000.0,3550931000.0,2389244000.0,,356925000.0,4736833000.0,1508168000.0,211512000.0,160250000.0,23883000.0,51262000.0,1.09,146694000.0,61730000.0,45621000.0,61977000.0,16109000.0,2389244000.0,,20.8006,1.0009,1.09,273489000.0,0.045129009828689996,0.011389052153685754,0.03383062058552624,0.3183916342416969,0.04465261916559017,0.015032269573356512,0.03560703177936677,0.00340079542597343,0.05773667764939148,0.6728500215858884,1.2048874816777875,23471906000.0,794148000.0,,6056148000.0,,,101699000.0,5.09,5.09,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2019-06-30,14639472000.0,8184670000.0,6498228000.0,,3665328000.0,2871106000.0,,562551000.0,9671093000.0,3106749000.0,,384680000.0,47179000.0,128961000.0,2.0,146713000.0,301375000.0,106712000.0,128131000.0,194663000.0,2871106000.0,,19.3043,0.9468,2.0,,0.1049510439447711,0.026276903975771804,0.03977626934204852,0.3212407325624932,,,,0.020128335028936233,,0.7833148902362899,1.2595233654467033,23734640000.0,775280000.0,,6205504000.0,1220293000.0,,98293000.0,5.09,5.09,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2019-09-30,14513190000.0,8058671000.0,6372813000.0,,3642191000.0,2795878000.0,,451275000.0,14686116000.0,4731175000.0,,612167000.0,73664000.0,206007000.0,4.0,146529000.0,745212000.0,182612000.0,197053000.0,562600000.0,2795878000.0,,18.112,0.9076,4.0,,0.16807657808170962,0.042180044497453696,0.041683383135472984,0.322152909591617,,,,0.03830829063313949,,0.7676362936485209,1.2645390661863136,24289475000.0,763672000.0,,6495051000.0,949309000.0,,96288000.0,5.09,5.09,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2019-12-31,14645629000.0,7938616000.0,6394120000.0,,3674707000.0,2802056000.0,,,-9701737000.0,-3029823000.0,,-536012000.0,-49015000.0,-177015000.0,-3.09,-293519000.0,-216307000.0,-37076000.0,-116873000.0,-253383000.0,2802056000.0,1.2416,24.8648,0.8814,-3.09,,-0.14586523496975404,-0.03659876950317395,0.05524907550060366,0.31229696290468395,,,,0.02611728188467694,,0.7625250121982514,1.2415494235328708,19392305000.0,621085000.0,,6316269000.0,519989000.0,,95711000.0,4.0,4.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2020-03-31,14451355000.0,7993050000.0,6581220000.0,,3402702000.0,2726391000.0,,354469000.0,4559532000.0,1500791000.0,,136535000.0,20969000.0,42410000.0,0.0,145623000.0,74060000.0,45414000.0,70443000.0,28646000.0,2726391000.0,,16.2604,0.5596,0.0,,0.04012546499811032,0.009447902982107906,0.029944959263362995,0.3291546149911877,,,,0.006282662343415947,,0.8012429533940968,1.2145240548105063,19215004000.0,597370000.0,,6308892000.0,532526000.0,,92797000.0,2.91,2.91,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2020-06-30,13263962000.0,7291328000.0,5968730000.0,,2849275000.0,2727929000.0,,983759000.0,7915753000.0,2678665000.0,,-427837000.0,46430000.0,97312000.0,,144657000.0,,74358000.0,133987000.0,,2727929000.0,,,0.7503,,,-0.15015644330575323,-0.0322555960277932,-0.05404880622222548,0.3383967387562497,,,,,,0.9574116222547842,1.2215878419697324,17459664000.0,-215147000.0,,5880808000.0,,,92048000.0,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2020-09-30,13475461000.0,7375285000.0,5976698000.0,,3014080000.0,2700616000.0,,900123000.0,12285839000.0,4206731000.0,,-200306000.0,72218000.0,162059000.0,-1.0,144528000.0,,105428000.0,203084000.0,,2700616000.0,,,0.8289,-1.0,,-0.06645676292600064,-0.01486450073952943,-0.016303811241544026,0.3424048614018139,,,,,,0.8960001061683831,1.234006637109655,15059387000.0,-1027620000.0,,5356364000.0,,,90602000.0,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2020-12-31,13440215000.0,7113763000.0,5894084000.0,,3204796000.0,2516614000.0,,,-8223691000.0,-2731346000.0,,462506000.0,-45904000.0,-85808000.0,0.8,-289693000.0,,-71698000.0,-134672000.0,,2516614000.0,1.207,,0.8763,0.8,,0.14431683015081148,0.034412098318367675,-0.05624068316769198,0.3321313993923167,,,,,,0.7852649591424852,1.2069327481590015,16537433000.0,-29102000.0,,5654841000.0,,,93713000.0,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2021-03-31,13943543000.0,7678160000.0,6336351000.0,13943543000.0,3324563000.0,2458020000.0,,,4464714000.0,1540815000.0,285859000.0,217710000.0,19062000.0,68149000.0,1.5,145300000.0,300942000.0,48391000.0,72296000.0,252551000.0,2458020000.0,,320.9962,0.9871,1.5,358155000.0,0.06548529836853746,0.01561367867549876,0.0487623619340455,0.3451094515796533,0.06402627357541826,0.020501173912541453,0.049434482825408646,0.05656599728448452,0.08021902410770321,0.7393513072244382,1.2117636791269928,16442615000.0,52073000.0,,5694865000.0,,,91806000.0,,,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2021-06-30,14085982000.0,7721594000.0,6521195000.0,,3233879000.0,2472980000.0,,,9248452000.0,3229920000.0,,414206000.0,35169000.0,141260000.0,2.85,145158000.0,,89993000.0,146256000.0,,2472980000.0,,22.4768,1.0225,2.85,,0.12808333274064984,0.029405546592349757,0.0447865221120248,0.3492389861568185,,,,,,0.7647101205703738,1.1840765381191638,17775314000.0,894116000.0,,6246120000.0,,,80545000.0,4.15,4.15,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2021-09-30,13974938000.0,7782184000.0,6537323000.0,,3183177000.0,2432539000.0,,,14067301000.0,4940687000.0,,642791000.0,50127000.0,211649000.0,4.44,144622000.0,,138206000.0,218377000.0,,2432539000.0,,21.2232,0.9431,4.44,,0.2019337913034682,0.04599598223620026,0.04569398209365109,0.3512178348924218,,,,,,0.7641859060931893,1.1904236642429937,19556776000.0,1737213000.0,,6980076000.0,,,58454000.0,9.59,9.59,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2021-12-31,14352102000.0,7756422000.0,6581583000.0,,3490742000.0,2409363000.0,,,-8909957000.0,-3077286000.0,,-375917000.0,-42208000.0,-119502000.0,-2.5599999999999987,-290859000.0,,-10454000.0,-145958000.0,,2409363000.0,1.1784,22.1781,1.0563,-2.5599999999999987,,-0.10768971181485197,-0.02619246992531129,0.042190663770880155,0.34537607757254046,,,,,,0.6902151462353849,1.1785040164349518,18870510000.0,898790000.0,,6634136000.0,,,62150000.0,6.23,6.23,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2022-03-31,16273311000.0,8427434000.0,7249532000.0,,3595740000.0,3387851000.0,,,5294635000.0,1825947000.0,,245838000.0,19850000.0,79878000.0,1.72,142842000.0,398808000.0,78045000.0,87369000.0,320763000.0,3387851000.0,,19.3011,0.9081,1.72,,0.0683692369303676,0.015106821224027489,0.04643152927444479,0.3448673987914181,,,,0.06058264639583276,,0.9421846407137334,1.1624797297260017,19700431000.0,926918000.0,,6919268000.0,,,62938000.0,6.450000000000001,6.450000000000001,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2022-06-30,16238187000.0,8526268000.0,7293860000.0,,3640556000.0,3304223000.0,,,10897049000.0,3786746000.0,,618367000.0,40098000.0,198916000.0,4.34,142582000.0,790985000.0,152976000.0,173259000.0,638009000.0,3304223000.0,,17.0372,0.9158,4.34,,0.169855099056298,0.038081037002468315,0.05674628057559437,0.34750197048760634,,,,0.05854878692387269,,0.9076149357405847,1.1689651295747383,21349028000.0,1131079000.0,,7476094000.0,,,67867000.0,7.94,7.94,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2022-09-30,16377080000.0,8823198000.0,7495119000.0,,3664451000.0,3231668000.0,,,16572323000.0,5766413000.0,,930725000.0,58318000.0,304494000.0,6.0,142428000.0,1244591000.0,243998000.0,259822000.0,1000593000.0,3231668000.0,,17.737,0.9847,6.0,,0.25398756866990446,0.0568309491069226,0.05616140839156949,0.34795441773612545,,,,0.06037735325337311,,0.8818969062487123,1.177192516889992,23854050000.0,1419013000.0,,8301820000.0,,,76058000.0,9.5,9.5,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2022-12-31,16495379000.0,8816739000.0,7686110000.0,,3790363000.0,3076794000.0,,,-10668034000.0,-3639002000.0,,-612229000.0,-44379000.0,-193387000.0,-4.059999999999999,-285530000.0,,-135387000.0,-172631000.0,,3076794000.0,1.1472,20.7093,1.1085,-4.059999999999999,,-0.16152252435980405,-0.037115182379259065,0.05738911218318202,0.34111271111434405,,,,,,0.8117412501124562,1.1471002887026076,22095973000.0,1182701000.0,,7740104000.0,,,73887000.0,8.0,8.0,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2023-03-31,16907532000.0,9184431000.0,7917524000.0,,3926204000.0,3094319000.0,,,5765118000.0,2013401000.0,,303957000.0,16864000.0,100449000.0,2.14,,197507000.0,88100000.0,87215000.0,109407000.0,3094319000.0,,18.9497,1.042,2.14,,0.07741752593599313,0.017977609032471444,0.05272346550408855,0.3492384717884352,,,,0.0189774086150535,,0.7881197716674936,1.1600130293258346,22566456000.0,1240820000.0,,7927558000.0,,,70901000.0,8.42,8.42,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
2023-06-30,16941635000.0,9083706000.0,7899794000.0,,4071211000.0,2986138000.0,,,11680124000.0,4148144000.0,,648451000.0,33319000.0,210044000.0,4.58,,457003000.0,205336000.0,178088000.0,251667000.0,2986138000.0,,19.5988,1.039,4.58,,0.1592771782155236,0.03827558556184217,0.055517475670635,0.35514554468771053,,,,0.02154660344359358,,0.7334765994688067,1.1498661863841007,23349531000.0,1270904000.0,,8288956000.0,,,64122000.0,8.66,8.66,,0.781572,151.57,98.14,2.27745,13636.976,206.7932,3.8673,0.5612
