report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,roi,roic,debt_equity,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,86950000000.0,76671000000.0,10251000000.0,6119000000.0,388000000.0,,655000000.0,354000000.0,184000000.0,0.67,947582000.0,656000000.0,93000000.0,563000000.0,6507000000.0,9.5371,0.67,,0.06389620524826846,0.00753306497987349,,,0.6347673397717296,725000000.0,-1117000000.0,393000000.0,0.89,0.89,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2012-12-31,89236000000.0,78927000000.0,10271000000.0,6847000000.0,287000000.0,,-433000000.0,-299000000.0,-152000000.0,-0.43000000000000005,-1909323000.0,401000000.0,-20000000.0,381000000.0,7134000000.0,9.1874,-0.43000000000000005,,-0.04215753091227729,-0.00485230176162087,,,0.6945769642683283,858000000.0,1163000000.0,441000000.0,0.89,0.89,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2013-03-31,89198000000.0,78819000000.0,10340000000.0,7785000000.0,378000000.0,,204000000.0,84000000.0,70000000.0,0.21,926051000.0,-1073000000.0,10000000.0,-1083000000.0,8163000000.0,10.5102,0.21,,0.019729206963249517,0.0022870467947711834,,,0.7894584139264991,862000000.0,43000000.0,394000000.0,0.8999999999999999,0.8999999999999999,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2013-06-30,90639000000.0,80378000000.0,10229000000.0,6666000000.0,298000000.0,,408000000.0,160000000.0,142000000.0,0.0,922319000.0,946000000.0,34000000.0,912000000.0,6964000000.0,12.3624,0.0,,0.03988659693029622,0.00450137358090888,,,0.6808094632906443,834000000.0,773000000.0,299000000.0,0.44999999999999996,0.44999999999999996,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2013-09-30,90708000000.0,80472000000.0,10206000000.0,6154000000.0,466000000.0,,680000000.0,229000000.0,201000000.0,0.0,917579000.0,1020000000.0,60000000.0,960000000.0,6620000000.0,11.5914,0.0,,0.06662747403488144,0.007496582440358072,,,0.6486380560454634,859000000.0,1170000000.0,174000000.0,-0.22000000000000006,-0.22000000000000006,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2013-12-31,92934000000.0,82614000000.0,10303000000.0,7650000000.0,343000000.0,,-382000000.0,-178000000.0,-142000000.0,0.76,-1853378000.0,686000000.0,,,7993000000.0,13.1357,0.76,,-0.03707657963699893,-0.004110443970990165,,,0.7757934582160536,910000000.0,,295000000.0,0.97,0.97,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2014-03-31,90802000000.0,80383000000.0,10403000000.0,7712000000.0,464000000.0,,242000000.0,67000000.0,92000000.0,0.0,891890000.0,156000000.0,,,8176000000.0,13.2917,0.0,,0.023262520426799962,0.0026651395343714897,,,0.7859271364029606,948000000.0,,278000000.0,0.76,0.76,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2014-06-30,91798000000.0,81277000000.0,10504000000.0,8213000000.0,521000000.0,,461000000.0,133000000.0,168000000.0,0.0,886684000.0,263000000.0,,,8734000000.0,13.0477,0.0,,0.04388804265041889,0.0050218959018715,,,0.8314927646610815,1001000000.0,,251000000.0,0.76,0.76,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2014-09-30,89784000000.0,79281000000.0,10486000000.0,7172000000.0,,,647000000.0,197000000.0,232000000.0,0.0,882451000.0,465000000.0,,,7172000000.0,13.2005,0.0,,0.06170131604043486,0.007206183729840506,,,0.683959565134465,968000000.0,,219000000.0,0.76,0.76,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2014-12-31,93821000000.0,83279000000.0,10530000000.0,7875000000.0,,,-450000000.0,-136000000.0,-166000000.0,0.0,-1782826000.0,436000000.0,,,7875000000.0,13.273,0.0,,-0.042735042735042736,-0.004796367550974729,,,0.7478632478632479,900000000.0,,261000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2015-03-31,94206000000.0,83593000000.0,10603000000.0,8713000000.0,,,233000000.0,65000000.0,74000000.0,0.0,857122000.0,-1102000000.0,,,8713000000.0,13.523,0.0,,0.02197491276053947,0.0024733031866335476,,,0.8217485617278129,891000000.0,,259000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2015-06-30,94606000000.0,84005000000.0,10590000000.0,10267000000.0,,,471000000.0,133000000.0,158000000.0,0.0,851687000.0,59000000.0,,,10267000000.0,14.0016,0.0,,0.044475920679886684,0.004978542587150921,,,0.9694995278564683,901000000.0,,259000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2015-09-30,95422000000.0,84705000000.0,10705000000.0,10310000000.0,,,690000000.0,203000000.0,230000000.0,0.0,847371000.0,249000000.0,,,10310000000.0,11.524,0.0,,0.06445586174684727,0.0072310368678082625,,,0.9631013545072397,944000000.0,,265000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2015-12-31,95133000000.0,84374000000.0,10746000000.0,10186000000.0,,,-478000000.0,-127000000.0,-159000000.0,1.0,-1711691000.0,1925000000.0,,,10186000000.0,12.0289,1.0,,-0.044481667597245485,-0.005024544584949491,,,0.9478875860785408,916000000.0,,274000000.0,1.0,1.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2016-03-31,98402000000.0,87331000000.0,11066000000.0,10760000000.0,,,188000000.0,79000000.0,56000000.0,0.0,835060000.0,373000000.0,,,10760000000.0,10.4969,0.0,,0.016988975239472258,0.0019105302737749232,,,0.9723477317910717,871000000.0,,288000000.0,1.0,1.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2016-06-30,101150000000.0,89832000000.0,11313000000.0,11388000000.0,,,390000000.0,166000000.0,125000000.0,0.0,836778000.0,724000000.0,,,11388000000.0,11.1476,0.0,,0.03447361442588173,0.003855659911023233,,,1.0066295412357464,790000000.0,,321000000.0,1.0,1.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2016-09-30,135805000000.0,120807000000.0,14996000000.0,12622000000.0,,,562000000.0,276000000.0,141000000.0,0.0,889789000.0,860000000.0,,,12622000000.0,16.7133,0.0,,0.03747666044278474,0.004138286513751335,,,0.8416911176313684,662000000.0,,394000000.0,1.0,1.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2016-12-31,136500000000.0,121213000000.0,15240000000.0,12384000000.0,,,-349000000.0,-121000000.0,-143000000.0,0.0,-1623091000.0,-268000000.0,,,12384000000.0,24.9479,0.0,,-0.022900262467191602,-0.002556776556776557,,,0.8125984251968504,791000000.0,,400000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2017-03-31,134476000000.0,119498000000.0,14976000000.0,12324000000.0,,,324000000.0,132000000.0,94000000.0,0.0,1086540000.0,-405000000.0,,,12324000000.0,20.7532,0.0,,0.021634615384615384,0.0024093518546060263,,,0.8229166666666666,927000000.0,,453000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2017-06-30,135824000000.0,120569000000.0,15253000000.0,13261000000.0,,,736000000.0,276000000.0,252000000.0,0.0,1099294000.0,-589000000.0,,,13261000000.0,18.0661,0.0,,0.04825280272733233,0.005418777241135587,,,0.8694027404445027,1273000000.0,,563000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2017-09-30,136733000000.0,121483000000.0,15249000000.0,15100000000.0,,,1100000000.0,437000000.0,386000000.0,0.0,1091655000.0,1079000000.0,,,15100000000.0,15.4662,0.0,,0.07213587776247622,0.008044875779804436,,,0.9902288674667191,1811000000.0,,724000000.0,0.0,0.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2017-12-31,137700000000.0,122673000000.0,15023000000.0,14333000000.0,,,-864000000.0,-232000000.0,-95000000.0,1.0,-2188896000.0,1730000000.0,,,14333000000.0,16.7367,1.0,,-0.057511815216667775,-0.006274509803921568,,,0.9540704253478001,1296000000.0,,613000000.0,1.0,1.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2018-03-31,137049000000.0,122103000000.0,14944000000.0,13749000000.0,,,418000000.0,193000000.0,62000000.0,0.0,1071786000.0,-211000000.0,,,13749000000.0,14.4051,0.0,,0.027971092077087794,0.0030500040131631752,,,0.9200347965738758,1390000000.0,,674000000.0,1.0,1.0,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2018-06-30,137792000000.0,122690000000.0,15100000000.0,13853000000.0,,,900000000.0,419000000.0,165000000.0,0.81,1068939000.0,408000000.0,,,13853000000.0,14.4488,0.81,,0.059602649006622516,0.006531583836507199,,,0.9174172185430464,1554000000.0,,817000000.0,1.81,1.81,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2018-09-30,138805000000.0,123595000000.0,15208000000.0,13849000000.0,,,1382000000.0,672000000.0,252000000.0,1.26,1062816000.0,794000000.0,,,13849000000.0,13.2538,1.26,,0.09087322461862178,0.009956413673859011,,,0.9106391372961599,1836000000.0,,1052000000.0,3.0700000000000003,3.0700000000000003,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2018-12-31,139613000000.0,124017000000.0,15595000000.0,13732000000.0,,,-834000000.0,-315000000.0,-135000000.0,-0.3600000000000003,-2148859000.0,1515000000.0,,,13732000000.0,8.0752,-0.3600000000000003,,-0.0534786790638025,-0.005973655748390193,,,0.880538634177621,1866000000.0,,969000000.0,1.7099999999999997,1.7099999999999997,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2019-03-31,141515000000.0,125589000000.0,15924000000.0,14168000000.0,,488000000.0,407000000.0,327000000.0,82000000.0,0.38,1016504000.0,556000000.0,,,14168000000.0,8.9859,0.38,488000000.0,0.0255589047977895,0.002876020209871745,0.0034483976963572767,0.016216934733483984,0.8897261994473751,1855000000.0,,1103000000.0,2.09,2.09,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2019-06-30,144545000000.0,127574000000.0,16969000000.0,14312000000.0,,,832000000.0,675000000.0,169000000.0,0.78,1012365000.0,720000000.0,,,14312000000.0,10.0044,0.78,,0.04903058518474866,0.005755992943374036,,,0.8434203547645707,1787000000.0,,1359000000.0,2.0599999999999996,2.0599999999999996,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2019-09-30,146691000000.0,129575000000.0,17116000000.0,14470000000.0,,,1248000000.0,1020000000.0,239000000.0,1.17,1007900000.0,1899000000.0,,,14470000000.0,10.3338,1.17,,0.07291423229726572,0.008507679407734626,,,0.8454078055620472,1653000000.0,,1707000000.0,1.9699999999999995,1.9699999999999995,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2019-12-31,144988000000.0,127950000000.0,17038000000.0,12448000000.0,,,-770000000.0,-696000000.0,-176000000.0,-0.71,-2034515000.0,-269000000.0,,,12448000000.0,11.6107,-0.71,,-0.04519309778142974,-0.005310784340773029,,,0.7306021833548538,1717000000.0,,1326000000.0,1.62,1.62,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2020-03-31,156197000000.0,138786000000.0,17411000000.0,13732000000.0,,168000000.0,146000000.0,270000000.0,23000000.0,0.12,976110000.0,-173000000.0,,,13732000000.0,6.862,0.12,168000000.0,0.008385503417379817,0.0009347170560254038,0.0010755648315908756,0.005394470667565745,0.7886968008730113,1456000000.0,,1269000000.0,1.3599999999999999,1.3599999999999999,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2020-06-30,171192000000.0,153650000000.0,17542000000.0,13734000000.0,,,333000000.0,442000000.0,53000000.0,0.29,974272000.0,105000000.0,,,13734000000.0,9.754,0.29,,0.018983012199293124,0.0019451843544090845,,,0.7829209896249002,957000000.0,,1036000000.0,0.8699999999999999,0.8699999999999999,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2020-09-30,170540000000.0,152818000000.0,17722000000.0,12685000000.0,,,761000000.0,561000000.0,113000000.0,0.7,974280000.0,727000000.0,,,12685000000.0,9.4664,0.7,,0.04294097731632999,0.004462296235487276,,,0.7157770003385623,470000000.0,,577000000.0,0.3999999999999999,0.3999999999999999,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2020-12-31,170336000000.0,152355000000.0,17981000000.0,13709000000.0,,1388000000.0,103000000.0,-622000000.0,38000000.0,0.16000000000000014,-1949855000.0,1014000000.0,,,13709000000.0,11.9314,0.16000000000000014,1388000000.0,0.005728268728101885,0.0006046872064625211,0.008148600413300771,0.043799305774692335,0.7624158834325121,1343000000.0,,651000000.0,1.27,1.27,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2021-06-30,181115000000.0,163174000000.0,17941000000.0,13211000000.0,,,1351000000.0,155000000.0,336000000.0,1.34,970806000.0,248000000.0,,,13211000000.0,8.4884,1.34,,0.07530238002341007,0.00745934903238274,,,0.73635806253832,2548000000.0,,536000000.0,2.49,2.49,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2021-09-30,187035000000.0,169525000000.0,17510000000.0,13165000000.0,,,1996000000.0,226000000.0,501000000.0,1.99,964781000.0,1163000000.0,,,13165000000.0,8.0204,1.99,,0.11399200456881782,0.010671799395835005,,,0.7518560822387207,4211000000.0,,320000000.0,4.1899999999999995,4.1899999999999995,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2021-12-31,186346000000.0,168923000000.0,17423000000.0,12042000000.0,,,2625000000.0,296000000.0,642000000.0,2.63,957414000.0,1153000000.0,,,12042000000.0,8.204,2.63,,0.1506629168340699,0.01408669893638715,,,0.6911553693393789,6075000000.0,,55000000.0,6.12,6.12,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2022-03-31,181221000000.0,165913000000.0,15308000000.0,10814000000.0,,,448000000.0,66000000.0,90000000.0,0.45,933634000.0,881000000.0,,,10814000000.0,8.4017,0.45,,0.02926574340214267,0.002472119677079367,,,0.7064280114972563,6420000000.0,,743000000.0,6.41,6.41,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2022-06-30,187008000000.0,172581000000.0,14427000000.0,16617000000.0,,,981000000.0,162000000.0,222000000.0,1.0,932805000.0,803000000.0,,,16617000000.0,7.1261,1.0,,0.06799750467872738,0.005245764887063655,,,1.1517987107506757,6050000000.0,,750000000.0,6.07,6.07,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2022-09-30,190051000000.0,176761000000.0,13290000000.0,18257000000.0,,,1523000000.0,410000000.0,346000000.0,1.55,932764000.0,2884000000.0,,,18257000000.0,6.945,1.55,,0.11459744168547781,0.008013638444417551,,,1.3737396538750941,5577000000.0,,934000000.0,5.63,5.63,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2022-12-31,189813000000.0,176359000000.0,13454000000.0,19307000000.0,,,-1035000000.0,247000000.0,-236000000.0,-1.07,-1866144000.0,-99000000.0,,,19307000000.0,8.478,-1.07,,-0.07692879441058421,-0.005452735060296187,,,1.4350379069421733,1917000000.0,,885000000.0,1.93,1.93,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2023-06-30,195037000000.0,181193000000.0,13844000000.0,22071000000.0,,,599000000.0,1757000000.0,139000000.0,0.57,932320000.0,1300000000.0,,,22071000000.0,5.6327,0.57,,0.043267841664258885,0.003071212128980655,,,1.5942646633920832,2068000000.0,,2576000000.0,2.05,2.05,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2023-09-30,187851000000.0,174495000000.0,13356000000.0,21303000000.0,,,902000000.0,2885000000.0,204000000.0,0.85,932232000.0,1866000000.0,,,21303000000.0,7.5485,0.85,,0.06753519017669961,0.004801677925589962,,,1.5950134770889488,1989000000.0,,5299000000.0,1.9,1.9,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2023-12-31,188281000000.0,173644000000.0,14637000000.0,19554000000.0,,,967000000.0,4014000000.0,196000000.0,0.88,932759000.0,2903000000.0,,,19554000000.0,13.9422,0.88,,0.0660654505704721,0.00513594042946447,,,1.335929493748719,1433000000.0,,8903000000.0,1.23,1.23,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2024-03-31,187485000000.0,172938000000.0,14547000000.0,20776000000.0,,,219000000.0,1157000000.0,59000000.0,0.2,937011000.0,359000000.0,,,20776000000.0,16.7089,0.2,,0.01505465044339039,0.001168093447475798,,,1.4281982539355194,2687000000.0,,9813000000.0,2.4999999999999996,2.4999999999999996,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2024-06-30,187450000000.0,172661000000.0,14789000000.0,16869000000.0,,,493000000.0,,121000000.0,0.45,937816000.0,142000000.0,,,16869000000.0,15.572,0.45,,0.03333558726080195,0.002630034675913577,,,1.1406450740415173,2581000000.0,,,2.38,2.38,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2024-09-30,189763000000.0,172911000000.0,16852000000.0,15677000000.0,,,83000000.0,,26000000.0,-0.03,936962000.0,-1063000000.0,,,15677000000.0,112.1855,-0.03,,0.0049252314265369095,0.00043738768885399155,,,0.9302753382387847,1762000000.0,,,1.5,1.5,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2024-12-31,187168000000.0,168992000000.0,18176000000.0,12105000000.0,,,-956000000.0,,-349000000.0,-0.94,-1862228000.0,1226000000.0,,,12105000000.0,112.1855,-0.94,,-0.05259683098591549,-0.005107710719781159,,,0.6659881161971831,-161000000.0,,,-0.31999999999999995,-0.31999999999999995,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2025-03-31,188691000000.0,169688000000.0,19003000000.0,12392000000.0,,,405000000.0,,109000000.0,0.33,1106140000.0,-140000000.0,,,12392000000.0,711.2262,0.33,,0.02131242435404936,0.00214636628138067,,,0.6521075619639004,25000000.0,,,-0.19,-0.19,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2025-06-30,185499000000.0,166015000000.0,19484000000.0,12063000000.0,,,830000000.0,,225000000.0,0.69,1106784000.0,1094000000.0,,,12063000000.0,110.1076,0.69,,0.042599055635393145,0.00447441765184718,,,0.6191233832888524,362000000.0,,,0.050000000000000044,0.050000000000000044,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2025-09-30,187409000000.0,167307000000.0,20102000000.0,10917000000.0,,,1319000000.0,,337000000.0,1.09,1108384000.0,1490000000.0,,,10917000000.0,19.3498,1.09,,0.06561536165555666,0.00703808248269827,,,0.5430802905183564,1598000000.0,,,1.1700000000000002,1.1700000000000002,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
2025-12-31,184381000000.0,164000000000.0,20381000000.0,9917000000.0,,,-725000000.0,,-195000000.0,-0.5900000000000003,-2213314000.0,-236000000.0,,,9917000000.0,12.2543,-0.5900000000000003,,-0.03557234679358226,-0.003932075430765643,,,0.48658063883028313,1829000000.0,,,1.52,1.52,1.104391,23.345,12.725,18.7747,21008.4,11.4863,1.0997,1.67174
