report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-09-30,25103400000.0,7069700000.0,3234100000.0,15932400000.0,9171000000.0,,2914000000.0,17216000000.0,,1617000000.0,,440800000.0,4.0,352500000.0,1927200000.0,334500000.0,255600000.0,1592700000.0,0.0,,10.9634,1.0669,4.0,,0.17631665031076219,0.06441358541074117,0.0939242565055762,,,,0.09251277881040892,,0.0,2.1859868278655576,27304300000.0,2796400000.0,,,8.0,8.0,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2018-12-31,25482400000.0,7163400000.0,3722800000.0,16889500000.0,8592900000.0,,3435900000.0,-6119400000.0,,-1005700000.0,,-300300000.0,-2.0,-1058999649.0,-133400000.0,-196900000.0,-191400000.0,-330300000.0,0.0,1.3994,9.096,0.8498,-2.0,,-0.11703848526108764,-0.03946645527893762,0.1643461777298428,,,,0.05397587998823414,,0.0,1.9241968410873536,23495700000.0,2195100000.0,,,6.0,6.0,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2019-03-31,26157000000.0,,,26157000000.0,9105500000.0,,2842600000.0,6487600000.0,819400000.0,629000000.0,,190400000.0,1.81,347.8,363000000.0,102800000.0,81400000.0,260200000.0,0.0,,10.3573,0.9842,1.81,900800000.0,0.0690791279995607,0.024047100202622625,0.09695418953079721,0.12630248474011962,0.0313262224261192,0.08998956674537367,0.04010728158332819,0.13884949750292866,0.0,,29043400000.0,2312000000.0,2499500000.0,,6.81,6.81,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2019-06-30,27168200000.0,7632700000.0,3467600000.0,17532800000.0,9635400000.0,,3219400000.0,13115500000.0,,1248700000.0,,385100000.0,3.0,347.0,1189500000.0,249900000.0,162600000.0,939600000.0,0.0,,10.5506,0.995,3.0,,0.12959503497519564,0.0459618230136704,0.0952079600472723,,,,0.07164042545080249,,0.0,2.20114776790864,30699700000.0,2489000000.0,2462200000.0,,6.81,6.81,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2019-09-30,27767700000.0,8051900000.0,3539800000.0,17805000000.0,9962700000.0,,3669500000.0,19482500000.0,,1856600000.0,,554800000.0,5.0,347600000.0,1916600000.0,387200000.0,243100000.0,1529400000.0,0.0,,9.9599,0.9413,5.0,,0.18635510453993395,0.06686185748189444,0.0952957782625433,,,,0.07850121904273065,,0.0,2.27467653539748,32966200000.0,2728600000.0,2398900000.0,,7.81,7.81,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2019-12-31,28361100000.0,8016700000.0,3990700000.0,18655000000.0,9706100000.0,,4175100000.0,-13485900000.0,,-1346400000.0,,-419000000.0,-3.8100000000000005,-100694.80000001192,-608800000.0,-165900000.0,-164900000.0,-774700000.0,0.0,0.7765,11.4572,1.0687,-3.8100000000000005,,-0.13871688937884424,-0.047473475993526346,0.09983760816853157,,,,0.057445183487939255,,0.0,2.0088455659408124,25599700000.0,2387900000.0,1954500000.0,,5.999999999999998,5.999999999999998,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2020-03-31,27294700000.0,7405100000.0,3220800000.0,17657300000.0,9637400000.0,,3323100000.0,5161700000.0,,359400000.0,,102800000.0,1.0,347300000.0,425900000.0,176400000.0,70000000.0,249500000.0,0.0,,9.9962,0.8723,1.0,,0.03729221574283521,0.013167391471604378,0.06962822325977876,,,,0.04833678826743127,,0.0,2.2991492796820667,24273800000.0,2118300000.0,1943800000.0,,5.1899999999999995,5.1899999999999995,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2020-06-30,26406400000.0,7044100000.0,3136400000.0,16629600000.0,9776800000.0,,3128000000.0,8223900000.0,,507100000.0,,139100000.0,1.0,347100000.0,1360800000.0,312200000.0,122400000.0,1048600000.0,0.0,,15.7187,1.2496,1.0,,0.05186768676867687,0.019203677896267573,0.06166174199589003,,,,0.12750641423169057,,0.0,2.245918887896952,19382200000.0,1376700000.0,2052800000.0,,3.189999999999999,3.189999999999999,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2020-09-30,27233700000.0,7443900000.0,3399300000.0,17049300000.0,10184400000.0,,3344300000.0,13159900000.0,,892600000.0,,243500000.0,2.0,347300000.0,2192500000.0,426200000.0,186000000.0,1766300000.0,0.0,,20.7315,1.5313,2.0,,0.08764384745296729,0.032775568505197604,0.06782726312509973,,,,0.13421834512420308,,0.0,2.1898332009531374,13059600000.0,412700000.0,2289700000.0,,0.18999999999999906,0.18999999999999906,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2020-12-31,28260000000.0,,,28260000000.0,10390000000.0,,,-7817000000.0,1657900000.0,-460700000.0,,-125900000.0,-0.2599999999999998,-694300000.0,-992000000.0,-364400000.0,-128800000.0,-1356400000.0,0.0,0.8055,23.0213,1.596,-0.2599999999999998,1529100000.0,-0.044340712223291626,-0.01630219391365888,0.05893565306383523,-0.21208903671485224,0.058665958952583155,0.15956689124157844,0.17351925291032366,-0.19561212741460918,0.0,,18728500000.0,1298400000.0,1708000000.0,,3.7399999999999998,3.7399999999999998,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2021-03-31,28503400000.0,,,28503400000.0,10717700000.0,,,5845500000.0,607300000.0,470100000.0,,137200000.0,1.35,348400000.0,536900000.0,114600000.0,66900000.00000001,422300000.0,0.0,,22.8911,1.6616,1.35,674200000.0,0.0438620226354535,0.016492769283664405,0.08042083654092892,0.10389188264476948,0.02130623013394893,0.056663276635845375,0.07224360619279788,0.11533658369686084,0.0,,19412300000.0,1409100000.0,1880800000.0,,4.09,4.09,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2021-06-30,29012200000.0,8780500000.0,4059900000.0,17828400000.0,11183800000.0,,3069800000.0,11689400000.0,,963000000.0,,281300000.0,2.76,348500000.0,867700000.0,242400000.0,133800000.0,625300000.0,0.0,,17.6284,1.396,2.76,,0.0861066900337989,0.03319293262834256,0.08238232928978391,,,,0.05349290810477869,,0.0,2.1627379984728687,22877800000.0,1865000000.0,1457500000.0,,5.85,5.85,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2021-09-30,27909900000.0,8308200000.0,3836700000.0,16579500000.0,11330400000.0,,2227800000.0,16836200000.0,,1340700000.0,,386900000.0,3.85,348400000.0,1150200000.0,381300000.0,197500000.0,768900000.0,0.0,,15.6333,1.2229,3.85,,0.11832768481253972,0.04803671815377339,0.07963198346420214,,,,0.04566945035102933,,0.0,2.165454687622175,26554100000.0,2313100000.0,460100000.0,,7.699999999999999,7.699999999999999,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2021-12-31,29301700000.0,8889300000.0,4452000000.0,17864300000.0,11437400000.0,,3428300000.0,-10848800000.0,,-921700000.0,,-278900000.0,-2.639999999999999,-696900000.0,-368100000.0,-179200000.0,-128200000.0,-547300000.0,0.0,1.3749,16.4256,1.3027,-2.639999999999999,,-0.08058649693112072,-0.03145551282007528,0.0849587051102426,,,,0.050447975812993144,,0.0,1.9966981132075472,23522300000.0,1852100000.0,1269200000.0,,5.32,5.32,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2022-03-31,30586100000.0,9542800000.0,4609600000.0,18442800000.0,12143300000.0,,3314900000.0,6472600000.0,,600500000.0,,170900000.0,1.72,348800000.0,459300000.0,138400000.0,74000000.0,320900000.0,0.0,,15.3413,1.2679,1.72,,0.04945113766439106,0.019633101310726115,0.09277570064579921,,,,0.04957822204369187,,0.0,2.070201318986463,24149400000.0,1982500000.0,1167800000.0,,5.69,5.69,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2022-06-30,30588700000.0,9578300000.0,4537000000.0,18070700000.0,12518000000.0,,3231300000.0,13631300000.0,,1320900000.0,,372600000.0,3.79,348800000.0,1097500000.0,266900000.0,155300000.0,830600000.0,0.0,,12.8956,1.1243,3.79,,0.10552005112637801,0.04318261318722273,0.09690198293633036,,,,0.06093329322955257,,0.0,2.1111527441040336,26091300000.0,2340400000.0,1373100000.0,,6.720000000000001,6.720000000000001,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2022-09-30,30623600000.0,9883200000.0,4381800000.0,17730100000.0,12893500000.0,,3323500000.0,20690200000.0,,2090300000.0,,582900000.0,5.0,348900000.0,1778200000.0,393700000.0,239700000.0,1384500000.0,0.0,,11.1565,1.0632,5.0,,0.162120448287897,0.06825781423477319,0.10102850624933543,,,,0.06691573788556901,,0.0,2.255511433657401,29945300000.0,3090000000.0,1988700000.0,,7.870000000000001,7.870000000000001,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2022-12-31,33275500000.0,10959500000.0,5486300000.0,20108400000.0,13167100000.0,,4690900000.0,-11974400000.0,,-1000100000.0,,-289300000.0,-5.51,-523100000.0,-308000000.0,-274000000.0,-136800000.0,-582000000.0,0.0,0.9077,11.4287,1.1943,-5.51,,-0.07595446225820417,-0.0300551456777509,0.08351984233030466,,,,0.04860368786745056,,0.0,1.9976122341104205,28819700000.0,3011600000.0,1954000000.0,,5.0,5.0,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2023-03-31,34826400000.0,11649600000.0,5438500000.0,20944400000.0,13882000000.0,,4410100000.0,8473300000.0,,733900000.0,,185100000.0,1.0,524400000.0,684800000.0,138700000.0,103000000.0,546100000.0,0.0,,12.1635,1.2412,1.0,,0.052867022042933295,0.02107309397468587,0.08661324395453955,,,,0.064449506095618,,0.0,2.142061230118599,30820400000.0,3145000000.0,2179200000.0,,4.28,4.28,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
2023-06-30,36867700000.0,12391500000.0,5333500000.0,21788400000.0,15079300000.0,,5145900000.0,17354400000.0,,1955000000.0,,532500000.0,3.0,524600000.0,1660300000.0,307100000.0,205200000.0,1353200000.0,0.0,,11.9956,1.3438,3.0,,0.12964792795421537,0.053027446789466116,0.11265154658184667,,,,0.07797446180795649,,0.0,2.323333645823568,34543500000.0,3779100000.0,2701800000.0,,3.49,3.49,1.105375,131.875,84.6473,2.7327,62223.895,26.1907,2.9856,2.1875
