report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-30,,,,,,,,,10437000000.0,5396000000.0,,1832000000.0,483000000.0,3.29,556000000.0,2161000000.0,534000000.0,0.0,,2.3436,14.3281,3.29,,,,0.17552936667624797,0.5170068027210885,,,,,,,14275000000.0,2377000000.0,,7276000000.0,,4.36,4.36,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2012-12-31,,,,,,,,,-6595000000.0,-3395000000.0,,-1343000000.0,-364000000.0,-2.3900000000000006,-1121000000.0,-824000000.0,-352000000.0,0.0,1.9458,2.5808,15.7444,-2.3900000000000006,,,,0.20363912054586808,0.514783927217589,,,,,,,14190000000.0,2326000000.0,,7301000000.0,,4.18,4.18,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2013-03-31,20318000000.0,8814000000.0,4778000000.0,,6961000000.0,,333000000.0,2689000000.0,3448000000.0,1756000000.0,,552000000.0,141000000.0,1.0,551000000.0,386000000.0,183000000.0,333000000.0,,2.757,17.1559,1.0,,0.07929895130010056,0.027168028349246972,0.16009280742459397,0.5092807424593968,,,,,0.04783795431690849,1.8447048974466305,14250000000.0,2290000000.0,,7343000000.0,,4.14,4.14,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2013-06-30,23751000000.0,12185000000.0,4516000000.0,,7282000000.0,,33000000.0,5989000000.0,7117000000.0,3695000000.0,,1142000000.0,294000000.0,2.0,550000000.0,1149000000.0,366000000.0,33000000.0,,2.6805,17.111,2.0,,0.15682504806371875,0.04808218601322049,0.16046086834340312,0.5191794295349164,,,,,0.004531722054380665,2.6981842338352524,14407000000.0,2183000000.0,,7452000000.0,,3.8999999999999995,3.8999999999999995,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2013-09-30,25250000000.0,9597000000.0,4996000000.0,,7749000000.0,,42000000.0,2376000000.0,10891000000.0,5641000000.0,,1686000000.0,432000000.0,3.0,550000000.0,2115000000.0,573000000.0,42000000.0,,2.4764,16.3558,3.0,,0.2175764614789005,0.06677227722772278,0.15480672114590027,0.5179506014140116,,,,,0.005420054200542005,1.9209367493995195,14861000000.0,2037000000.0,,7697000000.0,,3.6099999999999994,3.6099999999999994,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2013-12-31,25869000000.0,10004000000.0,5906000000.0,,8463000000.0,,181000000.0,2733000000.0,-6197000000.0,-3497000000.0,,-1368000000.0,-330000000.0,-3.0,-1102000000.0,-452000000.0,-299000000.0,181000000.0,1.9426,2.5219,18.7597,-3.0,,-0.16164480680609714,-0.05288182767018439,0.2207519767629498,0.5643053090204938,,,,,0.02138721493560203,1.693870640027091,15259000000.0,2012000000.0,,7595000000.0,,3.0,3.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2014-03-31,25261000000.0,9388000000.0,5645000000.0,,8671000000.0,,49000000.0,2049000000.0,3951000000.0,1961000000.0,,,153000000.0,1.0,548000000.0,559000000.0,236000000.0,49000000.0,,2.5901,19.7431,1.0,,,,,0.4963300430270817,,,,,0.005651020643524391,1.663064658990257,15762000000.0,,,7800000000.0,,3.0,3.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2014-06-30,25629000000.0,9487000000.0,5795000000.0,,8662000000.0,,186000000.0,1866000000.0,8215000000.0,4002000000.0,,,294000000.0,1.0,548000000.0,1158000000.0,489000000.0,186000000.0,,2.9601,20.1593,1.0,,,,,0.48715763846622034,,,,,0.021473100900484876,1.6371009490940467,16860000000.0,,,8107000000.0,,2.0,2.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2014-09-30,25563000000.0,9631000000.0,5990000000.0,,8404000000.0,,392000000.0,2078000000.0,12199000000.0,5933000000.0,,,419000000.0,2.0,548000000.0,2072000000.0,747000000.0,392000000.0,,3.173,20.7893,2.0,,,,,0.48635134027379295,,,,,0.046644455021418375,1.607846410684474,18168000000.0,,,8399000000.0,,1.0,1.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2014-12-31,25917000000.0,10351000000.0,6042000000.0,,8120000000.0,,913000000.0,2925000000.0,-7694000000.0,-3739000000.0,,2497000000.0,-373000000.0,0.0,-1097000000.0,-574000000.0,-467000000.0,913000000.0,1.6833,3.7057,15.9077,0.0,,0.307512315270936,0.09634602770382375,-0.32453860150766833,0.48596308812061345,,,,,0.1124384236453202,1.713174445547832,16671000000.0,,,8157000000.0,,4.0,4.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2015-03-31,24861000000.0,9734000000.0,6074000000.0,,7258000000.0,,2151000000.0,2530000000.0,3764000000.0,1801000000.0,,430000000.0,110000000.0,0.0,548000000.0,96000000.0,247000000.0,2151000000.0,,4.0147,15.703,0.0,,0.05924497106640948,0.01729616668677849,0.11424017003188097,0.47848034006376194,,,,,0.2963626343345274,1.6025683240039512,16484000000.0,,,7997000000.0,,3.0,3.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2015-06-30,30015000000.0,14497000000.0,6312000000.0,,7988000000.0,,1493000000.0,6680000000.0,7657000000.0,3721000000.0,,762000000.0,242000000.0,1.0,548000000.0,792000000.0,497000000.0,1493000000.0,,3.6681,17.4346,1.0,,0.09539308963445167,0.025387306346826587,0.09951678202951547,0.4859605589656523,,,,,0.18690535803705557,2.2967363751584284,15926000000.0,,,7716000000.0,,3.0,3.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2015-09-30,20172000000.0,11138000000.0,5981000000.0,,7824000000.0,,1962000000.0,1970000000.0,7365000000.0,3074000000.0,271000000.0,763000000.0,13000000.0,1.0,548000000.0,923000000.0,593000000.0,1962000000.0,,1.7649,10.4435,1.0,864000000.0,0.09752044989775051,0.03782470751536784,0.10359809911744738,0.4173794976238968,0.036795655125594025,0.013434463612928813,0.027692622113222973,0.11731160896130347,0.25076687116564417,1.8622303962548068,11092000000.0,4452000000.0,,4857000000.0,,2.0,2.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2015-12-31,20975000000.0,11796000000.0,5750000000.0,,8846000000.0,,1775000000.0,2213000000.0,-8818000000.0,-4450000000.0,178000000.0,-987000000.0,-330000000.0,-1.0,-1095000000.0,-164000000.0,-578000000.0,1775000000.0,2.0515,2.0936,21.5586,-1.0,-400000000.0,-0.11157585349310423,-0.04705601907032181,0.11193014288954412,0.5046495804037197,-0.020185983216148787,0.008486293206197855,0.016759250541380284,0.04536176003628941,0.20065566357675785,2.0514782608695654,9968000000.0,968000000.0,,4146000000.0,,1.0,1.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2016-03-31,17350000000.0,8017000000.0,3823000000.0,,9019000000.0,,817000000.0,2211000000.0,2375000000.0,965000000.0,188000000.0,3380000000.0,-58000000.0,6.0,552000000.0,-333000000.0,189000000.0,817000000.0,,2.2738,5.7685,6.0,377000000.0,0.37476438629559816,0.19481268011527378,1.4231578947368422,0.4063157894736842,0.07915789473684211,0.010835734870317002,0.01911346075640504,0.15873684210526315,0.09058653952766382,2.0970442061208474,8579000000.0,3918000000.0,,3310000000.0,,7.0,7.0,,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2016-06-30,15982000000.0,6823000000.0,3723000000.0,,8509000000.0,,791000000.0,2630000000.0,4960000000.0,1937000000.0,256000000.0,4592000000.0,-52000000.0,8.0,552000000.0,442000000.0,395000000.0,791000000.0,,2.4849,5.2049,8.0,651000000.0,0.5396638852979199,0.2873232386434739,0.9258064516129032,0.3905241935483871,0.05161290322580645,0.016018020272806906,0.027526881720430108,0.13125,0.09296039487601364,1.8326618318560302,5882000000.0,7748000000.0,893000000.0,1526000000.0,1492000000.0,14.0,14.0,0.5301608579088471,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2016-09-30,15795000000.0,6589000000.0,2606000000.0,,8677000000.0,,,2597000000.0,7518000000.0,3008000000.0,442000000.0,4722000000.0,-51000000.0,8.0,552000000.0,941000000.0,599000000.0,0.0,,2.558,5.2545,8.0,1041000000.0,0.544197303215397,0.2989553656220323,0.6280925778132482,0.4001064112795956,0.05879223197658952,0.027983539094650206,0.050939264722830474,0.13846767757382283,0.0,2.5283960092095166,6035000000.0,11707000000.0,1064000000.0,1460000000.0,1669000000.0,21.0,21.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2016-12-31,15546000000.0,6574000000.0,2744000000.0,,8290000000.0,,,2801000000.0,-4690000000.0,-1800000000.0,-162000000.0,-7729000000.0,149000000.0,-13.0,-1105000000.0,604000000.0,-383000000.0,0.0,2.3958,2.3784,4.8684,-13.0,-545000000.0,-0.9323281061519904,-0.49716968995239935,1.6479744136460555,0.3837953091684435,0.034541577825159916,-0.010420686993438826,-0.0195416164053076,0.1162046908315565,0.0,2.3957725947521866,10163000000.0,4965000000.0,724000000.0,4110000000.0,1524000000.0,9.0,9.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2017-03-31,15659000000.0,6633000000.0,2438000000.0,,8686000000.0,,,2858000000.0,2475000000.0,1042000000.0,344000000.0,272000000.0,55000000.0,0.0,551000000.0,189000000.0,194000000.0,0.0,,2.7386,15.1351,0.0,538000000.0,0.03131475938291504,0.017370202439491667,0.1098989898989899,0.421010101010101,0.138989898989899,0.02196819720288652,0.039603960396039604,0.21737373737373739,0.0,2.7206726825266614,10263000000.0,1857000000.0,880000000.0,4187000000.0,1685000000.0,3.0,3.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2017-06-30,16963000000.0,7704000000.0,2558000000.0,,9175000000.0,,,3817000000.0,5080000000.0,2172000000.0,683000000.0,537000000.0,97000000.0,0.0,553000000.0,718000000.0,378000000.0,0.0,,3.2008,36.1689,0.0,1061000000.0,0.05852861035422343,0.03165713611979013,0.10570866141732284,0.4275590551181102,0.1344488188976378,0.04026410422684667,0.07444141689373297,0.20885826771653543,0.0,3.011727912431587,10383000000.0,-2198000000.0,1307000000.0,4422000000.0,2095000000.0,-5.0,-5.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2017-09-30,17541000000.0,7448000000.0,2662000000.0,,9466000000.0,,,3517000000.0,7787000000.0,3300000000.0,975000000.0,788000000.0,139000000.0,1.0,554000000.0,1323000000.0,562000000.0,0.0,,3.2989,33.3792,1.0,1537000000.0,0.08324529896471583,0.044923322501567754,0.10119429818928984,0.4237832284576859,0.12520868113522537,0.0555840602018129,0.10300021128248468,0.19738024913317068,0.0,2.7978963185574757,10652000000.0,-6132000000.0,1840000000.0,4714000000.0,2591000000.0,-12.0,-12.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2017-12-31,17111000000.0,7263000000.0,2821000000.0,,9124000000.0,,,3394000000.0,-4781000000.0,-2052000000.0,-744000000.0,-880000000.0,202000000.0,0.0,-1103000000.0,-393000000.0,-373000000.0,0.0,2.5746,3.4577,60.7914,0.0,-1117000000.0,-0.09644892590968873,-0.051428905382502485,0.18406191173394687,0.42919891236143065,0.15561597992051873,-0.04348080182338846,-0.08154318281455503,0.2336331311441121,0.0,2.574618929457639,10561000000.0,717000000.0,1258000000.0,4462000000.0,2019000000.0,1.0,1.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2018-03-31,16890000000.0,6956000000.0,2642000000.0,,9099000000.0,,,2947000000.0,2677000000.0,1114000000.0,432000000.0,389000000.0,49000000.0,0.0,551000000.0,447000000.0,192000000.0,0.0,,3.1583,47.9117,0.0,624000000.0,0.0427519507638202,0.023031379514505623,0.14531191632424356,0.4161374673141576,0.16137467314157639,0.02557726465364121,0.04747774480712166,0.23309675009338812,0.0,2.6328538985616956,10763000000.0,834000000.0,1346000000.0,4534000000.0,2105000000.0,1.0,1.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2018-06-30,16578000000.0,6890000000.0,2629000000.0,,8881000000.0,,,2857000000.0,5519000000.0,2353000000.0,816000000.0,732000000.0,110000000.0,1.0,549000000.0,852000000.0,387000000.0,0.0,,3.6028,50.3341,1.0,1203000000.0,0.08242315054610967,0.04415490408975751,0.13263272331944193,0.42634535241891647,0.1478528718970828,0.049221860296778865,0.09188154487107308,0.217974270701214,0.0,2.6207683529859263,11202000000.0,1029000000.0,1479000000.0,4715000000.0,2247000000.0,2.0,2.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2018-09-30,16847000000.0,7028000000.0,2704000000.0,,9130000000.0,,,2860000000.0,8286000000.0,3589000000.0,1201000000.0,1276000000.0,-28000000.0,2.0,548000000.0,1341000000.0,594000000.0,0.0,,3.7572,39.399,2.0,1795000000.0,0.13975903614457832,0.07574048792069804,0.15399468983828143,0.4331402365435675,0.14494327781800628,0.07128865673413665,0.13154435925520264,0.21663046101858557,0.0,2.5991124260355027,11701000000.0,1517000000.0,1705000000.0,5004000000.0,2505000000.0,3.0,3.0,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2018-12-31,15641000000.0,5919000000.0,2836000000.0,7825000000.0,7794000000.0,,2000000.0,1832000000.0,-5355000000.0,-2275000000.0,-850000000.0,-773000000.0,-68000000.0,-1.0,-1102000000.0,-544000000.0,-388000000.0,2000000.0,2.1176,3.1557,22.6556,-1.0,-1238000000.0,-0.09917885552989479,-0.04942139249408606,0.14435107376283846,0.42483660130718953,0.15873015873015872,-0.054344351384182595,-0.1090302719343253,0.2311858076563959,0.00025660764690787786,2.0870944992947815,11127000000.0,1624000000.0,1599000000.0,4781000000.0,2384000000.0,2.0,2.0,0.0008389261744966443,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2019-03-31,16350000000.0,6087000000.0,3327000000.0,8681000000.0,7646000000.0,,796000000.0,1908000000.0,2632000000.0,1080000000.0,384000000.0,347000000.0,44000000.0,0.66,522000000.0,142000000.0,195000000.0,796000000.0,,3.784,27.7517,0.66,579000000.0,0.045383206905571544,0.02122324159021407,0.13183890577507598,0.41033434650455924,0.1458966565349544,0.02348623853211009,0.04548685145700071,0.21998480243161095,0.10410672246926497,1.829576194770063,11082000000.0,1582000000.0,1551000000.0,4747000000.0,2339000000.0,2.66,2.66,0.34031637451902524,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2019-06-30,17544000000.0,7218000000.0,2597000000.0,9708000000.0,7812000000.0,,2000000.0,2900000000.0,5472000000.0,2239000000.0,739000000.0,690000000.0,64000000.0,1.0,520000000.0,611000000.0,393000000.0,2000000.0,,3.7541,28.1076,1.0,1132000000.0,0.08832565284178187,0.0393296853625171,0.12609649122807018,0.40917397660818716,0.13505116959064328,0.04212266301869585,0.09457384182237011,0.20687134502923976,0.0002560163850486431,2.779360800924143,11035000000.0,1540000000.0,1474000000.0,4633000000.0,2268000000.0,2.66,2.66,0.0008818342151675485,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2019-09-30,17299000000.0,7210000000.0,2611000000.0,9682000000.0,7588000000.0,,0.0,3000000000.0,8323000000.0,3463000000.0,1236000000.0,1024000000.0,163000000.0,1.0,520000000.0,1275000000.0,580000000.0,0.0,,4.0031,33.6029,1.0,1816000000.0,0.13494992092778071,0.05919417307358807,0.12303256037486483,0.41607593415835636,0.14850414513997356,0.07144921671772934,0.1628887717448603,0.21819055628979936,0.0,2.7613941018766757,11072000000.0,1288000000.0,1509000000.0,4507000000.0,2289000000.0,1.6600000000000001,1.6600000000000001,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2019-12-31,18193000000.0,7503000000.0,3230000000.0,10281000000.0,7882000000.0,,226000000.0,3335000000.0,-5065000000.0,-2021000000.0,-587000000.0,-1060000000.0,-312000000.0,-0.7300000000000002,-1043000000.0,76000000.0,-379000000.0,226000000.0,2.3229,3.7575,42.65,-0.7300000000000002,-966000000.0,-0.13448363359553414,-0.05826416753696477,0.20927936821322804,0.39901283316880554,0.11589338598223099,-0.032265156928488976,-0.07239763196842625,0.19072063178677195,0.028672925653387464,2.3229102167182663,11362000000.0,1001000000.0,1772000000.0,4761000000.0,2561000000.0,1.9299999999999997,1.9299999999999997,0.08824677860210856,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2020-03-31,19075000000.0,8333000000.0,3036000000.0,11345000000.0,7699000000.0,,221000000.0,4100000000.0,2802000000.0,1163000000.0,409000000.0,332000000.0,45000000.0,0.0,516000000.0,272000000.0,199000000.0,221000000.0,,3.5728,41.5541,0.0,608000000.0,0.043122483439407715,0.017404980340760157,0.11848679514632406,0.4150606709493219,0.14596716630977874,0.02144167758846658,0.05164141414141414,0.21698786581013563,0.028705026626834655,2.744729907773386,11532000000.0,986000000.0,1797000000.0,4844000000.0,2590000000.0,1.2699999999999996,1.2699999999999996,0.08532818532818533,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2020-06-30,19465000000.0,8566000000.0,2880000000.0,11305000000.0,8128000000.0,,1000000.0,4100000000.0,5520000000.0,2201000000.0,740000000.0,578000000.0,87000000.0,1.0,517000000.0,646000000.0,401000000.0,1000000.0,,3.8397,47.4143,1.0,1141000000.0,0.07111220472440945,0.029694323144104803,0.10471014492753623,0.398731884057971,0.13405797101449277,0.03801695350629335,0.09103210727026695,0.20670289855072463,0.00012303149606299212,2.9743055555555555,11580000000.0,874000000.0,1798000000.0,4806000000.0,2599000000.0,1.2699999999999996,1.2699999999999996,0.00038476337052712584,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2020-09-30,20098000000.0,9033000000.0,3422000000.0,11496000000.0,8567000000.0,,0.0,4400000000.0,8492000000.0,3396000000.0,1210000000.0,934000000.0,143000000.0,1.0,517000000.0,1156000000.0,610000000.0,0.0,,3.5306,44.6885,1.0,1820000000.0,0.109022995214194,0.04647228579958205,0.10998586905322656,0.3999057936881771,0.14248704663212436,0.06020499552194248,0.14123964048091514,0.2143193593970796,0.0,2.6396843950905904,11749000000.0,784000000.0,1772000000.0,4739000000.0,2603000000.0,1.2699999999999996,1.2699999999999996,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2020-12-31,20019000000.0,8411000000.0,3333000000.0,11293000000.0,8689000000.0,,0.0,3730000000.0,-5141000000.0,-2173000000.0,-743000000.0,-742000000.0,-93000000.0,0.1299999999999999,-1033000000.0,-206000000.0,-387000000.0,0.0,2.5236,3.5114,37.1943,0.1299999999999999,-1130000000.0,-0.08539532742548049,-0.037064788450971574,0.14432989690721648,0.422680412371134,0.14452441159307527,-0.03711474099605375,-0.08551041546783289,0.21980159502042404,0.0,2.5235523552355237,11673000000.0,1102000000.0,1616000000.0,4587000000.0,2439000000.0,2.13,2.13,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2021-03-31,19466000000.0,7856000000.0,3187000000.0,10976000000.0,8452000000.0,,,3200000000.0,2946000000.0,1145000000.0,390000000.0,298000000.0,51000000.0,0.58,511000000.0,377000000.0,217000000.0,0.0,,3.6098,39.9408,0.58,607000000.0,0.03525792711784193,0.015308743450118154,0.1011541072640869,0.38866259334691106,0.13238289205702647,0.020034932703174767,0.0461429247515381,0.20604209097080786,0.0,2.465014119861939,11817000000.0,1068000000.0,1597000000.0,4569000000.0,2438000000.0,2.7099999999999995,2.7099999999999995,0.0,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2021-06-30,19682000000.0,8004000000.0,3344000000.0,11147000000.0,8494000000.0,,51000000.0,3100000000.0,6044000000.0,2378000000.0,814000000.0,596000000.0,142000000.0,1.17,510000000.0,854000000.0,439000000.0,51000000.0,,3.3188,36.1425,1.17,1253000000.0,0.07016717683070403,0.030281475459810994,0.0986101919258769,0.3934480476505625,0.13467902051621441,0.04135758561121837,0.09526038619075483,0.20731303772336201,0.0060042382858488345,2.3935406698564594,12341000000.0,1086000000.0,1671000000.0,4746000000.0,2550000000.0,2.8799999999999994,2.8799999999999994,0.02,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2021-09-30,19807000000.0,8167000000.0,3441000000.0,10992000000.0,8770000000.0,,301000000.0,3300000000.0,9270000000.0,3699000000.0,1327000000.0,1046000000.0,141000000.0,2.06,509000000.0,1529000000.0,645000000.0,301000000.0,,3.2293,33.1201,2.06,1972000000.0,0.11927023945267959,0.05280961276316454,0.1128371089536138,0.3990291262135922,0.14314994606256742,0.06699651638309688,0.14629037592327196,0.2127292340884574,0.034321550741163054,2.373437954083115,13119000000.0,1198000000.0,1788000000.0,5049000000.0,2702000000.0,3.9399999999999995,3.9399999999999995,0.11139896373056994,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
2021-12-31,33521000000.0,8872000000.0,4236000000.0,24400000000.0,9077000000.0,,301000000.0,2951000000.0,-5476000000.0,-2117000000.0,-821000000.0,-656000000.0,-152000000.0,-1.2800000000000002,-1022000000.0,-538000000.0,-411000000.0,301000000.0,2.0944,3.5386,33.4731,-1.2800000000000002,-1232000000.0,-0.07227057397818662,-0.019569821902687867,0.1197954711468225,0.38659605551497445,0.14992695398100803,-0.0244921094239432,-0.08754531883130731,0.22498173849525202,0.03316073592596673,2.0944287063267235,12784000000.0,1284000000.0,1710000000.0,5105000000.0,2600000000.0,2.5299999999999994,2.5299999999999994,0.11576923076923076,0.60816675,33.83,15.73,9.39885,8581.693,1.6028,0.7632
