report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,16029000000.0,6167000000.0,3810000000.0,,6428000000.0,,1650000000.0,,-2058000000.0,-296000000.0,-77000000.0,198000000.0,-19000000.0,119000000.0,0.8699999999999999,-405300000.0,-214000000.0,,0.0,1.6186,18.8964,0.9295,0.8699999999999999,-77000000.0,0.030802738021157437,0.012352610892756879,-0.09620991253644315,0.14382896015549076,0.03741496598639456,-0.004803793124961008,-0.011978842563783447,0.03741496598639456,0.0,1.6186351706036746,10165000000.0,500000000.0,618000000.0,1910000000.0,1293000000.0,73000000.0,2.3400000000000007,2.3400000000000007,0.0,8.465753424657533,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2021-03-31,15971000000.0,6582000000.0,3921000000.0,15971000000.0,6367000000.0,3708000000.0,1755000000.0,,4009000000.0,818000000.0,403000000.0,65000000.0,21000000.0,42000000.0,0.27,238400000.0,342000000.0,,3708000000.0,,25.4151,0.9316,0.27,403000000.0,0.010208889586932621,0.0040698766514307184,0.01621351958094288,0.20404090795709653,0.10052382140184585,0.025233235238870454,0.04,0.10052382140184585,0.5823778859745563,1.6786534047436878,11895000000.0,436000000.0,832000000.0,2281000000.0,1395000000.0,82000000.0,1.9800000000000009,1.9800000000000009,2.6580645161290324,10.146341463414634,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2021-06-30,16863000000.0,6537000000.0,3862000000.0,9841000000.0,6649000000.0,,1553000000.0,,7767000000.0,1580000000.0,720000000.0,312000000.0,63000000.0,70000000.0,1.3,239000000.0,622000000.0,,0.0,,14.9068,0.8183,1.3,720000000.0,0.046924349526244545,0.018502045899306173,0.04016994978756277,0.20342474571906785,0.09269988412514485,0.04269702899839886,0.10828696044517973,0.09269988412514485,0.0,1.6926462972553082,15957000000.0,717000000.0,1441000000.0,3240000000.0,1780000000.0,115000000.0,3.130000000000001,3.130000000000001,0.0,12.530434782608696,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2021-09-30,16491000000.0,6462000000.0,3637000000.0,9471000000.0,6646000000.0,,1507000000.0,,11183000000.0,2230000000.0,973000000.0,408000000.0,84000000.0,149000000.0,1.7,239300000.0,764000000.0,,0.0,,13.5265,0.6858,1.7,973000000.0,0.06139030996087872,0.024740767691468074,0.03648394885093446,0.19940981847447017,0.08700706429401771,0.05900187981323146,0.14640385194101715,0.08700706429401771,0.0,1.776739070662634,20901000000.0,983000000.0,2019000000.0,4332000000.0,2019000000.0,149000000.0,4.140000000000001,4.140000000000001,0.0,13.550335570469798,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2021-12-31,16575000000.0,6597000000.0,3798000000.0,9313000000.0,6948000000.0,,1841000000.0,,-8121000000.0,-1773000000.0,-945000000.0,-248000000.0,-75000000.0,-111000000.0,-1.0299999999999998,-477200000.0,-422000000.0,,0.0,1.737,20.1238,0.7283,-1.0299999999999998,-945000000.0,-0.035693724812895795,-0.014962292609351432,0.030538111070065262,0.21832286664203915,0.11636497968230514,-0.05701357466063348,-0.13601036269430053,0.11636497968230514,0.0,1.7369668246445498,14838000000.0,537000000.0,1151000000.0,2855000000.0,1151000000.0,93000000.0,2.240000000000001,2.240000000000001,0.0,12.376344086021506,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2022-03-31,16678000000.0,6640000000.0,3859000000.0,9340000000.0,7050000000.0,,1501000000.0,,3874000000.0,750000000.0,352000000.0,200000000.0,15000000.0,91000000.0,0.84,239000000.0,116000000.0,,0.0,,13.8913,0.6349,0.84,352000000.0,0.028368794326241134,0.01199184554502938,0.05162622612287042,0.19359834796076406,0.09086215797625194,0.02110564815925171,0.0499290780141844,0.09086215797625194,0.0,1.7206530189168179,14703000000.0,672000000.0,1100000000.0,2787000000.0,1100000000.0,87000000.0,2.810000000000001,2.810000000000001,0.0,12.64367816091954,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2022-06-30,16144000000.0,6480000000.0,3651000000.0,8973000000.0,6889000000.0,,,,7633000000.0,1462000000.0,624000000.0,416000000.0,30000000.0,148000000.0,1.74,238500000.0,332000000.0,,0.0,,12.4721,0.6074,1.74,624000000.0,0.06038612280447089,0.02576808721506442,0.05450019651513167,0.1915367483296214,0.0817502947726975,0.03865213082259663,0.09057918420670634,0.0817502947726975,0.0,1.7748562037797864,14569000000.0,776000000.0,1004000000.0,2669000000.0,1004000000.0,54000000.0,3.250000000000001,3.250000000000001,0.0,18.59259259259259,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2022-09-30,16077000000.0,6547000000.0,3816000000.0,9040000000.0,6775000000.0,,,,11693000000.0,2268000000.0,1013000000.0,689000000.0,42000000.0,252000000.0,2.9,237500000.0,679000000.0,,0.0,,9.0911,0.5732,2.9,1013000000.0,0.10169741697416974,0.04285625427629533,0.05892414264944839,0.19396219960660224,0.08663302830753442,0.06300926789823973,0.14952029520295204,0.08663302830753442,0.0,1.7156708595387842,15079000000.0,1057000000.0,1044000000.0,2707000000.0,1044000000.0,12000000.0,4.450000000000001,4.450000000000001,0.0,87.0,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2022-12-31,16994000000.0,6617000000.0,4236000000.0,9486000000.0,7224000000.0,,,234122211.0,-7399000000.0,-1379000000.0,-615000000.0,-361000000.0,-35000000.0,-199000000.0,-1.4900000000000002,-478200000.0,442000000.0,,0.0,1.5621,9.9838,0.702,-1.4900000000000002,-615000000.0,-0.049972314507198225,-0.02124279157349653,0.04879037707798351,0.18637653736991486,0.08311934045141235,-0.03618924326232788,-0.08513289036544851,0.08311934045141235,0.0,1.5620868744098206,15801000000.0,944000000.0,1374000000.0,3101000000.0,1374000000.0,52000000.0,3.99,3.99,0.0,26.423076923076923,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2023-03-31,17117000000.0,6607000000.0,4148000000.0,9438000000.0,7441000000.0,,,,4180000000.0,750000000.0,340000000.0,217000000.0,10000000.0,87000000.0,0.93,234400000.0,-12000000.0,,0.0,,11.9471,0.8361,0.93,340000000.0,0.02916274694261524,0.012677455161535315,0.05191387559808613,0.17942583732057416,0.08133971291866028,0.019863293801483904,0.045692783228060745,0.08133971291866028,0.0,1.5928158148505305,16107000000.0,961000000.0,1362000000.0,3101000000.0,1362000000.0,47000000.0,4.080000000000001,4.080000000000001,0.0,28.97872340425532,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2023-06-30,17317000000.0,6876000000.0,4235000000.0,9536000000.0,7551000000.0,,,,8700000000.0,1618000000.0,723000000.0,421000000.0,22000000.0,193000000.0,1.8,234300000.0,268000000.0,,0.0,,12.0792,0.7967,1.8,723000000.0,0.055754204741093896,0.024311370329733788,0.04839080459770115,0.1859770114942529,0.08310344827586207,0.04175088063752382,0.09574890742947954,0.08310344827586207,0.0,1.623612750885478,17174000000.0,966000000.0,1461000000.0,3257000000.0,1461000000.0,39000000.0,4.140000000000001,4.140000000000001,0.0,37.46153846153846,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2023-09-30,14104000000.0,5900000000.0,3573000000.0,8097000000.0,5768000000.0,,,,10676000000.0,1909000000.0,879000000.0,471000000.0,,230000000.0,2.0,234600000.0,,,0.0,,12.9058,0.6338,2.0,879000000.0,0.08165742024965326,0.033394781622234825,0.04411764705882353,0.17881228924690895,0.08233420756837767,0.062322745320476464,0.15239251040221913,0.08233420756837767,0.0,1.6512734396865378,16157000000.0,748000000.0,1327000000.0,2898000000.0,1327000000.0,,3.2400000000000007,3.2400000000000007,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2023-12-31,14453000000.0,6217000000.0,3767000000.0,8387000000.0,5828000000.0,,,,-9358000000.0,-1709000000.0,-782000000.0,-484000000.0,,-221000000.0,-2.7300000000000004,-468900000.0,,,0.0,1.6504,13.4828,0.5935,-2.7300000000000004,-782000000.0,-0.08304735758407687,-0.03348785719227842,0.05172045308826673,0.18262449241290873,0.08356486428724086,-0.05410641389330935,-0.13417982155113248,0.08356486428724086,0.0,1.6503849216883462,14198000000.0,625000000.0,1160000000.0,2568000000.0,1160000000.0,,2.0,2.0,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2024-03-31,14122000000.0,5957000000.0,3869000000.0,8080000000.0,5841000000.0,,,,3595000000.0,644000000.0,295000000.0,206000000.0,,62000000.0,0.0,228300000.0,,,0.0,,13.1803,0.5945,0.0,295000000.0,0.03526793357301832,0.014587168956238494,0.057301808066759385,0.17913769123783033,0.08205841446453407,0.020889392437331823,0.050505050505050504,0.08205841446453407,0.0,1.5396743344533472,13613000000.0,614000000.0,1115000000.0,2462000000.0,1115000000.0,,1.0700000000000003,1.0700000000000003,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2024-06-30,14108000000.0,6004000000.0,3712000000.0,7823000000.0,6093000000.0,,,,7198000000.0,1329000000.0,592000000.0,509000000.0,,31000000.0,2.0,227900000.0,,,0.0,,10.0626,0.5003,2.0,592000000.0,0.08353848678811751,0.03607882052736036,0.07071408724645735,0.18463462072797998,0.08224506807446513,0.041962007371703997,0.09716067618578697,0.08224506807446513,0.0,1.6174568965517242,12111000000.0,702000000.0,984000000.0,2173000000.0,984000000.0,,1.2700000000000005,1.2700000000000005,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2024-09-30,15137000000.0,6856000000.0,3718000000.0,8785000000.0,6156000000.0,,,,10647000000.0,1965000000.0,862000000.0,743000000.0,,44000000.0,3.0,226800000.0,,,0.0,,9.2149,0.5834,3.0,862000000.0,0.12069525666016893,0.049085023452467465,0.0697849159387621,0.18455903071287685,0.08096177326946558,0.056946554799497916,0.14002599090318388,0.08096177326946558,0.0,1.8440021516944594,12082000000.0,974000000.0,967000000.0,2229000000.0,967000000.0,,2.2700000000000005,2.2700000000000005,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2024-12-31,13993000000.0,6521000000.0,3646000000.0,8287000000.0,5532000000.0,,,,-7354000000.0,-1290000000.0,-1203000000.0,-1120000000.0,,-26000000.0,-4.0,-458200000.0,,,0.0,1.7885,20.5694,0.4936,-4.0,-1203000000.0,-0.2024584237165582,-0.080040020010005,0.15229806907805277,0.17541474027740006,0.16358444384008702,-0.08597155720717502,-0.21746203904555314,0.16358444384008702,0.0,1.7885353812397147,14086000000.0,338000000.0,546000000.0,2648000000.0,546000000.0,,1.0000000000000009,1.0000000000000009,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2025-03-31,13830000000.0,6379000000.0,3230000000.0,7940000000.0,5720000000.0,,,,3515000000.0,639000000.0,237000000.0,157000000.0,,61000000.0,0.0,218100000.0,,,0.0,,21.7786,0.4494,0.0,237000000.0,0.027447552447552447,0.011352133044107014,0.04466571834992888,0.1817923186344239,0.06742532005689901,0.017136659436008676,0.04143356643356643,0.06742532005689901,0.0,1.9749226006191951,14006000000.0,289000000.0,488000000.0,2643000000.0,488000000.0,,1.0000000000000009,1.0000000000000009,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2025-06-30,14399000000.0,6778000000.0,3352000000.0,8330000000.0,5923000000.0,,,,7153000000.0,1279000000.0,526000000.0,381000000.0,,113000000.0,1.0,218100000.0,,,0.0,,35.0297,0.5239,1.0,526000000.0,0.06432551072091845,0.026460170845197584,0.05326436460226478,0.17880609534461064,0.07353557947714245,0.036530314605180914,0.08880634813439135,0.07353557947714245,0.0,2.022076372315036,13961000000.0,161000000.0,422000000.0,2593000000.0,422000000.0,,8.881784197001252e-16,8.881784197001252e-16,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2025-09-30,14496000000.0,6978000000.0,3403000000.0,8346000000.0,5989000000.0,,,,10744000000.0,1943000000.0,774000000.0,539000000.0,,188000000.0,2.0,217600000.0,,,0.0,,70.9898,0.6707,2.0,774000000.0,0.08999833027216564,0.03718267108167771,0.05016753536857781,0.1808451228592703,0.07204020848845867,0.05339403973509934,0.1292369343796961,0.07204020848845867,0.0,2.0505436379665003,14058000000.0,-43000000.0,334000000.0,2571000000.0,334000000.0,,-0.9999999999999991,-0.9999999999999991,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
2025-12-31,13769000000.0,6795000000.0,3282000000.0,8155000000.0,5442000000.0,,,,-7096000000.0,-1187000000.0,-1001000000.0,-800000000.0,,-173000000.0,-2.0,-437400000.0,,,0.0,2.0704,34.8,0.6733,-2.0,-1001000000.0,-0.14700477765527378,-0.05810153242791779,0.11273957158962795,0.1672773393461105,0.14106538895152199,-0.07269954245043213,-0.18393972804116135,0.14106538895152199,0.0,2.0703839122486287,14316000000.0,277000000.0,536000000.0,2674000000.0,536000000.0,,1.0000000000000009,1.0000000000000009,0.0,,1.0688156,70.08,24.4,2.50443,10938.398,39.4888,1.7713,0.7641
