report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-09-30,4061000000.0,2691600000.0,1617900000.0,4061000000.0,1506500000.0,522100000.0,7900000.0,336400000.0,3598500000.0,413500000.0,300600000.0,,110500000.0,1.23,243600000.0,118800000.0,187000000.0,,-68200000.0,530000000.0,,,,1.23,413500000.0,0.19953534683040158,0.07402117704998769,0.08353480616923718,0.11490898985688482,0.10182221127801035,0.20304443898846058,-0.018952341253299986,0.11490898985688482,0.3518088284102224,1.6636380493231968,,,,,,,,,,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2011-12-31,4271000000.0,2787900000.0,2232900000.0,4271000000.0,1424600000.0,36000000.0,587600000.0,344000000.0,5099000000.0,552800000.0,399800000.0,11000000.0,149300000.0,1.64,243200000.0,164800000.0,274000000.0,,-109200000.0,623600000.0,,,,1.64,552800000.0,0.2806401796995648,0.09360805431983142,0.07840753088840949,0.10841341439497941,0.12943104659330368,0.2698955180158188,-0.021415963914493037,0.10841341439497941,0.43773690860592446,1.2485556899099826,,,,,,,,,,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2012-03-31,4506600000.0,2916600000.0,1683300000.0,4506600000.0,1558900000.0,713100000.0,28600000.0,361600000.0,1396600000.0,130400000.0,98800000.0,,30700000.0,0.41,241300000.0,1700000.0,92000000.0,,-90300000.0,741700000.0,,,,0.41,130400000.0,0.06337802296491116,0.021923401233746063,0.0707432335672347,0.09336961191464986,0.028935339280166866,0.05668086586107972,-0.06465702420163254,0.09336961191464986,0.475784206812496,1.73266797362324,,,,,,,,,,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2012-06-30,5013500000.0,3125500000.0,1844100000.0,5013500000.0,1599400000.0,1114100000.0,102100000.0,275300000.0,2891500000.0,288200000.0,210700000.0,,75300000.0,0.87,241400000.0,-109500000.0,191100000.0,,-300600000.0,1216200000.0,,,,0.87,288200000.0,0.13173690133800176,0.04202652837339184,0.0728687532422618,0.09967145080408092,0.05748479106412686,0.10235828952976275,-0.10395988241397199,0.09967145080408092,0.7604101538076778,1.6948647036494766,12985600000.0,1009900000.0,1384900000.0,-568300000.0,1384900000.0,,4.15,4.15,0.8781861506245938,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2012-09-30,5536700000.0,3563300000.0,1818900000.0,5536700000.0,1730900000.0,1491400000.0,37700000.0,566200000.0,4310500000.0,423700000.0,309600000.0,,110300000.0,1.28,241200000.0,-5200000.0,282700000.0,,-287900000.0,1529100000.0,,,,1.28,423700000.0,0.17886648564330695,0.05591778496216158,0.0718246143138847,0.09829486138499013,0.07652572832192461,0.12996932515337423,-0.06679039554576036,0.09829486138499013,0.8834132532208677,1.9590411787344,13697600000.0,1018900000.0,1395100000.0,-788000000.0,1395100000.0,,4.2,4.2,1.0960504623324492,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2012-12-31,5902900000.0,3488300000.0,1970400000.0,5902900000.0,1836900000.0,1580400000.0,60400000.0,342100000.0,-2447200000.0,-241100000.0,-189100000.0,26200000.0,-49900000.0,-0.78,-483000000.0,251400000.0,-160200000.0,,91200000.0,1640800000.0,,,,-0.78,-241100000.0,-0.1029451793783004,-0.03203510139084179,0.07727198430859758,0.09852075841778359,-0.04084433075268089,-0.06932742904793399,-0.037267080745341616,0.09852075841778359,0.8932440524797213,1.77035119772635,6151400000.0,430000000.0,601200000.0,-587600000.0,601200000.0,,1.7800000000000002,1.7800000000000002,2.729208250166334,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2016-12-31,74100.0,74100.0,0.0,,74100.0,,,74000.0,0.0,-11900.0,-11900.0,,0.0,,,,,,,0.0,1.0044,22.0814,0.944,,-11900.0,-0.16059379217273953,-0.16059379217273953,,,-0.16059379217273953,-0.16059379217273953,,,0.0,,4754800000.0,331188100.0,470788100.0,,470788100.0,,,,0.0,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2017-03-31,29570500000.0,13734800000.0,11497000000.0,,13552800000.0,,499000000.0,7041700000.0,3388000000.0,,190800000.0,,103700000.0,0.0,468900000.0,151000000.0,51200000.0,,99800000.0,499000000.0,,59.7251,1.4893,0.0,,0.014078271648663007,0.006452376523900509,0.05631641086186541,,,,0.029456906729634004,,0.03681895991972139,1.1946420805427502,5251300000.0,311288100.0,,,,,,,,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2017-06-30,29524500000.0,13930700000.0,11498400000.0,,13551200000.0,,471200000.0,7179100000.0,7233000000.0,,146200000.0,,138000000.0,0.0,468200000.0,294300000.0,107500000.0,,186800000.0,471200000.0,,40.3154,1.0888,0.0,,0.010788712438750812,0.004951819675185016,0.020212913037467164,,,,0.02582607493432877,,0.03477182832516677,1.2115337786126765,8173800000.0,147888100.0,,,,,,,,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
2017-09-30,29628200000.0,14135000000.0,11581400000.0,,13729400000.0,,473200000.0,6896100000.0,11373900000.0,,267200000.0,,249700000.0,0.0,468300000.0,279000000.0,170400000.0,,108600000.0,473200000.0,,96.7459,0.9616,0.0,,0.019461884714554168,0.009018435139495481,0.023492381680865843,,,,0.009548176087357899,,0.03446618206185267,1.220491477714266,21994900000.0,604188100.0,,,,,,,,0.7664068,72.59,22.115,4.41191,28411.195,29.4753,5.3586,2.8604
