report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-12-31,916776000000.0,,,834533000000.0,82243000000.0,110051000000.0,,,-8269000000.0,-4054000000.0,3790000000.0,-19.0,-840700000.0,,-1384000000.0,-429000000.0,,0.0,0.4049,22.501,2.2178,-19.0,,-0.10054351130187372,-0.009019651474296883,,,,,,0.0,,4286000000.0,,,,10181000000.0,9.0,9.0,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2018-03-31,973535000000.0,,,889956000000.0,83579000000.0,120503000000.0,,,2832000000.0,3312000000.0,587000000.0,6.0,393800000.0,,1563000000.0,299000000.0,,0.0,,19.2788,2.0132,6.0,,0.03388410964476723,0.0029089863230392335,,,,,,0.0,,4863000000.0,,,,11263000000.0,10.0,10.0,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2018-06-30,968610000000.0,,,882011000000.0,86599000000.0,131417000000.0,,,5397000000.0,7230000000.0,1298000000.0,12.0,393200000.0,7634000000.0,3751000000.0,634000000.0,3883000000.0,0.0,,15.0669,1.6995,12.0,,0.06232173581681082,0.005571902003902499,,,,,,0.0,,6174000000.0,,,,13831000000.0,13.0,13.0,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2018-09-30,957190000000.0,,,870428000000.0,86762000000.0,118871000000.0,,,7921000000.0,11435000000.0,1852000000.0,19.0,392300000.0,2320000000.0,5947000000.0,951000000.0,-3627000000.0,0.0,,14.1957,1.6501,19.0,,0.09129572854475462,0.008275264054158526,,,,,,0.0,,7881000000.0,,,,17923000000.0,18.0,18.0,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2018-12-31,931796000000.0,,,841611000000.0,90185000000.0,130547000000.0,,,-5691000000.0,-6065000000.0,-1715000000.0,-12.0,-789100000.0,10467000000.0,-3279000000.0,-556000000.0,7188000000.0,0.0,0.4367,5.9411,1.1684,-12.0,,-0.06310362033597605,-0.006107560023867885,,,,,,0.0,,10459000000.0,,,,15912000000.0,25.0,25.0,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2019-03-31,925349000000.0,,,835076000000.0,90273000000.0,87884000000.0,,2719000000.0,2251000000.0,4379000000.0,468000000.0,5.71,382400000.0,-45006000000.0,2128000000.0,368000000.0,-47134000000.0,0.0,,7.3048,1.3564,5.71,3087000000.0,0.024935473508136432,0.002432595701729834,,0.002938350827633682,0.030119747875887587,,,0.0,,9878000000.0,,-39690000000.0,,16979000000.0,24.71,24.71,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2019-06-30,944903000000.0,,,854011000000.0,90892000000.0,91092000000.0,,,4672000000.0,9068000000.0,1174000000.0,11.52,380200000.0,-35567000000.0,4168000000.0,767000000.0,-39735000000.0,0.0,,7.7745,1.4016,11.52,,0.05140166351274039,0.004944422866685787,,,,,,0.0,,9153000000.0,,-83308000000.0,,18817000000.0,24.23,24.23,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2019-09-30,1007320000000.0,,,915308000000.0,92012000000.0,94094000000.0,,,6549000000.0,13519000000.0,1713000000.0,16.32,378200000.0,-27483000000.0,6397000000.0,1240000000.0,-33880000000.0,0.0,,8.1999,1.3803,16.32,,0.07117549884797635,0.0065014096811340984,,,,,,0.0,,7781000000.0,,-113561000000.0,,20901000000.0,21.55,21.55,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2019-12-31,992968000000.0,,,902703000000.0,90265000000.0,133546000000.0,,,-5006000000.0,-9590000000.0,-1238000000.0,-12.519999999999996,-765300000.0,131924000000.0,-4250000000.0,-671000000.0,127674000000.0,0.0,0.3725,9.6167,1.4826,-12.519999999999996,,-0.05545892649421149,-0.005041451486855569,,,,,,0.0,,8466000000.0,,6925000000.0,,17376000000.0,21.03,21.03,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2020-03-31,1089756000000.0,,,997377000000.0,92379000000.0,105489000000.0,,1348000000.0,1213000000.0,3437000000.0,135000000.0,3.11,361100000.0,-53031000000.0,2843000000.0,437000000.0,-55874000000.0,0.0,,7.1566,0.9902,3.11,1785000000.0,0.013130689875404583,0.001113093206185605,,0.0012369741483414635,0.014592060966236916,,,0.0,,7428000000.0,,-1815000000.0,,16434000000.0,18.430000000000003,18.430000000000003,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2020-06-30,1141523000000.0,,,1051494000000.0,90029000000.0,132599000000.0,,,1586000000.0,5527000000.0,1053000000.0,3.66,356800000.0,-64678000000.0,3908000000.0,936000000.0,-68586000000.0,0.0,,12.6318,1.2419,3.66,,0.01761654577969321,0.0013893719180428253,,,,,,0.0,,4342000000.0,,-30666000000.0,,12893000000.0,10.570000000000004,10.570000000000004,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2020-09-30,1132059000000.0,,,1039409000000.0,92650000000.0,153201000000.0,,,4953000000.0,7375000000.0,1985000000.0,12.65,360000000.0,-29742000000.0,4906000000.0,1404000000.0,-34648000000.0,0.0,,10.0654,1.2726,12.65,,0.053459255261737726,0.004375213659358744,,,,,,0.0,,2746000000.0,,-31434000000.0,,6749000000.0,6.900000000000004,6.900000000000004,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2020-12-31,1163028000000.0,,,1067096000000.0,95932000000.0,155842000000.0,,11131000000.0,1707000000.0,-7401000000.0,-153000000.0,5.319999999999997,-717600000.0,133723000000.0,-5348000000.0,-875000000.0,128375000000.0,0.0,0.4126,9.5924,1.696,5.319999999999997,10256000000.0,0.017793853979902432,0.0014677204676069708,,0.009570706810154183,0.1160301046574657,,,0.0,,9459000000.0,,-30733000000.0,,8938000000.0,24.74,24.74,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2021-03-31,1301548000000.0,,,1203884000000.0,97664000000.0,191155000000.0,,8337000000.0,6836000000.0,1572000000.0,1501000000.0,18.6,360900000.0,-5183000000.0,1312000000.0,498000000.0,-6495000000.0,0.0,,7.4346,1.8505,18.6,8835000000.0,0.06999508519003932,0.0052522073715299015,,0.006405449510890109,0.08536410550458716,,,0.0,,15082000000.0,,18646000000.0,,7073000000.0,40.23,40.23,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2021-06-30,1387922000000.0,,,1286032000000.0,101890000000.0,240289000000.0,,,12322000000.0,2882000000.0,2855000000.0,33.64,358400000.0,15284000000.0,2665000000.0,1018000000.0,12619000000.0,0.0,,6.3852,2.083,33.64,,0.12093434095593286,0.00887802052276713,,,,,,0.0,,25818000000.0,,99851000000.0,,4428000000.0,70.21000000000001,70.21000000000001,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2021-09-30,1443230000000.0,,,1336933000000.0,106297000000.0,211830000000.0,,,17700000000.0,4435000000.0,4319000000.0,48.59,356900000.0,-23976000000.0,3548000000.0,1527000000.0,-27524000000.0,0.0,,5.7387,1.9776,48.59,,0.16651457708119702,0.012264157480096727,,,,,,0.0,,38565000000.0,,106975000000.0,,1488000000.0,106.15,106.15,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2021-12-31,1463988000000.0,,,1354062000000.0,109926000000.0,261036000000.0,,,-15223000000.0,-3239000000.0,-3266000000.0,-41.38000000000001,-720400000.0,14796000000.0,-2858000000.0,-1028000000.0,11938000000.0,0.0,0.4724,5.9198,1.9707,-41.38000000000001,,-0.13848407110237795,-0.01039830927575909,,,,,,0.0,,21635000000.0,,-9462000000.0,,5650000000.0,59.449999999999996,59.449999999999996,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2022-06-30,1601224000000.0,,,1483353000000.0,117871000000.0,288606000000.0,,,6866000000.0,4502000000.0,1334000000.0,18.47,358200000.0,15522000000.0,2004000000.0,1062000000.0,13518000000.0,0.0,,6.3051,1.7493,18.47,,0.058250120894876606,0.0042879697031770695,,,,,,0.0,,21665000000.0,,10551000000.0,,8580000000.0,59.31999999999999,59.31999999999999,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2022-09-30,1555994000000.0,,,1436704000000.0,119290000000.0,284251000000.0,,,9935000000.0,11009000000.0,2021000000.0,26.71,358600000.0,23705000000.0,2994000000.0,1728000000.0,20711000000.0,0.0,,7.2123,1.623,26.71,,0.08328443289462654,0.006384986060357559,,,,,,0.0,,19278000000.0,,18643000000.0,,16707000000.0,52.38999999999999,52.38999999999999,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2022-12-31,1441799000000.0,,,1324610000000.0,117189000000.0,241825000000.0,,,11261000000.0,21346000000.0,2225000000.0,30.06,358100000.0,8708000000.0,3748000000.0,2455000000.0,4960000000.0,0.0,0.4377,10.3259,1.6923,30.06,,0.09609263668091715,0.007810381336094698,,,,,,0.0,,12839000000.0,,51127000000.0,,33618000000.0,33.859999999999985,33.859999999999985,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2023-03-31,1538349000000.0,,,1420840000000.0,117509000000.0,229327000000.0,,,3234000000.0,13157000000.0,759000000.0,8.79,351300000.0,9404000000.0,597000000.0,970000000.0,8807000000.0,0.0,,10.3437,1.3687,8.79,,0.027521296241138977,0.002102253779863997,,,,,,0.0,,31296000000.0,,47996000000.0,,50014000000.0,84.03,84.03,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2023-06-30,1571386000000.0,,,1454893000000.0,116493000000.0,270931000000.0,,,4450000000.0,28309000000.0,1279000000.0,11.91,349200000.0,41305000000.0,1263000000.0,2564000000.0,40042000000.0,0.0,,12.123,1.1804,11.91,,0.03819972015485909,0.0028318949004254843,,,,,,0.0,,28880000000.0,,74520000000.0,,73821000000.0,77.47,77.47,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2023-09-30,1577153000000.0,,,1459876000000.0,117277000000.0,239879000000.0,,,6508000000.0,45019000000.0,1977000000.0,17.39,347400000.0,15771000000.0,1770000000.0,4076000000.0,14001000000.0,0.0,,13.4031,1.0408,17.39,,0.05549255182175533,0.0041264227376798576,,,,,,0.0,,25453000000.0,,67810000000.0,,107831000000.0,68.15,68.15,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2023-12-31,1641594000000.0,,,1524689000000.0,116905000000.0,241577000000.0,,,-5676000000.0,-24321000000.0,-1792000000.0,-15.220000000000002,-702100000.0,-79067000000.0,-1314000000.0,-2754000000.0,-80381000000.0,0.0,0.3568,14.7727,1.1604,-15.220000000000002,,-0.048552243274453614,-0.0034576149766629262,,,,,,0.0,,8516000000.0,,-17531000000.0,,62164000000.0,22.869999999999994,22.869999999999994,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2024-03-31,1698440000000.0,,,1579894000000.0,118546000000.0,209385000000.0,,,4132000000.0,17947000000.0,1105000000.0,11.58,339500000.0,-28038000000.0,497000000.0,627000000.0,-28535000000.0,0.0,,14.3003,1.1686,11.58,,0.034855667842019135,0.002432820706059678,,,,,,0.0,,9414000000.0,,-54873000000.0,,66954000000.0,25.659999999999997,25.659999999999997,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2024-09-30,1728080000000.0,,,1606880000000.0,121200000000.0,154689000000.0,,,10165000000.0,,2975000000.0,28.64,335300000.0,-59978000000.0,1505000000.0,1894000000.0,-61483000000.0,0.0,,12.8445,1.2704,28.64,,0.08386963696369637,0.005882250821721217,,,,,,0.0,,15129000000.0,,-156398000000.0,,,42.39,42.39,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2024-12-31,1675972000000.0,,,1553976000000.0,121996000000.0,182092000000.0,,,14276000000.0,,4121000000.0,40.54,333600000.0,-13212000000.0,2091000000.0,2392000000.0,-15303000000.0,0.0,0.2908,12.5911,1.417,40.54,,0.11702023017148103,0.008518042067528575,,,,,,0.0,,22897000000.0,,-185702000000.0,,,65.53999999999999,65.53999999999999,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2025-03-31,1766181000000.0,,,1641881000000.0,124300000000.0,167408000000.0,,,4738000000.0,,909000000.0,14.12,324500000.0,-37230000000.0,499000000.0,506000000.0,-37729000000.0,0.0,,11.4085,1.3449,14.12,,0.038117457763475464,0.0026826242610468575,,,,,,0.0,,33311000000.0,,-143050000000.0,,,94.88,94.88,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2025-06-30,1785009000000.0,,,1660913000000.0,124096000000.0,152967000000.0,,,8461000000.0,,2144000000.0,25.07,321400000.0,-31558000000.0,975000000.0,1124000000.0,-32533000000.0,0.0,,13.9549,1.7156,25.07,,0.06818108561113977,0.0047400321230873345,,,,,,0.0,,37640000000.0,,-147048000000.0,,,108.36999999999999,108.36999999999999,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2025-09-30,1807982000000.0,,,1683580000000.0,124402000000.0,169577000000.0,,,12559000000.0,,3438000000.0,37.33,319200000.0,-28878000000.0,1533000000.0,1655000000.0,-30411000000.0,0.0,,14.4614,1.895,37.33,,0.10095496856963715,0.006946418714345607,,,,,,0.0,,40034000000.0,,-115976000000.0,,,117.05999999999999,117.05999999999999,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
2025-12-31,1809320000000.0,,,1684348000000.0,124972000000.0,164259000000.0,,,-8582000000.0,,-1815000000.0,-25.199999999999996,-647500000.0,52512000000.0,-943000000.0,-1103000000.0,51569000000.0,0.0,0.3159,15.3492,2.1075,-25.199999999999996,,-0.06867138238965528,-0.004743218446709261,,,,,,0.0,,17176000000.0,,-49104000000.0,,,51.319999999999986,51.319999999999986,,1.3694799,984.7,439.38,2.46165,238639.8,13.8938,2.1091,1.9076
