report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,5996100000.0,4394100000.0,1429000000.0,3872000000.0,2102400000.0,1904400000.0,63600000.0,,935900000.0,98500000.0,-66500000.0,539900000.0,35900000.0,-36900000.0,4.98,108400000.0,,,1968000000.0,,11.3954,0.6441,4.98,-66500000.0,0.2568017503805175,0.09004186054268608,0.5768778715674752,0.10524628699647398,-0.07105459985041136,-0.011090542185754074,-0.0163374606918239,-0.07105459985041136,0.9360730593607306,3.0749475157452766,,,,,,,,,,,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2010-06-30,5573300000.0,4068500000.0,1388400000.0,3672300000.0,1881100000.0,1901100000.0,59700000.0,,2015800000.0,253400000.0,-76900000.0,499600000.0,71300000.0,-60500000.0,4.6,108500000.0,,,1960800000.0,,8.0293,0.5143,4.6,-76900000.0,0.2655892828664079,0.08964168445983528,0.2478420478222046,0.12570691536858816,-0.03814862585573966,-0.01379792941345343,-0.020016137848460396,-0.03814862585573966,1.0423688267503057,2.93035148372227,,,,,,,,,,,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2010-12-31,5516400000.0,3968900000.0,1674200000.0,3405000000.0,2083200000.0,1339500000.0,346800000.0,,4418200000.0,602900000.0,-73800000.0,358500000.0,145400000.0,-26800000.0,3.3,108700000.0,,,1686300000.0,2.3706,9.4289,0.7651,3.3,-73800000.0,0.1720910138248848,0.06498803567544051,0.08114164139242225,0.13645828617989225,-0.016703634964465166,-0.013378290189253862,-0.019578193394349384,-0.016703634964465166,0.8094758064516129,2.370624776012424,,,,,,,,,,,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2011-03-31,5412900000.0,3809600000.0,1485200000.0,3226200000.0,2157900000.0,1354300000.0,62800000.0,,1256200000.0,167200000.0,-9300000.0,11700000.0,28200000.0,6000000.0,0.1,116600000.0,,,1417100000.0,,,0.8562,0.1,-9300000.0,0.005421937995273182,0.0021615030759851465,0.009313803534469034,0.1330998248686515,-0.007403279732526667,-0.0017181178296292192,-0.0026013986013986015,-0.007403279732526667,0.6567032763334724,2.565041745219499,8626100000.0,1409700000.0,-226500000.0,1122000000.0,-226500000.0,280800000.0,12.98,12.98,-6.2565121412803535,-0.8066239316239316,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2011-06-30,5482900000.0,3846400000.0,1538800000.0,3275700000.0,2178200000.0,1352600000.0,73900000.0,,1488200000.0,214900000.0,6800000.0,-500000.0,27900000.0,16300000.0,0.0,114800000.0,,,1426500000.0,,,0.6058,0.0,6800000.0,-0.0002295473326599945,-9.119261704572398e-05,-0.00033597634726515254,0.14440263405456255,0.004569278322806075,0.0012402195918218462,0.001886426054872805,0.004569278322806075,0.6548985400789643,2.499610085781128,9178400000.0,869300000.0,-153200000.0,1238400000.0,-153200000.0,272800000.0,7.999999999999999,7.999999999999999,-9.31135770234987,-0.5615835777126099,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2011-09-30,7326700000.0,4171800000.0,2023400000.0,5057900000.0,1991700000.0,2242000000.0,74600000.0,684900000.0,4548000000.0,657700000.0,50100000.0,48100000.0,93200000.0,56500000.0,0.43,110800000.0,-111200000.0,89300000.0,2316600000.0,,401.6071,0.1914,0.43,139400000.0,0.024150223427222974,0.0065650292764819086,0.010576077396657871,0.14461301671064203,0.011015831134564644,0.006838003466772217,0.011628716663185015,0.030650835532102023,1.1631269769543606,2.0617772066818225,11710600000.0,417800000.0,-26200000.0,1642700000.0,63100000.0,294700000.0,3.83,3.83,36.71315372424723,-0.08890397013912453,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2011-12-31,7050700000.0,4013500000.0,1891700000.0,4866200000.0,1906400000.0,2223400000.0,77000000.0,774100000.0,-787800000.0,-79500000.0,33600000.0,-14100000.0,-14400000.0,-28400000.0,-0.12000000000000005,-231500000.0,130300000.0,37300000.0,2300400000.0,2.1435,35.0215,0.2571,-0.12000000000000005,70900000.0,-0.007396139320184641,-0.0019998014381550767,0.0178979436405179,0.10091393754760092,-0.04265041888804265,0.004765484278156778,0.007987068555671769,-0.08999746128458999,1.206672261854805,2.1216366231432047,6504600000.0,45200000.0,81200000.0,960300000.0,207800000.0,134900000.0,0.41,0.41,11.070259865255053,0.6019273535952557,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2012-03-31,7346300000.0,4292500000.0,1977900000.0,5076800000.0,1996700000.0,2365200000.0,243300000.0,973200000.0,1819400000.0,330800000.0,63800000.0,23000000.0,40500000.0,8800000.0,0.2,114300000.0,-78500000.0,38800000.0,2608500000.0,,45.0504,0.3787,0.2,102600000.0,0.011519006360494816,0.0031308277636361162,0.012641530174782896,0.18181818181818182,0.03506650544135429,0.008684643970434096,0.013853904282115869,0.05639221721446631,1.306405569189162,2.1702310531371656,7067800000.0,56500000.0,154300000.0,1123900000.0,319700000.0,147200000.0,0.51,0.51,8.159211761025961,1.0482336956521738,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2012-06-30,7087500000.0,4168200000.0,1798200000.0,4846400000.0,1989600000.0,2342300000.0,60500000.0,841500000.0,3830900000.0,759400000.0,238800000.0,108900000.0,87400000.0,52900000.0,0.98,111500000.0,17800000.0,76600000.0,2402800000.0,,13.3113,0.2626,0.98,315400000.0,0.05473462002412545,0.015365079365079365,0.02842674045263515,0.19823018089743924,0.06233522148842308,0.03369312169312169,0.05436663327565795,0.08233052285363752,1.2076799356654604,2.3179846513179845,9410500000.0,165900000.0,386300000.0,1668400000.0,628300000.0,206700000.0,1.49,1.49,3.8242877606239056,1.8688921141751331,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
2012-09-30,6754300000.0,3795200000.0,1759800000.0,4443300000.0,2054600000.0,1984800000.0,79000000.0,542600000.0,5652900000.0,1138000000.0,370700000.0,139100000.0,130000000.0,61700000.0,1.23,113200000.0,138800000.0,112300000.0,2063800000.0,,17.9866,0.3373,1.23,483000000.0,0.06770174243161686,0.020594288083147033,0.024606838967609547,0.2013126006120752,0.06557696049815138,0.05488355566083828,0.09001068376068376,0.08544287003131136,1.0044777572276842,2.15660870553472,10515400000.0,256900000.0,706900000.0,2148700000.0,971900000.0,243500000.0,2.29,2.29,2.1234694927461675,2.903080082135524,1.6060741,71.5,34.88,1.16734,7034.619,31.8309,1.6712,1.2977
