report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,4189600000.0,1933100000.0,1279600000.0,2666400000.0,1523200000.0,336900000.0,1459700000.0,1059100000.0,276100000.0,210400000.0,10700000.0,59300000.0,1.18,178300000.0,423100000.0,10000000.0,111400000.0,413100000.0,336900000.0,1.18,387500000.0,0.13813025210084034,0.05021959136910445,0.19865923897648946,0.2606930412614484,0.06590127935841131,0.14843287995269072,0.3900481540930979,0.3658766877537532,0.22117909663865545,1.5107064707721163,,,,,,,,,,
2011-12-31,4088200000.0,1835800000.0,1284400000.0,2622900000.0,1465300000.0,325400000.0,1319500000.0,1607300000.0,437900000.0,330300000.0,15200000.0,97700000.0,1.88,175200000.0,587400000.0,17600000.0,161600000.0,569800000.0,325400000.0,1.88,599500000.0,0.2254145908687641,0.0807935032532655,0.2054999066757917,0.2724444720960617,0.10711315493371165,0.24454124085553136,0.3545075592608723,0.3729857525041996,0.22207056575445303,1.4293055123014637,,,,,,,,,,
2012-03-31,4864400000.0,2180900000.0,1413600000.0,3418600000.0,1445800000.0,821600000.0,1496900000.0,2172000000.0,543900000.0,401000000.0,23300000.0,129000000.0,2.32,172800000.0,800300000.0,26500000.0,224600000.0,773800000.0,821600000.0,2.32,768500000.0,0.2773550975238622,0.08243565496258531,0.18462246777163904,0.25041436464088396,0.11181235095798044,0.23987827467584016,0.35626151012891344,0.35382136279926335,0.5682667035551252,1.5427985285795134,,,,,,,,,,
2012-06-30,4664800000.0,2041200000.0,1330900000.0,3301000000.0,1363800000.0,823300000.0,1465500000.0,504400000.0,73900000.0,54100000.0,10200000.0,11600000.0,0.33,163800000.0,219600000.0,7200000.0,57900000.0,212400000.0,823300000.0,0.33,131800000.0,0.03966857310456079,0.011597496141313668,0.10725614591593972,0.1465107057890563,0.01584205110615675,0.03378903570938686,0.4210943695479778,0.2613005551149881,0.6036808916263382,1.533699000676234,5342800000.0,995800000.0,1331800000.0,1969100000.0,1887300000.0,59400000.0,5.71,5.71,0.4362316536851587,22.420875420875422
2012-09-30,4535700000.0,1904700000.0,1305900000.0,3214300000.0,1321400000.0,824800000.0,1311200000.0,1052600000.0,211900000.0,152000000.0,20800000.0,45200000.0,0.94,162100000.0,286100000.0,13300000.0,115900000.0,272800000.0,824800000.0,0.94,327800000.0,0.11502951415165734,0.03351191657296559,0.1444043321299639,0.20131103933117994,0.046718257380338205,0.09873264374242847,0.259167775033251,0.3114193425802774,0.6241864688966248,1.4585343441304848,5336300000.0,937400000.0,1267600000.0,1828800000.0,1827600000.0,69500000.0,5.470000000000001,5.470000000000001,0.4513022543226089,18.238848920863308
2012-12-31,4328800000.0,1713500000.0,1298400000.0,3648700000.0,680100000.0,1308600000.0,1057900000.0,1632800000.0,359600000.0,258300000.0,33600000.0,75900000.0,1.63,158900000.0,417900000.0,19300000.0,173200000.0,398600000.0,1308600000.0,1.63,532800000.0,0.37979708866343187,0.05967011642949547,0.15819451249387556,0.22023517883390495,0.08307152097579006,0.18082164227887565,0.24412052915237628,0.3263106320431161,1.9241288045875606,1.3197011706715958,5361800000.0,865400000.0,1189300000.0,1657600000.0,1760900000.0,87900000.0,5.220000000000001,5.220000000000001,0.7431427111136351,13.530147895335608
2013-03-31,4720300000.0,2099400000.0,1407100000.0,3901800000.0,818500000.0,1306000000.0,1379200000.0,-988400000.0,-180000000.0,-133400000.0,-16800000.0,-35800000.0,-0.77,-329100000.0,-158500000.0,-15300000.0,-118000000.0,-173800000.0,1306000000.0,-0.77,-298000000.0,-0.16298106291997558,-0.02826091561976993,0.1349656009712667,0.1821125050586807,-0.03813316950193844,-0.08472581783949165,0.17583974099554836,0.30149736948603806,1.5956017104459377,1.4920048326344966,2201400000.0,331000000.0,465400000.0,710000000.0,694400000.0,47800000.0,2.13,2.13,1.8807603686635945,9.736401673640167
