report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-04,1641885000.0,1088267000.0,481856000.0,,1036960000.0,,237187000.0,404134000.0,278269000.0,85651000.0,51004000.0,12089000.0,28882000.0,0.37,138682000.0,130323000.0,22864000.0,107459000.0,0.0,,64.819,6.9608,0.37,85651000.0,0.049186082394692174,0.031064295002390545,0.12620566445782835,0.6885562709398367,0.2119371297638902,0.0521662601217503,0.08259817157846011,0.26589942939718014,0.2119371297638902,0.0,2.258490088325143,,,,,,,,,,,,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2010-10-03,1725221000.0,1140347000.0,500424000.0,,1108121000.0,,210767000.0,641443000.0,435414000.0,142987000.0,86451000.0,18279000.0,48145000.0,0.61,140854000.0,191092000.0,37434000.0,153658000.0,0.0,,63.0551,7.5252,0.61,142987000.0,0.07801584844976316,0.05011010183622852,0.13477581016551743,0.6788038843669664,0.22291458477214654,0.08288039619271965,0.12903554756204422,0.23955051345170186,0.22291458477214654,0.0,2.278761610154589,,,,,,,,,,,,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2011-01-02,1839113000.0,1258398000.0,534517000.0,,1197675000.0,,248947000.0,902741000.0,601540000.0,211654000.0,124891000.0,24598000.0,60488000.0,0.87,143433000.0,272573000.0,49818000.0,222755000.0,0.0,2.3514,64.4658,8.9125,0.87,211654000.0,0.10427787170977101,0.06790827969787609,0.13834643602096283,0.6663483767769494,0.23445705911219275,0.11508482621785611,0.17672072974721856,0.24675405238047235,0.23445705911219275,0.0,2.354271239268349,,,,,,,,,,,,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2011-04-03,2123149000.0,1511473000.0,345313000.0,,1064226000.0,,410341000.0,282515000.0,188041000.0,69388000.0,24137000.0,7390000.0,11871000.0,0.16,153129000.0,88578000.0,12300000.0,76278000.0,0.0,,70.5096,9.0666,0.16,69388000.0,0.022680332936801016,0.011368490859567558,0.08543617153071519,0.6655965169990974,0.24560819779480736,0.03268164410505339,0.06520043674933708,0.2699962833831832,0.24560819779480736,0.0,4.377110042193604,2230833000.0,286483000.0,509680000.0,1503264000.0,560150000.0,509680000.0,62356000.0,2.01,2.01,0.0,8.173712232984798,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2011-07-03,2256986000.0,1623315000.0,284455000.0,,1168304000.0,,261084000.0,569965000.0,381397000.0,135398000.0,54757000.0,16809000.0,30275000.0,0.37,147447000.0,159798000.0,28503000.0,131295000.0,0.0,,74.5787,8.9681,0.37,135398000.0,0.04686879442336926,0.024261116373783444,0.09607081136561017,0.6691586325476125,0.23755493758388674,0.05999062466492924,0.11589278133088649,0.23035624994517206,0.23755493758388674,0.0,5.706755022762827,2396664000.0,290236000.0,559427000.0,1606392000.0,583986000.0,559427000.0,67076000.0,2.01,2.01,0.0,8.340196195360486,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2011-10-02,2147059000.0,1504214000.0,297213000.0,2147059000.0,1035540000.0,,229846000.0,805464000.0,538512000.0,172162000.0,74908000.0,25605000.0,37915000.0,0.52,143620000.0,249840000.0,50686000.0,199154000.0,0.0,,41.5041,4.408,0.52,172162000.0,0.0723371381115167,0.03488865466668592,0.09299981128889684,0.6685736420249695,0.2137426377839357,0.08018503450533963,0.16625335573710334,0.2472537568407775,0.2137426377839357,0.0,5.061063950769314,2560685000.0,278693000.0,588602000.0,1709490000.0,629482000.0,588602000.0,74402000.0,1.92,1.92,0.0,7.911104540200532,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2012-01-01,2195840000.0,1544619000.0,237580000.0,2195840000.0,1075215000.0,,302978000.0,-602409000.0,-398852000.0,-177487000.0,-67174000.0,-15014000.0,-33644000.0,-0.43000000000000005,-305259000.0,-140076000.0,-13689000.0,-153765000.0,0.0,6.8062,44.495,3.6503,-0.43000000000000005,-177487000.0,-0.0624749468710909,-0.030591482075196734,0.11150895819949569,0.6620950218207231,0.29462873230645625,-0.0808287489070242,-0.1650711718121492,0.2552501705651808,0.29462873230645625,0.0,6.5014689788702755,1055535000.0,86628000.0,199461000.0,709098000.0,252962000.0,199461000.0,34790000.0,0.6199999999999999,0.6199999999999999,0.0,5.733285426846795,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2012-04-01,2301474000.0,1637291000.0,292926000.0,2301474000.0,1160172000.0,,260194000.0,272770000.0,181011000.0,49612000.0,26202000.0,9202000.0,14071000.0,0.2,133859000.0,65440000.0,13084000.0,52356000.0,0.0,,70.8449,6.0082,0.2,49612000.0,0.022584582286074822,0.01138487769142732,0.09605895076438024,0.6636030355244346,0.18188217179308575,0.02155661980104924,0.04276262485217709,0.1919419290977747,0.18188217179308575,0.0,5.589435557103159,1045790000.0,88693000.0,179685000.0,702068000.0,229040000.0,179685000.0,36602000.0,0.6599999999999999,0.6599999999999999,0.0,4.909157969509863,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2012-07-01,2348738000.0,1664372000.0,299141000.0,2348738000.0,1180783000.0,,316412000.0,553377000.0,374008000.0,92592000.0,49603000.0,18710000.0,25457000.0,0.37,133435000.0,161769000.0,34030000.0,127739000.0,0.0,,62.3526,4.891,0.37,92592000.0,0.0420085655027215,0.021119000927306494,0.0896369021480835,0.6758647359756549,0.16732173545340698,0.039422021528156825,0.07841576309957037,0.2308353979294405,0.16732173545340698,0.0,5.563837788868795,1029202000.0,83539000.0,136879000.0,694679000.0,225484000.0,136879000.0,38503000.0,0.6599999999999999,0.6599999999999999,0.0,3.5550216866218216,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
2012-09-30,2437983000.0,1646236000.0,303099000.0,2437983000.0,1222214000.0,,343089000.0,839251000.0,569881000.0,141406000.0,79351000.0,28193000.0,39354000.0,0.6,133126000.0,212997000.0,51680000.0,161317000.0,0.0,,66.2633,5.5351,0.6,141406000.0,0.06492398221588036,0.03254780693712794,0.09454978308038954,0.6790352349892941,0.1684907137435642,0.058001224782945573,0.11569659650437648,0.19221543971946414,0.1684907137435642,0.0,5.431347513518685,1062989000.0,87982000.0,106123000.0,726048000.0,187647000.0,106123000.0,41091000.0,0.74,0.74,0.0,2.5826336667396754,1.4984701,155.529,68.7,1.33963,19476.402,22.9134,7.5463,4.4846
