report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-09-30,7617072000.0,6050727000.0,1193770000.0,,145062000.0,869180000.0,98545000.0,-50265000.0,235376000.0,-12018000.0,,,190169000.0,322393000.0,0.0,,,2.3353,,420938000.0,-0.042106100840195344,-0.0065989923687212095,-0.05783036885340206,0.11337697600036817,0.012937385914167543,0.08254940231367851,0.4842932419061644,0.0,,,,,,,,,,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2010-12-31,7378566000.0,5968366000.0,1046042000.0,,111325000.0,1144934000.0,130509000.0,-71728000.0,312576000.0,-18433000.0,,,257500000.0,426060000.0,0.0,0.451,,3.2479,,556569000.0,-0.06857086044346211,-0.009721130094926304,-0.06264815264460659,0.1139882298892338,0.017687583197060243,0.12476458880236166,0.4861144834549415,0.0,,,,,,,,,,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2011-03-31,7261832000.0,5881429000.0,1014440000.0,,81360000.0,286553000.0,41474000.0,-19260000.0,76381000.0,-2528000.0,,,27680000.0,100911000.0,0.0,,,3.2895,,142385000.0,-0.018985844406766296,-0.002652223295719317,-0.06721269712758199,0.1447341329527173,0.00571123099515384,0.040883640235006506,0.4968888826848785,0.0,,,,,,,,,,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2011-06-30,7164972000.0,5830249000.0,979300000.0,,85324000.0,562063000.0,90165000.0,-42711000.0,171805000.0,-4765000.0,,,95208000.0,,0.0,,,3.6538,,90165000.0,-0.04361380577963852,-0.005961084007027522,-0.0759897022219929,0.16041796026424085,0.012584138500471461,0.0920708669457776,0.16041796026424085,0.0,2862730000.0,-183964000.0,360693000.0,1210057000.0,796138000.0,,,0.0,0.45305336512011735,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2011-09-30,7042702000.0,5748203000.0,951312000.0,,75831000.0,834521000.0,132281000.0,-44153000.0,243169000.0,-5704000.0,-0.67,,176381000.0,,0.0,,,3.2389,-0.67,132281000.0,-0.046412743663487896,-0.006269326744195623,-0.05290819524014375,0.15851128970990544,0.018782705842161147,0.13905112097818592,0.15851128970990544,0.0,2828071000.0,-177852000.0,394429000.0,921400000.0,803931000.0,,,0.0,0.49062543924789564,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2011-12-31,6871862000.0,5643804000.0,908329000.0,,91066000.0,-603553000.0,-97633000.0,49037000.0,-180575000.0,5831000.0,-0.18999999999999995,,-40450000.0,,0.0,1.9175,,2.8465,-0.18999999999999995,-97633000.0,0.05398594562102498,0.007135911635012461,-0.08124721441199033,0.16176375562709489,-0.01420764852379166,-0.10748638433871428,0.16176375562709489,0.0,1079584000.0,-57087000.0,166287000.0,267198000.0,310780000.0,,,0.0,0.5350633888924641,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2012-03-31,6823630000.0,5659357000.0,862019000.0,,83234000.0,273799000.0,43195000.0,1949000.0,71851000.0,-461000.0,-0.09,,48472000.0,,0.0,,,3.3352,-0.09,43195000.0,0.0022609710458818193,0.00028562509983689035,0.007118360549161976,0.15776171571116038,0.006330208408134673,0.0501091043236866,0.15776171571116038,0.0,1066830000.0,-35878000.0,168008000.0,168008000.0,306250000.0,,,0.0,0.5485975510204082,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2012-06-30,6947106000.0,5497483000.0,1147640000.0,,312964000.0,539959000.0,90892000.0,24749000.0,133421000.0,-468000.0,-0.08,,152032000.0,,0.0,,319.1317,3.4083,-0.08,90892000.0,0.021565124952075562,0.003562490625592873,0.04583496154337644,0.16833129922827475,0.013083433590908215,0.07919905196751595,0.16833129922827475,0.0,1044726000.0,31582000.0,168735000.0,168735000.0,267866000.0,-1.03,-1.03,0.0,0.6299231705404942,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2012-09-30,6565388000.0,5382333000.0,875672000.0,,102515000.0,787836000.0,144092000.0,63530000.0,193370000.0,-586000.0,0.11,,242297000.0,,0.0,,73.2899,3.7365,0.11,144092000.0,0.07254999588887164,0.00967650350596187,0.08063861006605436,0.18289593265603502,0.02194721774250052,0.1645501968773696,0.18289593265603502,0.0,998041000.0,139265000.0,180546000.0,180546000.0,218067000.0,-0.24999999999999994,-0.24999999999999994,0.0,0.8279382024790546,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2012-12-31,6401380000.0,5166440000.0,915425000.0,,84413000.0,-568397000.0,-78019000.0,42228000.0,-151881000.0,586000.0,0.6699999999999999,,-125974000.0,,0.0,1.5101,29.7465,4.109,0.6699999999999999,-78019000.0,0.04612939345112926,0.0065967025860048925,-0.07429314370061771,0.13726145634125445,-0.012187840746838962,-0.08522708031788513,0.13726145634125445,0.0,1033197000.0,132456000.0,200160000.0,200160000.0,246761000.0,0.6099999999999999,0.6099999999999999,0.0,0.8111492496788391,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2013-03-31,6370393000.0,5181764000.0,888380000.0,,49558000.0,255450000.0,57807000.0,5892000.0,62494000.0,50000.0,0.03,,48892000.0,,0.0,,32.9594,4.7624,0.03,57807000.0,0.00663229699002679,0.0009249036911851435,0.023065179095713446,0.22629477392836173,0.009074322416215138,0.06507012764807853,0.22629477392836173,0.0,1014848000.0,136399000.0,214772000.0,214772000.0,237404000.0,0.7299999999999999,0.7299999999999999,0.0,0.9046688345604961,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2013-06-30,6470715000.0,5327673000.0,851371000.0,,46923000.0,514761000.0,122225000.0,16840000.0,124267000.0,163000.0,,145532000.0,173026000.0,,0.0,,35.1112,4.6184,,122225000.0,0.01977986095368529,0.0026024944693128966,0.03271421106105552,0.23744028782289256,0.01888894813015254,0.14356255968314635,0.23744028782289256,0.0,989650000.0,128490000.0,246105000.0,246105000.0,228250000.0,,,0.0,1.0782256297918948,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2013-09-30,6489506000.0,5314377000.0,882147000.0,,67622000.0,754570000.0,185966000.0,84072000.0,182525000.0,216000.0,,145542000.0,248123000.0,,0.0,,26.6621,4.348,,185966000.0,0.09530384391717027,0.012955069307278551,0.11141709847992896,0.24645294671137205,0.028656418531703337,0.21081066987701597,0.24645294671137205,0.0,956384000.0,149032000.0,287979000.0,287979000.0,217405000.0,,,0.0,1.3246199489432167,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2013-12-31,6079413000.0,4826716000.0,967457000.0,,55751000.0,-550728000.0,-116979000.0,100486000.0,-132238000.0,-2388000.0,1.3699999999999999,-145542000.0,-144445000.0,,0.0,0.6103,18.1748,3.9951,1.3699999999999999,-116979000.0,0.10386611497978722,0.016528898431476854,-0.18246030708444097,0.21240794003573452,-0.01924182482749568,-0.12091390108294219,0.21240794003573452,0.0,974053000.0,207290000.0,249019000.0,249019000.0,237048000.0,,,0.0,1.0505003206101717,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2014-03-31,6083152000.0,4822580000.0,983096000.0,,38402000.0,248924000.0,65173000.0,64927000.0,55641000.0,-2758000.0,0.44,145681000.0,54801000.0,,0.0,,22.4459,4.628,0.44,65173000.0,0.06604339759291056,0.010673249657414445,0.2608306149668172,0.2618188684096351,0.010713689219010145,0.06629362747890338,0.2618188684096351,0.0,967527000.0,266325000.0,256385000.0,256385000.0,230195000.0,,,0.0,1.1137731054106301,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2014-06-30,6078665000.0,4649938000.0,1140102000.0,4206202000.0,33826000.0,495342000.0,131075000.0,141969000.0,110807000.0,-8105000.0,0.0,,144279000.0,,4206202000.0,,24.0298,4.9177,0.0,131075000.0,0.12452306898856418,0.023355292650606672,0.2866080405053478,0.26461515478194864,0.021563122823843723,0.02451693730846581,0.26461515478194864,3.689320780070555,948108000.0,391454000.0,265235000.0,265235000.0,216735000.0,,,15.858397270345165,1.2237755784714053,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2014-09-30,5937463000.0,4414999000.0,1228251000.0,3962236000.0,29186000.0,742185000.0,198542000.0,269997000.0,168613000.0,-13110000.0,1.0,,233389000.0,,3962236000.0,,35.5908,4.8375,1.0,198542000.0,0.2198223327316648,0.04547346231883887,0.3637866569655814,0.26751012213935876,0.03343886100848123,0.03825113134856132,0.26751012213935876,3.225917178166352,935723000.0,577379000.0,277811000.0,277811000.0,202823000.0,2.8099999999999996,2.8099999999999996,14.262343823678687,1.3697213826834236,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2014-12-31,6097028000.0,4566986000.0,1227735000.0,4135139000.0,28971000.0,-502088000.0,-132440000.0,-167644000.0,-114090000.0,3926000.0,,321000.0,-111045000.0,282608000.0,4135139000.0,0.6667,263.6665,5.5182,,150168000.0,-0.13654738196760702,-0.027496019372061274,0.3338936600755246,0.26377846114625325,-0.02172205868170525,-0.024695713529723055,-0.29908701263523524,3.3681038660623015,984363000.0,309249000.0,262350000.0,544958000.0,220971000.0,,,7.587995772151248,1.187259866679338,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2015-03-31,6215453000.0,4292885000.0,1615527000.0,3888284000.0,164490000.0,244265000.0,61067000.0,93260000.0,53520000.0,-6921000.0,,,64651000.0,74432000.0,3888284000.0,,187.5332,6.2785,,135499000.0,0.05772729270386691,0.015004537883240368,0.38179845659427264,0.25000307043579717,0.009825028038986057,0.011095402803620981,0.5547213067774753,2.4068208083182765,979704000.0,337582000.0,258244000.0,615284000.0,218850000.0,,,6.319494737389563,1.1800045693397303,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2015-06-30,6157694000.0,4251667000.0,1628910000.0,3866007000.0,46835000.0,489048000.0,126710000.0,157129000.0,103125000.0,-12735000.0,0.0,,157304000.0,149582000.0,3866007000.0,,139.0689,5.9006,0.0,276292000.0,0.09646266521784506,0.02551750704078507,0.3212956601397,0.2590952217369256,0.020577508398436167,0.02305949298233258,0.5649588588441217,2.3733705361253845,973410000.0,352742000.0,253879000.0,760501000.0,211168000.0,,,5.083500218934623,1.2022607592059402,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
2015-09-30,6217662000.0,4380961000.0,1601690000.0,3935899000.0,45241000.0,735435000.0,190731000.0,179054000.0,151410000.0,-21014000.0,1.0,,258444000.0,226819000.0,3935899000.0,,93.4344,5.8964,1.0,417550000.0,0.11179067110364678,0.02879764129989697,0.24346679176269825,0.2593444695996247,0.030675678414169183,0.034442967869229735,0.5677592173339588,2.4573413082431683,966660000.0,261799000.0,246068000.0,979509000.0,193965000.0,,,4.0182366879732605,1.2686206274327843,1.2616677,8.87,3.935,2.1049,582.67487,1.0517,2.389,3.3318
