report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-02-28,5788031000.0,4716531000.0,4312423000.0,4390911000.0,1397120000.0,,,279261000.0,1504609000.0,551181000.0,361477000.0,192936000.0,1.0,361627000.0,503016000.0,41444000.0,64894000.0,461572000.0,0.0,,23.0335,5.4722,1.0,616075000.0,0.25873010192395784,0.06245249895862686,0.24024646934851512,0.36632839495177816,0.09522772079140557,0.3945122824095282,0.30677205838859134,0.4094585370684344,0.0,1.0937078760594683,,,,,,,,,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2010-05-31,5226299000.0,4159117000.0,3742178000.0,3824320000.0,1401979000.0,,,284316000.0,2000820000.0,724795000.0,476999000.0,252309000.0,1.32,361728000.0,610923000.0,61262000.0,86445000.0,549661000.0,0.0,1.1114,21.3822,5.0976,1.32,811240000.0,0.3402326283061301,0.09126898403631327,0.23840175528033505,0.3622489779190532,0.13868226827435629,0.5169799262328466,0.2747178656750732,0.40545376395677774,0.0,1.1114161325303071,,,,,,,,,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2010-08-31,5039000000.0,3999900000.0,3520200000.0,3602000000.0,1437000000.0,,,272900000.0,518300000.0,200800000.0,131900000.0,70300000.0,0.36,362000000.0,194300000.0,16600000.0,20900000.0,177700000.0,0.0,,18.5501,4.4588,0.36,221700000.0,0.0917884481558803,0.026175828537408217,0.2544858190237314,0.38742041288828866,0.03984917642389363,0.1397355601948504,0.3428516303299248,0.4277445494887131,0.0,1.1362706664394069,,,,,,,,,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2010-11-30,5022700000.0,4013900000.0,3485700000.0,3573200000.0,1449500000.0,,,233200000.0,1030300000.0,404700000.0,265800000.0,141800000.0,0.73,362000000.0,319200000.0,44100000.0,41500000.0,275100000.0,0.0,,20.924,5.0741,0.73,446200000.0,0.1833735770955502,0.052919744360602865,0.25798311171503446,0.39279821411239446,0.0805741931630398,0.2791997240427734,0.26700960885179076,0.4330777443463069,0.0,1.1515334079238029,5054029000.0,1236176000.0,1881476000.0,1464033000.0,2095215000.0,3.41,3.41,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2011-02-28,5962800000.0,4864800000.0,4390500000.0,4494600000.0,1468200000.0,,,236000000.0,1561600000.0,603600000.0,396400000.0,211600000.0,1.09,362200000.0,552900000.0,79000000.0,64300000.0,473900000.0,0.0,,23.7712,5.9136,1.09,667900000.0,0.26999046451437136,0.06647883544643456,0.2538422131147541,0.3865266393442623,0.10122761118937412,0.4111156518185533,0.3034707991803279,0.42770235655737704,0.0,1.108028698325931,5111020000.0,1271099000.0,1933895000.0,1476361000.0,2147040000.0,3.5,3.5,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2011-05-31,5393800000.0,4257900000.0,3788300000.0,3897600000.0,1496200000.0,,,119000000.0,-1025900000.0,-422700000.0,-278800000.0,-146800000.0,-0.7599999999999998,-723800000.0,-351100000.0,-39200000.0,-38000000.0,-390300000.0,0.0,1.124,22.6814,5.6075,-0.7599999999999998,-460700000.0,-0.18633872476941585,-0.05168897623197004,0.2717613802514865,0.4120284628131397,-0.0783677555712114,-0.2825157064563561,0.38044643727458816,0.44906911004971245,0.0,1.1239606155795476,2084300000.0,515300000.0,786400000.0,536400000.0,875100000.0,1.42,1.42,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2011-08-31,4991500000.0,3833400000.0,3337100000.0,3452200000.0,1539300000.0,,,113100000.0,563100000.0,229700000.0,148900000.0,82300000.0,0.41,362800000.0,187200000.0,20200000.0,24200000.0,167000000.0,0.0,,18.3676,4.5921,0.41,253900000.0,0.09673228090690573,0.029830712210758288,0.2644290534540934,0.4079204404191085,0.04601823099268757,0.1492236730981615,0.29657254484105844,0.45089682116853136,0.0,1.1487219442030505,2129100000.0,532300000.0,815300000.0,525700000.0,907300000.0,1.47,1.47,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2011-11-30,4932000000.0,3740000000.0,3248200000.0,3373300000.0,1558700000.0,,,96100000.0,1108800000.0,447600000.0,289300000.0,161300000.0,0.8,362800000.0,297200000.0,44100000.0,48300000.0,253100000.0,0.0,,19.5805,4.8779,0.8,495900000.0,0.18560338743824983,0.05865774533657745,0.26091269841269843,0.4036796536796537,0.09075425790754257,0.2871623789054982,0.22826479076479075,0.4472402597402597,0.0,1.1514069330706238,2207600000.0,555800000.0,858200000.0,503700000.0,957000000.0,1.54,1.54,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2012-02-29,6094900000.0,4872200000.0,4372400000.0,4499500000.0,1595400000.0,,,146500000.0,1678300000.0,658000000.0,424700000.0,237900000.0,1.17,362900000.0,562600000.0,62500000.0,72900000.0,500100000.0,0.0,,20.8749,5.1557,1.17,730900000.0,0.2662028331452927,0.06968120887955503,0.25305368527676814,0.39206339748555086,0.10795911335706902,0.41243575278926914,0.2979800989096109,0.4355002085443604,0.0,1.114307931570762,2324300000.0,584100000.0,912600000.0,529900000.0,1020000000.0,1.6199999999999999,1.6199999999999999,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2012-05-31,6479600000.0,5075900000.0,4745700000.0,4875100000.0,1604500000.0,,,108800000.0,-1120400000.0,-481400000.0,-314900000.0,-169200000.0,-0.8699999999999999,-725500000.0,-340400000.0,-37200000.0,-47600000.0,-377600000.0,0.0,1.0696,19.8276,4.8729,-0.8699999999999999,-529000000.0,-0.19626051729510752,-0.048598678930798195,0.28106033559443055,0.42966797572295606,-0.07429470954997222,-0.3000311623558741,0.3370224919671546,0.4721528025705105,0.0,1.0695787765766904,2229800000.0,548000000.0,853900000.0,542600000.0,951700000.0,1.51,1.51,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2012-08-31,5710900000.0,4300400000.0,3919700000.0,4055500000.0,1655400000.0,,,149000000.0,578200000.0,238000000.0,153100000.0,86800000.0,0.42,363800000.0,217700000.0,22000000.0,24100000.0,195700000.0,0.0,,21.8917,5.3849,0.42,262100000.0,0.09248519995167331,0.026808383967500744,0.2647872708405396,0.4116222760290557,0.04167469225516118,0.14377189803068743,0.33846419923901766,0.4533033552404012,0.0,1.0971247799576498,2244900000.0,552200000.0,862200000.0,571300000.0,959900000.0,1.5199999999999998,1.5199999999999998,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
2012-11-30,5724200000.0,4268800000.0,3888600000.0,4026000000.0,1698200000.0,,,122600000.0,1147600000.0,468000000.0,301000000.0,170800000.0,0.83,364100000.0,326000000.0,54500000.0,48300000.0,271500000.0,0.0,,21.1458,5.217,0.83,516300000.0,0.17724649629018963,0.052583767163970514,0.26228651097943534,0.4078075984663646,0.0817581496104259,0.2755859144977035,0.23658069013593586,0.4498954339491112,0.0,1.09777297742118,2283700000.0,563900000.0,882600000.0,589700000.0,980300000.0,1.5499999999999998,1.5499999999999998,0.0,0.8945435,161.24,86.89,5.69625,32855.285,20.0741,13.7545,5.1873
