report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda
2011-09-30,3580578000.0,2071304000.0,926590000.0,1222000000.0,2358578000.0,176925000.0,129781000.0,557376000.0,935985000.0,292728000.0,120581000.0,80517000.0,38949000.0,0.46,176585000.0,150549000.0,61239000.0,306706000.0,0.46,181820000.0,0.034137942438197934,0.02248715151576086,0.08602381448420648,0.3127486017404125,0.1288279192508427,0.033676406434938716,0.045241332630969154,0.19425524981703768,0.13003852321186748,2.2354050874712654,,,,,,,,
2011-12-31,3570118000.0,2048870000.0,876240000.0,1186505000.0,2383613000.0,196671000.0,127631000.0,607336000.0,1793583000.0,555665000.0,217722000.0,144533000.0,71462000.0,0.82,176778000.0,291513000.0,121174000.0,324302000.0,0.82,338896000.0,0.06063610158192626,0.04048409604388426,0.08058339089966843,0.30980724059048287,0.12138941994878408,0.06098453888638975,0.0804020805675215,0.18894915930849032,0.13605480419850036,2.3382520770565143,,,,,,,,
2012-03-31,3563613000.0,2058774000.0,853165000.0,1120447000.0,2443166000.0,155128000.0,100976000.0,608809000.0,2630663000.0,810841000.0,306524000.0,209416000.0,95730000.0,1.18,177152000.0,430378000.0,179664000.0,256104000.0,1.18,486188000.0,0.08571501076881391,0.05876507914860564,0.07960578759042873,0.3082268614413933,0.1165196758383723,0.0860149516796577,0.11355811015570877,0.1848157669758536,0.10482464146930663,2.413101803285414,,,,,,,,
2012-06-30,3611503000.0,2079238000.0,886857000.0,1170239000.0,2441264000.0,150032000.0,104933000.0,637417000.0,-1871042000.0,-590771000.0,-245355000.0,-153089000.0,-87251000.0,-0.8699999999999999,-353133000.0,-298721000.0,-125103000.0,254965000.0,-0.8699999999999999,-370458000.0,-0.06270890817216,-0.04238927670833999,0.08182018361960876,0.31574438200745897,0.1311328126252644,-0.06793708879654814,-0.09099931793627322,0.19799555541778324,0.10443974924465359,2.3445019884829232,3489189000.0,281377000.0,399472000.0,1068463000.0,636446000.0,1.5899999999999999,1.5899999999999999,0.4006074356661838
2012-09-30,3745878000.0,2184878000.0,954469000.0,1237637000.0,2508241000.0,150000000.0,75074000.0,685972000.0,916921000.0,268417000.0,102735000.0,71314000.0,31807000.0,0.4,178564000.0,167404000.0,57742000.0,225074000.0,0.4,160477000.0,0.02843187716012935,0.01903799322882379,0.07777551173983364,0.2927373241533349,0.1120434584876996,0.02742614682058519,0.03758622771250295,0.17501725884781785,0.08973380149674613,2.289103155786097,3470125000.0,272174000.0,381626000.0,1044152000.0,615103000.0,1.5299999999999998,1.5299999999999998,0.36591270079970345
2012-12-31,3764597000.0,2164032000.0,872491000.0,1217615000.0,2546982000.0,230000000.0,115869000.0,705047000.0,1884656000.0,557587000.0,209250000.0,141708000.0,63644000.0,0.79,178743000.0,254577000.0,117402000.0,345869000.0,0.79,326652000.0,0.05563761345781007,0.03764227618520655,0.07519037957059538,0.2958561137947721,0.1110282194734742,0.05558363883305437,0.07233348693036731,0.17332181575841957,0.13579562007112733,2.480291487247433,3561198000.0,269349000.0,373154000.0,1046074000.0,602859000.0,1.5,1.5,0.5737145833437006
2013-03-31,3561826000.0,2002255000.0,615853000.0,1040254000.0,2521572000.0,315000000.0,88725000.0,702786000.0,2737514000.0,806119000.0,269188000.0,186475000.0,77498000.0,1.04,179031000.0,234490000.0,176445000.0,403725000.0,1.04,445633000.0,0.07395188398348332,0.05235376461399294,0.06811837309325176,0.29447118809255407,0.0983330130914399,0.07557584227865145,0.09202074182553088,0.16278747798184776,0.16010845615354233,3.251189813153464,3668049000.0,246408000.0,335818000.0,1041352000.0,562304000.0,1.36,1.36,0.717983510698839
