report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-03,2615956000.0,581360000.0,113955000.0,2080110000.0,535846000.0,1771120000.0,258389000.0,604537000.0,340695000.0,259789000.0,112810000.0,61830000.0,,,155263000.0,9871000.0,145392000.0,1771120000.0,,16.0276,3.0864,,259789000.0,0.21052690511826158,0.04312381400910413,0.18660561719133817,0.5635635205123921,0.4297321752018487,0.09930939205399479,0.11261067566665482,0.24050140851593865,0.4297321752018487,3.305278008980192,5.101662937124304,,,,,,,,,,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2010-09-30,2677818000.0,583508000.0,113012000.0,2084839000.0,592979000.0,1771646000.0,234112000.0,827654000.0,473066000.0,363069000.0,163445000.0,87390000.0,,,197304000.0,12887000.0,184417000.0,1771646000.0,5.1632,18.7315,3.699,,363069000.0,0.2756337070958668,0.06103663505137392,0.19747986477441057,0.5715745951810781,0.43867244041592257,0.135583897038559,0.15354189353491568,0.22281895574720836,0.43867244041592257,2.987704454963835,5.163239302021024,,,,,,,,,,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2011-01-01,4212912000.0,677705000.0,168584000.0,3616650000.0,596262000.0,3134500000.0,234308000.0,240046000.0,127732000.0,21557000.0,-7347000.0,-3650000.0,,,62148000.0,2987000.0,59161000.0,3134500000.0,,29.0984,4.1586,,21557000.0,-0.012321764593416988,-0.0017439243924392439,-0.030606633728535365,0.5321146780200462,0.08980362097264691,0.005116888271105592,0.005778176147392945,0.24645692908859135,0.08980362097264691,5.256917261203967,4.019984102880463,,,,,,,,,,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2011-04-02,4386468000.0,964044000.0,217751000.0,3719442000.0,667026000.0,3130625000.0,505337000.0,548238000.0,286157000.0,205829000.0,48459000.0,17060000.0,,,129151000.0,8386000.0,120765000.0,3130625000.0,,28.853,4.234,,205829000.0,0.07264934200465949,0.011047384820771519,0.08839044356648025,0.5219576169473842,0.3754373100733623,0.0469236296719821,0.05419902987399316,0.22027841922668623,0.3754373100733623,4.693407753221014,4.427277027430414,2220475000.0,317367000.0,850244000.0,1227650000.0,509735000.0,850244000.0,,,3.682031275727909,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2011-07-02,4385019000.0,996868000.0,154762000.0,3649696000.0,735323000.0,3126750000.0,549251000.0,863068000.0,468169000.0,344745000.0,104739000.0,47863000.0,,,143711000.0,12221000.0,131490000.0,3126750000.0,,30.0353,4.2964,,344745000.0,0.14243944497860125,0.02388564336893409,0.12135660226077204,0.5424474085471829,0.399441295471504,0.07861881556271479,0.08926423710789516,0.15235184249676734,0.399441295471504,4.252212973074418,6.441296959201871,2479006000.0,309296000.0,935200000.0,1355124000.0,495833000.0,935200000.0,,,3.34340248075278,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2011-09-30,4513636000.0,870292000.0,206859000.0,3702687000.0,810949000.0,3122875000.0,376183000.0,-445331000.0,-220873000.0,-84996000.0,26283000.0,15927000.0,3.17,,-74432000.0,-5568000.0,-80000000.0,3122875000.0,4.2072,23.7935,3.396,3.17,-84996000.0,0.03241017622563194,0.005823021617161863,-0.05901902180625198,0.49597490406012607,0.19086028145357048,-0.01883093807298595,-0.021606457228386423,0.17964165979911573,0.19086028145357048,3.8508895133972665,4.207174935584142,1206021000.0,172134000.0,487135000.0,661185000.0,231416000.0,487135000.0,,,6.410697239984809,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2011-12-31,4545336000.0,840041000.0,164734000.0,3658268000.0,887068000.0,3119000000.0,359900000.0,352473000.0,199555000.0,145266000.0,65105000.0,31100000.0,1.15,,67699000.0,4703000.0,62996000.0,3119000000.0,,19.4654,3.5935,1.15,145266000.0,0.07339347152642188,0.014323473556190345,0.1847091833984447,0.5661568403821002,0.41213369534687766,0.03195935349993928,0.03626149131767109,0.17872574636922545,0.41213369534687766,3.516077685138005,5.09937839183168,1318448000.0,244586000.0,610844000.0,733008000.0,235251000.0,610844000.0,,,5.106049989850109,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2012-03-31,5199863000.0,815082000.0,210301000.0,4204940000.0,994923000.0,3608875000.0,201481000.0,775942000.0,435595000.0,322493000.0,146657000.0,74475000.0,2.66,,164804000.0,9109000.0,155695000.0,3608875000.0,,21.9243,4.1042,2.66,322493000.0,0.14740537709953433,0.028204012298016314,0.18900510605174098,0.5613757213812373,0.4156148268813906,0.062019518591162885,0.0700493375252346,0.2006528838495661,0.4156148268813906,3.6272907551639673,3.8757875616378428,1546152000.0,342784000.0,727508000.0,882446000.0,270181000.0,727508000.0,,,4.960598371426843,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2012-06-30,5305942000.0,914251000.0,183158000.0,4199293000.0,1106649000.0,3603750000.0,302718000.0,1237602000.0,688897000.0,508357000.0,237103000.0,114500000.0,4.34,,257823000.0,16209000.0,241614000.0,3603750000.0,,22.1353,4.2644,4.34,508357000.0,0.2142531191009977,0.044686315832325345,0.19158259278831158,0.5566385639325082,0.410759678798192,0.09580900055070335,0.10792228004464165,0.19522754488114918,0.410759678798192,3.25645258794794,4.991597418622173,1920686000.0,475148000.0,891120000.0,1103174000.0,380305000.0,891120000.0,11.32,11.32,4.044068138971182,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
2012-09-30,5459617000.0,1050531000.0,233915000.0,4240783000.0,1218834000.0,3598625000.0,440524000.0,-665809000.0,-378330000.0,-276341000.0,-123896000.0,-57175000.0,-2.1800000000000006,,-76441000.0,-4775000.0,-81216000.0,3598625000.0,4.4911,22.4364,4.2884,-2.1800000000000006,-276341000.0,-0.10165125029331312,-0.022693166938266916,0.18608339628932621,0.5682260227783043,0.41504545597911713,-0.05061545525995688,-0.05736239789482381,0.12198092846446953,0.41504545597911713,2.9525144523372338,4.4910800931962465,1700208000.0,324969000.0,699775000.0,945717000.0,379089000.0,699775000.0,5.97,5.97,5.142545818298739,0.95325035,1623.825,1183.6,0.35702,67764.89,33.4476,5.9821,7.4393
