report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,18690178000.0,8277438000.0,3587011000.0,4565069000.0,14125109000.0,,,3593003000.0,,1589502000.0,488609000.0,397653000.0,,97002000.0,0.0,1326021000.0,418262000.0,152256000.0,188022000.0,266006000.0,0.0,,14.4888,3.9541,0.0,676631000.0,0.02815220753340735,0.021276041351773106,,,,0.026142554661598195,0.034591520674282936,,,0.0,2.307614334051387,,,,,,,,,,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2010-06-30,18747584000.0,8675313000.0,3564261000.0,4578293000.0,14169291000.0,,,4037442000.0,,,,809845000.0,,,,,1144641000.0,359457000.0,375839000.0,785184000.0,0.0,,10.1928,2.8414,,,0.057154941626931084,0.04319729944935838,,,,,,,,0.0,2.4339724279450916,,,,,,,,,,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2010-09-30,19948062000.0,9454528000.0,3808909000.0,4914110000.0,15033952000.0,,,4180907000.0,6660924000.0,4798730000.0,1463350000.0,1241774000.0,,269268000.0,0.0,1324509000.0,1891755000.0,526445000.0,570177000.0,1365310000.0,0.0,,12.3298,3.5449,0.0,2033527000.0,0.08259797556889899,0.062250357954572226,0.18642668794899928,0.7204300784695937,0.21969174246696105,0.07335800339902693,0.0973363490850576,0.20497306379715488,0.3052920285533959,0.0,2.4822141983439354,,,,,,,,,,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2010-12-31,22003762000.0,11065338000.0,4516514000.0,6701583000.0,15302179000.0,1494227000.0,300000000.0,5577411000.0,2495350000.0,203375000.0,101612000.0,-648311000.0,,-68784000.0,1.0,-1323113000.0,-708898000.0,-314246000.0,-371573000.0,-1023144000.0,1794227000.0,2.45,20.1465,3.9626,1.0,-269961000.0,-0.042367234104371675,-0.02946364353513731,-0.259807642214519,0.08150159296291101,0.04072054020478089,0.00461793760539675,0.005943471393929227,-0.4100202376420142,-0.10818562526298917,0.11725303958344756,2.449973143003653,,1800961000.0,,,1393356000.0,,,,,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2011-03-31,23004860000.0,11514828000.0,4763549000.0,7060447000.0,15944413000.0,1494482000.0,300000000.0,5464582000.0,2545609000.0,1816631000.0,564654000.0,475865000.0,,92481000.0,0.0,1320151000.0,699610000.0,148568000.0,193089000.0,551042000.0,1794482000.0,,21.4331,4.237,0.0,757743000.0,0.029845250496208297,0.020685411691268713,0.18693562129926472,0.7136331620449173,0.2218148977317412,0.024544987450477857,0.03183140776243391,0.2164676507664767,0.29766668801060964,0.11254613136275383,2.4172792176589346,,1879173000.0,,,1678392000.0,,,,,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2011-06-30,24833954000.0,9861092000.0,6143272000.0,8624072000.0,16209882000.0,1530211000.0,1015484000.0,3265826000.0,5305883000.0,3803443000.0,1083553000.0,759272000.0,,100048000.0,0.0,1317318000.0,1482346000.0,388351000.0,400684000.0,1093995000.0,2545695000.0,,23.9317,4.1671,0.0,1484237000.0,0.046840069532893575,0.0305739472659086,0.14310002689467521,0.7168350677917323,0.20421728108214976,0.04363191620633589,0.05777230953758447,0.20618528527673904,0.2797342120058056,0.15704586868676773,1.6051856404860472,17007766000.0,1828600000.0,3213169000.0,10622179000.0,1987203000.0,4005546000.0,1.0,1.0,0.6355425702263812,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2011-09-30,24900537000.0,9762345000.0,6145152000.0,8735211000.0,16165326000.0,1528158000.0,1015830000.0,2998950000.0,8271644000.0,5845892000.0,1620374000.0,1249775000.0,,225070000.0,0.0,1311173000.0,2291414000.0,671851000.0,667400000.0,1619563000.0,2543988000.0,,21.0127,3.5298,0.0,2287774000.0,0.07731208142662882,0.05019068464266453,0.15109148797989855,0.7067388296691686,0.1958950361016504,0.06507385764411426,0.08660787883510855,0.19579699029600403,0.2765803267161885,0.15737313308744902,1.5886254725676436,18618486000.0,1836601000.0,3370193000.0,11669341000.0,2241456000.0,4259793000.0,1.0,1.0,0.597209301015331,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2011-12-31,27320218000.0,12661454000.0,6734204000.0,9390339000.0,17929879000.0,1525047000.0,564601000.0,4691101000.0,-4471482000.0,-3274496000.0,-895092000.0,744475000.0,,263060000.0,2.0,-2635692000.0,-1199696000.0,-245272000.0,-321220000.0,-1444968000.0,2089648000.0,1.8802,12.5291,3.4723,2.0,-1216312000.0,0.041521473736660465,0.027249965574945266,-0.16649401697244895,0.7323066491154386,0.20017792758642436,-0.03276298893369006,-0.04471094646741654,0.3231519214434946,0.27201540786701145,0.11654557177993226,1.8801708412753757,11651654000.0,3229387000.0,2373489000.0,8191470000.0,1819632000.0,3313442000.0,2.0,2.0,0.6306577872798136,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2012-03-31,28207000000.0,13089000000.0,6965000000.0,9498000000.0,18709000000.0,,564000000.0,4164000000.0,3277000000.0,2294000000.0,653000000.0,570000000.0,,114000000.0,0.0,1308000000.0,531000000.0,242000000.0,281000000.0,289000000.0,564000000.0,,14.2044,3.812,0.0,934000000.0,0.030466620343150355,0.02020774984932818,0.1739395788831248,0.7000305157155935,0.19926762282575528,0.02315028184493211,0.03388159601515073,0.08819041806530363,0.28501678364357647,0.03014591907638035,1.8792534099066762,12383045000.0,3323522000.0,2461835000.0,8668839000.0,1557590000.0,3489699000.0,2.0,2.0,0.16161852354601355,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
2012-06-30,28258000000.0,13278000000.0,6800000000.0,9346000000.0,18912000000.0,,564000000.0,4038000000.0,6675000000.0,4705000000.0,1348000000.0,1262000000.0,,273000000.0,0.0,1309000000.0,1299000000.0,599000000.0,571000000.0,700000000.0,564000000.0,,14.2629,4.0882,0.0,1919000000.0,0.06673011844331642,0.04465991931488428,0.18906367041198502,0.7048689138576779,0.20194756554307117,0.04770330525868781,0.06921339084000822,0.10486891385767791,0.28749063670411984,0.02982233502538071,1.9526470588235294,13752162000.0,3826250000.0,2726282000.0,9570396000.0,1163595000.0,3924462000.0,2.0,2.0,0.14371396639845155,1.4124563,101.15,58.71,4.64922,41112.96,20.2427,8.5307,3.7039
