report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,9338000000.0,2884000000.0,1777000000.0,6215000000.0,3123000000.0,3016000000.0,811000000.0,6391000000.0,2363000000.0,853000000.0,636000000.0,62000000.0,151000000.0,1.92,331000000.0,653000000.0,252000000.0,241000000.0,401000000.0,3016000000.0,1.92,1094000000.0,0.20365033621517772,0.0681088027414864,0.09951494288843686,0.36973869503989987,0.13346894069785636,0.0913471835510816,0.13894771135364065,0.06274448443123141,0.17117821937099045,0.9657380723663145,1.6229600450196962,,,,,,,,,,,
2011-12-31,9094000000.0,2686000000.0,1848000000.0,6195000000.0,2899000000.0,2996000000.0,684000000.0,8284000000.0,3030000000.0,1033000000.0,749000000.0,85000000.0,196000000.0,2.29,327000000.0,862000000.0,376000000.0,321000000.0,486000000.0,2996000000.0,2.29,1354000000.0,0.258364953432218,0.08236199692104684,0.09041525832930951,0.36576533075808787,0.12469821342346693,0.1135913789311634,0.17523324851569128,0.058667310478029935,0.16344760985031387,1.033459813728872,1.4534632034632036,,,,,,,,,,,
2012-03-30,9164000000.0,2565000000.0,2032000000.0,6222000000.0,2942000000.0,2788000000.0,296000000.0,1868000000.0,656000000.0,171000000.0,109000000.0,23000000.0,40000000.0,0.35,310000000.0,-129000000.0,72000000.0,86000000.0,-201000000.0,2788000000.0,0.35,257000000.0,0.03704962610469069,0.011894369271060672,0.05835117773019272,0.3511777301927195,0.09154175588865096,0.01865997381056307,0.029842931937172777,-0.1076017130620985,0.13758029978586725,0.947654656696125,1.2623031496062993,,,,,,,,,,,
2012-06-29,9234000000.0,2825000000.0,2349000000.0,6470000000.0,2764000000.0,2761000000.0,422000000.0,4076000000.0,1463000000.0,472000000.0,314000000.0,46000000.0,115000000.0,1.02,308000000.0,230000000.0,183000000.0,170000000.0,47000000.0,2761000000.0,1.02,642000000.0,0.11360347322720694,0.034004764998917046,0.07703631010794897,0.35893032384690876,0.11579980372914622,0.05111544292830843,0.08542986425339366,0.011530912659470068,0.1575073601570167,0.9989146164978292,1.2026394210302256,20619000000.0,1808000000.0,2529000000.0,7512000000.0,733000000.0,3347000000.0,216000000.0,5.58,5.58,0.8249178368688378,11.708333333333334
2012-09-28,9628000000.0,3019000000.0,2145000000.0,6763000000.0,2865000000.0,3214000000.0,803000000.0,6146000000.0,2238000000.0,778000000.0,577000000.0,69000000.0,136000000.0,1.9,304000000.0,683000000.0,254000000.0,252000000.0,429000000.0,3214000000.0,1.9,1030000000.0,0.2013961605584642,0.059929372663066055,0.09388219980475106,0.3641392775789131,0.12658639765701268,0.08080598255089323,0.12798157591709164,0.06980149690855841,0.16758867556134072,1.1218150087260035,1.4074592074592074,20374000000.0,1749000000.0,2454000000.0,7387000000.0,761000000.0,3283000000.0,223000000.0,5.5600000000000005,5.5600000000000005,0.978982637831252,11.004484304932735
2012-12-31,9510000000.0,2762000000.0,2579000000.0,6817000000.0,2693000000.0,2834000000.0,721000000.0,-4028000000.0,-1457000000.0,-493000000.0,-323000000.0,-44000000.0,-131000000.0,-1.02,-621000000.0,163000000.0,-131000000.0,-173000000.0,32000000.0,2834000000.0,-1.02,-666000000.0,-0.11994058670627553,-0.033964248159831754,0.08018867924528301,0.36171797418073487,0.12239324726911618,-0.05184016824395373,-0.08919848018816717,-0.007944389275074478,0.16534260178748758,1.05235796509469,1.0709577355564173,8062000000.0,677000000.0,928000000.0,2900000000.0,307000000.0,1263000000.0,94000000.0,2.25,2.25,2.2438638163103723,9.872340425531915
2013-12-31,9525000000.0,2568000000.0,2195000000.0,7245000000.0,2280000000.0,3726000000.0,343000000.0,8212000000.0,2862000000.0,914000000.0,667000000.0,103000000.0,138000000.0,2.44,273000000.0,833000000.0,313000000.0,308000000.0,520000000.0,3726000000.0,2.44,1222000000.0,0.29254385964912283,0.0700262467191601,0.08122260107160253,0.34851436921578177,0.11130053580126643,0.09595800524934384,0.1521811521811522,0.06332196785192401,0.14880662445202142,1.6342105263157896,1.1699316628701595,14406000000.0,1235000000.0,1671000000.0,5106000000.0,1028000000.0,2228000000.0,174000000.0,4.34,4.34,1.6723518850987433,9.60344827586207
