report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-09-30,59708000000.0,20799000000.0,9641000000.0,59708000000.0,27366000000.0,15446000000.0,11429000000.0,7959000000.0,1063000000.0,738000000.0,258000000.0,277000000.0,0.28,2612000000.0,424000000.0,248000000.0,294000000.0,176000000.0,15446000000.0,1.5553,0.28,1357000000.0,0.02696777022582767,0.012360152743350976,0.09272521673577083,0.13355949239854253,0.01780330943927112,0.024829487059702886,0.02211333082045483,0.1704988063827114,0.5644230066505883,2.1573488227362305,,,,,,,,,,,0.9702535,31.61,22.2,3.79672,13661.019,11.8688,2.0164,1.5841
2011-12-31,59936000000.0,20124000000.0,9402000000.0,59936000000.0,27454000000.0,15454000000.0,9432000000.0,16934000000.0,2563000000.0,1795000000.0,515000000.0,650000000.0,0.7,2563000000.0,596000000.0,485000000.0,575000000.0,111000000.0,15454000000.0,,0.7,3138000000.0,0.06538209368398047,0.029948611852642817,0.10599976378882721,0.151352308964214,0.042762279765082754,0.059732450825020975,0.006554860044880123,0.185307665052557,0.5629052232825817,2.1403956604977665,,,,,,,,,,,0.9702535,31.61,22.2,3.79672,13661.019,11.8688,2.0164,1.5841
2012-03-31,60897000000.0,20855000000.0,10044000000.0,60897000000.0,27907000000.0,15187000000.0,10686000000.0,25336000000.0,3847000000.0,2732000000.0,773000000.0,931000000.0,1.08,2534000000.0,2721000000.0,651000000.0,869000000.0,2070000000.0,15187000000.0,,1.08,4716000000.0,0.0978965850861791,0.04486263691150631,0.10783075465740448,0.15183928007578149,0.06317224165394025,0.08926996797698056,0.08170192611304074,0.1861383012314493,0.5442003798330168,2.0763639984070092,,,,,,,,,,,0.9702535,31.61,22.2,3.79672,13661.019,11.8688,2.0164,1.5841
2012-06-30,56663000000.0,19448000000.0,9617000000.0,56663000000.0,24684000000.0,15182000000.0,9626000000.0,-16523000000.0,-5261000000.0,-4086000000.0,-512000000.0,-1053000000.0,-1.59,,49000000.0,-445000000.0,-559000000.0,-396000000.0,15182000000.0,1.2627,-1.59,-5820000000.0,-0.1655323286339329,-0.0721105483295978,0.2472916540579798,0.3184046480663318,-0.0928471842295678,-0.13196708975066473,0.02396659202324033,0.3522362767051988,0.6150542861772809,2.022252261620048,33706000000.0,1179000000.0,2212000000.0,1961000000.0,3391000000.0,1034000000.0,0.47,0.47,4.477145384842229,2.13926499032882,0.9702535,31.61,22.2,3.79672,13661.019,11.8688,2.0164,1.5841
2012-09-30,59676000000.0,22267000000.0,10045000000.0,59676000000.0,26264000000.0,16184000000.0,12007000000.0,8136000000.0,2555000000.0,2233000000.0,267000000.0,259000000.0,0.94,2370000000.0,710000000.0,176000000.0,300000000.0,534000000.0,16184000000.0,1.2627,0.94,2855000000.0,0.08502132196162047,0.03741872779676922,0.2744591937069813,0.3140363815142576,0.04281453180508077,0.06019129287598945,0.06563421828908554,0.3509095378564405,0.6162046908315565,2.2167247386759583,33883000000.0,2674000000.0,3704000000.0,2319000000.0,4889000000.0,1043000000.0,1.13,1.13,3.310288402536306,3.551294343240652,0.9702535,31.61,22.2,3.79672,13661.019,11.8688,2.0164,1.5841
2012-12-31,62745000000.0,19744000000.0,10260000000.0,62745000000.0,28152000000.0,16184000000.0,7806000000.0,17561000000.0,5415000000.0,4614000000.0,533000000.0,661000000.0,1.96,2358000000.0,971000000.0,370000000.0,610000000.0,601000000.0,16184000000.0,,1.96,6025000000.0,0.16389599317988066,0.0735357398995936,0.262741301748192,0.30835373839758556,0.0863016973464021,0.12213551064597618,0.034223563578383916,0.3430898012641649,0.5748792270531401,1.9243664717348927,34510000000.0,5493000000.0,6556000000.0,2809000000.0,7776000000.0,1061000000.0,2.3899999999999997,2.3899999999999997,2.081275720164609,6.179076343072573,0.9702535,31.61,22.2,3.79672,13661.019,11.8688,2.0164,1.5841
