report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio
2022-04-01,15183292000.0,4691279000.0,3764692000.0,15183292000.0,6077446000.0,3196374000.0,52911000.0,1235422000.0,7214684000.0,1666884000.0,343548000.0,222849000.0,41421000.0,1.71,446256000.0,48223000.0,52620000.0,398033000.0,3249285000.0,1.71,396168000.0,0.03666819910863873,0.014677251810740385,0.03088825511969755,0.23104047245866902,0.047617885967008396,0.022626713627057954,0.03683477093957143,0.055169845276660766,0.05491134469645517,0.5346464616880183,1.2461255794630743
