report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-11-30,10030000000.0,,97000000.0,,-77000000.0,10010000000.0,,9962000000.0,0.0,0.0,0.0,-14000000.0,14000000.0,0.0,,,,,,,10010000000.0,,0.8257,31.3994,,0.0,0.18181818181818182,-0.0013958125623130609,,,,0.0,0.0,,,-130.0,,,,,,,,,,,,,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2015-02-28,71357000000.0,20715000000.0,16690000000.0,,30814000000.0,16001000000.0,,3005000000.0,46127000000.0,12178000000.0,2431000000.0,2892000000.0,199000000.0,712000000.0,2.0,1005300000.0,,643000000.0,826000000.0,,16001000000.0,,1.0775,27.0697,2.0,3257000000.0,0.09385344324008568,0.04052860966688622,0.06269646844581264,0.2640102326186398,0.05270232185054306,0.03406813627254509,0.05192780091850902,,0.07060940447026687,0.5192769520347894,1.2411623726782504,,,,,,,,,,,,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2015-05-31,70644000000.0,21029000000.0,16157000000.0,,31563000000.0,15055000000.0,,4449000000.0,74922000000.0,19659000000.0,3832000000.0,4194000000.0,350000000.0,1120000000.0,4.0,1037700000.0,,890000000.0,1264000000.0,,15055000000.0,,0.9979,23.7126,4.0,5096000000.0,0.13287710293698318,0.05936809920163071,0.05597821734603988,0.26239288860414833,0.05114652572008222,0.05424381405356435,0.08220000858037668,,0.068017404767625,0.4769825428508063,1.301541127684595,,,,,,,,,,,,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2015-08-31,68782000000.0,19657000000.0,16557000000.0,,30861000000.0,13315000000.0,,3000000000.0,-17605000000.0,-4913000000.0,-1595000000.0,-2852000000.0,42000000.0,-776000000.0,,-989100000.0,,-282000000.0,-348000000.0,,13315000000.0,1.1872,0.9139,22.4022,,-1943000000.0,-0.09241437412915979,-0.04146433659969178,0.16199943197955127,0.2790684464640727,0.09059926157341665,-0.023189206478439126,-0.03610557768924303,,0.11036637318943482,0.43145069829234306,1.187231986470979,103444000000.0,4220000000.0,4668000000.0,26924000000.0,,6410000000.0,605000000.0,,,2.077223088923557,7.715702479338843,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2015-11-30,68657000000.0,20231000000.0,16874000000.0,,30709000000.0,13194000000.0,,2570000000.0,29033000000.0,7502000000.0,1468000000.0,1110000000.0,138000000.0,167000000.0,,1098600000.0,,340000000.0,382000000.0,,13194000000.0,,0.8079,20.3633,,1850000000.0,0.03614575531603113,0.016167324526268262,0.03823235628422829,0.2583956187786312,0.050563152274997414,0.021381650814920546,0.03343735052274332,,0.06372059380704716,0.42964603210785113,1.1989451226739363,132477000000.0,5344000000.0,6136000000.0,34426000000.0,,8260000000.0,729000000.0,,,1.5973365617433415,8.417009602194787,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2016-02-29,66385000000.0,20378000000.0,16272000000.0,,29506000000.0,12974000000.0,,3586000000.0,59217000000.0,15446000000.0,3328000000.0,2040000000.0,278000000.0,468000000.0,,1093500000.0,,657000000.0,824000000.0,,12974000000.0,,0.7307,25.2839,,4152000000.0,0.06913848030908967,0.030729833546734954,0.034449566847358025,0.2608372595707314,0.05620007768039583,0.05013180688408526,0.07834274952919021,,0.07011500075991692,0.4397071782010439,1.2523352999016715,145567000000.0,4492000000.0,7033000000.0,37694000000.0,,9155000000.0,808000000.0,,,1.4171490988530857,8.70420792079208,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2016-05-31,67333000000.0,19713000000.0,15811000000.0,,30881000000.0,13151000000.0,,3291000000.0,88715000000.0,22943000000.0,4861000000.0,3143000000.0,425000000.0,790000000.0,,1091700000.0,,904000000.0,1271000000.0,,13151000000.0,,0.7132,26.384,,6132000000.0,0.10177779216994268,0.04667844890321239,0.03542805613481373,0.2586146649382855,0.05479343966634729,0.07219342670013218,0.11039698401162791,,0.06912021642337823,0.42586056151031376,1.2467902093479224,159360000000.0,3441000000.0,8062000000.0,40978000000.0,,10191000000.0,883000000.0,,,1.2904523599254243,9.130237825594564,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2016-08-31,72688000000.0,25883000000.0,17013000000.0,,29880000000.0,18705000000.0,,9807000000.0,-59614000000.0,-16017000000.0,-3656000000.0,-2120000000.0,-245000000.0,-428000000.0,,-2192700000.0,,-576000000.0,-759000000.0,,18705000000.0,1.5214,0.7444,20.9331,,-4415000000.0,-0.07095046854082998,-0.029165749504732556,0.03556211628141041,0.2686784983393163,0.061327876002281345,-0.050297160466651995,-0.0752495626222085,,0.07405978461435234,0.626004016064257,1.5213660142244165,117351000000.0,4173000000.0,6001000000.0,29874000000.0,,7719000000.0,596000000.0,,,2.4232413525068015,10.068791946308725,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2016-11-30,71912000000.0,26668000000.0,17729000000.0,,29325000000.0,17777000000.0,1095000000.0,9598000000.0,28501000000.0,7116000000.0,1447000000.0,1054000000.0,173000000.0,220000000.0,,1088300000.0,,378000000.0,419000000.0,,18872000000.0,,0.7827,22.2082,,1866000000.0,0.035942028985507246,0.014656802758927579,0.036981158555840145,0.24967544998421107,0.05077014841584506,0.02012181555234175,0.030022615515488515,,0.06547138696887829,0.6435464620630861,1.5042021546618534,116819000000.0,4117000000.0,5980000000.0,29488000000.0,,7735000000.0,631000000.0,,,2.439819004524887,9.477020602218701,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2017-02-28,72505000000.0,27509000000.0,17678000000.0,,30067000000.0,17758000000.0,1153000000.0,11822000000.0,57947000000.0,14677000000.0,2926000000.0,2114000000.0,345000000.0,466000000.0,,1086900000.0,,639000000.0,831000000.0,,18911000000.0,,0.8032,21.9542,,3757000000.0,0.07030964179998005,0.029156609888973173,0.03648161250798143,0.2532831725542306,0.05049441731237165,0.04035583752844631,0.05974110825268488,,0.06483510794346559,0.6289619849003891,1.5561149451295395,115549000000.0,4191000000.0,5578000000.0,28719000000.0,,7340000000.0,698000000.0,,,2.5764305177111715,7.991404011461318,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2017-05-31,74173000000.0,28152000000.0,21713000000.0,,30600000000.0,14372000000.0,4838000000.0,12253000000.0,88065000000.0,21822000000.0,4443000000.0,3276000000.0,500000000.0,634000000.0,,1085500000.0,,912000000.0,1244000000.0,,19210000000.0,,0.7429,20.1345,,5687000000.0,0.10705882352941176,0.044167014951532226,0.03719979560551865,0.24779424288877533,0.05045137114631238,0.05990050287840589,0.08919895603292512,,0.0645773008573213,0.6277777777777778,1.2965504536452817,114899000000.0,4324000000.0,5160000000.0,27598000000.0,,6895000000.0,773000000.0,,,2.7860768672951415,6.675291073738681,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2017-08-31,66009000000.0,19753000000.0,18547000000.0,,27466000000.0,12684000000.0,,3301000000.0,-56299000000.0,-14453000000.0,-3259000000.0,-2366000000.0,-325000000.0,-560000000.0,3.0,-2182200000.0,,-578000000.0,-840000000.0,,12684000000.0,1.065,0.7378,21.3862,3.0,-4099000000.0,-0.08614286754532877,-0.035843597085245954,0.04202561324357448,0.25671859180447254,0.057887351462725806,-0.04937205532578891,-0.0811706102117061,,0.07280768752553331,0.46180732542051994,1.0650239930986143,118214000000.0,4078000000.0,5557000000.0,29162000000.0,,7211000000.0,693000000.0,,,1.7589793371238385,8.018759018759019,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2017-11-30,66618000000.0,19681000000.0,20517000000.0,,25929000000.0,12737000000.0,1268000000.0,1830000000.0,30740000000.0,7341000000.0,1322000000.0,821000000.0,149000000.0,227000000.0,,1011100000.0,,378000000.0,416000000.0,,14005000000.0,,0.5982,18.7408,,1738000000.0,0.031663388483936905,0.012323996517457744,0.02670787247885491,0.23880936890045543,0.04300585556278465,0.019844486475126842,0.0331046226273351,,0.05653871177618738,0.5401288132978518,0.9592533021396891,120453000000.0,3845000000.0,5432000000.0,29387000000.0,,7083000000.0,669000000.0,,,1.9772695185655795,8.119581464872944,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
2018-02-28,70816000000.0,20358000000.0,22559000000.0,,27355000000.0,12532000000.0,3140000000.0,1749000000.0,63761000000.0,15437000000.0,3302000000.0,2170000000.0,300000000.0,730000000.0,,1003300000.0,,666000000.0,858000000.0,,15672000000.0,,0.5508,16.5254,,4160000000.0,0.07932736245658929,0.03064279258924537,0.03403334326625994,0.24210724424020955,0.05178714261068678,0.04662788070492544,0.07674251051665233,,0.06524364423393611,0.5729117163224273,0.9024336185114589,126267000000.0,3901000000.0,5808000000.0,30147000000.0,,7486000000.0,624000000.0,,,2.0935078813785735,9.307692307692308,0.04203814,12.25,10.025,65.49493,10369.417,0.7646,0.0671
