report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-09-30,3790400000.0,890700000.0,673500000.0,3790400000.0,165700000.0,1603400000.0,154100000.0,,242800000.0,22200000.0,83300000.0,18500000.0,0.54,41400000.0,164600000.0,214300000.0,134300000.0,-49700000.0,1603400000.0,,87.4931,0.1912,0.54,377100000.0,0.13397706698853348,0.005856901646264246,,,0.06405656395103419,0.13724492679893732,,,9.67652383826192,1.3224944320712695,,,,,,,,,,,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2012-03-31,3698400000.0,676200000.0,569300000.0,3698400000.0,140300000.0,1469700000.0,121200000.0,,107700000.0,9600000.0,30500000.0,10100000.0,0.23,41800000.0,138800000.0,103000000.0,,35800000.0,1469700000.0,,57.5549,0.2746,0.23,107700000.0,0.0684248039914469,0.0025957170668397143,,,0.029120700843608047,0.0668944099378882,,,10.475409836065573,1.1877744598629896,,,,,,,,,,,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2012-06-30,3780500000.0,649500000.0,487800000.0,3780500000.0,140900000.0,1610300000.0,117500000.0,,190800000.0,18200000.0,61000000.0,18800000.0,0.44,41800000.0,204000000.0,238700000.0,95700000.0,-34700000.0,1610300000.0,,56.719,0.2711,0.44,286500000.0,0.12916962384669978,0.004814178018780584,,,0.05046951461446898,0.10895386021014161,,,11.428672817601136,1.331488314883149,,,,,,,,,,,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2012-09-30,3881500000.0,666400000.0,526300000.0,3881500000.0,131000000.0,1751000000.0,120700000.0,,249800000.0,26900000.0,91000000.0,24700000.0,0.64,41800000.0,290200000.0,365100000.0,144300000.0,-74900000.0,1751000000.0,,61.2508,0.3446,0.64,394100000.0,0.20534351145038168,0.006930310446992142,,,0.06435656318433595,0.13273113708820403,,,13.366412213740459,1.2661979859395782,,76900000.0,791100000.0,-123500000.0,1165400000.0,265800000.0,1.85,1.85,1.5024884159945082,2.976297968397291,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2012-12-31,5105000000.0,733300000.0,686600000.0,5105000000.0,144100000.0,2475300000.0,76300000.0,,-212000000.0,-16600000.0,-61700000.0,-16700000.0,-0.4,-83600000.0,-204800000.0,-124100000.0,,-328900000.0,2475300000.0,1.067,58.9325,0.3954,-0.4,-212000000.0,-0.11519777931991672,-0.0032517140058765915,,,-0.041527913809990206,-0.08093456516759563,,,17.17765440666204,1.0680163122633266,,38100000.0,336300000.0,-402700000.0,576300000.0,120800000.0,0.91,0.91,4.295158771473191,2.7839403973509933,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2013-03-31,5148500000.0,631200000.0,633100000.0,,145400000.0,2522400000.0,112700000.0,,73900000.0,13400000.0,32100000.0,9400000.0,0.0,42000000.0,174000000.0,202900000.0,,-28900000.0,2522400000.0,,68.6783,0.5299,0.0,73900000.0,0.0921595598349381,0.002602699815480237,,,0.014353695251043993,0.02770072719094385,,,17.348005502063273,0.9969988943294898,,41900000.0,302500000.0,-467400000.0,542500000.0,122400000.0,0.68,0.68,4.649585253456221,2.47140522875817,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2013-06-30,5407100000.0,697900000.0,608600000.0,,120100000.0,2728000000.0,82900000.0,,134800000.0,28300000.0,64500000.0,17500000.0,0.0,42000000.0,162700000.0,444500000.0,,-281800000.0,2728000000.0,,58.4365,0.516,0.0,134800000.0,0.23563696919233973,0.005233859185145457,,,0.024930184387194614,0.047329798813243916,,,22.714404662781014,1.1467302004600723,,52000000.0,246500000.0,-714500000.0,390800000.0,125900000.0,0.24,0.24,6.980552712384852,1.9579030976965845,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2013-09-30,5725300000.0,809000000.0,687100000.0,,151000000.0,2867900000.0,83700000.0,,223100000.0,44600000.0,97900000.0,30300000.0,1.0,42100000.0,258100000.0,708200000.0,,-450100000.0,2867900000.0,,55.3496,0.5584,1.0,223100000.0,0.295364238410596,0.007789984804289732,,,0.038967390355090566,0.07390108980092086,,,18.99271523178808,1.1774123126182505,,69700000.0,219800000.0,-1089700000.0,219800000.0,132800000.0,0.6,0.6,13.047770700636942,1.6551204819277108,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2013-12-31,6048600000.0,897200000.0,770400000.0,6048600000.0,148800000.0,2989300000.0,66700000.0,,-63600000.0,-21200000.0,-60400000.0,-9000000.0,0.55,-84000000.0,-212100000.0,-342000000.0,,-554100000.0,2989300000.0,1.1649,57.3329,0.5911,0.55,-63600000.0,-0.1424731182795699,-0.003504943292662765,,,-0.010514829877988295,-0.02026704056594755,,,20.089381720430108,1.164589823468328,,65100000.0,368200000.0,-1314900000.0,368200000.0,134100000.0,1.55,1.55,8.118685497012493,2.7457121551081283,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
2014-03-31,6055200000.0,809900000.0,758400000.0,,144400000.0,2891700000.0,94900000.0,,158400000.0,19600000.0,33900000.0,22500000.0,0.0,42100000.0,318700000.0,197700000.0,,121000000.0,2891700000.0,,58.7031,0.5804,0.0,158400000.0,0.13573407202216067,0.0032368873034746993,,,0.026159334126040427,0.05217219459174599,,,20.025623268698062,1.06790611814346,,71300000.0,452700000.0,-1165000000.0,452700000.0,135900000.0,1.55,1.55,6.387673956262425,3.3311258278145695,0.8140075,253.4,144.14,1.67645,52532.12,27.3178,12.9093,3.085
