report_date,total_assets,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-12-31,,,,,,-116231000.0,107280000.0,-26862000.0,,-20813000.0,1.0099999999999998,-75351000.0,-16978000.0,-2230000.0,,-19208000.0,0.0,4.3399,33.1785,10.5499,1.0099999999999998,107280000.0,,,0.23110874035326204,-0.9229895638857104,,,0.16525711729228862,-0.9229895638857104,,238733000.0,76016000.0,,71082000.0,,,2.01,2.01,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2014-03-31,,,,,,63398000.0,,17475000.0,,10233000.0,0.0,38096000.0,10147000.0,1622000.0,,8525000.0,0.0,,28.6551,9.0095,0.0,,,,0.275639610082337,,,,0.1344679642890943,,,246574000.0,78165000.0,,70122000.0,,,2.01,2.01,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2014-06-30,356719000.0,33740000.0,-4430000.0,,133154000.0,128362000.0,,35666000.0,,21113000.0,0.0,38019000.0,,3754000.0,,,0.0,,26.4821,8.1597,0.0,,-8.051015801354401,0.09998346037076802,0.2778548168461071,,,,,,-0.0,253820000.0,79162000.0,,,,,2.01,2.01,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2014-09-30,362909000.0,36606000.0,-4580000.0,,155100000.0,192607000.0,,53170000.0,,31877000.0,1.0,37947000.0,,4002000.0,,,0.0,,30.4079,9.1704,1.0,,-11.609170305676855,0.14651055774312569,0.27605434901119896,,,,,,-0.0,268136000.0,79449000.0,,,,,2.01,2.01,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2014-12-31,379884000.0,45676000.0,-4537000.0,,168924000.0,-383523000.0,,-31505000.0,,-19493000.0,0.0,-76173000.0,,-4751000.0,,,0.0,4.8472,35.8344,10.1994,0.0,,6.944015869517302,-0.08293321119078456,0.0821463119552152,,,,,,-0.0,844000.0,74806000.0,,,,,1.0,1.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2015-03-31,378694000.0,34024000.0,-4523000.0,,161048000.0,253000.0,,24593000.0,,13909000.0,0.0,37626000.0,,817000.0,,,0.0,,37.7894,11.2055,0.0,,-5.4373203625912,0.0649416151298938,97.20553359683794,,,,,,-0.0,-62301000.0,81924000.0,,,,,1.0,1.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2015-06-30,398946000.0,39089000.0,-4859000.0,,169263000.0,608000.0,,48831000.0,,26730000.0,1.0,37634000.0,,2345000.0,,,0.0,,39.3903,12.0768,1.0,,-10.049598682856555,0.12240002406340708,80.31414473684211,,,,,,-0.0,-190055000.0,95089000.0,,,,,2.0,2.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2015-09-30,416322000.0,42851000.0,-4969000.0,,160376000.0,872000.0,,71546000.0,,39368000.0,1.0,37636000.0,,3730000.0,13857000.0,,0.0,,37.2101,11.676,1.0,,-14.39847051720668,0.17185255643468278,82.04816513761467,,,,,,-0.0,-381790000.0,113465000.0,,,,,2.0,2.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2015-12-31,439041000.0,48328000.0,-5229000.0,,199728000.0,-531000.0,,-48933000.0,,-28144000.0,0.0,-75259000.0,120196000.0,-2097000.0,,118099000.0,0.0,5.4252,43.3478,13.7294,0.0,,9.358003442340792,-0.11145428331294799,92.15254237288136,,,,-222.40866290018832,,-0.0,1202000.0,96037000.0,,,,,2.0,2.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2016-03-31,451842000.0,41426000.0,-7279000.0,,137995000.0,495000.0,,28963000.0,,15407000.0,0.0,37671000.0,-57383000.0,2652000.0,,-60035000.0,0.0,,46.6528,14.8744,0.0,,-3.978980629207309,0.0640998402096308,58.51111111111111,,,,-121.28282828282828,,-0.0,1444000.0,100407000.0,,,,,2.0,2.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2016-06-30,477115000.0,40964000.0,-9049000.0,,153275000.0,962000.0,,62089000.0,,32832000.0,1.0,37710000.0,-28669000.0,3904000.0,,-32573000.0,0.0,,49.9708,16.2554,1.0,,-6.861421151508454,0.1301342443645662,64.54158004158005,,,,-33.85966735966736,,-0.0,1798000.0,113665000.0,,,,,2.0,2.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2016-09-30,502151000.0,50451000.0,451700000.0,,161444000.0,275483000.0,,93007000.0,,48268000.0,2.0,37738000.0,23974000.0,4754000.0,,19220000.0,0.0,,53.0275,17.6959,2.0,,0.20590436130174894,0.18521719562442374,0.3376142992489555,,,,0.06976837046206118,,0.0,276409000.0,135126000.0,,44711000.0,,,3.0,3.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2016-12-31,528042000.0,60029000.0,468013000.0,,168243000.0,92979000.0,,-57887000.0,,-31077000.0,0.0,-75381000.0,,-4925000.0,,,0.0,4.0087,44.7204,15.2574,0.0,,-0.12368673519752657,-0.10962574946689847,-0.622581443121565,,,,,,0.0,369919000.0,126172000.0,,,,,3.0,3.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2017-03-31,530714000.0,48359000.0,482355000.0,,137655000.0,103891000.0,,42463000.0,,13144000.0,1.0,38112000.0,,4149000.0,,,0.0,,50.4442,18.3374,1.0,,0.08803267303127364,0.08001107941377088,0.40872645368703736,,,,,,0.0,473315000.0,139672000.0,,,,,4.0,4.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2017-06-30,547041000.0,45813000.0,501228000.0,,128143000.0,201205000.0,,80486000.0,,24694000.0,2.0,38095000.0,,5777000.0,,,0.0,,52.1932,19.654,2.0,,0.1605776213619351,0.14712973981840483,0.40001988022166446,,,,,,0.0,673558000.0,158069000.0,,,,,5.0,5.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2017-09-30,562347000.0,51439000.0,510908000.0,,138992000.0,297906000.0,,114616000.0,,37781000.0,3.0,38069000.0,,7245000.0,,,0.0,,47.1855,17.9142,3.0,,0.22433784556123607,0.20381721606054626,0.38473881022872986,,,,,,0.0,695981000.0,179678000.0,,,,,6.0,6.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2017-12-31,581232000.0,66464000.0,514768000.0,,167014000.0,-205531000.0,,-89476000.0,,-21940000.0,-3.0,-76238000.0,,-5085000.0,,,0.0,3.7351,51.6114,19.4248,-3.0,,-0.17381810835172348,-0.15394197153632286,0.43534065420788104,,,,,,0.0,397471000.0,148089000.0,,,,,3.0,3.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2018-03-31,589273000.0,52109000.0,537164000.0,,156169000.0,114714000.0,60173000.0,47940000.0,,13073000.0,1.0,37886000.0,,2278000.0,,,0.0,,52.0362,19.7126,1.0,60173000.0,0.08924648710635857,0.08135448255732063,0.417908886448036,0.5245480063462176,0.10211396076182007,0.11201979283794149,,0.5245480063462176,0.0,408294000.0,153566000.0,,,,,3.0,3.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2018-06-30,617598000.0,60220000.0,557378000.0,,170686000.0,221678000.0,112207000.0,88427000.0,,25796000.0,2.0,37874000.0,85818000.0,16035000.0,,69783000.0,0.0,,48.387,18.1495,2.0,112207000.0,0.15864817054135613,0.143178896304716,0.3988984021869559,0.5061711130558738,0.18168290700423254,0.20131221540857372,0.31479443156289755,0.5061711130558738,0.0,428767000.0,161507000.0,,,,,3.0,3.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2018-09-30,646131000.0,67513000.0,578618000.0,,210085000.0,323121000.0,158619000.0,127021000.0,,34999000.0,3.0,37859000.0,153812000.0,23821000.0,,129991000.0,0.0,,40.7054,15.4926,3.0,158619000.0,0.21952479874459488,0.19658706980473,0.39310660712240925,0.49089659910683614,0.24549046555574644,0.2741342301829532,0.4022982102679801,0.49089659910683614,0.0,453982000.0,173912000.0,,,,,3.0,3.0,,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2018-12-31,695539000.0,87661000.0,607878000.0,,246322000.0,-223948000.0,-118415000.0,-90536000.0,,-28634000.0,-2.0,-75764000.0,-15713000.0,-6246000.0,,-21959000.0,0.0,3.8304,45.9704,18.2404,-2.0,-118415000.0,-0.14893778027827953,-0.13016667649118166,0.40427242038330324,0.5287611409791558,-0.1702492599264743,-0.19480060143647246,0.09805401253862504,0.5287611409791558,0.0,435565000.0,172852000.0,212584000.0,,212584000.0,,4.0,4.0,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2019-03-31,774809000.0,143663000.0,631146000.0,,260953000.0,124491000.0,63189000.0,52522000.0,,12698000.0,1.39,37832000.0,39369000.0,649000.0,,38720000.0,0.0,,52.3887,20.8708,1.39,63189000.0,0.08321687850354752,0.06778702880322764,0.4218939521732495,0.5075788611224907,0.08155429273537092,0.1001178808072934,0.3110264999076238,0.5075788611224907,0.0,445342000.0,177434000.0,215600000.0,216535000.0,215600000.0,,4.39,4.39,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2019-06-30,812009000.0,150101000.0,661908000.0,,286179000.0,249981000.0,124066000.0,100627000.0,,27502000.0,2.0,37871000.0,109102000.0,6114000.0,,102988000.0,0.0,,65.7324,26.2193,2.0,124066000.0,0.15202565915504873,0.12392350331092389,0.40253859293306293,0.49630171893063874,0.15278894692053907,0.18743692476900112,0.4119833107316156,0.49630171893063874,0.0,473645000.0,189634000.0,227459000.0,249740000.0,227459000.0,,4.39,4.39,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2019-09-30,855026000.0,160403000.0,694623000.0,,320527000.0,381578000.0,190031000.0,154629000.0,,40838000.0,4.0,37913000.0,176794000.0,8683000.0,,168111000.0,0.0,,61.7031,25.031,4.0,190031000.0,0.22260852289659283,0.1808471321339936,0.405235626791901,0.4980135123094099,0.22225172100029705,0.2735742985763501,0.4405678524443233,0.4980135123094099,0.0,532102000.0,217242000.0,258871000.0,287860000.0,258871000.0,,5.39,5.39,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2019-12-31,954930000.0,184839000.0,770091000.0,,270124000.0,-244698000.0,-126404000.0,-102876000.0,,-28516000.0,-2.3899999999999997,-75660000.0,-59330000.0,-3154000.0,,-62484000.0,0.0,1.9779,69.896,28.0049,-2.3899999999999997,-126404000.0,-0.1335894069661897,-0.10773145675599259,0.42042027315302943,0.516571447253349,-0.13236991193071743,-0.16414164040353674,0.25535149449525535,0.516571447253349,0.0,511352000.0,204902000.0,250882000.0,247335000.0,250882000.0,,5.0,5.0,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2020-03-31,975603000.0,177720000.0,797883000.0,,363811000.0,168978000.0,91089000.0,74816000.0,,16886000.0,1.0,38075000.0,120369000.0,4291000.0,,116078000.0,0.0,,55.2628,22.5863,1.0,91089000.0,0.09376813392439744,0.07668693105699757,0.44275586170980835,0.5390583389553669,0.0933668715655856,0.11416335477758018,0.686941495342589,0.5390583389553669,0.0,555839000.0,227196000.0,278782000.0,324693000.0,278782000.0,,4.61,4.61,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2020-06-30,1039217000.0,185733000.0,853484000.0,,404148000.0,353773000.0,195224000.0,158670000.0,,37435000.0,4.0,38115000.0,225222000.0,9264000.0,,215958000.0,0.0,,72.2053,30.868,4.0,195224000.0,0.18590858176603192,0.1526822598167659,0.44850794153313,0.5518340856990217,0.18785681912439847,0.22873773849304732,0.6104422892645849,0.5518340856990217,0.0,659631000.0,285239000.0,349940000.0,437663000.0,349940000.0,,6.61,6.61,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2020-09-30,1245504000.0,347965000.0,897539000.0,,310368000.0,517779000.0,283031000.0,226446000.0,1046000.0,57624000.0,5.0,38129000.0,176869000.0,13022000.0,,163847000.0,0.0,,66.065,28.2378,5.0,283031000.0,0.25229655758691266,0.18181073685833204,0.43734102773577144,0.546625104533015,0.22724214454550126,0.3153411718042336,0.31644195689666826,0.546625104533015,0.0,795832000.0,357056000.0,442940000.0,433399000.0,442940000.0,,7.61,7.61,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2020-12-31,1331429000.0,376368000.0,955061000.0,,460858000.0,-351405000.0,-194616000.0,-160555000.0,96000.0,-36963000.0,-2.1500000000000004,-76175000.0,-117971000.0,-11567000.0,,-129538000.0,0.0,2.2827,72.346,31.4329,-2.1500000000000004,-194616000.0,-0.16810968095231613,-0.12058848049727022,0.45689446649876925,0.5538225124855936,-0.14617076839996726,-0.20377337154380715,0.3686287901424283,0.5538225124855936,0.0,689125000.0,299377000.0,374728000.0,366345000.0,374728000.0,,7.85,7.85,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2021-03-31,1545869000.0,557636000.0,988233000.0,,390915000.0,195464000.0,103474000.0,80457000.0,191000.0,21344000.0,2.11,38155000.0,-23159000.0,4257000.0,,-27416000.0,0.0,,62.0088,26.4378,2.11,103474000.0,0.08141501042770277,0.05204645413033058,0.41162055416854254,0.5293762534277412,0.06693581409550227,0.10470607640101069,-0.14026112225269102,0.5293762534277412,0.0,715611000.0,305018000.0,387113000.0,222851000.0,387113000.0,,8.959999999999999,8.959999999999999,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2021-06-30,1537923000.0,516063000.0,1021860000.0,,413612000.0,371798000.0,190651000.0,147745000.0,362000.0,40109000.0,3.87,38129000.0,73567000.0,9809000.0,,63758000.0,0.0,,61.0343,24.9023,3.87,190651000.0,0.14458438533654316,0.09606787856089025,0.39737975997719194,0.5127811338414946,0.12396654448889834,0.18657252461198207,0.17148559163847035,0.5127811338414946,0.0,733636000.0,294093000.0,382540000.0,70651000.0,382540000.0,1695000.0,8.83,8.83,0.0,225.6873156342183,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2021-09-30,1611918000.0,556619000.0,1055299000.0,,432715000.0,533891000.0,264654000.0,205703000.0,676000.0,56645000.0,5.4,38114000.0,136380000.0,14567000.0,,121813000.0,0.0,,57.3606,22.6693,5.4,264654000.0,0.19492390308339153,0.12761381162069038,0.38529025587619947,0.4957079254005031,0.1641857712365021,0.25078579625300507,0.22816080435894218,0.4957079254005031,0.0,749748000.0,273350000.0,364163000.0,28617000.0,364163000.0,1325000.0,9.23,9.23,0.0,274.84,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2021-12-31,1530452000.0,489143000.0,1041309000.0,,506735000.0,-402202000.0,-221544000.0,-176017000.0,-387000.0,-42063000.0,-4.610000000000001,-76301000.0,95303000.0,-11140000.0,,84163000.0,0.0,2.0747,60.6171,22.3737,-4.610000000000001,-221544000.0,-0.1690343596377252,-0.1150098140941369,0.4376333285264618,0.5508276935470237,-0.14475723511746857,-0.21275529165694332,-0.2092555482071198,0.5508276935470237,0.0,698951000.0,257888000.0,337235000.0,242318000.0,337235000.0,842000.0,6.77,6.77,0.0,400.5166270783848,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2022-03-31,1707485000.0,683944000.0,1023541000.0,,364567000.0,186057000.0,88104000.0,64769000.0,173000.0,25650000.0,1.71,37824000.0,-23730000.0,1396000.0,,-25126000.0,0.0,,53.1226,18.6653,1.71,88104000.0,0.06327934103274807,0.037932397649174075,0.3481137500873388,0.4735323046163273,0.05159869632822543,0.08607764613239724,-0.1350446368585971,0.4735323046163273,0.0,689544000.0,242200000.0,321865000.0,244608000.0,321865000.0,824000.0,6.37,6.37,0.0,390.6128640776699,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2022-06-30,1567710000.0,566908000.0,1000802000.0,,290544000.0,368286000.0,172892000.0,131691000.0,510000.0,48306000.0,3.49,37716000.0,69907000.0,2681000.0,,67226000.0,0.0,,39.9435,13.8926,3.49,172892000.0,0.13158546845429966,0.08400214325353542,0.35757807790684415,0.4694503728080894,0.1102831518584432,0.17275345173171117,0.18253748445501594,0.4694503728080894,0.0,686032000.0,226146000.0,304106000.0,248076000.0,304106000.0,972000.0,5.99,5.99,0.0,312.86625514403295,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2022-09-30,1559747000.0,541007000.0,1018740000.0,,318699000.0,540398000.0,249203000.0,190998000.0,648000.0,67862000.0,5.07,37666000.0,155005000.0,6642000.0,,148363000.0,0.0,,34.4347,11.8703,5.07,249203000.0,0.18748453972554333,0.12245447498857187,0.3534395019966765,0.4611471545046429,0.159771424468199,0.24461884288434732,0.2745439472388869,0.4611471545046429,0.0,692539000.0,211441000.0,288655000.0,274626000.0,288655000.0,944000.0,5.66,5.66,0.0,305.77860169491527,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2022-12-31,1607775000.0,526682000.0,1081093000.0,,430746000.0,-376441000.0,-183323000.0,-137234000.0,-631000.0,-53754000.0,-3.619999999999999,-75563000.0,88049000.0,2423000.0,,85626000.0,0.0,2.0161,41.9524,14.613,-3.619999999999999,-183323000.0,-0.1269400504859434,-0.08535647089922409,0.36455646435962075,0.48698999311977176,-0.11402279547822301,-0.16957190546974218,-0.2274619395868144,0.48698999311977176,0.0,718300000.0,250224000.0,326876000.0,276089000.0,326876000.0,700000.0,6.650000000000002,6.650000000000002,0.0,466.9657142857143,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2023-03-31,1628462000.0,506930000.0,1121532000.0,,332780000.0,203169000.0,95356000.0,73628000.0,130000.0,24567000.0,1.96,37645000.0,7527000.0,217000.0,,7310000.0,0.0,,56.818,20.0107,1.96,95356000.0,0.06564948659512167,0.04521321344925457,0.36239780675201433,0.46934325610698485,0.05855586436772857,0.0850229864150109,0.03597989850813854,0.46934325610698485,0.0,735412000.0,259083000.0,334128000.0,308525000.0,334128000.0,657000.0,6.900000000000002,6.900000000000002,0.0,508.5662100456621,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2023-06-30,1619191000.0,454099000.0,1165092000.0,,396487000.0,383015000.0,171083000.0,133487000.0,183000.0,43658000.0,3.55,37617000.0,112921000.0,1272000.0,,111649000.0,0.0,,39.0775,13.4345,3.55,171083000.0,0.11457206812852547,0.08244055210287113,0.3485163766432124,0.44667441222928606,0.10565955467884888,0.14684076450615058,0.29150033288513505,0.44667441222928606,0.0,750141000.0,260879000.0,332319000.0,352948000.0,332319000.0,330000.0,6.960000000000002,6.960000000000002,0.0,1007.0272727272727,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2023-09-30,1737512000.0,546534000.0,1190978000.0,,420497000.0,555299000.0,237992000.0,188428000.0,347000.0,60460000.0,5.01,37603000.0,192082000.0,7255000.0,,184827000.0,0.0,,31.9482,10.7888,5.01,237992000.0,0.1582128301278445,0.10844702079755421,0.3393271012553597,0.42858351986947574,0.13697286694998365,0.1998290480596619,0.33284230657717734,0.42858351986947574,0.0,765042000.0,258309000.0,321108000.0,389412000.0,321108000.0,29000.0,6.900000000000001,6.900000000000001,0.0,11072.689655172413,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2024-06-30,1886713000.0,557492000.0,1329221000.0,,434063000.0,407978000.0,173839000.0,137553000.0,937000.0,45501000.0,3.64,37740000.0,113900000.0,8892000.0,,105008000.0,0.0,,27.9643,9.4259,3.64,173839000.0,0.10348392028112707,0.07290616007840091,0.33715788596443924,0.426098956316272,0.09213854995433858,0.13078261628427476,0.2573864276995328,0.426098956316272,0.0,1549461000.0,533096000.0,678270000.0,408794000.0,678270000.0,1597000.0,14.16,14.16,0.0,424.71509079524105,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2024-09-30,1833049000.0,446795000.0,1386254000.0,,446347000.0,614693000.0,260894000.0,209042000.0,,66909000.0,5.55,37696000.0,208989000.0,9727000.0,,199262000.0,0.0,,34.708,11.9123,5.55,260894000.0,0.1507963187121552,0.11404059575057732,0.3400754522989525,0.42442975599201554,0.14232789194396878,0.1882007193486908,0.3241650710191917,0.42442975599201554,0.0,1960985000.0,668510000.0,843808000.0,600746000.0,843808000.0,,17.75,17.75,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2024-12-31,1789216000.0,400556000.0,1388660000.0,,544478000.0,817097000.0,340870000.0,274181000.0,,86365000.0,7.28,37672000.0,385237000.0,9942000.0,,375295000.0,0.0,2.754,31.0842,10.4305,7.28,340870000.0,0.1974428585830945,0.15324086080160249,0.33555501978345287,0.41717201262518405,0.19051361043049023,0.2454668529373641,0.45930287346545146,0.41717201262518405,0.0,2395067000.0,809204000.0,1013595000.0,864392000.0,1013595000.0,,21.48,21.48,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
2025-03-31,1878096000.0,530783000.0,1347313000.0,,486224000.0,208576000.0,88382000.0,15065000.0,,81100000.0,0.4,37456000.0,29629000.0,1930000.0,,27699000.0,0.0,,37.6443,10.0017,0.4,88382000.0,0.01118151461464411,0.008021421695163613,0.07222786897821418,0.42374002761583307,0.047059362247723224,0.06559871388459845,0.13280051396133782,0.42374002761583307,0.0,2048344000.0,635841000.0,863985000.0,707264000.0,863985000.0,,16.87,16.87,0.0,,1.0173405,232.835,156.17,0.44765,6095.1113,24.7139,5.8807,7.2023
