report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,28775000000.0,3469000000.0,2800000000.0,28775000000.0,9201000000.0,7906000000.0,312000000.0,3680000000.0,934000000.0,491000000.0,116000000.0,356000000.0,0.97,507147000.0,1072000000.0,427000000.0,232000000.0,645000000.0,7906000000.0,,9.1126,1.278,0.97,1166000000.0,0.05336376480817302,0.017063423110338836,0.13342391304347825,0.25380434782608696,0.032458731537793224,0.05459753317355469,0.17527173913043478,0.3168478260869565,0.8592544288664276,1.2389285714285714,,,,,,,,,,,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2010-09-30,29104000000.0,3671000000.0,3018000000.0,29104000000.0,9557000000.0,8152000000.0,332000000.0,9389000000.0,2373000000.0,1282000000.0,356000000.0,866000000.0,2.53,507068000.0,1339000000.0,1517000000.0,730000000.0,-178000000.0,8152000000.0,,10.2619,1.4477,2.53,3103000000.0,0.1341425133410066,0.044048927982407914,0.13654276280754074,0.2527425710938332,0.0815351841671248,0.13399966118922582,-0.018958355522419854,0.3304931302588135,0.8529873391231558,1.2163684559310801,,,,,,,,,,,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2010-12-31,29909000000.0,5051000000.0,3485000000.0,29909000000.0,9633000000.0,7819000000.0,280000000.0,11793000000.0,2937000000.0,1564000000.0,472000000.0,1059000000.0,3.08,507045000.0,2164000000.0,2160000000.0,974000000.0,4000000.0,7819000000.0,1.4494,10.2907,1.3648,3.08,3911000000.0,0.1623585591196927,0.05229195225517403,0.13262104638344782,0.24904604426354618,0.09819786686281722,0.1682901673160669,0.00033918426185025017,0.3316374120240821,0.8116889857780546,1.4493543758967002,,,,,,,,,,,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2011-03-31,29370000000.0,4466000000.0,3483000000.0,29370000000.0,9957000000.0,7697000000.0,900000000.0,3354000000.0,856000000.0,526000000.0,127000000.0,329000000.0,1.04,507132000.0,1042000000.0,497000000.0,245000000.0,545000000.0,7697000000.0,,9.972,1.3777,1.04,1101000000.0,0.052827156774128754,0.01790943139257746,0.15682766845557544,0.25521765056648776,0.029145386448757235,0.04848759487934746,0.16249254621347645,0.3282647584973166,0.7730240032138195,1.282227964398507,28216000000.0,3863000000.0,7100000000.0,1016000000.0,9281000000.0,1071000000.0,7.619999999999999,7.619999999999999,0.8293287361275724,6.629318394024277,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2011-06-30,28789000000.0,3786000000.0,3530000000.0,28789000000.0,10109000000.0,7063000000.0,159000000.0,5823000000.0,1477000000.0,849000000.0,244000000.0,556000000.0,1.67,506945000.0,1395000000.0,1002000000.0,483000000.0,393000000.0,7063000000.0,,9.7274,1.4139,1.67,1960000000.0,0.08398456820654862,0.0294904303727118,0.145801133436373,0.253649321655504,0.0513043176213137,0.08601211274167249,0.0674909840288511,0.3365962562253134,0.698684340686517,1.0725212464589235,30359000000.0,4221000000.0,7643000000.0,764000000.0,10075000000.0,1199000000.0,8.32,8.32,0.7010421836228288,6.374478732276898,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2011-09-30,29911000000.0,4970000000.0,3692000000.0,29911000000.0,10159000000.0,7480000000.0,1242000000.0,8443000000.0,2033000000.0,1143000000.0,361000000.0,757000000.0,2.25,506963000.0,2409000000.0,1479000000.0,745000000.0,930000000.0,7480000000.0,,11.8502,1.5093,2.25,2778000000.0,0.11251107392459887,0.03821336632008291,0.13537841999289352,0.24079118796636267,0.06796830597439069,0.11525596689154714,0.11015042046665877,0.3290299656520194,0.7362929422187223,1.3461538461538463,29413000000.0,4082000000.0,7303000000.0,1872000000.0,9750000000.0,1204000000.0,8.04,8.04,0.7671794871794871,6.0656146179401995,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2011-12-31,29821000000.0,3911000000.0,2957000000.0,29821000000.0,10270000000.0,7461000000.0,834000000.0,-6541000000.0,-1624000000.0,-1015000000.0,-257000000.0,-665000000.0,-2.0,-1014058000.0,-1289000000.0,-895000000.0,-491000000.0,-2184000000.0,7461000000.0,1.3226,10.7071,1.4525,-2.0,-2115000000.0,-0.0988315481986368,-0.03403641728982931,0.15517504968659226,0.24828007949854763,-0.054458267663726904,-0.09159099881563364,0.3338939000152882,0.32334505427304694,0.7264849074975658,1.3226242813662497,11079000000.0,1503000000.0,2742000000.0,-316000000.0,3724000000.0,475000000.0,2.9599999999999995,2.9599999999999995,2.0034908700322234,5.772631578947369,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2012-03-31,30002000000.0,3961000000.0,3108000000.0,30002000000.0,10624000000.0,7259000000.0,931000000.0,2875000000.0,783000000.0,493000000.0,101000000.0,212000000.0,0.97,507029000.0,1088000000.0,687000000.0,256000000.0,401000000.0,7259000000.0,,10.541,1.4618,0.97,1039000000.0,0.04640436746987952,0.016432237850809946,0.17147826086956522,0.2723478260869565,0.026098260115992266,0.043784599899345744,0.13947826086956522,0.36139130434782607,0.6832643072289156,1.2744530244530246,10600000000.0,1470000000.0,2669000000.0,-460000000.0,3662000000.0,449000000.0,2.8899999999999997,2.8899999999999997,1.9822501365374112,5.944320712694878,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2012-06-30,30142000000.0,3940000000.0,2816000000.0,30142000000.0,10644000000.0,7336000000.0,765000000.0,4973000000.0,1216000000.0,704000000.0,204000000.0,358000000.0,1.39,506999000.0,1378000000.0,1280000000.0,511000000.0,98000000.0,7336000000.0,,12.1445,1.6123,1.39,1727000000.0,0.06614054866591507,0.023356114391878444,0.14156444801930423,0.24452041021516188,0.04034237940415367,0.06763070077864293,0.019706414639050873,0.34727528654735573,0.6892145809845922,1.3991477272727273,9750000000.0,1325000000.0,2408000000.0,-755000000.0,3429000000.0,409000000.0,2.6099999999999994,2.6099999999999994,2.1393992417614465,5.887530562347188,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
2012-09-30,30706000000.0,3978000000.0,3039000000.0,30706000000.0,10806000000.0,7334000000.0,780000000.0,7375000000.0,1810000000.0,1051000000.0,310000000.0,599000000.0,2.07,507037000.0,2311000000.0,1969000000.0,797000000.0,342000000.0,7334000000.0,,11.3692,1.6024,2.07,2607000000.0,0.09726078104756616,0.034227838207516445,0.1425084745762712,0.2454237288135593,0.05894613430599883,0.09977949283351709,0.046372881355932205,0.3534915254237288,0.6786970201739774,1.3089832181638696,8682000000.0,1233000000.0,2185000000.0,-1343000000.0,3258000000.0,358000000.0,2.4299999999999993,2.4299999999999993,2.2510742786985882,6.103351955307263,0.5840666,91.255,74.6701,2.51909,41998.887,19.8953,2.3603,3.4516
