report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-05-31,735330000.0,360088000.0,105146000.0,132041000.0,,,242839000.0,,638779000.0,198885000.0,147674000.0,,52357000.0,3.0,44784000.0,193627000.0,13288000.0,26941000.0,180339000.0,0.0,,22.0097,5.1021,3.0,225826000.0,,0.20082683965022508,0.23118167629180045,0.31135181338146684,0.27047040104442904,,0.28231829787766977,0.35352758935406453,,3.4246476328153235,889427000.0,202455000.0,267222000.0,205647000.0,304728000.0,4.180000000000001,4.180000000000001,0.0,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2013-08-31,690197000.0,318034000.0,118253000.0,,541779000.0,,196627000.0,,-415919000.0,-127799000.0,-93113000.0,,-35554000.0,-2.1100000000000003,-89932000.0,-71492000.0,-9952000.0,-18089000.0,-81444000.0,0.0,2.6894,22.2213,5.1438,-2.1100000000000003,-145888000.0,-0.1718652808617536,-0.13490785964007376,0.22387291756327554,0.30726896342797516,-0.18516307662884654,-0.23588769590552605,0.19581697397810632,0.3507606048293057,0.0,2.6894370544510497,858112000.0,198637000.0,269419000.0,231388000.0,305198000.0,4.0,4.0,0.0,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2013-11-30,671158000.0,280969000.0,97713000.0,124536000.0,,,174021000.0,,222975000.0,74740000.0,52178000.0,,22903000.0,1.0,43773000.0,58139000.0,5438000.0,8763000.0,52701000.0,0.0,,24.2669,5.6078,1.0,83503000.0,,0.07774324376674345,0.23400829689427066,0.3351945285345891,0.11135976923466606,,0.2363538513286243,0.3744948985312255,,2.8754515775792373,870002000.0,201046000.0,273074000.0,239550000.0,308699000.0,3.8899999999999997,3.8899999999999997,0.0,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2014-02-28,653965000.0,232036000.0,109290000.0,136311000.0,,,88790000.0,,449909000.0,149795000.0,104604000.0,,45876000.0,2.0,43432000.0,98727000.0,8032000.0,17442000.0,90695000.0,0.0,,21.367,5.0509,2.0,167237000.0,,0.15995351433180674,0.2325003500707921,0.33294510667712807,0.22905660088842675,,0.20158520945346725,0.3717129463958267,,2.1231219690731082,895744000.0,211343000.0,295621000.0,242291000.0,330678000.0,3.8899999999999997,3.8899999999999997,0.0,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2014-05-31,659636000.0,240103000.0,119197000.0,144368000.0,,,118858000.0,,681671000.0,222833000.0,156136000.0,,67715000.0,3.0,43170000.0,193722000.0,11704000.0,25852000.0,182018000.0,0.0,,21.9087,5.0358,3.0,248685000.0,,0.23670024073883172,0.22904891069152128,0.3268922984841661,0.33781206604854797,,0.26701737348368937,0.3648167517761501,,2.014337609168016,938636000.0,219805000.0,319569000.0,243970000.0,353537000.0,3.8899999999999997,3.8899999999999997,0.0,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2014-08-31,663212000.0,249775000.0,127291000.0,152130000.0,511082000.0,,116378000.0,,-434220000.0,-145149000.0,-101375000.0,,-44573000.0,-2.0,-87405000.0,-85565000.0,-7431000.0,-17622000.0,-92996000.0,0.0,1.9622,25.2646,5.8072,-2.0,-162771000.0,-0.1983536888405383,-0.15285459249832634,0.2334646031965363,0.33427525217631615,-0.21885762018781324,-0.28400334975600783,0.21416793330569758,0.37485836672654416,0.0,1.962236136097603,920335000.0,211543000.0,302219000.0,232418000.0,336654000.0,4.0,4.0,0.0,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2014-11-30,646479000.0,245732000.0,120567000.0,144846000.0,501633000.0,,115235000.0,,242676000.0,80260000.0,55860000.0,,24830000.0,1.0,42340000.0,71168000.0,4814000.0,8216000.0,66354000.0,0.0,,26.5942,6.0889,1.0,88476000.0,0.11135631029059093,0.08640651900525771,0.2301834544825199,0.3307290378941469,0.12414943099466495,0.159997448333742,0.2734262967907828,0.3645848786035702,0.0,2.0381364718372357,940036000.0,215225000.0,307739000.0,246071000.0,341627000.0,4.0,4.0,0.0,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2015-02-28,709572000.0,281925000.0,121697000.0,180488000.0,,35000000.0,122070000.0,,490468000.0,160908000.0,117458000.0,,44414000.0,2.0,42324000.0,120740000.0,11764000.0,16222000.0,108976000.0,35000000.0,,28.9687,6.765,2.0,177130000.0,,0.1655335892622595,0.23948147483627882,0.32807033282497533,0.22676768530889044,4.597371428571429,0.22218778799024605,0.36114486572008775,,2.3166142139904844,980595000.0,228079000.0,318852000.0,264352000.0,351520000.0,4.0,4.0,0.09956759217114247,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2015-05-31,728076000.0,304214000.0,134852000.0,195701000.0,,35000000.0,157895000.0,,744990000.0,246265000.0,178867000.0,,68843000.0,4.0,42317000.0,222842000.0,15391000.0,24229000.0,207451000.0,35000000.0,,29.5368,7.0347,4.0,270494000.0,,0.24567078162169884,0.24009315561282701,0.3305614840467657,0.33824078804959923,7.036142857142857,0.2784614558584679,0.36308406824252676,,2.255910183015454,1043914000.0,250810000.0,342284000.0,289785000.0,373329000.0,5.0,5.0,0.09375108818227354,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2015-08-31,736671000.0,304174000.0,139780000.0,205087000.0,531584000.0,35000000.0,158914000.0,,-471366000.0,-155515000.0,-111134000.0,,-45384000.0,-2.0,-84746000.0,-108308000.0,-6287000.0,-17318000.0,-114595000.0,35000000.0,2.1761,27.1327,6.4964,-2.0,-172833000.0,-0.20906197327233325,-0.15085974607389188,0.2357700809986295,0.329924092955368,-0.21110509304696398,-0.274478276830973,0.2431125706987776,0.3666641208742251,0.06584095834336624,2.176091000143082,1006768000.0,241051000.0,331918000.0,268186000.0,363267000.0,5.0,5.0,0.09634786534422339,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2015-11-30,1017687000.0,320848000.0,128731000.0,459918000.0,557769000.0,300000000.0,180148000.0,,270504000.0,87308000.0,59965000.0,,27436000.0,1.0,42063000.0,71087000.0,14385000.0,8437000.0,56702000.0,300000000.0,,28.6627,6.7919,1.0,95745000.0,0.10750866398096703,0.05892283187266812,0.22167879218052228,0.3227604767397155,0.08579062128139595,0.10178497940587734,0.20961612397598556,0.3539504036908881,0.5378570698622548,2.4923911101444096,1034596000.0,245156000.0,338966000.0,258534000.0,370536000.0,5.0,5.0,0.8096379299177408,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2016-02-29,1021705000.0,327341000.0,140037000.0,480647000.0,541058000.0,300000000.0,175170000.0,,552300000.0,172652000.0,127727000.0,,44594000.0,3.0,41799000.0,164226000.0,26438000.0,18260000.0,137788000.0,300000000.0,,24.6649,5.8009,3.0,190912000.0,0.23606896118345908,0.12501358024087186,0.23126380590258916,0.31260546804273043,0.1689841979827837,0.2052795407688887,0.2494803548795944,0.3456672098497194,0.5544692066284945,2.337532223626613,1096428000.0,255425000.0,350710000.0,287346000.0,384318000.0,6.0,6.0,0.78060356267466,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2016-05-31,1038975000.0,383019000.0,154698000.0,495318000.0,543657000.0,300000000.0,187436000.0,,839801000.0,261942000.0,194508000.0,,66669000.0,4.0,41596000.0,261104000.0,34671000.0,28222000.0,226433000.0,300000000.0,,25.3329,5.9032,4.0,290164000.0,0.3577770542823876,0.18721143434635096,0.2316120128459004,0.3119096071569336,0.2521157871941096,0.31048400001422377,0.269626971151499,0.3455151875265688,0.5518185179258246,2.475914362176628,1191239000.0,271066000.0,366387000.0,306328000.0,403988000.0,6.0,6.0,0.742596314742022,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2016-08-31,1019161000.0,369276000.0,158210000.0,501780000.0,517381000.0,300000000.0,228407000.0,,-535513000.0,-172226000.0,-43385000.0,,-16521000.0,0.0,-84093000.0,-165277000.0,-27754000.0,-16867000.0,-193031000.0,300000000.0,2.3341,21.3603,6.4211,0.0,-189093000.0,-0.08385503139852449,-0.04256932908539475,0.08101577366002319,0.32160937269496725,-0.1689880205384625,-0.2107046775004557,0.3604599701594546,0.3531062737972748,0.5798434809163846,2.3340876050818533,1127092000.0,338815000.0,349676000.0,227892000.0,387728000.0,8.0,8.0,0.7737382907605331,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2016-11-30,1046165000.0,324659000.0,136216000.0,549382000.0,496783000.0,365000000.0,173288000.0,,288063000.0,90319000.0,66583000.0,,23237000.0,1.0,40100000.0,,12537000.0,10016000.0,,365000000.0,,18.5171,5.5881,1.0,100335000.0,0.13402833832880756,0.06364483613961469,0.2311404102574784,0.3135390522212155,0.08633341776870761,0.10480480585019662,,0.34830922402391146,0.7347272350301842,2.3834131085922357,1144651000.0,345433000.0,352687000.0,,392318000.0,8.0,8.0,0.9303677119071774,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2017-02-28,1061829000.0,344040000.0,155088000.0,568599000.0,493230000.0,365000000.0,155351000.0,,582417000.0,182065000.0,133293000.0,,46017000.0,3.0,39900000.0,,18046000.0,20649000.0,,365000000.0,,20.4391,6.0826,3.0,202714000.0,0.270245118910042,0.12553151213613492,0.22886179489953073,0.3126024824138032,0.1714635784104597,0.2121401023035783,,0.3480564612640084,0.7400198690266204,2.2183534509439804,1174768000.0,350999000.0,362100000.0,,404120000.0,8.0,8.0,0.9031970701771751,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2017-05-31,1358014000.0,373183000.0,182131000.0,830461000.0,527553000.0,575000000.0,161758000.0,,894537000.0,269707000.0,198707000.0,,65832000.0,5.0,39736000.0,,25981000.0,33770000.0,,575000000.0,,19.06,5.532,5.0,303477000.0,0.3766578902972782,0.14632176104222785,0.22213390837941863,0.3015045772282197,0.19860399082778232,0.24462044001512853,,0.33925595028489597,1.0899378830183886,2.048981227797574,1229504000.0,355198000.0,369865000.0,,417433000.0,9.0,9.0,1.3774665634964174,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2017-08-31,1413315000.0,409376000.0,201139000.0,853624000.0,559691000.0,575000000.0,194731000.0,,-543838000.0,-189956000.0,-140324000.0,,-49033000.0,-3.0,-80094000.0,320527000.0,-19702000.0,-16141000.0,300825000.0,575000000.0,2.0353,23.8749,5.0491,-3.0,-206097000.0,-0.2507169134397373,-0.0992871369793712,0.2580253678485137,0.34928783939334873,-0.13440457364423358,-0.16740769072813655,-0.5531518577223364,0.37896763374387227,1.0273525927699392,2.035289028979959,1221179000.0,258259000.0,352135000.0,,400429000.0,6.0,6.0,1.4359599329718877,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2017-11-30,1430602000.0,427012000.0,161600000.0,812385000.0,618217000.0,574666000.0,221933000.0,,329141000.0,89098000.0,70379000.0,,15800000.0,1.0,39680000.0,61143000.0,5912000.0,14286000.0,55231000.0,574666000.0,,29.8306,6.1931,1.0,103384000.0,0.11384190340932067,0.04919537369582875,0.21382629329071734,0.2706985759902291,0.06228007510125108,0.0746913150744876,0.16780346416885164,0.3141024667239876,0.929553862155198,2.6424009900990097,1262257000.0,262055000.0,350914000.0,,403478000.0,6.0,6.0,1.4242808777678089,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2018-02-28,1472492000.0,472067000.0,186493000.0,860402000.0,612090000.0,574702000.0,233628000.0,,664372000.0,184583000.0,123516000.0,,54876000.0,3.0,39763000.0,153689000.0,12375000.0,28372000.0,141314000.0,574702000.0,,31.9092,6.0845,3.0,212955000.0,0.2017938538450228,0.08388228934350747,0.18591391569783194,0.2778307935915421,0.12535416151666698,0.15553104503569287,0.21270312415333578,0.32053578416911005,0.9389174794556356,2.5312853565549376,1344212000.0,252278000.0,353432000.0,,413719000.0,6.0,6.0,1.389111933462084,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2018-05-31,1407172000.0,429610000.0,197793000.0,871839000.0,535333000.0,574739000.0,213061000.0,,1004283000.0,277848000.0,198262000.0,,69641000.0,5.0,39543000.0,279342000.0,18375000.0,42848000.0,260967000.0,574739000.0,,30.3093,5.8712,5.0,320696000.0,0.37035265899916503,0.14089393478551307,0.19741646527920914,0.27666305214765163,0.19745134212448798,0.25029727801439905,0.25985404512473076,0.31932831681906393,1.0736102575406337,2.172018221069502,1453958000.0,251833000.0,361573000.0,758337000.0,430938000.0,6.0,6.0,1.333693013844219,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2018-08-31,1419448000.0,430916000.0,221134000.0,893547000.0,525900000.0,574775000.0,208623000.0,,-647651000.0,-185325000.0,-125072000.0,,-55564000.0,-3.0,-79609000.0,-108506000.0,-3142000.0,-28221000.0,-111648000.0,574775000.0,1.9487,32.9447,6.5171,-3.0,-213546000.0,-0.23782468149838373,-0.08811312566575176,0.19311635433281196,0.2861494848305646,-0.13056131679357047,-0.16837395234742317,0.17238914168278904,0.3297238790644962,1.0929359193763073,1.948664610598099,1350145000.0,267085000.0,366204000.0,345864000.0,423489000.0,6.0,6.0,1.3572371419328484,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2018-11-30,1365927000.0,391183000.0,157122000.0,824718000.0,541209000.0,574812000.0,170378000.0,,,100539000.0,84296000.0,,11647000.0,2.0,38809000.0,46320000.0,9526000.0,14241000.0,36794000.0,574812000.0,,31.7413,6.4979,2.0,114780000.0,0.15575498559706139,0.061713400496512624,,,0.07360495839089498,0.09008701449166279,,,1.0620887679251454,2.489676811649546,,281002000.0,377645000.0,327427000.0,434885000.0,7.0,7.0,1.3217563263851364,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2019-02-28,1464994000.0,487965000.0,198782000.0,865473000.0,599521000.0,574848000.0,218335000.0,,,209227000.0,168998000.0,,31294000.0,4.0,38714000.0,145554000.0,21482000.0,29052000.0,124072000.0,574848000.0,,28.6172,6.4244,4.0,238279000.0,0.2818883742187513,0.11535746904082883,,,0.1428176497651185,0.178161208274401,,,0.9588454783068483,2.454774577174996,,326484000.0,402289000.0,310185000.0,460209000.0,8.0,8.0,1.2491020384216736,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2019-05-31,1511901000.0,549171000.0,191524000.0,857492000.0,654409000.0,574129000.0,323960000.0,,,326467000.0,261263000.0,,52413000.0,6.0,38807000.0,305324000.0,32906000.0,43943000.0,272418000.0,574129000.0,,32.2289,7.508,6.0,370410000.0,0.3992350349704848,0.17280430398551228,,,0.21593146641215263,0.26573618398454096,,,0.8773244255503821,2.867374323844531,,389485000.0,450908000.0,321636000.0,509923000.0,9.0,9.0,1.125913128060511,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2019-08-31,1560130000.0,583812000.0,218923000.0,887874000.0,672256000.0,574174000.0,359799000.0,,,-198198000.0,-161767000.0,,-26154000.0,-2.92,-77457000.0,-70062000.0,-4544000.0,-26773000.0,-74606000.0,574174000.0,2.6667,29.3129,7.2047,-2.92,-224971000.0,-0.24063303265422697,-0.10368815419227885,,,-0.12703941338221814,-0.15901253981370794,,,0.8541002237242955,2.6667458421454118,,352790000.0,438035000.0,358678000.0,498498000.0,9.08,9.08,1.1518080313261037,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2019-11-30,1762232000.0,546215000.0,207650000.0,1070354000.0,691878000.0,574219000.0,336217000.0,,366658000.0,113186000.0,93957000.0,,14800000.0,2.43,38587000.0,95791000.0,26780000.0,14390000.0,69011000.0,574219000.0,,27.2339,6.8058,2.43,127576000.0,0.13579995317093477,0.0533170433858879,0.25625242051175756,0.308696387369156,0.06422877350995783,0.08939757380358693,0.1882162669299456,0.3479427695563713,0.8299425621280052,2.6304599084998794,,362451000.0,450682000.0,390895000.0,511294000.0,9.51,9.51,1.1230700927450743,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2020-02-29,1828572000.0,601105000.0,228529000.0,1111812000.0,716760000.0,574264000.0,343488000.0,,736438000.0,219443000.0,182643000.0,,29200000.0,4.73,38582000.0,195460000.0,51899000.0,28296000.0,143561000.0,574264000.0,,29.0963,7.2765,4.73,247739000.0,0.2548175121379541,0.09988285941160643,0.248008657891092,0.2979789201534956,0.1200078531225459,0.16997592608657933,0.19493969621339474,0.33640170659308727,0.8011942630727161,2.630322628637941,,376096000.0,460898000.0,410384000.0,520754000.0,10.24,10.24,1.1027548516189987,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2020-05-31,1947705000.0,708429000.0,247300000.0,1154747000.0,792958000.0,574309000.0,457707000.0,,1110521000.0,341083000.0,283859000.0,,47100000.0,7.36,38548000.0,346413000.0,62909000.0,41333000.0,283504000.0,574309000.0,,30.921,7.8704,7.36,382416000.0,0.3579748233828273,0.14574024300394567,0.25560885386228627,0.30713782089667824,0.17512046228766676,0.2494633454914073,0.2552891840856679,0.3443572881557395,0.7242615624030528,2.864654266073595,,398692000.0,475514000.0,421470000.0,532760000.0,11.600000000000001,11.600000000000001,1.077988212328253,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2020-08-31,2083388000.0,841930000.0,276293000.0,1187013000.0,896375000.0,574354000.0,585605000.0,,-719506000.0,-234052000.0,-187521000.0,,-36900000.0,-4.869999999999999,-77071000.0,-131824000.0,-63946000.0,,-195770000.0,574354000.0,3.0472,35.6974,8.9102,-4.869999999999999,-234052000.0,-0.20919927485706316,-0.0900077181974745,0.2606246508020781,0.3252954110181152,-0.1123420121456013,-0.15914012710703332,0.27208946138044715,0.3252954110181152,0.6407519174452656,3.047236086328644,1494111000.0,372938000.0,439660000.0,300306000.0,523679000.0,9.650000000000002,9.650000000000002,1.096767294468558,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2020-11-30,2099426000.0,804089000.0,227883000.0,1146853000.0,952573000.0,575511000.0,560137000.0,,388206000.0,121031000.0,101206000.0,,19000000.0,2.62,38697000.0,89276000.0,18333000.0,,70943000.0,575511000.0,,33.3525,8.3661,2.62,121031000.0,0.1062448757208109,0.048206509779339685,0.26070179234736196,0.31177003961814087,0.057649567072142575,0.07920441546407135,0.18274575869512577,0.31177003961814087,0.6041647201841749,3.5285168266171674,1515659000.0,380187000.0,447505000.0,302238000.0,517134000.0,9.840000000000002,9.840000000000002,1.112885635057838,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2021-02-28,2163507000.0,867713000.0,271303000.0,1183039000.0,980468000.0,574399000.0,602684000.0,,779993000.0,237163000.0,197849000.0,,37000000.0,5.12,38658000.0,229936000.0,28758000.0,,201178000.0,574399000.0,,30.448,7.6858,5.12,237163000.0,0.2017903694970157,0.09144828281119498,0.25365484049215825,0.3040578569294853,0.10961970541347914,0.1525294446406027,0.2579228275125546,0.3040578569294853,0.5858416592892374,3.1983170108697654,1559214000.0,395393000.0,465225000.0,359855000.0,506558000.0,10.23,10.23,1.1339254340075569,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2021-05-31,2218445000.0,920054000.0,280935000.0,1187146000.0,1031299000.0,574490000.0,658340000.0,37771000.0,1179551000.0,354865000.0,298528000.0,,50600000.0,7.73,38602000.0,370249000.0,47414000.0,,322835000.0,574490000.0,,31.6514,7.8485,7.73,354865000.0,0.2894679428565334,0.1345663291179182,0.25308613192647034,0.3008475258806105,0.15996114395443656,0.22099105175088382,0.27369312560457326,0.3008475258806105,0.5570547435806686,3.2749710787192767,1628244000.0,410062000.0,479007000.0,399186000.0,479007000.0,10.600000000000001,10.600000000000001,1.1993352915510629,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
2021-08-31,2224940000.0,933578000.0,315705000.0,1208587000.0,1016353000.0,574535000.0,681865000.0,,-756305000.0,-239018000.0,-197993000.0,,-38600000.0,-5.110000000000001,-77387000.0,-134235000.0,-33180000.0,,-167415000.0,574535000.0,2.9571,35.9483,9.0261,-5.110000000000001,-239018000.0,-0.19480731596207224,-0.08898801765440865,0.2617898863553725,0.31603387522229787,-0.10742671712495618,-0.15024187749231876,0.22135910776736897,0.31603387522229787,0.565290799554879,2.9571213632980156,1591445000.0,399590000.0,474041000.0,427541000.0,474041000.0,10.36,10.36,1.2119943211663127,0.7045578,474.79,185.0,1.23766,8446.769,14.3703,6.4553,3.5179
