report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-09-30,17402037000.0,2652499000.0,2334266000.0,13314271000.0,4087766000.0,,2356211000.0,,-2937255000.0,-3273581000.0,,-19100000.0,-13.55,241578995.0,-1918626000.0,873142000.0,565208000.0,-2791768000.0,0.0,,,1.7143,-13.55,-2372047000.0,-0.8008239708437322,-0.18811481667347335,,,-0.16878799878428025,-0.718547734875235,,,0.0,1.1363310779491282,,-7987818000.0,-7606685000.0,-7154519000.0,-6798487000.0,-35.43000000000001,-35.43000000000001,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2020-12-31,18399317000.0,3557544000.0,1913903000.0,14045212000.0,4354105000.0,11681234000.0,3300482000.0,1279908000.0,3696653000.0,3738254000.0,,53067000.0,18.060000000000002,-426967633.0,743464000.0,-1262229000.0,-400159000.0,-518765000.0,11681234000.0,1.8589,,6.271,18.060000000000002,3296494000.0,0.8585585326950085,0.20317351997359467,2.9207208643121225,2.8882177469005583,0.2009125121329232,0.2305316401480505,-0.4053142882144654,2.5755710566696983,2.6828094407461465,1.8587901267723599,,-4012514000.0,-3484135000.0,-6027246000.0,-2744516000.0,-15.749999999999996,-15.749999999999996,-4.256209109365732,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2021-03-31,18973793000.0,3779323000.0,1810054000.0,14596532000.0,4377261000.0,,3500000000.0,,-571266000.0,-1370192000.0,,1728000.0,-4.16,329377207.0,-852011000.0,136350000.0,183808000.0,-988361000.0,0.0,,,282.7008,-4.16,-387458000.0,-0.3130249715518449,-0.07221497567724071,,,-0.03010816023975807,-0.13050763936626122,,,0.0,2.087961464133114,,-3501734000.0,-2231340000.0,-6352751000.0,-1503108000.0,-11.11,-11.11,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2021-06-30,18526579000.0,3465450000.0,2180567000.0,14807327000.0,3719252000.0,,2800000000.0,,-1176370000.0,-2087981000.0,,2655000.0,-5.97,349767216.0,-1482055000.0,309481000.0,372445000.0,-1791536000.0,0.0,,,461.0085,-5.97,-803925000.0,-0.561398098327298,-0.11270191868666093,,,-0.06349634220111548,-0.31629209314130907,,,0.0,1.5892426144209282,,-2993500000.0,-988238000.0,-6090430000.0,-266936000.0,-5.619999999999998,-5.619999999999998,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2021-09-30,18730027000.0,3281201000.0,2939848000.0,15846788000.0,2883239000.0,,1900000000.0,,-1865476000.0,-2933866000.0,,2949000.0,-8.23,356591143.0,-2152351000.0,539530000.0,560972000.0,-2691881000.0,0.0,,,58.0703,-8.23,-1304504000.0,-1.0175590715858103,-0.15663971012962236,,,-0.09959814793646588,-0.6470070639305309,,,0.0,1.1161124656784978,,-2653785000.0,83541000.0,-5990543000.0,800607000.0,-0.29999999999999805,-0.29999999999999805,0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2021-12-31,18729837000.0,3301568000.0,3730432000.0,16297187000.0,2432650000.0,,1506647000.0,,1060764000.0,1885452000.0,,-2065000.0,6.029999999999999,-670285599.0,2018408000.0,-232518000.0,-358621000.0,1785890000.0,0.0,0.8853,,13.3431,6.029999999999999,702143000.0,0.7750609417713193,0.10066569185839684,,,0.05663498299531384,0.43605286416048344,,,0.0,0.8850363711227011,,-4506587000.0,-2552348000.0,-3685888000.0,-1793744000.0,-12.33,-12.33,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2022-03-31,19255492000.0,3214510000.0,4176680000.0,17747890000.0,1507602000.0,12563518000.0,2136840000.0,521940000.0,-688756000.0,-982714000.0,,4393000.0,-2.35,417734591.0,-371011000.0,165284000.0,195464000.0,-536295000.0,12563518000.0,,,7.859,-2.35,-493292000.0,-0.6518391458753703,-0.05103551755519932,-1.8828102847070545,-1.3196076177338392,-0.035769327524843304,-0.04894820028540727,-1.027503161282906,-0.9451124650342951,8.333444768579506,0.7696328184107952,,-4119109000.0,-2669838000.0,-3233822000.0,-1899578000.0,-10.52,-10.52,-6.613846864935264,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2022-06-30,19113200000.0,3131747000.0,5033462000.0,18211385000.0,901815000.0,,1900000000.0,,-1085558000.0,-1492035000.0,,3526000.0,-3.57,418424753.0,-108825000.0,326303000.0,391320000.0,-435128000.0,0.0,,,1.9836,-3.57,-694238000.0,-1.6544801317343358,-0.07806306636251387,,,-0.05679624552665174,-1.2037479970947478,,,0.0,0.6221854858544675,,-3523163000.0,-2579026000.0,-1877414000.0,-1789891000.0,-8.120000000000001,-8.120000000000001,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2022-09-30,18950929000.0,2157384000.0,4662754000.0,18551146000.0,399783000.0,,1200000000.0,,-1270788000.0,-1787429000.0,,-7179000.0,-4.26,419224710.0,-26580000.0,1628442000.0,593423000.0,-1655022000.0,0.0,,,1.2558,-4.26,-677365000.0,-4.47099801642391,-0.09431880621789043,,,-0.0670567653965671,-3.178694441734641,,,0.0,0.4626844993323688,,-2376726000.0,-1984338000.0,-840555000.0,-1162752000.0,-4.1499999999999995,-4.1499999999999995,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2022-12-31,18557694000.0,1872869000.0,5054851000.0,18489103000.0,68591000.0,,946987000.0,,1493345000.0,1992269000.0,,-7534000.0,4.77,-835610859.0,716436000.0,-336172000.0,-370154000.0,380264000.0,0.0,0.3705,,1.0649,4.77,1123191000.0,29.045632808969106,0.10735541818935046,,,0.08047039680684465,21.771733900949105,,,0.0,0.370509239540394,,-2269909000.0,-1551757000.0,-2246181000.0,-741704000.0,-5.41,-5.41,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2023-03-31,18350691000.0,1644670000.0,5699536000.0,18450239000.0,-99548000.0,,700600000.0,,10718000.0,-159321000.0,,-10173000.0,-0.38,422655215.0,503333000.0,237676000.0,210676000.0,265657000.0,0.0,,,0.9286,-0.38,221394000.0,1.600444006911239,-0.008682016388374694,,,0.0005840651995066561,-0.10766665327279303,,,-0.0,0.28856208645756426,,-1446516000.0,-852283000.0,-1444229000.0,-27018000.0,-3.439999999999999,-3.439999999999999,-0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2023-06-30,18648212000.0,1848579000.0,5818235000.0,18632991000.0,15221000.0,,899100000.0,,283263000.0,-73205000.0,,-9479000.0,-0.17,423421203.0,1536615000.0,974190000.0,425288000.0,562425000.0,0.0,,,1.2923,-0.17,708551000.0,-4.809473753367059,-0.003925577422650493,,,0.015189820879342213,18.61001248275409,,,0.0,0.31772161145089534,,-27686000.0,516538000.0,-446676000.0,1375771000.0,-0.03999999999999934,-0.03999999999999934,0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2023-09-30,19251824000.0,1611296000.0,5402360000.0,18813136000.0,438688000.0,,681600000.0,,806581000.0,272663000.0,,-1170000.0,0.62,460819375.0,1746714000.0,2102698000.0,649958000.0,-355984000.0,0.0,,,0.8653,0.62,1456539000.0,0.6215419614851557,0.014162969700948855,,,0.04189634187389205,1.8386210700999344,,,0.0,0.29825779844364314,,2032406000.0,2593907000.0,852362000.0,3509675000.0,4.840000000000001,4.840000000000001,0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2023-12-31,19492990000.0,1313148000.0,6038701000.0,19192183000.0,300807000.0,,402400000.0,,-169651000.0,126041000.0,,17820000.0,0.32000000000000006,-879494944.0,-1780948000.0,-564202000.0,-402686000.0,-2345150000.0,0.0,0.2175,51.2921,0.9972,0.32000000000000006,-572337000.0,0.4190095310282008,0.006465965457325942,,,-0.00870317996366899,-0.5639862104272839,,,0.0,0.2174553765785059,,166178000.0,930911000.0,-1873052000.0,1814147000.0,0.3900000000000011,0.3900000000000011,0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2024-03-31,19825188000.0,1590154000.0,6598519000.0,19463097000.0,362091000.0,,559800000.0,,218394000.0,17353000.0,,1001000.0,0.04,431019206.0,807171000.0,258851000.0,245092000.0,548320000.0,0.0,,25.9962,0.9993,0.04,463486000.0,0.04792441679025438,0.0008753006528866208,,,0.01101598633011702,0.6031467227851562,,,0.0,0.24098650015253423,,342852000.0,1138587000.0,-1590389000.0,2056239000.0,0.8100000000000012,0.8100000000000012,0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2024-06-30,20113833000.0,1582342000.0,6633916000.0,19420700000.0,693133000.0,,594100000.0,,559955000.0,180789000.0,,2550000.0,0.41,468078473.0,1478064000.0,599505000.0,488027000.0,878559000.0,0.0,,18.0518,0.8348,0.41,1047982000.0,0.2608287298397277,0.008988291789038916,,,0.02783929845693757,0.8078608290183846,,,0.0,0.2385230684259493,,596846000.0,1415279000.0,-1274255000.0,2395670000.0,1.390000000000001,1.390000000000001,0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
2024-09-30,19786003000.0,1179233000.0,6038515000.0,18650673000.0,1135330000.0,,332500000.0,,1251165000.0,655721000.0,,9466000.0,1.37,514002031.0,1650567000.0,967516000.0,726877000.0,683051000.0,0.0,,16.4197,0.9638,1.37,1978042000.0,0.5775598284199308,0.0331406499837284,,,0.06323485344665115,1.1020276043088792,,,0.0,0.19528526467186055,,979904000.0,1859863000.0,-235220000.0,2917173000.0,2.140000000000001,2.140000000000001,0.0,2.08584,27.1799,14.21,22.08015,8623.485,20.3746,4.5981,0.8775
