report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,13424000000.0,4761000000.0,3700000000.0,13424000000.0,2507000000.0,4943000000.0,909000000.0,12799000000.0,7427000000.0,2947000000.0,1874000000.0,932000000.0,3.89,2133000000.0,317000000.0,4943000000.0,,20.7075,3.0065,3.89,3264000000.0,0.7475069804547267,0.13960071513706793,0.1464176888819439,0.5802797093522931,0.23025236346589578,0.2195321811680572,0.39557046979865773,0.2550199234315181,1.971679297965696,1.2867567567567568,17465000000.0,2503000000.0,3930000000.0,10089000000.0,4369000000.0,5.279999999999999,5.279999999999999,1.1313801785305562,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2012-12-31,13394000000.0,4556000000.0,3736000000.0,11004000000.0,2189000000.0,4926000000.0,884000000.0,-8381000000.0,-4830000000.0,-1916000000.0,-1215000000.0,-590000000.0,-2.5,-792000000.0,-209000000.0,4926000000.0,1.2195,19.9811,2.891,-2.5,-2125000000.0,-0.5550479671082686,-0.09071225922054652,0.14497076721154994,0.5763035437298651,0.22861233742990097,-0.14304912647454085,-0.26929023190442725,0.2535496957403651,2.2503426222019187,1.2194860813704498,17085000000.0,2472000000.0,3889000000.0,9932000000.0,4314000000.0,5.15,5.15,1.1418636995827538,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2013-03-31,13533000000.0,4828000000.0,4091000000.0,,1772000000.0,5095000000.0,932000000.0,4315000000.0,2515000000.0,742000000.0,460000000.0,239000000.0,0.0,777000000.0,110000000.0,5095000000.0,,23.47,3.1916,0.0,852000000.0,0.2595936794582393,0.03399098499963053,0.10660486674391657,0.5828505214368482,0.1719582850521437,0.05482893667331708,0.10805300713557595,0.19745075318655853,2.875282167042889,1.1801515521877293,17200000000.0,2339000000.0,3693000000.0,10010000000.0,4122000000.0,3.92,3.92,1.2360504609412906,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2013-06-30,13487000000.0,4867000000.0,4444000000.0,,1531000000.0,5032000000.0,884000000.0,8661000000.0,5049000000.0,1648000000.0,1021000000.0,546000000.0,1.0,1325000000.0,221000000.0,5032000000.0,,23.6511,3.1112,1.0,1869000000.0,0.666884389288047,0.07570252836064359,0.11788477081168457,0.5829580879806027,0.19027825886156333,0.12219174019426114,0.25110467773883893,0.21579494284724626,3.286740692357936,1.0951845184518452,17394000000.0,2140000000.0,3421000000.0,10161000000.0,3860000000.0,2.39,2.39,1.3036269430051814,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2013-09-30,13439000000.0,4600000000.0,4491000000.0,,1784000000.0,4677000000.0,721000000.0,13059000000.0,7634000000.0,2664000000.0,1677000000.0,863000000.0,1.0,2365000000.0,329000000.0,4677000000.0,,24.1164,3.1632,1.0,2993000000.0,0.9400224215246636,0.12478607039214228,0.12841718355157364,0.5845776858871277,0.2039972432804962,0.19822903489842994,0.41232007429190526,0.2291905965234704,2.6216367713004485,1.0242707637497217,17654000000.0,1943000000.0,3138000000.0,10368000000.0,3589000000.0,-0.5,-0.5,1.3031485093340764,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2013-12-31,13876000000.0,4822000000.0,4470000000.0,11340000000.0,2305000000.0,4749000000.0,962000000.0,-8615000000.0,-4997000000.0,-1498000000.0,-917000000.0,-493000000.0,0.3799999999999999,-1263000000.0,-221000000.0,4749000000.0,1.0769,26.9223,3.4634,0.3799999999999999,-1719000000.0,-0.3978308026030369,-0.0660853271836264,0.10644225188624493,0.5800348229831689,0.1738827626233314,-0.10795618333813779,-0.21236178055004254,0.1995356935577481,2.060303687635575,1.0787472035794183,17420000000.0,2241000000.0,3556000000.0,10201000000.0,3995000000.0,2.38,2.38,1.1887359198998748,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2014-03-31,14432000000.0,5677000000.0,4702000000.0,12532000000.0,1630000000.0,5739000000.0,1795000000.0,4325000000.0,2524000000.0,634000000.0,388000000.0,195000000.0,0.0,820000000.0,108000000.0,5739000000.0,,27.3772,3.4068,0.0,742000000.0,0.23803680981595093,0.02688470066518847,0.08971098265895953,0.5835838150289018,0.14658959537572255,0.043930155210643015,0.08603609716379428,0.1715606936416185,3.5208588957055214,1.2073585708209273,17430000000.0,2169000000.0,3448000000.0,10210000000.0,3885000000.0,2.38,2.38,1.4772200772200772,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2014-06-30,13988000000.0,5174000000.0,4061000000.0,11917000000.0,1779000000.0,5741000000.0,1161000000.0,8677000000.0,5076000000.0,1614000000.0,1010000000.0,505000000.0,1.0,1389000000.0,215000000.0,5741000000.0,,27.9235,3.5713,1.0,1829000000.0,0.567734682405846,0.07220474692593652,0.11639967730782529,0.5849948138757635,0.1860089892820099,0.11538461538461539,0.21462765957446808,0.2107871384118935,3.2270938729623384,1.2740704260034474,17446000000.0,2158000000.0,3414000000.0,10237000000.0,3845000000.0,2.38,2.38,1.4931079323797138,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2014-09-30,13685000000.0,5181000000.0,4412000000.0,11939000000.0,1420000000.0,5441000000.0,1355000000.0,13056000000.0,7634000000.0,2562000000.0,1552000000.0,869000000.0,1.0,2392000000.0,329000000.0,5441000000.0,,28.0914,3.4128,1.0,2891000000.0,1.0929577464788733,0.1134088417975886,0.11887254901960784,0.5847120098039216,0.19623161764705882,0.18721227621483377,0.3734149540883253,0.22143075980392157,3.8316901408450703,1.1742973708068902,17443000000.0,2033000000.0,3312000000.0,10237000000.0,3743000000.0,2.38,2.38,1.4536468073737643,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2014-12-31,13459000000.0,4863000000.0,3946000000.0,12074000000.0,1145000000.0,5644000000.0,1089000000.0,-8781000000.0,-5125000000.0,-1253000000.0,-770000000.0,-375000000.0,0.0,-1303000000.0,-210000000.0,5644000000.0,1.2324,28.9264,3.6499,0.0,-1463000000.0,-0.6724890829694323,-0.057210788320083215,0.08768932923357249,0.5836465095091675,0.1426944539346316,-0.0930975555390445,-0.18456326410369717,0.16660972554378772,4.929257641921398,1.232387227572225,17277000000.0,2180000000.0,3557000000.0,10109000000.0,3999000000.0,2.0,2.0,1.4113528382095524,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2015-03-31,13156000000.0,4700000000.0,4323000000.0,12417000000.0,460000000.0,5622000000.0,859000000.0,4070000000.0,2392000000.0,860000000.0,542000000.0,269000000.0,0.0,727000000.0,114000000.0,5622000000.0,,26.8736,3.6848,0.0,974000000.0,1.1782608695652175,0.04119793250228033,0.13316953316953317,0.5877149877149878,0.2113022113022113,0.06536941319550016,0.14140085498191385,0.23931203931203932,12.221739130434782,1.087207957436965,17022000000.0,2334000000.0,3783000000.0,9977000000.0,4231000000.0,2.0,2.0,1.3287638856062396,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2015-06-30,13660000000.0,4988000000.0,4206000000.0,12903000000.0,454000000.0,6186000000.0,1059000000.0,8136000000.0,4759000000.0,1792000000.0,1116000000.0,579000000.0,1.0,1223000000.0,225000000.0,6186000000.0,,25.7557,3.518,1.0,2017000000.0,2.458149779735683,0.08169838945827233,0.13716814159292035,0.5849311701081613,0.22025565388397247,0.13118594436310396,0.26987951807228916,0.24791052114060963,13.625550660792952,1.185924869234427,16481000000.0,2440000000.0,3961000000.0,9660000000.0,4419000000.0,2.0,2.0,1.3998642226748133,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2015-09-30,13563000000.0,5089000000.0,3937000000.0,12973000000.0,255000000.0,6554000000.0,1445000000.0,12135000000.0,7106000000.0,2928000000.0,1842000000.0,940000000.0,2.0,2108000000.0,337000000.0,6554000000.0,,23.044,3.48,2.0,3265000000.0,7.223529411764706,0.13581066135810663,0.15179233621755253,0.5855789039967038,0.24128553770086528,0.2158814421588144,0.43001909237773533,0.26905644829007,25.701960784313727,1.2926085852171705,15560000000.0,2730000000.0,4327000000.0,9132000000.0,4793000000.0,3.0,3.0,1.3674108074274984,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2015-12-31,11958000000.0,4384000000.0,3534000000.0,12002000000.0,-299000000.0,6269000000.0,970000000.0,-8307000000.0,-4858000000.0,-2791000000.0,-2116000000.0,-573000000.0,-2.0,-1109000000.0,-227000000.0,6269000000.0,1.2405,43.1741,3.7266,-2.0,-3018000000.0,7.076923076923077,-0.17695266767017895,0.2547249307812688,0.5848079932586975,0.3359817021788853,-0.23340023415286837,-0.4675041876046901,0.3633080534488985,-20.96655518394649,1.2405206564799094,16034000000.0,1384000000.0,2789000000.0,9399000000.0,3238000000.0,1.0,1.0,1.936071649166152,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2016-03-31,12448000000.0,4490000000.0,4463000000.0,12521000000.0,-370000000.0,5877000000.0,1014000000.0,3762000000.0,2248000000.0,867000000.0,533000000.0,265000000.0,0.0,614000000.0,106000000.0,5877000000.0,,45.8849,4.0119,0.0,973000000.0,-1.4405405405405405,0.0428181233933162,0.14167995746943116,0.5975544922913344,0.23046251993620415,0.06964974293059126,0.15743599055747232,0.25863902179691656,-15.883783783783784,1.00604974232579,15726000000.0,1375000000.0,2796000000.0,9255000000.0,3237000000.0,1.0,1.0,1.8155699721964782,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2016-06-30,12515000000.0,4614000000.0,4671000000.0,12481000000.0,-281000000.0,5619000000.0,1085000000.0,7607000000.0,4552000000.0,1811000000.0,1133000000.0,546000000.0,1.0,1320000000.0,215000000.0,5619000000.0,,46.5791,4.2088,1.0,2026000000.0,-4.032028469750889,0.09053136236516181,0.14894176416458524,0.5983962140134087,0.2380701985013803,0.14470635237714743,0.3392656425627576,0.2663336400683581,-19.99644128113879,0.9877970456005138,15197000000.0,1392000000.0,2815000000.0,9048000000.0,3246000000.0,1.0,1.0,1.7310536044362292,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2016-09-30,12623000000.0,4764000000.0,4655000000.0,12395000000.0,-133000000.0,5616000000.0,1298000000.0,11474000000.0,6876000000.0,2882000000.0,1835000000.0,846000000.0,2.0,2317000000.0,329000000.0,5616000000.0,,47.8568,4.2867,2.0,3211000000.0,-13.796992481203008,0.14536956349520716,0.15992679100575213,0.5992679100575213,0.25117657312184066,0.2283133961815733,0.525624658033923,0.279850095868921,-42.225563909774436,1.0234156820622986,14536000000.0,1385000000.0,2769000000.0,8818000000.0,3192000000.0,1.0,1.0,1.7593984962406015,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2016-12-31,12123000000.0,4338000000.0,3305000000.0,12106000000.0,-243000000.0,6520000000.0,1315000000.0,-7648000000.0,-4553000000.0,-1723000000.0,-1060000000.0,-505000000.0,-1.0,-1110000000.0,-207000000.0,6520000000.0,1.3126,23.8651,3.8338,-1.0,-1930000000.0,4.362139917695473,-0.08743710302730347,0.13859832635983263,0.5953190376569037,0.2252876569037657,-0.14212653633589045,-0.2744941851202804,0.2523535564853556,-26.83127572016461,1.3125567322239031,15195000000.0,2441000000.0,3837000000.0,9123000000.0,4280000000.0,2.0,2.0,1.5233644859813085,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2017-03-31,12448000000.0,4596000000.0,3809000000.0,12453000000.0,-313000000.0,6466000000.0,1347000000.0,3762000000.0,2269000000.0,885000000.0,570000000.0,251000000.0,0.0,691000000.0,109000000.0,6466000000.0,,26.0889,4.2546,0.0,994000000.0,-1.8210862619808306,0.04579048843187661,0.15151515151515152,0.603136629452419,0.23524720893141945,0.07109575835475579,0.14383227693807898,0.2642211589580011,-20.65814696485623,1.2066159096875821,15195000000.0,2478000000.0,3855000000.0,9144000000.0,4301000000.0,2.0,2.0,1.5033713089979075,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2017-06-30,12580000000.0,4555000000.0,3780000000.0,12492000000.0,-242000000.0,6506000000.0,1241000000.0,7588000000.0,4569000000.0,1738000000.0,1094000000.0,520000000.0,1.0,1305000000.0,226000000.0,6506000000.0,,27.1843,4.3026,1.0,1964000000.0,-4.520661157024794,0.08696343402225755,0.1441750131787032,0.6021349499209278,0.2290458618871903,0.13815580286168522,0.2774584929757343,0.2588297311544544,-26.884297520661157,1.2050264550264551,15176000000.0,2439000000.0,3782000000.0,9161000000.0,4239000000.0,2.0,2.0,1.5347959424392545,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2017-09-30,12775000000.0,4736000000.0,3854000000.0,12508000000.0,-108000000.0,6520000000.0,1380000000.0,11562000000.0,6952000000.0,2665000000.0,1701000000.0,770000000.0,1.0,2295000000.0,354000000.0,6520000000.0,,27.7667,4.1914,1.0,3019000000.0,-15.75,0.13315068493150686,0.14711987545407368,0.6012800553537451,0.23049645390070922,0.2086105675146771,0.4156269494697442,0.2611139941186646,-60.370370370370374,1.2288531395952258,15264000000.0,2305000000.0,3565000000.0,9237000000.0,4047000000.0,1.0,1.0,1.6110699283419818,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2017-12-31,12676000000.0,4639000000.0,3408000000.0,12433000000.0,-60000000.0,6566000000.0,1535000000.0,-7458000000.0,-4510000000.0,-1699000000.0,-1341000000.0,-228000000.0,0.0,-1237000000.0,-214000000.0,6566000000.0,1.3612,32.5992,4.2695,0.0,-1913000000.0,22.35,-0.10579047017986747,0.17980691874497184,0.6047197640117994,0.22780906409224994,-0.13403281792363522,-0.2611435597909622,0.25650308393671223,-109.43333333333334,1.3612089201877935,15454000000.0,2024000000.0,3589000000.0,9280000000.0,4064000000.0,2.0,2.0,1.6156496062992125,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2018-03-31,13144000000.0,4292000000.0,3980000000.0,13043000000.0,-249000000.0,6550000000.0,851000000.0,4002000000.0,2408000000.0,983000000.0,634000000.0,246000000.0,0.0,616000000.0,129000000.0,6550000000.0,,29.3071,3.8992,0.0,1112000000.0,-2.5461847389558234,0.0482349360925137,0.1584207896051974,0.6016991504247876,0.2456271864067966,0.0747869750456482,0.15600698301856847,0.27786106946526734,-26.305220883534137,1.078391959798995,15694000000.0,2088000000.0,3687000000.0,9419000000.0,4182000000.0,2.0,2.0,1.5662362505978,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2018-06-30,12650000000.0,4172000000.0,3942000000.0,12839000000.0,-523000000.0,6519000000.0,833000000.0,7888000000.0,4709000000.0,1929000000.0,1271000000.0,459000000.0,1.0,1297000000.0,258000000.0,6519000000.0,,25.4605,3.5571,1.0,2187000000.0,-2.4302103250478013,0.10047430830039526,0.16113083164300201,0.5969827586206896,0.24454868154158216,0.1524901185770751,0.321714476317545,0.27725659229208927,-12.464627151051625,1.058346017250127,15994000000.0,2265000000.0,3878000000.0,9559000000.0,4405000000.0,2.0,2.0,1.4799091940976163,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2018-09-30,12571000000.0,4141000000.0,3747000000.0,12639000000.0,-430000000.0,6519000000.0,841000000.0,11733000000.0,6978000000.0,2803000000.0,1794000000.0,717000000.0,2.0,2194000000.0,385000000.0,6519000000.0,,27.4781,3.723,2.0,3188000000.0,-4.1720930232558135,0.14270941054808686,0.1529020710815648,0.5947328049092304,0.23889883235319184,0.2229735104605839,0.46033831499425193,0.27171226455297026,-15.16046511627907,1.1051507872965038,16165000000.0,2358000000.0,4016000000.0,9585000000.0,4574000000.0,3.0,3.0,1.425229558373415,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2018-12-31,12161000000.0,3793000000.0,3341000000.0,11964000000.0,-102000000.0,6354000000.0,726000000.0,-8079000000.0,-4864000000.0,-2021000000.0,-1299000000.0,-516000000.0,-1.0,-1051000000.0,-261000000.0,6354000000.0,1.1353,21.5095,3.3211,-1.0,-2282000000.0,12.735294117647058,-0.1068168736123674,0.16078722614184923,0.6020547097413046,0.25015472211907414,-0.16618699120138147,-0.3232565579014715,0.28246070058175515,-62.294117647058826,1.1352888356779407,15544000000.0,2400000000.0,3694000000.0,9231000000.0,4205000000.0,2.0,2.0,1.5110582639714625,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2019-03-31,12883000000.0,4133000000.0,3865000000.0,13093000000.0,-552000000.0,6655000000.0,843000000.0,3884000000.0,2287000000.0,879000000.0,560000000.0,214000000.0,0.65,605000000.0,128000000.0,6655000000.0,,25.2092,3.8012,0.65,1007000000.0,-1.0144927536231885,0.04346813630365598,0.14418125643666324,0.5888259526261586,0.22631307929969105,0.06822944966234573,0.1440275274455186,0.25926879505664263,-12.056159420289855,1.069340232858991,15426000000.0,2326000000.0,3590000000.0,9110000000.0,4100000000.0,2.65,2.65,1.6231707317073172,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2019-06-30,13151000000.0,4255000000.0,3782000000.0,13161000000.0,-347000000.0,6640000000.0,863000000.0,7750000000.0,4595000000.0,1767000000.0,1146000000.0,419000000.0,1.33,1249000000.0,256000000.0,6640000000.0,,27.1847,4.0144,1.33,2023000000.0,-3.3025936599423633,0.08714166223100905,0.14787096774193548,0.5929032258064516,0.228,0.13436240590069196,0.28078817733990147,0.26103225806451613,-19.135446685878964,1.1250661025912216,15288000000.0,2201000000.0,3428000000.0,8996000000.0,3936000000.0,2.98,2.98,1.6869918699186992,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2019-09-30,15026000000.0,4349000000.0,4231000000.0,14852000000.0,-324000000.0,7646000000.0,948000000.0,11678000000.0,6911000000.0,2623000000.0,1724000000.0,586000000.0,2.0,2163000000.0,386000000.0,7646000000.0,,27.0392,4.0675,2.0,3009000000.0,-5.320987654320987,0.1147344602688673,0.14762801849631788,0.5917965405035108,0.22461037848946738,0.17456408891255157,0.35823545479377217,0.2576639835588286,-23.598765432098766,1.0278893878515718,15233000000.0,2131000000.0,3248000000.0,8929000000.0,3757000000.0,2.98,2.98,2.0351344157572533,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2019-12-31,15034000000.0,4179000000.0,4038000000.0,14476000000.0,117000000.0,7333000000.0,883000000.0,-7619000000.0,-4468000000.0,-1715000000.0,-1063000000.0,-445000000.0,-1.23,-884000000.0,-251000000.0,7333000000.0,1.0349,24.9256,3.7596,-1.23,-1966000000.0,-9.085470085470085,-0.07070639882932021,0.13951962199763748,0.5864286651791574,0.22509515684473028,-0.11407476386856459,-0.2302013422818792,0.2580391127444547,62.675213675213676,1.034918276374443,15693000000.0,2367000000.0,3554000000.0,9325000000.0,4073000000.0,2.75,2.75,1.8003928308372208,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2020-03-31,15070000000.0,4248000000.0,4443000000.0,14729000000.0,-113000000.0,7336000000.0,854000000.0,4097000000.0,2465000000.0,952000000.0,715000000.0,147000000.0,0.83,768000000.0,133000000.0,7336000000.0,,22.5374,3.5734,0.83,1085000000.0,-6.327433628318584,0.04744525547445255,0.1745179399560654,0.6016597510373444,0.23236514522821577,0.06317186463171864,0.1318011906410079,0.264827922870393,-64.92035398230088,0.9561107359891965,15906000000.0,2522000000.0,3627000000.0,9503000000.0,4151000000.0,2.93,2.93,1.7672849915682969,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
2020-06-30,15141000000.0,4212000000.0,4580000000.0,14409000000.0,268000000.0,6884000000.0,997000000.0,7994000000.0,4834000000.0,1898000000.0,1350000000.0,363000000.0,1.57,1794000000.0,266000000.0,6884000000.0,,24.4314,3.9413,1.57,2164000000.0,5.037313432835821,0.08916187834357044,0.16887665749311984,0.6047035276457343,0.23742807105328997,0.12535499636747904,0.26538031319910516,0.27070302727045287,25.686567164179106,0.9196506550218341,16150000000.0,2726000000.0,3758000000.0,9742000000.0,4292000000.0,3.17,3.17,1.6039142590866728,0.33421502,99.33,74.545,7.04717,68243.8,32.0243,1179.5417,3.3482
