report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-04-04,195113000000.0,49916000000.0,25924000000.0,105031000000.0,89659000000.0,38281000000.0,7769000000.0,1759000000.0,16750000000.0,,2026000000.0,1146000000.0,0.25,8101000000.0,-6360000000.0,305000000.0,2051000000.0,-6665000000.0,46050000000.0,,17.1897,2.4471,0.25,,0.022596727601244718,0.010383726353446464,0.12095522388059701,,,,-0.39791044776119405,,0.5136126880737014,1.9254744638173122,,,,,,,,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2010-07-04,191071000000.0,51101000000.0,24681000000.0,104193000000.0,86439000000.0,37765000000.0,5509000000.0,1877000000.0,34077000000.0,,4501000000.0,2634000000.0,0.56,8085000000.0,-1487000000.0,678000000.0,4264000000.0,-2165000000.0,43274000000.0,,14.1499,1.8631,0.56,,0.052071402954684806,0.023556688351450507,0.13208322328843503,,,,-0.06353258796255538,,0.5006305024352433,2.0704590575746527,,,,,,,,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2010-10-03,191415000000.0,54089000000.0,24172000000.0,103347000000.0,87635000000.0,39010000000.0,5158000000.0,2176000000.0,50248000000.0,,5367000000.0,3198000000.0,0.66,8079000000.0,5196000000.0,966000000.0,6493000000.0,4230000000.0,44168000000.0,,22.1466,2.0508,0.66,,0.06124265419067724,0.028038554972180864,0.10681022130234039,,,,0.0841824550230855,,0.5039995435613625,2.237671686248552,,,,,,,,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2010-12-31,195014000000.0,60468000000.0,28609000000.0,106749000000.0,87813000000.0,38410000000.0,5623000000.0,1735000000.0,-33266000000.0,,-3637000000.0,-5854000000.0,-0.4500000000000002,-16191000000.0,14105000000.0,-436000000.0,-4321000000.0,13669000000.0,44033000000.0,2.1306,15.8461,2.1523,-0.4500000000000002,,-0.041417557764795644,-0.01864994308100957,0.10933084831359347,,,,-0.4109000180364336,,0.5014405611925341,2.113600615191024,67809000000.0,8257000000.0,,9069000000.0,,1.02,1.02,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2011-07-03,195899000000.0,60484000000.0,30471000000.0,106936000000.0,88481000000.0,35723000000.0,5988000000.0,3096000000.0,33486000000.0,,4832000000.0,1988000000.0,0.61,7980000000.0,10540000000.0,608000000.0,4409000000.0,9932000000.0,41711000000.0,,17.8812,2.5668,0.61,,0.0546105943648919,0.02466577164763475,0.14429911007585258,,,,0.29660156483306455,,0.47141194154677274,1.9849693150864756,84545000000.0,11063000000.0,,25666000000.0,,1.38,1.38,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2011-10-02,196132000000.0,62732000000.0,27856000000.0,105602000000.0,90047000000.0,35399000000.0,5637000000.0,3706000000.0,50679000000.0,10469000000.0,8570000000.0,3223000000.0,1.08,7925000000.0,14979000000.0,1062000000.0,6656000000.0,13917000000.0,41036000000.0,,11.2171,2.0937,1.08,17125000000.0,0.09517252101680233,0.043695062508922564,0.1691035734722469,0.2065747153653387,0.05337731731690902,0.07986542877413547,0.2746107855324691,0.3379111663608201,0.455717569713594,2.252010338885698,101147000000.0,15132000000.0,,41748000000.0,,1.9,1.9,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2011-12-31,188002000000.0,57728000000.0,28069000000.0,105381000000.0,82190000000.0,34931000000.0,4018000000.0,3539000000.0,67425000000.0,12762000000.0,10009000000.0,4023000000.0,1.27,7870000000.0,20240000000.0,1660000000.0,9026000000.0,18580000000.0,38949000000.0,2.1037,16.8731,2.5879,1.27,21788000000.0,0.12177880520744616,0.05323879533196455,0.14844642195031515,0.1892769744160178,0.0678822565717386,0.10535005241912183,0.27556544308490916,0.32314423433444567,0.4738897676116316,2.056646122056361,118324000000.0,19774000000.0,,56098000000.0,,2.51,2.51,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2012-04-01,185683000000.0,54863000000.0,27094000000.0,102006000000.0,83256000000.0,33543000000.0,5526000000.0,2934000000.0,15405000000.0,2553000000.0,1794000000.0,750000000.0,0.24,7598000000.0,2774000000.0,254000000.0,2252000000.0,2520000000.0,39069000000.0,,17.7717,2.6993,0.24,4805000000.0,0.021547996540789854,0.00966162761265167,0.11645569620253164,0.16572541382667966,0.013749239294927376,0.02087063151440834,0.16358325219084713,0.31191171697500814,0.46926347650619776,2.0249132649295047,166995000000.0,25205000000.0,,44949000000.0,,3.2,3.2,,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2012-07-01,182842000000.0,58765000000.0,30798000000.0,102881000000.0,79547000000.0,30868000000.0,7703000000.0,3031000000.0,29942000000.0,6919000000.0,5047000000.0,2001000000.0,0.67,7570000000.0,6795000000.0,548000000.0,4002000000.0,6247000000.0,38571000000.0,,16.8417,2.8432,0.67,10921000000.0,0.06344676731994921,0.02760306712899662,0.16855921448133057,0.23108008817046288,0.03784141499217904,0.05857701620413485,0.20863669761538975,0.36473849442255024,0.4848831508416408,1.9080784466523801,163451000000.0,25420000000.0,32703000000.0,41264000000.0,54639000000.0,3.2600000000000002,3.2600000000000002,0.7059243397573162,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
2012-09-30,182603000000.0,57127000000.0,29131000000.0,100488000000.0,81703000000.0,31083000000.0,7774000000.0,4506000000.0,43918000000.0,9910000000.0,8255000000.0,1882000000.0,1.09,7550000000.0,11798000000.0,833000000.0,5716000000.0,10965000000.0,38857000000.0,,19.2902,3.286,1.09,15626000000.0,0.10103668163959707,0.04520736242011358,0.1879639327838244,0.22564779816931554,0.05427074034928232,0.08219973457199735,0.2496698392458673,0.3557994444191448,0.4755884116862294,1.9610380694105936,156690000000.0,25105000000.0,32144000000.0,38312000000.0,53140000000.0,3.27,3.27,0.7312194203989462,0.36967087,28.745,20.915,40.75862,161035.17,20.7226,1.6371,2.5733
