report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-09-30,2603712000.0,2394424000.0,942187000.0,1351959000.0,1251753000.0,197753000.0,1800190000.0,,,488538000.0,-1017107000.0,-1018048000.0,12325000.0,-5043000.0,-1.0,716027459.0,-278320000.0,7475000.0,10308000.0,-285795000.0,197753000.0,,,,-1.0,-1006799000.0,-0.813297831121635,-0.39099869724454933,,,,-0.39063729014576115,-0.7016921627092264,,,0.15798084765924267,2.541346887613605,,,,,,,,,,,,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2020-12-31,2690504000.0,2257429000.0,603823000.0,1167954000.0,1522550000.0,197977000.0,2011323000.0,,1092673000.0,740126000.0,-1173679000.0,-1166391000.0,14139000.0,-12636000.0,-1.2,979330067.0,-296608000.0,12236000.0,13871000.0,-308844000.0,197977000.0,3.7386,,,-1.2,-1159808000.0,-0.7660773045220189,-0.43352137740735563,-1.0674657468428341,0.6773536089937245,-1.0741356288660926,-0.4362301635678668,-0.6821625002106912,-0.28264997853886753,-1.0614410715740208,0.13002988407605662,3.7385608034142455,,,,,,,,,,,,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2021-03-31,3014185000.0,2589698000.0,667626000.0,1208242000.0,1805943000.0,198185000.0,2339437000.0,,341234000.0,267123000.0,-114014000.0,-123474000.0,1840000.0,3102000.0,-0.07,1821158000.0,116881000.0,708000.0,3237000.0,116173000.0,198185000.0,3.7386,,,-0.07,-110777000.0,-0.06837092865057202,-0.040964307101256224,-0.36184553708012684,0.7828147253790654,-0.3341226255296952,-0.037825813611307865,-0.0568895799070718,0.3404496621086996,-0.32463646647168803,0.1097404513874469,3.878965169121634,,,,,,,,,,,,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2021-06-30,3075668000.0,2662552000.0,682586000.0,1006705000.0,2068963000.0,,2341156000.0,,716876000.0,551839000.0,-260162000.0,-262054000.0,2430000.0,-2600000.0,-0.14,1858085000.0,139631000.0,1405000.0,7999000.0,138226000.0,0.0,,,37.2429,-0.14,-252163000.0,-0.1266595874358314,-0.08520230401980967,-0.3655499695902778,0.7697830587158727,-0.36291074049068456,-0.08458715309974939,-0.12574511965656224,0.1928171678226081,-0.351752604355565,0.0,3.9006835768679697,,-2569967000.0,-2564962000.0,2047626000.0,-340240000.0,-2529547000.0,30734000.0,-2.41,-2.41,-0.0,-83.45682306240646,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2021-09-30,3224327000.0,2811490000.0,681509000.0,976271000.0,2248056000.0,,2335068000.0,,1109022000.0,857181000.0,-352103000.0,-364191000.0,3039000.0,-1100000.0,-0.19,1893911000.0,240424000.0,6783000.0,11057000.0,233641000.0,0.0,,,32.8088,-0.19,-341046000.0,-0.16200263694498712,-0.11295101272296514,-0.32838933763261685,0.7729161369206382,-0.3174896440287028,-0.10920201331936866,-0.15662554669456633,0.21067300738849185,-0.3075195983488154,0.0,4.125389393243523,3259805000.0,-1916110000.0,-1899958000.0,2416269000.0,179196000.0,-1863794000.0,21448000.0,-1.6,-1.6,-0.0,-88.58439015292801,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2021-12-31,3247450000.0,2863250000.0,660061000.0,956420000.0,2291030000.0,0.0,2290674000.0,,-625243000.0,-473658000.0,315233000.0,229340000.0,-3669000.0,32483000.0,0.13,-3649537000.0,-163085000.0,3731000.0,-7396000.0,-166816000.0,0.0,4.3379,,23.6655,0.13,307837000.0,0.10010344692125375,0.07062156461223422,-0.36680138762049314,0.7575582613479879,-0.5041767760694642,0.0970709325778688,0.13759444442019528,0.2668018674339417,-0.49234777518500805,0.0,4.33785665264271,1541889000.0,-520379000.0,-411046000.0,1202485000.0,321224000.0,-396149000.0,3640000.0,-0.27,-0.27,-0.0,-112.92472527472528,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2022-03-31,3319179000.0,2927374000.0,669104000.0,954433000.0,2364746000.0,,2269411000.0,,446357000.0,351954000.0,-39439000.0,-101379000.0,594000.0,2000000.0,-0.05,2036307000.0,35477000.0,15215000.0,4312000.0,20262000.0,0.0,,,16.9153,-0.05,-35127000.0,-0.0428709891041152,-0.030543396424236233,-0.22712537273975764,0.788503372860737,-0.08835752547848472,-0.011882155195607107,-0.016677901136105105,0.04539415759134505,-0.07869709671854591,0.0,4.375065759582965,1647012000.0,-498284000.0,-336471000.0,1287316000.0,225313000.0,-320499000.0,2394000.0,-0.25,-0.25,-0.0,-140.54761904761904,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2022-06-30,3282338000.0,2902439000.0,665742000.0,933514000.0,2348824000.0,,2358393000.0,,919367000.0,722740000.0,-81184000.0,-280708000.0,1264000.0,4600000.0,-0.14,2045604000.0,97908000.0,20673000.0,9207000.0,77235000.0,0.0,,,10.6362,-0.14,-71977000.0,-0.11951001863059982,-0.08552074771093043,-0.30532746987873177,0.7861278466597126,-0.08830423541414908,-0.024733589289098197,-0.034563679526435354,0.0840088887245246,-0.07828973630769867,0.0,4.35970541140562,1849503000.0,-516938000.0,-157493000.0,1458217000.0,164322000.0,-140313000.0,1228000.0,-0.25,-0.25,-0.0,-128.25162866449512,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2022-09-30,3318835000.0,2946610000.0,688350000.0,932220000.0,2386615000.0,,2411290000.0,,1397247000.0,1093009000.0,-143375000.0,-404583000.0,2346000.0,5700000.0,-0.2,2054926000.0,144974000.0,35109000.0,15149000.0,109865000.0,0.0,,,9.1653,-0.2,-128226000.0,-0.16952168657282385,-0.12190512634704648,-0.28955725079388256,0.7822589706759077,-0.10261249442654019,-0.04320040014041072,-0.06007462452050289,0.07862961953040515,-0.09177046005466463,0.0,4.280685697682864,2137728000.0,-557330000.0,51235000.0,1694045000.0,40546000.0,72507000.0,535000.0,-0.26,-0.26,0.0,95.76635514018692,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
2022-12-31,3461239000.0,3041577000.0,587941000.0,818802000.0,2565326000.0,,2598540000.0,2099075000.0,-857100000.0,-670381000.0,102797000.0,412965000.0,-146000.0,-2200000.0,0.21000000000000002,-4073044000.0,-54622000.0,-30970000.0,-6146000.0,-85592000.0,0.0,5.1733,,7.007,0.21000000000000002,96651000.0,0.1609795402221784,0.11931132175501316,-0.4818165908295415,0.7821502741803756,-0.11993583012483958,0.029699480446163933,0.04007171018420271,0.09986232644965581,-0.11276513825691284,0.0,5.173269086523988,1905871000.0,-373705000.0,-161201000.0,1497322000.0,121770000.0,-138679000.0,4058000.0,-0.18,-0.18,-0.0,-39.724248398225726,1.7432928,207.52,66.12,45.40913,365376.3,224.8424,57.3495,81.6402
