report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,59541000000.0,18379000000.0,22942000000.0,35222000000.0,24319000000.0,8001000000.0,,9920000000.0,,23193000000.0,2016000000.0,1191000000.0,125000000.0,700000000.0,1.03,1156000000.0,1205000000.0,132000000.0,248000000.0,1073000000.0,8001000000.0,,9.2789,0.4233,1.03,2264000000.0,0.04897405320942473,0.020003023126920944,0.05135170094425042,0.08692277842452464,0.033859021514586585,0.062376237623762376,0.04626395895313241,0.09761565989738283,0.3290020148854805,0.8011071397437015,,,,,,,,,,,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2010-06-30,60424000000.0,18982000000.0,23103000000.0,35595000000.0,24829000000.0,8036000000.0,,9983000000.0,,46457000000.0,3917000000.0,2314000000.0,244000000.0,1359000000.0,2.02,1146000000.0,1928000000.0,343000000.0,497000000.0,1585000000.0,8036000000.0,,7.5196,0.3589,2.02,4414000000.0,0.09319747069958516,0.0382960413080895,0.049809501259228964,0.08431452741244591,0.0648252350059579,0.11918454282671535,0.03411757108724196,0.09501259228964419,0.32365379193684807,0.8216248971994979,,,,,,,,,,,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2010-09-30,63023000000.0,18256000000.0,24442000000.0,37412000000.0,25611000000.0,8076000000.0,,9577000000.0,,70125000000.0,6062000000.0,3591000000.0,363000000.0,2108000000.0,3.15,1139000000.0,4832000000.0,548000000.0,744000000.0,4284000000.0,8076000000.0,,8.7041,0.4295,3.15,6806000000.0,0.14021318964507437,0.056979198070545675,0.05120855614973262,0.08644563279857398,0.0961871062945274,0.17995072283076557,0.06109090909090909,0.09705525846702318,0.31533325524188827,0.7469110547418378,,,,,,,,,,,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2010-12-31,63063000000.0,18393000000.0,23700000000.0,37238000000.0,25825000000.0,8662000000.0,,9123000000.0,,-45620000000.0,-4131000000.0,-2462000000.0,-251000000.0,-1418000000.0,-2.0999999999999996,-2310000000.0,-1692000000.0,,-425000000.0,,8662000000.0,0.2435,8.5712,0.4218,-2.0999999999999996,-4556000000.0,-0.09533397870280735,-0.039040324754610466,0.05396755808855765,0.09055238930293731,-0.06550592264877979,-0.11978426653521616,,0.09986847873739588,0.33541142303969024,0.7760759493670886,94155000000.0,4634000000.0,7864000000.0,,8928000000.0,481000000.0,4.1000000000000005,4.1000000000000005,0.9702060931899642,16.34927234927235,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2011-03-31,65335000000.0,19818000000.0,24527000000.0,38764000000.0,26571000000.0,9359000000.0,,9790000000.0,,25432000000.0,2221000000.0,1346000000.0,118000000.0,757000000.0,1.22,1099000000.0,1224000000.0,,270000000.0,,9359000000.0,,10.3226,0.5128,1.22,2491000000.0,0.05065673102254337,0.020601515267467667,0.05292544825416798,0.08733092167348222,0.033994030764521316,0.06181463957695519,,0.09794746775715633,0.3522261111738361,0.8080075019366413,96394000000.0,4789000000.0,8069000000.0,,9155000000.0,474000000.0,4.29,4.29,1.0222829055161113,17.023206751054854,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2011-06-30,66115000000.0,20429000000.0,24374000000.0,38752000000.0,27363000000.0,9442000000.0,,9775000000.0,,50666000000.0,4320000000.0,2613000000.0,237000000.0,1470000000.0,2.38,1096000000.0,2419000000.0,,540000000.0,,9442000000.0,,11.3285,0.5681,2.38,4860000000.0,0.09549391514088368,0.03952204492172729,0.0515730470137765,0.08526427979315518,0.06534069424487635,0.11737535660915636,,0.09592231476729957,0.3450645031612031,0.8381472060392221,100603000000.0,5088000000.0,8472000000.0,,9601000000.0,467000000.0,4.65,4.65,0.9834392250807208,18.141327623126337,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2011-09-30,70910000000.0,24508000000.0,28618000000.0,43038000000.0,27872000000.0,9555000000.0,,13679000000.0,,75946000000.0,6390000000.0,3884000000.0,366000000.0,2140000000.0,3.56,1091000000.0,7383000000.0,806000000.0,834000000.0,6577000000.0,9555000000.0,,10.0736,0.4964,3.56,7224000000.0,0.13935132032146957,0.05477365674799041,0.05114160061096042,0.08413873015037,0.0901142293047525,0.17073235899217143,0.08660100597793169,0.09512021699628684,0.34281716417910446,0.8563840939268992,106424000000.0,5381000000.0,8800000000.0,,10019000000.0,470000000.0,5.0600000000000005,5.0600000000000005,0.953687992813654,18.72340425531915,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2011-12-31,67889000000.0,20350000000.0,23922000000.0,39597000000.0,28292000000.0,10656000000.0,,9429000000.0,,-50182000000.0,-4467000000.0,-2701000000.0,-216000000.0,-1550000000.0,-2.4299999999999997,-2199000000.0,-4058000000.0,261000000.0,-520000000.0,-4319000000.0,10656000000.0,0.3663,10.6748,0.5389,-2.4299999999999997,-4987000000.0,-0.09546868372684858,-0.03978553226590464,0.05382408034753497,0.0890159818261528,-0.06579858298104259,-0.11469138338297216,0.08606671714957555,0.09937826312223506,0.37664357415523825,0.8506813811554218,101862000000.0,5142000000.0,8464000000.0,,9588000000.0,505000000.0,4.73,4.73,1.1113892365456821,16.76039603960396,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2012-03-31,72690000000.0,22690000000.0,27462000000.0,43834000000.0,28856000000.0,11083000000.0,,11661000000.0,,27282000000.0,2317000000.0,1388000000.0,148000000.0,781000000.0,1.31,1060000000.0,3586000000.0,269000000.0,296000000.0,3317000000.0,11083000000.0,,11.9171,0.5957,1.31,2613000000.0,0.048100914887718324,0.019094786077864905,0.050876035481269705,0.08492779121765266,0.031875085981565555,0.05801347054257743,0.12158199545487867,0.09577743567187157,0.38407956750762406,0.8262326123370476,103712000000.0,5184000000.0,8560000000.0,,9710000000.0,535000000.0,4.82,4.82,1.1414006179196705,16.0,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
2012-06-30,73465000000.0,22727000000.0,27623000000.0,44090000000.0,29375000000.0,11156000000.0,,11578000000.0,,54547000000.0,4543000000.0,2725000000.0,301000000.0,1517000000.0,2.59,1054000000.0,5771000000.0,465000000.0,622000000.0,5306000000.0,11156000000.0,,11.109,0.552,2.59,5165000000.0,0.09276595744680852,0.03709249302388893,0.04995691788732653,0.08328597356408235,0.06183897093854216,0.11208704448446868,0.09727391057253378,0.09468898381212533,0.37977872340425534,0.8227563986532962,107593000000.0,5296000000.0,8783000000.0,10881000000.0,10015000000.0,599000000.0,5.030000000000001,5.030000000000001,1.1139291063404893,14.662771285475793,0.38933963,606.36,234.6,10.91299,251662.25,20.8744,2.9876,0.5623
