report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-03-30,47875000000.0,21008000000.0,5901000000.0,9622000000.0,38254000000.0,,,6337000000.0,,12989000000.0,3483000000.0,3835000000.0,,626000000.0,2.0,1721000000.0,4595000000.0,561000000.0,0.0,,19.2855,5.1864,2.0,4044000000.0,0.10025095414858577,0.08010443864229765,0.2952498267765032,0.2681499730541227,0.07275195822454308,0.09104930203377425,0.3113403649241666,0.0,3.5600745636332825,26316000000.0,6885000000.0,6152000000.0,7272000000.0,,2.85,2.85,0.0,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2014-06-29,48355000000.0,22408000000.0,6021000000.0,9568000000.0,38789000000.0,,,7944000000.0,,19795000000.0,5558000000.0,6073000000.0,,886000000.0,3.0,1718000000.0,7268000000.0,853000000.0,0.0,,17.6522,5.0875,3.0,6411000000.0,0.15656500554280853,0.1255919760107538,0.3067946451124021,0.28077797423591816,0.11494157791334919,0.14328804557993247,0.32386966405657996,0.0,3.7216409234346455,27726000000.0,7606000000.0,6068000000.0,7297000000.0,,2.85,2.85,0.0,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2014-09-28,48574000000.0,22413000000.0,6013000000.0,9408000000.0,39169000000.0,,,7907000000.0,,-12919000000.0,-2984000000.0,-3816000000.0,,-581000000.0,-2.09,-3447000000.0,-5757000000.0,-536000000.0,0.0,3.7274,15.7419,4.7344,-2.09,-3520000000.0,-0.09742398325206159,-0.07856054679458147,0.2953788992956111,0.2309776298475114,-0.061432041833079425,-0.07618269549899155,0.2724669092034987,0.0,3.7274239148511557,26487000000.0,7967000000.0,7550000000.0,8700000000.0,,4.0,4.0,0.0,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2014-12-28,48447000000.0,22761000000.0,6405000000.0,9628000000.0,38823000000.0,,,6325000000.0,,7099000000.0,2064000000.0,1972000000.0,,327000000.0,1.0,1686000000.0,2364000000.0,287000000.0,0.0,,15.382,4.5997,1.0,2351000000.0,0.050794632048012774,0.04070427477449584,0.2777856036061417,0.29074517537681366,0.04260325716762648,0.05316436133219998,0.331173404704888,0.0,3.553629976580796,26964000000.0,8064000000.0,8121000000.0,9286000000.0,,3.91,3.91,0.0,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2015-03-29,47173000000.0,20740000000.0,6169000000.0,9339000000.0,37839000000.0,,1096000000.0,5492000000.0,,13993000000.0,3400000000.0,3025000000.0,,814000000.0,1.0,1677000000.0,1706000000.0,591000000.0,1096000000.0,,15.8756,4.1331,1.0,3991000000.0,0.07994397314939612,0.06412566510503889,0.21617951833059387,0.24297863217322946,0.07207512772136604,0.08732502889431103,0.2852140355892232,0.028964824651814266,3.361971146052845,27968000000.0,7254000000.0,8038000000.0,9233000000.0,,2.91,2.91,0.11870464637712552,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2015-06-28,52295000000.0,25928000000.0,6083000000.0,19099000000.0,33202000000.0,9913000000.0,1000000000.0,9987000000.0,,19825000000.0,4636000000.0,4209000000.0,,1029000000.0,2.0,1661000000.0,3822000000.0,888000000.0,10913000000.0,,16.7203,3.8482,2.0,5524000000.0,0.12676947171857117,0.08048570609044842,0.2123076923076923,0.23384615384615384,0.08865092265034898,0.10508897200498697,0.2786380832282472,0.32868501897476055,4.2623705408515535,27998000000.0,5390000000.0,7116000000.0,8346000000.0,,1.9100000000000001,1.9100000000000001,1.3075724898154806,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2015-09-27,50796000000.0,22099000000.0,6100000000.0,19382000000.0,31421000000.0,9969000000.0,1000000000.0,7560000000.0,,-15636000000.0,-4324000000.0,-3935000000.0,104000000.0,-951000000.0,-1.0,-3385000000.0,-2386000000.0,-552000000.0,10969000000.0,3.6228,15.6614,3.2653,-1.0,-4876000000.0,-0.12523471563603958,-0.07746672966375305,0.25166282936812484,0.27654131491430034,-0.0851248129773998,-0.10200518990327907,0.3118444614991046,0.3490977371821393,3.6227868852459015,25281000000.0,5271000000.0,5776000000.0,6990000000.0,,3.0,3.0,1.569241773962804,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2015-12-27,50229000000.0,20338000000.0,6503000000.0,19996000000.0,30241000000.0,9950000000.0,1000000000.0,6913000000.0,,5775000000.0,1685000000.0,1498000000.0,74000000.0,214000000.0,0.0,1517000000.0,2739000000.0,364000000.0,10950000000.0,,15.5354,3.1107,0.0,2049000000.0,0.04953539896167455,0.029823408787752095,0.2593939393939394,0.2917748917748918,0.033546357681817275,0.04090699424631594,0.3548051948051948,0.3620912006878079,3.1274796247885592,23957000000.0,4797000000.0,5397000000.0,6688000000.0,,2.0,2.0,1.6372607655502391,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2016-03-27,50060000000.0,20157000000.0,7026000000.0,20423000000.0,29645000000.0,9993000000.0,1949000000.0,5775000000.0,,11326000000.0,3099000000.0,2662000000.0,145000000.0,520000000.0,1.0,1507000000.0,,,11942000000.0,,15.287,3.3178,1.0,3099000000.0,0.08979591836734693,0.05317618857371154,0.2350344340455589,0.27361822355641885,0.06190571314422693,0.0745184793324837,0.27361822355641885,0.4028335301062574,2.868915456874466,21290000000.0,4434000000.0,5096000000.0,5796000000.0,,2.0,2.0,2.0603864734299515,,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2016-06-26,50786000000.0,20979000000.0,6843000000.0,20148000000.0,30647000000.0,10024000000.0,1749000000.0,5885000000.0,,17370000000.0,4691000000.0,4106000000.0,221000000.0,770000000.0,2.0,1500000000.0,,1092000000.0,11773000000.0,,14.5357,3.291,2.0,5783000000.0,0.13397722452442326,0.08084905288859134,0.236384571099597,0.27006332757628093,0.09236797542629858,0.11058462989156058,0.332930339666091,0.38414853003556626,3.0657606313020604,18835000000.0,4331000000.0,5151000000.0,6055000000.0,544000000.0,2.0,2.0,1.9443435177539223,9.46875,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2016-09-25,52359000000.0,22981000000.0,7311000000.0,20591000000.0,31778000000.0,10008000000.0,,5946000000.0,,-10917000000.0,-2980000000.0,-2561000000.0,-143000000.0,-373000000.0,0.0,-3026000000.0,4661000000.0,-28000000.0,10008000000.0,3.1433,16.0952,3.8984,0.0,-3008000000.0,-0.08059034552205929,-0.04891231688916901,0.23458825684711918,0.2729687643125401,-0.0569147615500678,-0.07131575168716794,0.2755335714940002,0.31493486059538045,3.143345643550814,23554000000.0,5705000000.0,6495000000.0,7923000000.0,297000000.0,3.0,3.0,1.263157894736842,21.86868686868687,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2016-12-25,52366000000.0,15779000000.0,7994000000.0,21160000000.0,31215000000.0,9935000000.0,,6885000000.0,,5999000000.0,778000000.0,682000000.0,90000000.0,189000000.0,0.0,1495000000.0,,329000000.0,9935000000.0,,20.3151,4.177,0.0,1107000000.0,0.021848470286721128,0.013023717679410305,0.11368561426904485,0.12968828138023003,0.014856968261849292,0.01890643985419198,0.18453075512585432,0.31827646964600353,1.9738553915436576,23778000000.0,4889000000.0,5588000000.0,6981000000.0,313000000.0,3.0,3.0,1.423148546053574,17.85303514376997,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2017-03-26,56079000000.0,16908000000.0,10145000000.0,24745000000.0,31344000000.0,9939000000.0,,7124000000.0,,11015000000.0,1507000000.0,1431000000.0,197000000.0,296000000.0,0.0,1492000000.0,,671000000.0,9939000000.0,,18.7057,3.6006,0.0,2178000000.0,0.04565467075038285,0.025517573423206548,0.12991375397185656,0.1368134362233318,0.02687280443659837,0.036504130029309884,0.19773036768043578,0.31709418070444106,1.6666338097585016,23467000000.0,3658000000.0,3996000000.0,6060000000.0,365000000.0,2.0,2.0,1.64009900990099,10.947945205479453,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2017-06-25,64379000000.0,27021000000.0,9163000000.0,33096000000.0,31294000000.0,19403000000.0,2495000000.0,14909000000.0,,16387000000.0,2281000000.0,2297000000.0,330000000.0,290000000.0,1.0,1491000000.0,,1064000000.0,21898000000.0,,21.4486,3.7024,1.0,3345000000.0,0.07340065188214993,0.03567933642958108,0.14017208763043876,0.13919570391163727,0.035430808182792525,0.04288238832907204,0.2041252212119363,0.6997507509426727,2.9489250245552765,22484000000.0,1849000000.0,1586000000.0,3622000000.0,474000000.0,1.0,1.0,6.045831032578686,3.345991561181435,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2017-09-24,65486000000.0,43593000000.0,10907000000.0,34740000000.0,30746000000.0,19398000000.0,2495000000.0,35029000000.0,,-11110000000.0,-1952000000.0,-1944000000.0,-123000000.0,-220000000.0,0.0,-2988000000.0,4693000000.0,-603000000.0,21893000000.0,3.9968,31.1634,3.4234,0.0,-2555000000.0,-0.06322773694139075,-0.02968573435543475,0.17497749774977497,0.1756975697569757,-0.029807897871300736,-0.03708277132924258,0.22997299729972998,0.7120601053795615,3.996791051618227,22291000000.0,2466000000.0,2614000000.0,4075000000.0,494000000.0,1.0,1.0,5.372515337423313,5.291497975708502,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2017-12-24,64351000000.0,40966000000.0,12027000000.0,40427000000.0,23924000000.0,19381000000.0,3465000000.0,33362000000.0,,6068000000.0,29000000.0,-5953000000.0,170000000.0,5926000000.0,-4.0,1477000000.0,,363000000.0,22846000000.0,,,4.252,-4.0,392000000.0,-0.24882962715265006,-0.09250827492968253,-0.9810481212920237,0.004779169413315755,0.0004506534474988734,0.0006200555911909343,0.06460118655240607,0.9549406453770273,3.4061694520661843,22360000000.0,-4169000000.0,1865000000.0,3360000000.0,574000000.0,-3.0,-3.0,6.7994047619047615,3.249128919860627,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2018-03-25,64126000000.0,45544000000.0,12660000000.0,40307000000.0,23819000000.0,19361000000.0,3733000000.0,37946000000.0,,11329000000.0,471000000.0,-5590000000.0,350000000.0,5922000000.0,-3.0,1479000000.0,,751000000.0,23094000000.0,,,3.6935,-3.0,1222000000.0,-0.23468659473529535,-0.08717212986931977,-0.49342395621855417,0.04157471974578515,0.0073449146991859775,0.01003986101933366,0.10786477182452114,0.9695621142785171,3.597472353870458,22674000000.0,-11190000000.0,829000000.0,2404000000.0,727000000.0,-6.0,-6.0,9.60648918469218,1.1403026134800551,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2018-06-24,62090000000.0,44318000000.0,16212000000.0,39022000000.0,23068000000.0,15378000000.0,7103000000.0,35619000000.0,,16928000000.0,1395000000.0,-4371000000.0,561000000.0,5659000000.0,-2.0,1479000000.0,,1165000000.0,22481000000.0,,,3.7257,-2.0,2560000000.0,-0.1894832668631871,-0.07039780963118054,-0.25821124763705106,0.0824078449905482,0.02246738605250443,0.0306263584271883,0.15122873345935728,0.9745534940176869,2.7336540833950163,23215000000.0,-17858000000.0,-57000000.0,1619000000.0,958000000.0,-9.0,-9.0,13.885731933292156,-0.059498956158663886,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2018-09-30,32686000000.0,17384000000.0,11236000000.0,31758000000.0,928000000.0,15365000000.0,1005000000.0,11777000000.0,,-11593000000.0,-1153000000.0,11050000000.0,-313000000.0,-12130000000.0,6.0,-2972000000.0,3895000000.0,-718000000.0,16370000000.0,1.5264,,4.7172,6.0,-1871000000.0,11.907327586206897,0.3380652267025638,-0.9531613904942637,0.09945656861899423,-0.03527504130208652,-0.06665510463637414,0.16139049426377985,17.64008620689655,1.5471698113207548,22732000000.0,-4864000000.0,742000000.0,2303000000.0,768000000.0,-3.0,-3.0,7.108119843682154,0.9661458333333334,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2018-12-30,34246000000.0,16294000000.0,10556000000.0,30629000000.0,3617000000.0,15388000000.0,998000000.0,10066000000.0,,4842000000.0,710000000.0,1068000000.0,156000000.0,-509000000.0,0.0,1223000000.0,,353000000.0,16386000000.0,,33.0542,3.221,0.0,1063000000.0,0.2952723251313243,0.03118612392688197,0.22057001239157373,0.1466336224700537,0.020732348303451498,0.03549467579863021,0.21953738124741842,4.530273707492397,1.5435771125426299,21506000000.0,2157000000.0,1423000000.0,2974000000.0,754000000.0,1.0,1.0,5.509751176866174,1.8872679045092837,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2019-03-31,34023000000.0,16324000000.0,10517000000.0,30157000000.0,3866000000.0,15405000000.0,998000000.0,10135000000.0,,9824000000.0,1650000000.0,1731000000.0,317000000.0,-365000000.0,1.42,1220000000.0,1150000000.0,698000000.0,16403000000.0,,28.9123,3.3036,1.42,2348000000.0,0.4477496120020693,0.05087734767657173,0.1762011400651466,0.1679560260586319,0.04849660523763336,0.08140510138635354,0.23900651465798045,4.242886704604242,1.552153655985547,20001000000.0,9478000000.0,2602000000.0,4100000000.0,721000000.0,5.42,5.42,4.000731707317073,3.608876560332871,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2019-06-30,34133000000.0,19204000000.0,10853000000.0,28670000000.0,5463000000.0,13426000000.0,3000000000.0,13923000000.0,,19459000000.0,6967000000.0,3880000000.0,477000000.0,2987000000.0,3.0,1224000000.0,,1051000000.0,16426000000.0,,27.9896,4.5888,3.0,8018000000.0,0.710232473000183,0.113672985087745,0.1993935967932576,0.35803484248933654,0.20411332141915448,0.3182877244277948,0.4120458399712215,3.006772835438404,1.7694646641481617,22532000000.0,17729000000.0,8174000000.0,9558000000.0,637000000.0,10.42,10.42,1.7185603682778825,12.832025117739404,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2019-09-29,32957000000.0,16765000000.0,8935000000.0,28048000000.0,4909000000.0,13437000000.0,2496000000.0,11839000000.0,,-9852000000.0,-1660000000.0,-2293000000.0,-323000000.0,982000000.0,-1.42,-2447000000.0,6136000000.0,-701000000.0,15933000000.0,1.8763,21.1424,4.7377,-1.42,-2361000000.0,-0.467101242615604,-0.06957550747944291,0.2327446203816484,0.16849370686155096,-0.05036866219619504,-0.0796468669033682,0.23964677222898903,3.245671216133632,1.8763290430889759,24273000000.0,4386000000.0,7667000000.0,9068000000.0,627000000.0,3.0,3.0,1.7570577856197618,12.228070175438596,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2019-12-29,33111000000.0,16205000000.0,9194000000.0,28598000000.0,4513000000.0,13437000000.0,2498000000.0,11109000000.0,,5077000000.0,1030000000.0,925000000.0,148000000.0,22000000.0,0.0,1159000000.0,1118000000.0,351000000.0,15935000000.0,,23.7975,5.0976,0.0,1381000000.0,0.2049634389541325,0.027936335356830058,0.1821942091786488,0.20287571400433327,0.03110748693787563,0.0503716744913928,0.27201103013590705,3.5309107024152446,1.76256254078747,24508000000.0,4243000000.0,7987000000.0,9386000000.0,619000000.0,3.0,3.0,1.6977413168548903,12.903069466882068,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2020-03-29,31938000000.0,15313000000.0,9774000000.0,28893000000.0,3045000000.0,13449000000.0,2499000000.0,8403000000.0,1127000000.0,10292000000.0,2021000000.0,1393000000.0,294000000.0,152000000.0,1.21,1155000000.0,2201000000.0,691000000.0,15948000000.0,,19.4921,3.9369,1.21,2712000000.0,0.4574712643678161,0.04361575552633227,0.1353478429848426,0.1963661095996891,0.06327885277725594,0.10640762386142263,0.2635056354450058,5.237438423645321,1.56670759156947,24976000000.0,3905000000.0,8358000000.0,9750000000.0,596000000.0,2.79,2.79,1.6356923076923078,14.023489932885907,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2020-06-28,32328000000.0,15558000000.0,7914000000.0,29022000000.0,3306000000.0,15425000000.0,500000000.0,6120000000.0,1128000000.0,15185000000.0,2803000000.0,2238000000.0,436000000.0,175000000.0,1.0,1150000000.0,4073000000.0,1054000000.0,15925000000.0,,36.4905,5.0065,1.0,3857000000.0,0.676950998185118,0.0692279138827023,0.1473822851498189,0.18459005597629238,0.08670502350903242,0.1457542509489886,0.2540006585446164,4.816999395039322,1.9658832448824868,20702000000.0,2263000000.0,4194000000.0,5589000000.0,555000000.0,0.79,0.79,2.8493469314725353,7.556756756756757,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
2020-09-27,35594000000.0,18519000000.0,8672000000.0,29517000000.0,6077000000.0,15226000000.0,500000000.0,6707000000.0,,-7023000000.0,401000000.0,642000000.0,-276000000.0,172000000.0,1.79,-2315000000.0,-1578000000.0,-703000000.0,15726000000.0,2.1355,25.7149,6.1507,1.79,-302000000.0,0.10564423235148922,0.018036747766477495,-0.0914139256727894,-0.05709810622241208,0.01126594369837613,0.018391964408567628,0.043001566282215575,2.5877900279743296,2.1354935424354244,23531000000.0,5198000000.0,6255000000.0,7648000000.0,602000000.0,4.0,4.0,2.056223849372385,10.390365448504983,1.2945515,205.95,120.8019,16.85175,135295.6,25.2182,8.3718,3.0155
