report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-01,4535371000.0,1736341000.0,1285402000.0,1855518000.0,2680343000.0,,431878000.0,,570781000.0,124432000.0,75172000.0,10361000.0,40019000.0,0.0,156484000.0,-257945000.0,35337000.0,-293282000.0,0.0,,10.0575,0.4185,0.0,124432000.0,0.02804566430490426,0.016574608780626766,,,,0.02743590325907186,0.04642390917878794,,,0.0,1.3508155425306636,,,,,,,,,,,,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2010-07-31,4362959000.0,1585799000.0,1154377000.0,1721015000.0,2642949000.0,,289348000.0,,1087607000.0,194059000.0,115515000.0,20667000.0,59780000.0,0.0,155319000.0,-291241000.0,80263000.0,-371504000.0,0.0,,8.3381,0.3462,0.0,194059000.0,0.043706859269702136,0.026476297393580824,,,,0.044478758567293435,0.07342517770868828,,,0.0,1.3737271272729792,,,,,,,,,,,,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2010-10-30,5215065000.0,2300047000.0,2078910000.0,2445856000.0,2770611000.0,,181062000.0,,1633924000.0,286852000.0,170223000.0,30633000.0,82626000.0,1.0,154638000.0,-84345000.0,141525000.0,-225870000.0,0.0,,7.5187,0.312,1.0,286852000.0,0.06143879454748429,0.03264062864029499,,,,0.05500449179444551,0.10353384145230059,,,0.0,1.106371608198527,,,,,,,,,,,,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2011-01-29,5063800000.0,2154800000.0,1747800000.0,2167900000.0,2897300000.0,,710800000.0,,-754712000.0,57257000.0,47090000.0,-24661000.0,32175000.0,1.0,-312441000.0,1224731000.0,-59525000.0,1165206000.0,0.0,1.2329,7.8185,0.3367,1.0,57257000.0,0.016253063196769404,0.009299340416288163,,,,0.011307121134326,0.019762192386014565,,,0.0,1.2328641721020712,,408000000.0,662600000.0,2537600000.0,274550000.0,662600000.0,37000000.0,2.0,2.0,0.0,17.90810810810811,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2011-04-30,4927400000.0,1882800000.0,1501300000.0,1927700000.0,3001700000.0,,395800000.0,,620200000.0,131100000.0,80400000.0,6300000.0,45000000.0,0.56,143700000.0,-132500000.0,42400000.0,-174900000.0,0.0,,8.8136,0.3765,0.56,131100000.0,0.026784821934237264,0.016316921703129438,,,,0.026606323821893898,0.043675250691274946,,,0.0,1.2541131019782854,,413228000.0,669268000.0,2587019000.0,392932000.0,669268000.0,32939000.0,2.56,2.56,0.0,20.318406751874676,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2011-10-29,5432600000.0,2436100000.0,2298800000.0,2471100000.0,2963100000.0,,442600000.0,,1736300000.0,267400000.0,165200000.0,18500000.0,84800000.0,1.0,141900000.0,211000000.0,127300000.0,83700000.0,0.0,,8.8249,0.368,1.0,267400000.0,0.05575242145050791,0.030409012259323343,,,,0.049221367301108127,0.09024332624616112,,,0.0,1.0597268139899079,,462913000.0,742609000.0,3235712000.0,848136000.0,742609000.0,30772000.0,3.56,3.56,0.0,24.132620564149228,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2012-01-28,4847400000.0,1997300000.0,1633900000.0,1807200000.0,3042100000.0,,655000000.0,,2679500000.0,569900000.0,339900000.0,20700000.0,210600000.0,2.0,141000000.0,624700000.0,165100000.0,459600000.0,0.0,1.2224,9.5575,0.34,2.0,569900000.0,0.11173202721804017,0.07012006436440153,,,,0.11756818088047201,0.18733769435587258,,,0.0,1.2224126323520412,,632590000.0,1025657000.0,4281288000.0,1533606000.0,1025657000.0,20839000.0,4.5600000000000005,4.5600000000000005,0.0,49.21814866356351,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2012-04-28,4459000000.0,1635600000.0,1319000000.0,1481700000.0,2979400000.0,,329100000.0,,599900000.0,115000000.0,72500000.0,600000.0,42200000.0,0.0,134800000.0,-162200000.0,22300000.0,-184500000.0,0.0,,9.0507,0.324,0.0,115000000.0,0.02433375847486071,0.016259250953128503,,,,0.025790535994617628,0.038598375511848027,,,0.0,1.2400303260045489,,658000000.0,1083400000.0,5635900000.0,183900000.0,1083400000.0,46100000.0,3.56,3.56,0.0,23.501084598698483,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2012-07-28,4131800000.0,1379400000.0,1183300000.0,1342500000.0,2789300000.0,,138700000.0,,1119200000.0,149500000.0,93500000.0,1700000.0,54800000.0,0.0,132000000.0,-173800000.0,53600000.0,-227400000.0,0.0,,6.4824,0.2299,0.0,149500000.0,0.033520955078335066,0.022629362505445567,,,,0.03618277748196912,0.05359767683648227,,,0.0,1.1657229781120595,,671100000.0,1101800000.0,6134900000.0,131400000.0,1101800000.0,41500000.0,3.0,3.0,0.0,26.549397590361444,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
2012-10-27,4349300000.0,2252400000.0,2100600000.0,2251700000.0,2097600000.0,,366400000.0,,1676600000.0,-453900000.0,-530800000.0,2900000.0,74700000.0,-4.0,128500000.0,203700000.0,88900000.0,114800000.0,0.0,,,0.3165,-4.0,-453900000.0,-0.2530511060259344,-0.1220426275492608,,,,-0.1043616214103419,-0.21639016018306637,,,0.0,1.0722650671236789,,-24900000.0,380500000.0,6075200000.0,162500000.0,380500000.0,25900000.0,-2.0,-2.0,0.0,14.691119691119692,1.9527462,35.81,19.93,6.35817,10474.04,25.0336,2.1271,2.8855
