report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,27113000000.0,8566000000.0,4307000000.0,15280000000.0,9992000000.0,5048000000.0,1017000000.0,3752000000.0,,2048000000.0,897000000.0,,678000000.0,2.0,473000000.0,1818000000.0,,6065000000.0,,10.0165,2.1409,2.0,2048000000.0,0.08977181745396318,0.03308376055766606,,,0.07553572087190646,0.12754561873326276,,0.6069855884707767,1.9888553517529604,,,,,,,,,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2010-06-30,25979000000.0,7293000000.0,2983000000.0,13686000000.0,10532000000.0,4684000000.0,101000000.0,3042000000.0,,3472000000.0,1546000000.0,,1111000000.0,3.4,474.0,2882000000.0,,4785000000.0,,7.7048,1.6366,3.4,3472000000.0,0.14679073300417775,0.05950960391085107,,,0.13364640671311445,0.226676242083959,,0.45432966198252944,2.444854173650687,,,,,,,,,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2010-09-30,27951000000.0,9078000000.0,3272000000.0,14230000000.0,11596000000.0,4681000000.0,98000000.0,3720000000.0,,5971000000.0,2724000000.0,,1956000000.0,5.88,474000000.0,4218000000.0,,4779000000.0,,10.5545,2.2331,5.88,5971000000.0,0.23490858916867885,0.09745626274551894,,,0.21362384172301527,0.3646412213740458,,0.41212487064505,2.774449877750611,,,,,,,,,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2010-12-31,29386000000.0,9851000000.0,3763000000.0,14826000000.0,12504000000.0,4660000000.0,95000000.0,3738000000.0,,-2423000000.0,-894000000.0,,-762000000.0,-6.710000000000001,1999526.0,-2645000000.0,,4755000000.0,2.6179,13.0415,2.979,-6.710000000000001,-2423000000.0,-0.07149712092130518,-0.030422650241611653,,,-0.08245422990539712,-0.14039052088765283,,0.380278310940499,2.6178580919479137,,4273000000.0,9068000000.0,9068000000.0,,4.5699999999999985,4.5699999999999985,0.52437141596824,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2011-03-31,31008000000.0,11146000000.0,4751000000.0,14917000000.0,13801000000.0,3582000000.0,1170000000.0,4090000000.0,,2936000000.0,1499000000.0,,984000000.0,1.57,955000000.0,2359000000.0,,4752000000.0,,10.7521,2.5865,1.57,2936000000.0,0.10861531773059924,0.04834236326109391,,,0.09468524251805986,0.15824933972942382,,0.34432287515397436,2.3460324142285836,,4875000000.0,9956000000.0,9956000000.0,,4.139999999999999,4.139999999999999,0.4773001205303335,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2011-06-30,30579000000.0,10173000000.0,3106000000.0,13477000000.0,14508000000.0,3537000000.0,5000000.0,4378000000.0,,5693000000.0,2867000000.0,172000000.0,1890000000.0,3.0,956000000.0,4039000000.0,,3542000000.0,,8.9637,2.2508,3.0,5693000000.0,0.1976151089054315,0.09375715360214526,,,0.1861735177736355,0.3154016620498615,,0.2441411634960022,3.2752736638763684,,6196000000.0,12177000000.0,12177000000.0,,3.739999999999999,3.739999999999999,0.2908762420957543,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2011-09-30,31708000000.0,10708000000.0,3181000000.0,13657000000.0,15357000000.0,3531000000.0,4000000.0,5128000000.0,,7843000000.0,3920000000.0,250000000.0,2698000000.0,4.1,955000000.0,5874000000.0,,3535000000.0,,5.2776,1.2931,4.1,7843000000.0,0.25525818844826464,0.12362810647155292,,,0.2473508262898953,0.4151492695320771,,0.2301881877970958,3.366237032379755,,7392000000.0,14049000000.0,14049000000.0,,1.9599999999999986,1.9599999999999986,0.2516193323368211,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2011-12-31,32070000000.0,10047000000.0,2940000000.0,13517000000.0,15642000000.0,3533000000.0,4000000.0,4822000000.0,,-7332000000.0,-3726000000.0,-110000000.0,-2485000000.0,-3.8899999999999997,-1911000000.0,-5652000000.0,,3537000000.0,3.4173,8.2111,1.7932,-3.8899999999999997,-7332000000.0,-0.238204833141542,-0.11618334892422826,,,-0.22862488306828813,-0.3822931331143438,,0.22612197928653624,3.41734693877551,,4560000000.0,9140000000.0,9140000000.0,,4.78,4.78,0.38698030634573305,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2012-03-31,32905000000.0,10252000000.0,2924000000.0,13606000000.0,16135000000.0,3517000000.0,4000000.0,4496000000.0,,1734000000.0,764000000.0,63000000.0,491000000.0,0.8,955000000.0,801000000.0,,3521000000.0,,9.6968,1.8755,0.8,1734000000.0,0.04735048032228076,0.023218355872967635,,,0.052697158486552195,0.08821733821733822,,0.21822125813449023,3.506155950752394,,3825000000.0,7938000000.0,7938000000.0,375000000.0,4.01,4.01,0.4435626102292769,21.168,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
2012-06-30,33689000000.0,10176000000.0,2942000000.0,13799000000.0,16578000000.0,3519000000.0,4000000.0,4508000000.0,,3045000000.0,1474000000.0,,913000000.0,1.55,954000000.0,1983000000.0,,3523000000.0,,10.1542,1.7442,1.55,3045000000.0,0.08891301725177947,0.04375315384843718,,,0.09038558579951914,0.15148500074623153,,0.21251055615876463,3.458871515975527,,2432000000.0,5290000000.0,5290000000.0,,2.56,2.56,0.6659735349716446,,1.4832929,69.75,27.66,19.47771,79692.836,36.1583,3.859,4.347
