report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-10-27,49579000000.0,18495000000.0,15709000000.0,49579000000.0,16352000000.0,,1469000000.0,654500000.0,50575000000.0,,,2038000000.0,558000000.0,1107000000.0,3.06,665800000.0,3348000000.0,2338000000.0,1603000000.0,1010000000.0,0.0,,13.8287,0.581,3.06,,0.124633072407045,0.041106113475463404,0.040296589223924865,,,,,0.019970341077607513,,0.0,1.1773505633713157,74266000000.0,5117000000.0,,,-966000000.0,,843000000.0,4.630000000000001,4.630000000000001,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2013-02-02,48163000000.0,16388000000.0,14031000000.0,48163000000.0,16558000000.0,,784000000.0,,-27787000000.0,,,-1137000000.0,-346000000.0,-673000000.0,-1.6800000000000006,-1342100000.0,-1801000000.0,-1493000000.0,-1050000000.0,-3294000000.0,0.0,1.168,13.2047,0.5402,-1.6800000000000006,,-0.06866771349196762,-0.023607333430226522,0.04091841508619139,,,,,0.11854464317846475,,0.0,1.1679851756824176,73301000000.0,2999000000.0,,,-938000000.0,,762000000.0,4.52,4.52,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2013-05-04,44234000000.0,11857000000.0,11159000000.0,,16520000000.0,,1819000000.0,,16706000000.0,,,498000000.0,629000000.0,281000000.0,0.0,649500000.0,,901000000.0,536000000.0,,0.0,,16.0452,0.6143,0.0,,0.030145278450363196,0.01125830808880047,0.029809649227822338,,,,,,,0.0,1.0625504077426293,73140000000.0,2800000000.0,,,,,1207000000.0,3.479999999999999,3.479999999999999,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2013-08-03,44162000000.0,11403000000.0,12616000000.0,,16020000000.0,,1018000000.0,,33823000000.0,,,1110000000.0,801000000.0,629000000.0,1.0,645700000.0,,1917000000.0,1079000000.0,,0.0,,17.0655,0.6287,1.0,,0.06928838951310862,0.025134731216883293,0.03281790497590397,,,,,,,0.0,0.903852251109702,73317000000.0,2509000000.0,,,,,1642000000.0,2.379999999999999,2.379999999999999,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2013-11-02,46373000000.0,13153000000.0,14551000000.0,,16156000000.0,,706000000.0,,51081000000.0,,,1451000000.0,965000000.0,827000000.0,2.0,643000000.0,,2839000000.0,1648000000.0,,0.0,,17.0827,0.5636,2.0,,0.08981183461252785,0.03128975912707826,0.028405865194495016,,,,,,,0.0,0.9039241289258471,73823000000.0,1922000000.0,,,,,2049000000.0,1.319999999999999,1.319999999999999,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2014-02-01,44553000000.0,11573000000.0,12777000000.0,44553000000.0,16231000000.0,12622000000.0,695000000.0,,-29014000000.0,,,-1088000000.0,-1269000000.0,-605000000.0,0.06999999999999984,-1296400000.0,6520000000.0,-2204000000.0,-1040000000.0,4316000000.0,12622000000.0,0.9058,17.7697,0.4914,0.06999999999999984,,-0.06703222229067833,-0.024420353287096266,0.03749913834700489,,,,,-0.1487557730750672,,0.7776477111699833,0.9057681771933944,72596000000.0,1971000000.0,,,,,1126000000.0,3.0699999999999994,3.0699999999999994,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2014-05-03,44042000000.0,11023000000.0,12040000000.0,,16486000000.0,,715000000.0,,17050000000.0,,,418000000.0,170000000.0,223000000.0,0.0,638200000.0,,561000000.0,579000000.0,,0.0,,20.0605,0.5326,0.0,,0.025354846536455176,0.009490940465918895,0.024516129032258065,,,,,,,0.0,0.915531561461794,72940000000.0,1891000000.0,,,,,667000000.0,3.0699999999999994,3.0699999999999994,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2014-08-02,44455000000.0,11554000000.0,11336000000.0,,16433000000.0,,803000000.0,,34456000000.0,,,653000000.0,622000000.0,354000000.0,1.0,638300000.0,,1052000000.0,1186000000.0,,0.0,,25.4044,0.5412,1.0,,0.03973711434309012,0.014689011359802048,0.018951706524262826,,,,,,,0.0,1.0192307692307692,73573000000.0,1434000000.0,,,,,488000000.0,3.0699999999999994,3.0699999999999994,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2014-11-01,46461000000.0,13838000000.0,13525000000.0,,16373000000.0,,780000000.0,,52188000000.0,,,1004000000.0,788000000.0,515000000.0,1.0,638700000.0,,1570000000.0,1791000000.0,,0.0,,25.6374,0.5445,1.0,,0.061320466621877484,0.02160952196465853,0.019238139035793668,,,,,,,0.0,1.0231423290203328,74680000000.0,987000000.0,,,,,311000000.0,2.0699999999999994,2.0699999999999994,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2015-01-31,41404000000.0,14087000000.0,11736000000.0,,13997000000.0,,2210000000.0,,-31076000000.0,,,-3711000000.0,-698000000.0,112000000.0,-4.0,-1275100000.0,4439000000.0,-1397000000.0,-1427000000.0,3042000000.0,0.0,1.1609,,0.6546,-4.0,,-0.26512824176609273,-0.08962902135059414,0.11941691337366457,,,,,-0.09788904620929334,,0.0,1.2003237900477164,72618000000.0,-1636000000.0,,,,,882000000.0,-2.0000000000000004,-2.0000000000000004,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2015-05-02,40446000000.0,13198000000.0,10648000000.0,,14174000000.0,,2768000000.0,,17119000000.0,,,635000000.0,155000000.0,348000000.0,0.0,646400000.0,1551000000.0,352000000.0,540000000.0,1199000000.0,0.0,,,0.7012,0.0,,0.04480033864822915,0.015699945606487662,0.0370932881593551,,,,,0.07003913780010515,,0.0,1.239481592787378,72687000000.0,-1419000000.0,,,,,867000000.0,-2.0000000000000004,-2.0000000000000004,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2015-08-01,40386000000.0,13358000000.0,11613000000.0,,13942000000.0,,2742000000.0,,34546000000.0,,,1388000000.0,305000000.0,756000000.0,2.0,643700000.0,2789000000.0,710000000.0,1090000000.0,2079000000.0,0.0,,,0.6886,2.0,,0.09955530053077033,0.03436834546625068,0.040178312974005675,,,,,0.06018062872691484,,0.0,1.1502626367002498,72777000000.0,-684000000.0,,,,,550000000.0,-1.0000000000000004,-1.0000000000000004,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2015-10-31,41696000000.0,15204000000.0,13858000000.0,,13256000000.0,,1977000000.0,,52159000000.0,,,1937000000.0,455000000.0,1006000000.0,3.0,638700000.0,3760000000.0,1129000000.0,1651000000.0,2631000000.0,0.0,,,0.6466,3.0,,0.14612251056125528,0.04645529547198772,0.03713644816810138,,,,,0.050441917981556395,,0.0,1.0971280127002454,72748000000.0,249000000.0,,,8951000000.0,,217000000.0,0.9999999999999996,0.9999999999999996,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2016-01-30,40262000000.0,14130000000.0,12622000000.0,,12957000000.0,,4046000000.0,,-30039000000.0,21788000000.0,,-597000000.0,-308000000.0,-508000000.0,0.0,-1295900000.0,-2256000000.0,-753000000.0,-1068000000.0,-3009000000.0,0.0,1.1195,13.3414,0.6081,0.0,,-0.04607548043528595,-0.014827877403010283,0.01987416358733646,-0.7253237457971304,,,,0.100169779286927,,0.0,1.1194739344002536,73785000000.0,3363000000.0,,,2900000000.0,,607000000.0,5.0,5.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2016-04-30,39908000000.0,13948000000.0,12019000000.0,,12545000000.0,,4036000000.0,,16196000000.0,5011000000.0,,632000000.0,415000000.0,283000000.0,1.0,603800000.0,247000000.0,285000000.0,546000000.0,-38000000.0,0.0,,14.1541,0.6527,1.0,,0.050378636907134317,0.01583642377468177,0.039021980735984195,0.30939738206964684,,,,-0.0023462583353914546,,0.0,1.1604958815209252,72862000000.0,3360000000.0,,,1663000000.0,,867000000.0,6.0,6.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2016-07-30,37288000000.0,11503000000.0,11003000000.0,,11577000000.0,,1480000000.0,,32364000000.0,10078000000.0,,1312000000.0,722000000.0,599000000.0,2.0,595300000.0,1488000000.0,684000000.0,1116000000.0,804000000.0,0.0,,13.2045,0.6062,2.0,,0.11332815064351733,0.035185582493027244,0.04053887034977135,0.31139537758002717,,,,0.024842417500926955,,0.0,1.0454421521403254,70680000000.0,3284000000.0,,,388000000.0,,1284000000.0,6.0,6.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2016-10-29,38603000000.0,12842000000.0,12642000000.0,,11069000000.0,,1231000000.0,,48805000000.0,15048000000.0,,1920000000.0,864000000.0,910000000.0,3.0,588500000.0,2881000000.0,1184000000.0,1686000000.0,1697000000.0,0.0,,11.5785,0.5501,3.0,,0.17345740355949046,0.049737067067326377,0.03934023153365434,0.30832906464501586,,,,0.03477102755865178,,0.0,1.0158202816010125,67326000000.0,3267000000.0,,51925000000.0,-546000000.0,,1693000000.0,6.0,6.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2017-01-28,37431000000.0,11990000000.0,12708000000.0,,10953000000.0,,2512000000.0,,-27870000000.0,-9514000000.0,,-1127000000.0,-997000000.0,-496000000.0,-2.0,-1205100000.0,820000000.0,-606000000.0,-1050000000.0,214000000.0,0.0,0.9435,13.0434,0.5075,-2.0,,-0.10289418424176025,-0.030108733402794473,0.040437746681019016,0.34137064944384643,,,,-0.007678507355579476,,0.0,0.9435001573811772,69495000000.0,2737000000.0,,20623000000.0,2677000000.0,,1004000000.0,4.0,4.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2017-04-29,37218000000.0,11739000000.0,12392000000.0,,11021000000.0,,2680000000.0,,16017000000.0,4883000000.0,,681000000.0,144000000.0,357000000.0,1.0,555200000.0,1303000000.0,486000000.0,573000000.0,817000000.0,0.0,,11.0658,0.4376,1.0,,0.061791126032120496,0.01829759793648235,0.042517325341824314,0.30486358244365364,,,,0.051008303677342826,,0.0,0.9473047127178825,69316000000.0,2786000000.0,,20495000000.0,3532000000.0,,733000000.0,4.0,4.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2017-07-29,37366000000.0,11620000000.0,12729000000.0,,11098000000.0,,2291000000.0,,32446000000.0,9828000000.0,,1353000000.0,278000000.0,664000000.0,2.0,553600000.0,2923000000.0,1203000000.0,1151000000.0,1720000000.0,0.0,,11.17,0.4374,2.0,,0.12191385835285637,0.03620938821388428,0.04170005547679221,0.30290328545891637,,,,0.05301115699932195,,0.0,0.9128761096708304,69398000000.0,2827000000.0,,20245000000.0,4448000000.0,,289000000.0,4.0,4.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2017-10-28,40708000000.0,14709000000.0,15376000000.0,,11137000000.0,,2725000000.0,,49113000000.0,14783000000.0,,1833000000.0,532000000.0,802000000.0,3.0,551800000.0,4489000000.0,2049000000.0,1784000000.0,2440000000.0,0.0,,12.3166,0.4569,3.0,,0.1645865134237227,0.0450280043234745,0.037322093946612914,0.30099973530429824,,,,0.04968134709750983,,0.0,0.956620707596254,69706000000.0,2740000000.0,,19980000000.0,5191000000.0,,-43000000.0,4.0,4.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2018-02-03,38999000000.0,12564000000.0,13201000000.0,,11709000000.0,,2643000000.0,,-25697000000.0,-8740000000.0,,-933000000.0,-288000000.0,-1105000000.0,-1.0,-1110300000.0,-1792000000.0,-1205000000.0,-1063000000.0,-2997000000.0,0.0,0.9608,13.1554,0.5272,-1.0,,-0.07968229566999743,-0.023923690351034643,0.036307740203136554,0.3401175234463167,,,,0.11662840020235825,,0.0,0.9517460798424362,71879000000.0,2934000000.0,,20754000000.0,1980000000.0,,666000000.0,5.0,5.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2018-05-05,38929000000.0,10876000000.0,12044000000.0,,11158000000.0,,1060000000.0,,16781000000.0,,,718000000.0,121000000.0,210000000.0,1.0,541000000.0,514000000.0,827000000.0,631000000.0,-313000000.0,0.0,,12.5075,0.5042,1.0,,0.06434844954292884,0.01844383364586812,0.04278648471485609,,,,,-0.01865204695786902,,0.0,0.9030222517436067,72643000000.0,2971000000.0,,,850000000.0,,643000000.0,5.0,5.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2018-08-04,39996000000.0,11503000000.0,14038000000.0,,11167000000.0,,1180000000.0,,34108000000.0,,,1517000000.0,237000000.0,433000000.0,2.0,538600000.0,2724000000.0,1856000000.0,1234000000.0,868000000.0,0.0,,13.9312,0.577,2.0,,0.13584669114354794,0.03792879287928793,0.04447636918025097,,,,,0.025448575114342675,,0.0,0.8194187206154723,74305000000.0,3135000000.0,,,-2000000.0,,602000000.0,5.0,5.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2018-11-03,43572000000.0,14639000000.0,17590000000.0,,11080000000.0,,825000000.0,,52379000000.0,,,2139000000.0,352000000.0,530000000.0,3.0,536200000.0,3624000000.0,2873000000.0,1826000000.0,751000000.0,0.0,,13.8055,0.591,3.0,,0.19305054151624548,0.0490911594602038,0.0408369766509479,,,,,0.014337807136447812,,0.0,0.832234223990904,77571000000.0,3441000000.0,,,-1691000000.0,,422000000.0,5.0,5.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2019-02-02,41290000000.0,12519000000.0,15014000000.0,,11297000000.0,,1556000000.0,,-27912000000.0,,4110000000.0,-1437000000.0,-249000000.0,-427000000.0,-1.0,-1082600000.0,-889000000.0,-2040000000.0,-1217000000.0,-2929000000.0,0.0,0.8338,12.7704,0.4977,-1.0,2893000000.0,-0.1272019120120386,-0.03480261564543473,0.05148323301805675,,-0.14724849527085124,0.09953984015500121,0.36381340178808536,0.10493694468329035,-0.10364717684150186,0.0,0.8338217663514054,75356000000.0,2937000000.0,,,-1623000000.0,,461000000.0,5.0,5.0,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2019-05-04,40619000000.0,11607000000.0,13239000000.0,40619000000.0,11117000000.0,11357000000.0,1173000000.0,,17627000000.0,,1135000000.0,795000000.0,126000000.0,229000000.0,1.53,519500000.0,323000000.0,655000000.0,644000000.0,-332000000.0,11357000000.0,,12.9149,0.5108,1.53,1779000000.0,0.0715120985877485,0.01957212142100987,0.045101265104668976,,0.06438985647018779,0.027942588443831705,0.050502803239298746,-0.018834742156918365,0.1009247177625234,1.0215885580642259,0.8767278495354635,76202000000.0,3014000000.0,,,-1642000000.0,,466000000.0,5.53,5.53,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2019-08-03,41566000000.0,12119000000.0,14364000000.0,,11836000000.0,,1656000000.0,,36049000000.0,,2458000000.0,1733000000.0,246000000.0,509000000.0,3.0,517800000.0,2812000000.0,1394000000.0,1267000000.0,1418000000.0,0.0,,13.1021,0.5376,3.0,3725000000.0,0.1464177086853667,0.04169272963479767,0.048073455574357125,,0.06818497045687814,0.05913486984554684,0.20767151064548833,0.03933534910815834,0.10333157646536659,0.0,0.8437064884433305,78143000000.0,3230000000.0,,,-1092000000.0,,475000000.0,6.53,6.53,,,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2019-11-02,43741000000.0,13805000000.0,16608000000.0,,11545000000.0,,969000000.0,,54713000000.0,,3460000000.0,2447000000.0,359000000.0,703000000.0,4.0,516800000.0,4159000000.0,2403000000.0,1905000000.0,1756000000.0,0.0,,16.9835,0.7094,4.0,5365000000.0,0.21195322650498052,0.05594293683271987,0.044724288560305595,,0.06323908394714237,0.07910198669440571,0.299696838458207,0.032094748962769364,0.09805713450185513,0.0,0.83122591522158,80477000000.0,3538000000.0,11163000000.0,,-87000000.0,13762000000.0,482000000.0,7.53,7.53,0.0,23.1597510373444,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2020-02-01,42779000000.0,12902000000.0,14487000000.0,,11833000000.0,,2577000000.0,,-30277000000.0,,-2395000000.0,-1694000000.0,-254000000.0,-520000000.0,-2.170000000000001,-1038500000.0,-177000000.0,-1425000000.0,-1212000000.0,-1602000000.0,0.0,0.8906,17.2897,0.7262,-2.170000000000001,-3607000000.0,-0.143158962224288,-0.03959886860375418,0.055950061102487035,,0.07910294943356343,-0.05598541340377288,-0.20240006760753823,0.052911450936354326,0.11913333553522476,0.0,0.8905915648512459,78112000000.0,3281000000.0,4658000000.0,,1240000000.0,7262000000.0,477000000.0,6.36,6.36,0.0,9.765199161425576,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2020-05-02,44806000000.0,14615000000.0,14412000000.0,,11169000000.0,,4566000000.0,,19615000000.0,,468000000.0,284000000.0,117000000.0,45000000.0,0.0,505800000.0,1284000000.0,751000000.0,641000000.0,533000000.0,0.0,,20.161,0.6972,0.0,1109000000.0,0.025427522607216403,0.006338436816497791,0.014478715268926842,,0.02385929135865409,0.010445029683524528,0.041901692183722805,0.027173081825133828,0.056538363497323475,0.0,1.0140854843186233,80100000000.0,2770000000.0,3991000000.0,,2105000000.0,6592000000.0,468000000.0,4.829999999999999,4.829999999999999,0.0,8.527777777777779,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2020-08-01,48000000000.0,17623000000.0,15892000000.0,,12578000000.0,,7284000000.0,,42590000000.0,,2768000000.0,1974000000.0,239000000.0,544000000.0,3.0,505100000.0,5116000000.0,1414000000.0,1245000000.0,3702000000.0,0.0,,18.158,0.7555,3.0,4013000000.0,0.1569406900938146,0.041125,0.046348908194411835,,0.06499178210847617,0.057666666666666665,0.22006678327238036,0.08692181263207326,0.09422399624324959,0.0,1.1089227284168135,86641000000.0,3011000000.0,4301000000.0,,4389000000.0,6880000000.0,461000000.0,4.829999999999999,4.829999999999999,0.0,9.329718004338394,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2020-10-31,50661000000.0,20309000000.0,19357000000.0,,13319000000.0,,5996000000.0,,65222000000.0,,4703000000.0,2988000000.0,871000000.0,828000000.0,5.0,505200000.0,7044000000.0,2009000000.0,1848000000.0,5035000000.0,0.0,,20.228,0.8724,5.0,6551000000.0,0.22434116675426083,0.058980280689287616,0.04581276256477876,,0.07210757106497807,0.09283275103136535,0.35310458743148887,0.07719787801662016,0.1004415687958051,0.0,1.0491811747688176,97150000000.0,3552000000.0,5544000000.0,,7668000000.0,8066000000.0,973000000.0,5.829999999999999,5.829999999999999,0.0,5.697841726618705,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2021-01-30,51248000000.0,20756000000.0,20125000000.0,,14440000000.0,,8511000000.0,,-33866000000.0,,-1400000000.0,-878000000.0,-250000000.0,-239000000.0,0.6400000000000006,-1010700000.0,-2919000000.0,-1525000000.0,-1249000000.0,-4444000000.0,0.0,1.0314,21.0455,0.9825,0.6400000000000006,-2649000000.0,-0.06080332409972299,-0.017132375897596003,0.02592570719896061,,0.0413393964448119,-0.02731813924445832,-0.09695290858725762,0.13122305557196007,0.07822004370164767,0.0,1.0313540372670806,93561000000.0,4368000000.0,6539000000.0,,4826000000.0,9024000000.0,977000000.0,8.64,8.64,0.0,6.69293756397134,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2021-05-01,50471000000.0,19931000000.0,18598000000.0,,14959000000.0,,7816000000.0,,24197000000.0,,2374000000.0,2097000000.0,108000000.0,512000000.0,4.17,503400000.0,1139000000.0,540000000.0,667000000.0,599000000.0,0.0,,17.0081,1.0712,4.17,3041000000.0,0.14018316732401898,0.041548612074260464,0.08666363598793239,,0.09811133611604744,0.0470369122862634,0.1587004478909018,0.024755134934082736,0.12567673678555194,0.0,1.0716743735885579,98143000000.0,6181000000.0,8445000000.0,,4892000000.0,10956000000.0,968000000.0,12.81,12.81,0.0,8.724173553719009,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
2021-07-31,51385000000.0,20231000000.0,19422000000.0,,14860000000.0,,7368000000.0,,49357000000.0,,4841000000.0,3914000000.0,212000000.0,1065000000.0,7.82,500400000.0,3422000000.0,1338000000.0,1300000000.0,2084000000.0,0.0,,19.968,1.2555,7.82,6141000000.0,0.26339165545087484,0.07617008854724142,0.07929979536843812,,0.09808132585043662,0.09421037267685121,0.32577388963660836,0.04222298762080353,0.1244200417367344,0.0,1.0416537946658428,104910000000.0,8121000000.0,10518000000.0,,3274000000.0,13084000000.0,941000000.0,17.630000000000003,17.630000000000003,0.0,11.177470775770457,1.0298424,126.0,83.44,6.57014,54546.504,14.7224,3.0681,0.5206
