report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-06-30,15617000000.0,,,3899500000.0,10114200000.0,697200000.0,6975900000.0,,3939100000.0,1002500000.0,720000000.0,17700000.0,157700000.0,1.44,646600000.0,85300000.0,72400000.0,561300000.0,697200000.0,,10.1194,1.994,1.44,1074900000.0,0.07118704395799964,0.04610360504578344,0.182782869183316,0.25449975882815873,0.06419286674777486,0.09272619642229499,0.14249447843416008,0.2728795917849255,0.06893278756599633,,5298500000.0,887200000.0,1333000000.0,-109900000.0,1446300000.0,23800000.0,2.3599999999999994,2.3599999999999994,0.4820576643849824,56.00840336134454,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2020-09-30,20220900000.0,,,8705200000.0,10114500000.0,3017100000.0,3957500000.0,,-2536300000.0,-1095100000.0,-701200000.0,-1900000.0,-166000000.0,-1.41,202100000.0,-80800000.0,-74900000.0,121300000.0,3017100000.0,1.5245,12.6147,1.8105,-1.41,-1170000000.0,-0.06932621484008107,-0.034676992616550203,0.2764657177778654,0.43177068958719395,-0.05415683772730195,-0.08339425507935057,-0.04782557268461933,0.4613018964633521,0.2982945276583123,,5566500000.0,798900000.0,1048900000.0,756100000.0,1123400000.0,33400000.0,1.5899999999999999,1.5899999999999999,2.685686309417839,31.404191616766468,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2020-12-31,21229600000.0,,,9193400000.0,10400900000.0,3753100000.0,4419500000.0,,1995100000.0,409100000.0,345300000.0,29700000.0,142500000.0,0.67,290000000.0,13600000.0,21800000.0,276400000.0,3753100000.0,,15.9284,2.0482,0.67,430900000.0,0.033199050082204425,0.016265026189848136,0.17307403137687333,0.2050523783269009,0.01927026415947545,0.02890349017945457,0.13853942158287805,0.21597914891484135,0.36084377313501714,,6148900000.0,793700000.0,1065300000.0,1026500000.0,1134800000.0,56400000.0,1.56,1.56,3.307278815650335,18.888297872340427,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2021-03-31,21869800000.0,,,9372800000.0,10563400000.0,3486500000.0,4364700000.0,,4071600000.0,865400000.0,727100000.0,45600000.0,270600000.0,1.42,505400000.0,20800000.0,44800000.0,484600000.0,3486500000.0,,13.6447,2.1563,1.42,910200000.0,0.06883200484692428,0.03324676037275147,0.17857844581982513,0.21254543668336773,0.03957054934201502,0.06159474444657969,0.11901955005403281,0.22354848216917184,0.3300547172311945,,7469500000.0,1091200000.0,1181900000.0,1443600000.0,1246000000.0,91100000.0,2.12,2.12,2.798154093097913,12.973655323819978,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2021-06-30,23129100000.0,,,10645600000.0,10875200000.0,3480600000.0,4361100000.0,502870612.0,6244500000.0,1343500000.0,1165500000.0,71300000.0,354400000.0,2.27,739300000.0,34900000.0,70900000.0,704400000.0,3480600000.0,,12.9647,2.0295,2.27,1414400000.0,0.10717044284243048,0.05039106580022569,0.18664424693730483,0.21514933141164225,0.05808699862943219,0.09358586773290238,0.11280326687484987,0.22650332292417327,0.3200492864499044,,9774900000.0,1536700000.0,1522900000.0,1586700000.0,1585500000.0,144700000.0,2.95,2.95,2.1952696310312203,10.524533517622668,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2021-09-30,24168400000.0,,,11424800000.0,11223400000.0,3399400000.0,4647200000.0,,-3885700000.0,,-406700000.0,-61200000.0,-417900000.0,-0.7899999999999996,-289300000.0,10000000.0,-58900000.0,-299300000.0,3399400000.0,1.7717,8.1441,1.77,-0.7899999999999996,,-0.03623679099025251,-0.016827758560765297,0.10466582597730138,,,,0.0770260184780091,,0.3028850437478839,,8425500000.0,1831200000.0,,1166100000.0,,85400000.0,3.5700000000000007,3.5700000000000007,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2021-12-31,24995100000.0,,,11815300000.0,11552900000.0,3393700000.0,4544300000.0,,2224000000.0,,453200000.0,19300000.0,151100000.0,0.88,166400000.0,16700000.0,22400000.0,149700000.0,3393700000.0,,8.679,1.9446,0.88,,0.039228245721853384,0.01813155378454177,0.2037769784172662,,,,0.0673111510791367,,0.2937530836413368,,8654400000.0,1939100000.0,,1039400000.0,,75000000.0,3.7800000000000002,3.7800000000000002,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2022-03-31,25832900000.0,,,12505200000.0,11540700000.0,3388000000.0,4576400000.0,,4305000000.0,,802800000.0,42200000.0,258200000.0,1.57,270500000.0,42500000.0,42700000.0,228000000.0,3388000000.0,,7.3519,1.6191,1.57,,0.06956250487405444,0.031076650318005335,0.1864808362369338,,,,0.0529616724738676,,0.2935697141421231,,8887800000.0,2014800000.0,,782800000.0,,71600000.0,3.9300000000000006,3.9300000000000006,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2022-06-30,27596000000.0,,,13817200000.0,11543700000.0,3382200000.0,4179200000.0,,6336300000.0,,1059200000.0,71100000.0,347700000.0,2.07,1090300000.0,55600000.0,68800000.0,1034700000.0,3382200000.0,,6.7559,1.3682,2.07,,0.09175567625631297,0.03838237425713872,0.1671638022189606,,,,0.16329719236778562,,0.29299098209412927,,8979600000.0,1908500000.0,,1113100000.0,,71400000.0,3.7300000000000004,3.7300000000000004,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2022-09-30,28060600000.0,,,14235900000.0,11474600000.0,3376400000.0,4513400000.0,,-4590000000.0,,-1023300000.0,-34400000.0,-360800000.0,-1.9899999999999998,429500000.0,-24500000.0,-38100000.0,405000000.0,3376400000.0,1.6666,8.3015,1.296,-1.9899999999999998,,-0.08917957924459241,-0.03646750247678239,0.22294117647058823,,,,-0.08823529411764706,,0.29424990849354227,,8275300000.0,1291900000.0,,1817400000.0,,98200000.0,2.53,2.53,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2022-12-31,29335100000.0,,,14800400000.0,11666300000.0,3370500000.0,4007900000.0,,1967100000.0,,165600000.0,30900000.0,60300000.0,0.32,-256300000.0,27400000.0,25100000.0,-283700000.0,3370500000.0,,13.122,1.6435,0.32,,0.014194731834429082,0.0056451145556006286,0.08418484062833613,,,,-0.1442224594580855,,0.28890907999965715,,8018400000.0,1004300000.0,,1384000000.0,,109800000.0,1.9700000000000004,1.9700000000000004,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2023-03-31,29085700000.0,,,15682600000.0,11831800000.0,3364600000.0,3771000000.0,,3894300000.0,,359800000.0,64400000.0,153200000.0,0.7,-289700000.0,42800000.0,52900000.0,-332500000.0,3364600000.0,,15.8962,1.7158,0.7,,0.030409574198346827,0.012370340064017714,0.09239144390519477,,,,-0.0853811981614154,,0.2843692422116669,,7607700000.0,561300000.0,,823500000.0,,132000000.0,1.1,1.1,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2023-06-30,30234600000.0,,,16645300000.0,11948100000.0,3358700000.0,3930100000.0,,5863300000.0,,587300000.0,99300000.0,237300000.0,1.14,365300000.0,121500000.0,78300000.0,243800000.0,3358700000.0,,16.254,1.7083,1.14,,0.04915425883613294,0.019424765004332784,0.10016543584670748,,,,0.04158067982194327,,0.2811074564156644,,7134700000.0,89400000.0,,32600000.0,,160200000.0,0.17000000000000015,0.17000000000000015,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2023-09-30,30121200000.0,,,16547300000.0,11916900000.0,3052800000.0,4050100000.0,,-3875300000.0,,-229900000.0,-70900000.0,-138500000.0,-0.44000000000000017,1319400000.0,-42900000.0,-52000000.0,1276500000.0,3052800000.0,1.6303,13.5996,1.5295,-0.44000000000000017,,-0.01929192994822479,-0.007632498041246697,0.059324439398240135,,,,-0.3293938533790932,,0.2561740049845178,,7849400000.0,882800000.0,,904100000.0,,123700000.0,1.72,1.72,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2023-12-31,29865800000.0,,,16149700000.0,12001600000.0,3046900000.0,3583400000.0,,1991100000.0,,251300000.0,18800000.0,74900000.0,0.5,-251900000.0,19500000.0,25700000.0,-271400000.0,3046900000.0,,15.2419,1.8749,0.5,,0.020938874816691107,0.008414306665148766,0.12621164180603686,,,,-0.13630656421073778,,0.253874483402213,,7873400000.0,968500000.0,,916400000.0,,111600000.0,1.8999999999999997,1.8999999999999997,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2024-03-31,32907700000.0,,,18072100000.0,12861100000.0,3041000000.0,3576000000.0,,4143900000.0,,375500000.0,46500000.0,137700000.0,0.71,-115300000.0,61200000.0,57500000.0,-176500000.0,3041000000.0,,16.1755,1.7945,0.71,,0.029196569500276028,0.011410703270055337,0.09061512102126017,,,,-0.04259272665846184,,0.23644944833645645,,8123000000.0,984200000.0,,1072400000.0,,93700000.0,1.9099999999999997,1.9099999999999997,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2024-06-30,33254900000.0,,,18353500000.0,12870200000.0,3035000000.0,3597700000.0,,6266800000.0,,549500000.0,72200000.0,205800000.0,1.03,413100000.0,107300000.0,86500000.0,305800000.0,3035000000.0,,13.6735,1.4,1.03,,0.04269552920700533,0.01652388069126655,0.08768430458926406,,,,0.048796834109912555,,0.23581607123432424,,8526500000.0,946400000.0,,1134400000.0,,66600000.0,1.7999999999999998,1.7999999999999998,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2024-09-30,32464500000.0,,,17899700000.0,12508100000.0,2780300000.0,3644600000.0,,-3923800000.0,,-711500000.0,-40300000.0,-203100000.0,-1.3900000000000001,925400000.0,-10900000.0,-53200000.0,914500000.0,2780300000.0,1.284,22.6991,1.2445,-1.3900000000000001,,-0.0568831397254579,-0.021916246977467694,0.18132932361486315,,,,-0.2330648860798206,,0.2222799625842454,,8478000000.0,464800000.0,,772400000.0,,97200000.0,0.8500000000000001,0.8500000000000001,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2024-12-31,32390000000.0,,,17050300000.0,12462100000.0,2775800000.0,3125800000.0,,2251600000.0,,163600000.0,23100000.0,81100000.0,0.29,-145200000.0,71800000.0,30200000.0,-217000000.0,2775800000.0,,28.1931,1.2166,0.29,,0.013127803500212644,0.0050509416486569925,0.07265944217445372,,,,-0.09637591046367028,,0.22273934569615073,,8738500000.0,377100000.0,,826800000.0,,101500000.0,0.6399999999999999,0.6399999999999999,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2025-03-31,31989800000.0,,,16811800000.0,12346000000.0,2671300000.0,3001200000.0,,4363000000.0,,315000000.0,43900000.0,112200000.0,0.55,-195300000.0,109300000.0,60700000.0,-304600000.0,2671300000.0,,25.0159,1.1629,0.55,,0.02551433662724769,0.009846888695771777,0.07219802887921155,,,,-0.06981434792573916,,0.2163696743884659,,8957600000.0,316600000.0,,698700000.0,,98900000.0,0.48,0.48,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2025-06-30,32552200000.0,,,18117300000.0,12203900000.0,2666700000.0,3557700000.0,,6427000000.0,,407300000.0,69700000.0,172100000.0,0.7,1086800000.0,123300000.0,94200000.0,963500000.0,2666700000.0,,38.3237,1.4312,0.7,,0.033374576979490166,0.012512211156235216,0.06337326902131632,,,,0.14991442352575074,,0.21851211497963766,,9117800000.0,174400000.0,,1356400000.0,,96400000.0,0.1499999999999999,0.1499999999999999,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2025-09-30,32368300000.0,,,18179500000.0,12077800000.0,2362000000.0,3101800000.0,,-4270900000.0,,-361000000.0,-41800000.0,-127500000.0,-0.63,319800000.0,-149900000.0,-59800000.0,169900000.0,2362000000.0,0.9986,22.9581,1.374,-0.63,,-0.029889549421252215,-0.011152887238440079,0.08452550984569997,,,,-0.03978084244538622,,0.19556541754293,,8770700000.0,524900000.0,,611800000.0,,94900000.0,0.91,0.91,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
2025-12-31,32549100000.0,,,18156700000.0,12134900000.0,2357300000.0,2726300000.0,,2327100000.0,,255500000.0,20400000.0,105000000.0,0.46,-255100000.0,,28800000.0,,2357300000.0,,20.1783,1.4069,0.46,,0.021054973670982042,0.007849679407418332,0.10979330497185338,,,,,,0.1942578842841721,,8846200000.0,616800000.0,,,,92200000.0,1.08,1.08,,,1.5123583,28.32,16.25,5.43477,12185.8545,19.7566,0.9978,1.3775
