report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-03-31,4205639000.0,550370000.0,182933000.0,,2794795000.0,440000000.0,,125712000.0,,839568000.0,181930000.0,,8901000.0,63398000.0,1.02,107349000.0,205932000.0,142737000.0,,63195000.0,440000000.0,,2.5552,18.7662,1.02,181930000.0,,,,0.21669477636117623,0.043258586863970015,0.05624158563371095,0.07527085358184209,0.21669477636117623,0.15743551852640356,3.0085878436367413,,,,,,,,,,,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2010-06-30,4073654000.0,549250000.0,210978000.0,,2705527000.0,390000000.0,,77717000.0,,1316205000.0,318564000.0,,12693000.0,104870000.0,0.68,107400000.0,333037000.0,220200000.0,189418000.0,112837000.0,390000000.0,,2.306,30.9511,0.68,507982000.0,,,,0.2420322062292728,0.07820104505684577,0.10291107136200071,0.08572904676703097,0.38594443874624396,0.144149365354698,2.6033520082662647,,,,,,,,,,,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2010-09-30,4265370000.0,652804000.0,232638000.0,,2807465000.0,360000000.0,,63020000.0,,1875162000.0,451796000.0,,17158000.0,152155000.0,1.45,107404000.0,462288000.0,329572000.0,262658000.0,132716000.0,360000000.0,2.8061,2.2831,27.3889,1.45,714454000.0,,,,0.24093704970557211,0.10592187782068144,0.1426364616499314,0.07077575164172482,0.3810092141372319,0.1282295594067958,2.8060935874620654,,,,,,,,,,,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2010-12-31,4465619000.0,710424000.0,211820000.0,,2963342000.0,350000000.0,,173824000.0,,594642000.0,170726000.0,,4451000.0,62390000.0,0.96,107852000.0,238655000.0,116224000.0,73180000.0,122431000.0,350000000.0,,2.478,26.0522,0.96,243906000.0,,,,0.28710720063500395,0.03823120602093461,0.05152682699220304,0.20589026674873284,0.41017284349238703,0.11810989079222041,3.3539042583325465,4625577000.0,,1123016000.0,431179000.0,1648272000.0,43203000.0,4.109999999999999,4.109999999999999,0.21234359377578457,25.993935606323635,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2011-03-31,4725712000.0,803587000.0,215748000.0,,3126994000.0,350000000.0,,240685000.0,,1199048000.0,334991000.0,,9964000.0,122769000.0,1.87,108375000.0,451747000.0,286251000.0,149341000.0,165496000.0,350000000.0,,3.2588,29.3021,1.87,484332000.0,,,,0.27938080877496146,0.0708868843467397,0.09634500375899412,0.13802283144628072,0.40393045149151663,0.11192858061128355,3.7246556167380462,4985057000.0,,1276077000.0,533480000.0,1950674000.0,44266000.0,4.96,4.96,0.179425162789887,28.82747481136764,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2011-06-30,4911036000.0,882609000.0,261909000.0,,3220238000.0,350000000.0,,288065000.0,,1843143000.0,509409000.0,,13185000.0,185764000.0,2.87,108550000.0,696443000.0,493776000.0,228450000.0,202667000.0,350000000.0,,2.9444,17.8692,2.87,737859000.0,,,,0.27638061723913987,0.10372740089871058,0.1426820844996888,0.10995728492037786,0.4003265074929075,0.10868761874122347,3.3699071051395713,5511995000.0,,1466922000.0,623310000.0,2180551000.0,44758000.0,7.15,7.15,0.1605098894728901,32.774520756065954,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2011-09-30,5003891000.0,956313000.0,416729000.0,5003891000.0,3270047000.0,235000000.0,,364246000.0,,-1092939000.0,-312615000.0,434186000.0,-10245000.0,-118524000.0,-1.71,-216145000.0,-409293000.0,-201987000.0,-135503000.0,-611280000.0,235000000.0,2.2948,1.7091,10.0134,-1.71,-448118000.0,0.13277668486110444,0.08676967583826266,-0.39726462318574046,0.28603151685501205,-0.06247438243558862,-0.08918995950696239,0.559299283857562,0.41001190368355417,0.07186441051153088,2.294807896738648,2543894000.0,,702511000.0,-120686000.0,1017979000.0,17355000.0,3.99,3.99,0.2308495558356312,40.47888216652262,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2011-12-31,5257887000.0,1003428000.0,428849000.0,5257887000.0,3445808000.0,235000000.0,,347859000.0,,732588000.0,230539000.0,144286000.0,2461000.0,84138000.0,1.32,108788000.0,236638000.0,256943000.0,86288000.0,-20305000.0,235000000.0,,2.478,14.0105,1.32,316827000.0,0.041872907602512964,0.027441822161640216,0.19695381305727094,0.3146912043331313,0.04384632077486641,0.06263271542552613,-0.02771680671810076,0.4324763714393356,0.06819880852328394,2.3398165787958,2681840000.0,,762324000.0,-263422000.0,1090900000.0,15365000.0,4.3500000000000005,4.3500000000000005,0.21541846182051516,49.61431825577611,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2012-03-31,5441072000.0,999360000.0,385724000.0,5441072000.0,3602096000.0,235000000.0,,324385000.0,,1502570000.0,437564000.0,274005000.0,4882000.0,159293000.0,2.51,108925000.0,438822000.0,492701000.0,177222000.0,-53879000.0,235000000.0,,2.0759,11.6988,2.51,614786000.0,0.07606821139692002,0.050358642561612856,0.18235756071264567,0.2912103928602328,0.08041871160683042,0.11403519745140596,-0.03585789680347671,0.40915631218512283,0.06523979372010075,2.590868081840902,2985362000.0,,864897000.0,-482797000.0,1221354000.0,10283000.0,4.99,4.99,0.19240940791940747,84.10940387046581,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
2012-06-30,5518301000.0,942577000.0,413589000.0,5518301000.0,3634590000.0,235000000.0,,148866000.0,,2322355000.0,670219000.0,423930000.0,7293000.0,240232000.0,3.88,108798000.0,612978000.0,774243000.0,272404000.0,-161265000.0,235000000.0,,1.536,8.5149,3.88,942623000.0,0.11663764000891434,0.07682255824754756,0.18254315124087403,0.2885945516512333,0.12145386777560702,0.173201553652971,-0.06944028798353395,0.4058910028828495,0.06465653622554401,2.2790185425627856,3464574000.0,1276407000.0,1025707000.0,-846729000.0,1426118000.0,4391000.0,6.0,6.0,0.16478299832131704,233.5930312001822,0.5838233,37.865,14.65,1.47435,3475.761,0.8062,0.8507
