report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-07-31,105800000000.0,49958000000.0,46012000000.0,,24603000000.0,,7624000000.0,13251000000.0,83167000000.0,,5208000000.0,3699000000.0,991000000.0,1.0,1952000000.0,,3491000000.0,7624000000.0,,,0.4378,1.0,8699000000.0,0.15034751859529324,0.03496219281663516,0.0444767756441858,,0.06262099149903207,0.049224952741020796,0.16160362429019146,0.1045967751632258,0.3098809088322562,1.0857602364600538,106661000000.0,-4143000000.0,-2481000000.0,,1816000000.0,-2.93,-2.93,4.1982378854625555,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2013-10-31,105676000000.0,50364000000.0,45521000000.0,,27269000000.0,,5979000000.0,12163000000.0,-55169000000.0,,-3182000000.0,-2127000000.0,-607000000.0,-0.81,-3910000000.0,,-2376000000.0,5979000000.0,1.1064,9.1599,0.4171,-0.81,-5558000000.0,-0.07800066009021232,-0.02012755971081419,0.03855426054487121,,0.05767731878409977,-0.030110905030470494,-0.09570500481231954,0.10074498359586,0.21925996552862226,1.1063904571516443,112298000000.0,5113000000.0,7131000000.0,,11742000000.0,2.0,2.0,0.5091977516607051,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2014-01-31,105025000000.0,50684000000.0,43611000000.0,105025000000.0,27754000000.0,17971000000.0,6621000000.0,16165000000.0,28154000000.0,,1997000000.0,1425000000.0,409000000.0,0.74,1935000000.0,2990000000.0,1117000000.0,24592000000.0,,10.3979,0.4922,0.74,3114000000.0,0.051343950421560855,0.013568198048083789,0.0506144775165163,,0.0709313063863039,0.019014520352297073,0.03815000191036565,0.11060595297293457,0.8860704763277365,1.162183852697714,112093000000.0,5306000000.0,7376000000.0,,11941000000.0,2.1100000000000003,2.1100000000000003,2.0594590067833516,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2014-04-30,103972000000.0,49883000000.0,43280000000.0,,28185000000.0,,5396000000.0,15096000000.0,55463000000.0,,3819000000.0,2698000000.0,784000000.0,1.0,1922000000.0,,2204000000.0,5396000000.0,,11.3873,0.5603,1.0,6023000000.0,0.09572467624623027,0.025949294040703265,0.04864504264103997,,0.06885671528766926,0.03673104297310814,0.11372502307852654,0.10859491913527937,0.19144935249246053,1.152564695009242,111615000000.0,5695000000.0,7842000000.0,,12278000000.0,1.93,1.93,0.4394852581853722,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2014-07-31,103170000000.0,49287000000.0,42476000000.0,,28509000000.0,,2705000000.0,14474000000.0,83048000000.0,,5277000000.0,3683000000.0,1112000000.0,1.0,1913000000.0,,3259000000.0,2705000000.0,,13.0741,0.594,1.0,8536000000.0,0.12918727419411413,0.03569836192691674,0.04434784702822464,,0.06354156632309026,0.05114858970630998,0.1690587556865509,0.10278393218379732,0.09488231786453401,1.1603493737640078,111496000000.0,5679000000.0,7911000000.0,,12115000000.0,1.93,1.93,0.22327692942633098,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2014-10-31,103206000000.0,50145000000.0,43735000000.0,,26731000000.0,,3486000000.0,15133000000.0,-55211000000.0,,-3908000000.0,-2793000000.0,-761000000.0,-0.7400000000000002,-3858000000.0,,-2246000000.0,3486000000.0,1.1466,13.3577,1.182,-0.7400000000000002,-6154000000.0,-0.10448542890277206,-0.02706238009418057,0.050587745195703755,,0.07078299614207313,-0.03786601554173207,-0.12933117119502266,0.11146329535780913,0.13041038494631702,1.1465645364124843,111454000000.0,5013000000.0,7185000000.0,,11519000000.0,2.0,2.0,0.3026304366698498,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2015-01-31,100861000000.0,48198000000.0,42529000000.0,,26507000000.0,,3509000000.0,12919000000.0,26839000000.0,,1920000000.0,1366000000.0,380000000.0,0.0,1861000000.0,,1028000000.0,3509000000.0,,13.4535,1.5736,0.0,2948000000.0,0.05153355717357679,0.013543391400045608,0.05089608405678304,,0.07153768769328217,0.019036099186008466,0.06396588486140725,0.10984015797906033,0.13238012600445165,1.1332972795033978,110139000000.0,4954000000.0,7108000000.0,,11353000000.0,1.2599999999999998,1.2599999999999998,0.30908130009689067,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2015-04-30,101396000000.0,48883000000.0,43186000000.0,,26768000000.0,,5594000000.0,14768000000.0,52292000000.0,,3351000000.0,2377000000.0,661000000.0,1.0,1848000000.0,,2031000000.0,5594000000.0,,12.7717,2.1384,1.0,5382000000.0,0.08880005977286312,0.02344273935855458,0.045456283944006734,,0.06408246003212728,0.03304864097203045,0.10354737037265929,0.10292205308651418,0.20898087268380156,1.1319177511230492,106968000000.0,4633000000.0,6640000000.0,,10712000000.0,1.2599999999999998,1.2599999999999998,0.522218073188947,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2015-07-31,107033000000.0,51998000000.0,49033000000.0,,27035000000.0,,11034000000.0,17171000000.0,77641000000.0,,4563000000.0,3231000000.0,911000000.0,1.0,1842000000.0,,3054000000.0,11034000000.0,,12.0877,4.3072,1.0,7617000000.0,0.11951174403550953,0.030186951687797222,0.04161461083705774,,0.05877049497044087,0.04263171171507853,0.1198613044734561,0.09810538246544996,0.40813759940817457,1.0604694797381355,101561000000.0,4181000000.0,5926000000.0,,9793000000.0,1.2599999999999998,1.2599999999999998,1.1267231696109465,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2015-10-31,106882000000.0,51787000000.0,42191000000.0,,27768000000.0,,2885000000.0,17433000000.0,-53417000000.0,,-4363000000.0,-2420000000.0,-1774000000.0,0.0,-3715000000.0,,-2052000000.0,2885000000.0,1.2274,5.461,0.4832,0.0,-6415000000.0,-0.08715067703831748,-0.022641791882636927,0.045303929460658594,,0.08167811745324523,-0.040820718175183845,-0.14233517110886373,0.12009285433476234,0.1038965715932008,1.2274418714891802,103355000000.0,4554000000.0,5471000000.0,,9532000000.0,2.0,2.0,0.3026647083508183,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2016-01-31,25517000000.0,15155000000.0,16761000000.0,,-4909000000.0,,49000000.0,3688000000.0,12246000000.0,,928000000.0,592000000.0,184000000.0,0.0,1785000000.0,-108000000.0,79000000.0,49000000.0,,4.5813,0.3474,0.0,1007000000.0,-0.12059482583010797,0.023200219461535446,0.04834231585823943,,0.07577984648048343,0.03636791158835286,-0.19094650205761318,0.08223093254940389,-0.009981666327154207,0.9041823280233876,88762000000.0,3780000000.0,4479000000.0,,7591000000.0,2.0,2.0,0.006455012514820182,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2016-04-30,25523000000.0,15385000000.0,16862000000.0,,-4786000000.0,,64000000.0,4636000000.0,23834000000.0,,1769000000.0,1221000000.0,360000000.0,0.0,1758000000.0,1467000000.0,164000000.0,64000000.0,,6.1014,0.4278,0.0,1933000000.0,-0.25511909736732136,0.04783920385534616,0.05122933624234287,,0.07422170009230511,0.069310034086902,-0.3746293943244388,0.08110262649995804,-0.013372335979941497,0.9124065947099989,60304000000.0,2624000000.0,2897000000.0,,4142000000.0,1.0,1.0,0.01545147271849348,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2016-07-31,27224000000.0,17402000000.0,18114000000.0,,-3926000000.0,,75000000.0,5636000000.0,35726000000.0,,2886000000.0,2004000000.0,598000000.0,1.0,1747000000.0,2532000000.0,249000000.0,75000000.0,,7.2919,0.5055,1.0,3135000000.0,-0.5104431991849211,0.07361151924772259,0.056093601298774005,,0.08078150366679729,0.10600940346752866,-0.7494157361724227,0.087751217600627,-0.019103413143148243,0.9606933863310146,18389000000.0,1397000000.0,1220000000.0,,-340000000.0,1.0,1.0,-0.22058823529411764,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2016-10-31,29010000000.0,18468000000.0,18808000000.0,,-3889000000.0,,78000000.0,6288000000.0,-23568000000.0,,-2034000000.0,-1321000000.0,-47000000.0,0.0,-3547000000.0,-661000000.0,-160000000.0,78000000.0,0.9819,9.9321,0.5139,0.0,-2194000000.0,0.33967600925687835,-0.04553602206135815,0.05605057705363204,,0.08630346232179226,-0.07011375387797311,0.533718184203621,0.09309232858112695,-0.020056569812291078,0.9819225861335602,48238000000.0,2496000000.0,3549000000.0,,3881000000.0,1.0,1.0,0.02009791290904406,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2017-01-31,28192000000.0,17775000000.0,18587000000.0,,-4327000000.0,,100000000.0,6331000000.0,12684000000.0,,856000000.0,611000000.0,164000000.0,0.0,1721000000.0,767000000.0,84000000.0,100000000.0,,10.1334,0.5236,0.0,940000000.0,-0.14120637855327017,0.021672814982973892,0.04817092399873857,,0.06748659728792179,0.03036322360953462,-0.2025076886680861,0.07410911384421318,-0.023110700254217704,0.9563135524829182,48676000000.0,2515000000.0,3477000000.0,,3814000000.0,1.0,1.0,0.026219192448872573,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2017-04-30,28686000000.0,18302000000.0,18604000000.0,,-3955000000.0,,110000000.0,6223000000.0,25069000000.0,,1674000000.0,1170000000.0,359000000.0,0.0,1716000000.0,1222000000.0,173000000.0,110000000.0,,13.0329,0.6441,0.0,1847000000.0,-0.29582806573957016,0.04078644635013595,0.04667118752243807,,0.06677569907056524,0.05835599247019452,-0.435370611183355,0.07367665243926762,-0.02781289506953224,0.9837669318426145,49911000000.0,2464000000.0,3382000000.0,,3728000000.0,1.0,1.0,0.029506437768240343,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2017-07-31,31934000000.0,21443000000.0,22060000000.0,,-4339000000.0,,1062000000.0,6967000000.0,38129000000.0,,2629000000.0,1866000000.0,562000000.0,1.0,1705000000.0,2997000000.0,263000000.0,1062000000.0,,13.5292,0.63,1.0,2892000000.0,-0.430053007605439,0.058433018099830904,0.04893912769807758,,0.06895014293582313,0.08232604747291289,-0.8022581629539213,0.07584777990505914,-0.24475685641852962,0.9720308250226655,52314000000.0,2326000000.0,3125000000.0,,3485000000.0,1.0,1.0,0.3047345767575323,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2018-01-31,35245000000.0,21217000000.0,23349000000.0,,-2742000000.0,,1529000000.0,5475000000.0,14517000000.0,,973000000.0,1938000000.0,-1033000000.0,1.0,1669000000.0,996000000.0,129000000.0,1529000000.0,,9.9343,0.7103,1.0,1102000000.0,-0.7067833698030634,0.05498652291105121,0.13349865674726183,,0.06702486739684507,0.027606752730883814,-0.8021434460016488,0.07591100089550183,-0.5576221735959154,0.9086898796522335,90399000000.0,5585000000.0,6132000000.0,,6781000000.0,2.0,2.0,0.225482967113995,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2018-04-30,32087000000.0,19433000000.0,23127000000.0,,-1863000000.0,,1617000000.0,4247000000.0,28520000000.0,,1937000000.0,2996000000.0,-2008000000.0,1.0,1658000000.0,2046000000.0,256000000.0,1617000000.0,,7.9526,0.6235,1.0,2193000000.0,-1.6081588835212024,0.09337114719356748,0.10504908835904628,,0.0679172510518934,0.06036712687381182,-7.873983739837398,0.07689340813464236,-0.8679549114331723,0.8402732736628183,106235000000.0,7970000000.0,7213000000.0,,8034000000.0,3.0,3.0,0.20126960418222553,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2018-07-31,34254000000.0,21776000000.0,25506000000.0,,-1767000000.0,,2681000000.0,6195000000.0,43106000000.0,,3017000000.0,3876000000.0,-1870000000.0,2.0,1645000000.0,3560000000.0,388000000.0,2681000000.0,,8.0516,0.6404,2.0,3405000000.0,-2.193548387096774,0.11315466806796287,0.08991787686168978,,0.06999025657681066,0.08807730484031062,3.300875273522976,0.07899132371363615,-1.5172608941709111,0.8537598996314593,124272000000.0,10676000000.0,8556000000.0,,9592000000.0,5.0,5.0,0.27950375312760634,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2018-10-31,34622000000.0,21387000000.0,25131000000.0,,-639000000.0,,1463000000.0,5166000000.0,-27671000000.0,,-1863000000.0,-3483000000.0,2597000000.0,-1.0,-3338000000.0,-2074000000.0,-245000000.0,1463000000.0,0.851,7.1709,0.6533,-1.0,-2108000000.0,5.450704225352113,-0.10060077407428802,0.12587185139676918,,0.0673268042354812,-0.053809716365316854,-2.2609223300970873,0.07618083914567599,-2.2895148669796557,0.8510206517846485,58472000000.0,5327000000.0,4064000000.0,,4592000000.0,3.0,3.0,0.31859756097560976,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2019-01-31,32490000000.0,18936000000.0,24199000000.0,,-1837000000.0,,297000000.0,3367000000.0,14710000000.0,,926000000.0,803000000.0,97000000.0,0.0,1567000000.0,862000000.0,168000000.0,297000000.0,,8.0898,0.5781,0.0,1094000000.0,-0.437125748502994,0.024715297014465988,0.05458871515975527,,0.06295037389530932,0.028501077254539858,-0.6012987012987013,0.0743711760707002,-0.16167664670658682,0.7825116740361172,58665000000.0,4192000000.0,4017000000.0,,4584000000.0,2.0,2.0,0.06479057591623037,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2019-04-30,31946000000.0,18285000000.0,23203000000.0,31946000000.0,-1487000000.0,4749000000.0,290000000.0,3556000000.0,28746000000.0,,1854000000.0,1585000000.0,198000000.0,1.02,1551000000.0,1723000000.0,349000000.0,5039000000.0,,7.6738,0.512,1.02,2203000000.0,-1.065904505716207,0.049614975270769426,0.055138106171293395,,0.06449592986850344,0.058035434796218616,0.5219594594594594,0.07663674946079455,-3.3887020847343643,0.7880446493987846,58891000000.0,2781000000.0,3934000000.0,,4594000000.0,2.02,2.02,1.0968654767087505,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2019-07-31,32405000000.0,19683000000.0,24579000000.0,,-1131000000.0,,328000000.0,4919000000.0,43349000000.0,,2933000000.0,2764000000.0,-733000000.0,1.8,1537000000.0,4066000000.0,539000000.0,328000000.0,,7.3973,0.531,1.8,3472000000.0,-2.4438549955791333,0.0852954790927326,0.0637615631271771,,0.06766015363676209,0.09051072365375713,-3.652552926525529,0.08009411981821957,-0.29000884173297964,0.80080556572684,59134000000.0,1669000000.0,3850000000.0,,4661000000.0,1.82,1.82,0.07037116498605449,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2019-10-31,33467000000.0,20177000000.0,25293000000.0,,-1193000000.0,,357000000.0,4537000000.0,-28049000000.0,,-1836000000.0,-2000000000.0,-191000000.0,-0.7500000000000004,-3131000000.0,-1997000000.0,-312000000.0,357000000.0,0.7977,8.1665,0.4381,-0.7500000000000004,-2148000000.0,1.6764459346186085,-0.05976036095258015,0.07130378979642768,,0.06545687903312061,-0.05486001135446858,2.1961722488038276,0.07658027024136332,-0.29924559932942163,0.7977305973984897,58756000000.0,3152000000.0,3877000000.0,,4621000000.0,2.07,2.07,0.07725600519368102,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2020-01-31,31656000000.0,17477000000.0,23867000000.0,,-1634000000.0,,923000000.0,4205000000.0,14618000000.0,,865000000.0,678000000.0,200000000.0,0.46,1460000000.0,1285000000.0,198000000.0,923000000.0,,10.0954,0.5209,0.46,1063000000.0,-0.4149326805385557,0.02141774071266111,0.0463811738951977,,0.05917362156245724,0.027324993682082386,-1.2165963431786218,0.07271856615132029,-0.5648714810281518,0.7322663091297608,58664000000.0,3027000000.0,3816000000.0,,4590000000.0,2.5299999999999994,2.5299999999999994,0.20108932461873638,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2020-04-30,33773000000.0,19660000000.0,25276000000.0,,-743000000.0,,1551000000.0,4054000000.0,27087000000.0,,1691000000.0,1442000000.0,262000000.0,0.99,1450000000.0,775000000.0,396000000.0,1551000000.0,,7.3708,0.3884,0.99,2087000000.0,-1.9407806191117092,0.042696828827761824,0.05323586960534574,,0.06242847122235759,0.05006958221064164,2.092821782178218,0.07704803042049692,-2.0874831763122477,0.7778129450862479,57005000000.0,2884000000.0,3653000000.0,,4474000000.0,2.4999999999999996,2.4999999999999996,0.34666964684845775,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2020-07-31,34244000000.0,20269000000.0,25026000000.0,,-1986000000.0,,276000000.0,4679000000.0,41381000000.0,,2470000000.0,2176000000.0,279000000.0,1.51,1441000000.0,2442000000.0,593000000.0,276000000.0,,9.4174,0.4252,1.51,3063000000.0,-1.095669687814703,0.06354397850718374,0.052584519465455164,,0.05968922935646794,0.07212942413269478,-1.4444444444444444,0.07401947753800053,-0.13897280966767372,0.8099176856069688,55037000000.0,2296000000.0,3190000000.0,,4065000000.0,2.2099999999999995,2.2099999999999995,0.06789667896678966,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2020-10-31,34681000000.0,20648000000.0,26220000000.0,,-2228000000.0,,674000000.0,4864000000.0,-26447000000.0,,-1564000000.0,-1452000000.0,-354000000.0,-0.96,-2931000000.0,-186000000.0,-398000000.0,674000000.0,0.7875,8.891,0.4464,-0.96,-1962000000.0,0.651705565529623,-0.04186730486433494,0.054902257344878434,,0.0591371422089462,-0.045096738848360775,1.0064350064350065,0.07418610806518698,-0.30251346499102333,0.787490465293669,56639000000.0,2844000000.0,3462000000.0,,4251000000.0,2.0,2.0,0.15855092919313102,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
2021-01-31,34737000000.0,20438000000.0,27880000000.0,,-3235000000.0,,1238000000.0,4160000000.0,15646000000.0,,1321000000.0,1068000000.0,228000000.0,0.83,1293000000.0,1022000000.0,203000000.0,1238000000.0,,9.4811,0.5317,0.83,1524000000.0,-0.33013910355486864,0.030745314794023662,0.06826025821296178,,0.08443052537389749,0.038028615021446874,-0.6614922383575363,0.09740508756231625,-0.38268933539412675,0.7330703012912482,57667000000.0,3234000000.0,3918000000.0,,4712000000.0,2.37,2.37,0.2627334465195246,1.1726031,29.55,17.56,17.07624,16900.887,6.7361,0.8956,0.3006
