report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,10500141000.0,2025408000.0,1988082000.0,5271732000.0,5216308000.0,2364703000.0,,747593000.0,1807107000.0,,83821000.0,131971000.0,18146000.0,0.29,290266000.0,469909000.0,,,2364703000.0,,76.1426,1.4763,0.29,,0.016069028132541255,0.00798284518274564,0.04638408240353228,,,,,,0.45332886785059473,1.0187748795069822,,,,,,,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2010-09-30,11620728000.0,2565924000.0,2261520000.0,6330970000.0,5207632000.0,3066748000.0,,639683000.0,2856636000.0,,44214000.0,199035000.0,13154000.0,0.15,289847000.0,682134000.0,,,3066748000.0,,,1.4087,0.15,,0.008490231260580624,0.0038047530240790423,0.015477645734353274,,,,,,0.588894914233571,1.134601506951077,,,,,,,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2011-03-31,11890408000.0,2711130000.0,2230592000.0,6346926000.0,5459905000.0,3064035000.0,,569736000.0,1381279000.0,,82825000.0,73924000.0,38307000.0,0.28,292689000.0,290924000.0,,,3064035000.0,,62.6305,1.874,0.28,,0.015169677860695379,0.006965698738007981,0.05996254196291988,,,,,,0.5611883356944856,1.2154307018047228,,,,,,,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2011-06-30,12115652000.0,2552941000.0,1024950000.0,6377989000.0,5655504000.0,4264586000.0,,528822000.0,2736184000.0,,275273000.0,137663000.0,73971000.0,0.94,293493000.0,869902000.0,,,4264586000.0,,24.5516,1.393,0.94,,0.04867346924341314,0.022720444595140235,0.1006047107943033,,,,,,0.7540594083215219,2.490795648568223,8781206000.0,486133000.0,,542593000.0,1.66,1.66,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2011-09-30,12318346000.0,2544344000.0,1415765000.0,6605619000.0,5631812000.0,4088133000.0,,275461000.0,4360975000.0,,349529000.0,195570000.0,107221000.0,1.19,292991000.0,1108134000.0,,,4088133000.0,,8.7459,0.6236,1.19,,0.0620633288185046,0.02837466978115406,0.08014927854436221,,,,,,0.7259001188249892,1.797151363397174,11335074000.0,751841000.0,,606192000.0,2.5599999999999996,2.5599999999999996,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2011-12-31,12912140000.0,3088314000.0,1802562000.0,7241735000.0,5587815000.0,4348490000.0,,398575000.0,-2418087000.0,,-463948000.0,-150524000.0,-76894000.0,-1.58,-586689000.0,-812473000.0,,,4348490000.0,1.7127,22.1698,0.8995,-1.58,,-0.0830285183027713,-0.035931146967117765,0.1918657186445318,,,,,,0.7782093716416882,1.7132914152190049,6060351000.0,243679000.0,,256633000.0,0.8299999999999998,0.8299999999999998,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2012-03-31,13148194000.0,3129224000.0,1581041000.0,7255826000.0,5810923000.0,4497725000.0,,354022000.0,1890426000.0,,134090000.0,62654000.0,69044000.0,0.46,291709000.0,244183000.0,,,4497725000.0,,17.0553,0.7692,0.46,,0.023075507970076355,0.01019835880121635,0.07093110230180923,,,,,,0.7740121491886917,1.9792174902485136,6569498000.0,294944000.0,,245363000.0,1.0099999999999998,1.0099999999999998,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2012-06-30,12843472000.0,2975170000.0,1486521000.0,7045382000.0,5718035000.0,4398452000.0,,320398000.0,3627540000.0,,61301000.0,126113000.0,32852000.0,0.21,292185.0,711937000.0,,,4398452000.0,,126.3327,0.5897,0.21,,0.010720640919476708,0.0047729305595870025,0.01689877988940163,,,,,,0.7692243926453756,2.0014315303988304,7460854000.0,80972000.0,,233813000.0,0.2799999999999999,0.2799999999999999,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2012-09-30,12924561000.0,3133649000.0,1134666000.0,6999249000.0,5843880000.0,4678896000.0,,471562000.0,5393959000.0,140884000.0,136957000.0,189717000.0,28851000.0,0.47,292290000.0,1094045000.0,,,4678896000.0,,119.646,0.5691,0.47,140884000.0,0.023435970622257815,0.010596646183959363,0.025390812203059016,0.026118848882611085,0.010900486291178478,0.013388482278820722,,0.026118848882611085,0.8006488839606563,2.761736934040502,8493838000.0,-131600000.0,,227960000.0,-0.44000000000000006,-0.44000000000000006,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
2012-12-31,12656022000.0,3132857000.0,1132382000.0,6629717000.0,5944929000.0,4379336000.0,,524922000.0,-3922352000.0,133799000.0,-168314000.0,-126932000.0,-98119000.0,-0.5800000000000001,-291968185.0,-487460000.0,,,4379336000.0,2.7677,25.0063,0.6076,-0.5800000000000001,133799000.0,-0.028312196831955436,-0.01329912353186491,0.042911497999159685,-0.03411193080070325,0.010571963291467097,0.012959663472411837,,-0.03411193080070325,0.7366506816145323,2.7666079114645057,6989573000.0,164034000.0,,251552000.0,0.56,0.56,1.0237575,105.17,23.27,0.40282,1611.4553,5.6222,1.3385,0.506
