report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_52w_high,bf_52w_low,bf_10d_avg_vol
2011-09-30,8626800000.0,5439000000.0,2040700000.0,4017000000.0,4609800000.0,1576300000.0,,1536500000.0,1685900000.0,164500000.0,33500000.0,0.67,247100000.0,104900000.0,1576300000.0,0.67,0.03568484532951538,0.019068484258357676,0.09757399608517706,0.34194542062562366,2.665261919929436,,,,,25.61,24.85,0.10797
2011-12-31,9361700000.0,5828600000.0,2680300000.0,4654300000.0,4707400000.0,1574200000.0,,898900000.0,6959000000.0,521900000.0,129200000.0,2.09,,208500000.0,1574200000.0,2.09,0.11086799507158941,0.055748421761004946,0.0749964075298175,0.33440965288694396,2.174607320076111,,,,,25.61,24.85,0.10797
2012-03-31,9325300000.0,5623200000.0,2460400000.0,4423600000.0,4901700000.0,1574600000.0,,662500000.0,1804300000.0,134000000.0,37800000.0,0.54,247900000.0,-203800000.0,1574600000.0,0.54,0.027337454352571556,0.014369510900453604,0.07426702876461785,0.32123548972805355,2.2854820354413916,,,,,25.61,24.85,0.10797
2012-06-30,10090300000.0,6081800000.0,2642600000.0,5053600000.0,5036700000.0,2016100000.0,,829000000.0,2053700000.0,174600000.0,48500000.0,0.7,247700000.0,163500000.0,2016100000.0,0.7,0.03466555482756567,0.017303747163117052,0.08501728587427569,0.4002819306291818,2.3014455460531296,12502900000.0,995000000.0,4.0,4.0,25.61,24.85,0.10797
2012-09-30,10526200000.0,6440000000.0,2754500000.0,5194400000.0,5331800000.0,2017800000.0,30000000.0,990700000.0,2218300000.0,223600000.0,46200000.0,0.9,248100000.0,178500000.0,2047800000.0,0.9,0.04193705690385986,0.02124223366457031,0.1007979083081639,0.38407292096477735,2.337992376111817,13035300000.0,1054100000.0,4.2299999999999995,4.2299999999999995,25.61,24.85,0.10797
2012-12-31,11158200000.0,6910600000.0,3169000000.0,5592100000.0,5566100000.0,2047000000.0,29200000.0,1185800000.0,2425800000.0,218300000.0,55000000.0,0.8799999999999999,,544700000.0,2076200000.0,0.8799999999999999,0.03921956127270441,0.019564087397608933,0.08999093082694369,0.373008030757622,2.1806879141685074,8502100000.0,750500000.0,3.02,3.02,25.61,24.85,0.10797
2013-03-31,11075100000.0,6824800000.0,3024400000.0,5437800000.0,5637300000.0,2048400000.0,66700000.0,1082400000.0,2117700000.0,148300000.0,34600000.0,0.6,249000000.0,-22700000.0,2115100000.0,0.6,0.026306919979422774,0.013390398280828164,0.07002880483543467,0.375197346247317,2.2565798174844596,8815500000.0,764800000.0,3.08,3.08,25.61,24.85,0.10797
2013-12-31,14248500000.0,8168600000.0,4260500000.0,7333100000.0,5851900000.0,2562800000.0,297000000.0,1812900000.0,9838400000.0,699200000.0,228300000.0,2.87,,837800000.0,2859800000.0,2.87,0.119482561219433,0.04907183212267958,0.07106846641730363,0.4886959790837164,1.9172867034385634,16600200000.0,1289400000.0,5.25,5.25,25.61,24.85,0.10797
