report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-06-30,26656000000.0,13705000000.0,5628000000.0,,10753000000.0,,55000000.0,2030000000.0,23252000000.0,2953000000.0,2123000000.0,188000000.0,808000000.0,3.0,2598000000.0,758000000.0,510000000.0,1840000000.0,55000000.0,,1.1306,12.4073,3.0,3463000000.0,0.19743327443504138,0.07964435774309724,0.09130397385171168,0.12699982797178738,0.11078181272509004,0.2732235381199112,0.07913297780836057,0.1489334250817134,0.00511485166930159,2.435145700071073,46008000000.0,4194000000.0,5497000000.0,2261000000.0,6524000000.0,377000000.0,6.75,6.75,0.008430410790925812,14.580901856763926,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2014-09-30,25631000000.0,12932000000.0,5634000000.0,,9843000000.0,,56000000.0,1185000000.0,35318000000.0,4659000000.0,3381000000.0,280000000.0,1242000000.0,6.0,4032000000.0,1096000000.0,772000000.0,2936000000.0,56000000.0,,1.1983,12.2216,6.0,5431000000.0,0.3434928375495276,0.13191057703562092,0.09573022254940823,0.13191573701795117,0.18177207288049627,0.47065360137387613,0.08313041508579194,0.15377427940426977,0.00568932236106878,2.2953496627618035,48402000000.0,4892000000.0,6318000000.0,3204000000.0,7348000000.0,435000000.0,8.75,8.75,0.007621121393576484,14.524137931034483,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2014-12-31,24283000000.0,11645000000.0,5437000000.0,,8314000000.0,,346000000.0,1031000000.0,-24097000000.0,-3216000000.0,-2275000000.0,-208000000.0,-893000000.0,-3.0,-1383000000.0,-698000000.0,-519000000.0,-2081000000.0,346000000.0,2.1418,0.8477,9.2628,-3.0,-3735000000.0,-0.27363483281212414,-0.09368694148169501,0.09441009254264016,0.13346059675478275,-0.1324383313429148,-0.3713625866050808,0.08635929783790514,0.15499854753703782,0.04161655039692086,2.1418061430936177,45608000000.0,4174000000.0,5736000000.0,3153000000.0,6755000000.0,352000000.0,7.0,7.0,0.05122131754256107,16.295454545454547,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2015-03-31,24006000000.0,11647000000.0,5060000000.0,,7478000000.0,,514000000.0,1616000000.0,8185000000.0,1575000000.0,1166000000.0,69000000.0,440000000.0,2.0,1468000000.0,306000000.0,287000000.0,1162000000.0,514000000.0,,0.9818,9.5291,2.0,1862000000.0,0.15592404386199518,0.04857119053569941,0.14245571166768478,0.19242516799022602,0.06560859785053737,0.19707207207207209,0.14196701282834454,0.22748930971288944,0.06873495587055363,2.301778656126482,42658000000.0,4395000000.0,5971000000.0,3857000000.0,7021000000.0,329000000.0,8.0,8.0,0.07320894459478706,18.148936170212767,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2015-06-30,24605000000.0,11990000000.0,5229000000.0,,7927000000.0,,582000000.0,1325000000.0,17330000000.0,3420000000.0,2496000000.0,148000000.0,981000000.0,5.0,2914000000.0,584000000.0,534000000.0,2330000000.0,582000000.0,,1.2282,10.7193,5.0,3954000000.0,0.3148732181153021,0.10144279617963828,0.14402769763416043,0.19734564339296018,0.138996138996139,0.4019273710189211,0.13444893248701673,0.2281592613964224,0.07341995710861612,2.2929814496079555,36736000000.0,4768000000.0,6438000000.0,4347000000.0,7512000000.0,289000000.0,10.0,10.0,0.07747603833865814,22.27681660899654,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2015-09-30,23935000000.0,11198000000.0,5193000000.0,,7328000000.0,,573000000.0,1474000000.0,25664000000.0,5070000000.0,3681000000.0,233000000.0,1468000000.0,7.0,4682000000.0,957000000.0,782000000.0,3725000000.0,573000000.0,,1.0801,8.6802,7.0,5852000000.0,0.5023198689956332,0.1537915186964696,0.14343048628428928,0.19755299251870323,0.21182368915813662,0.6416909251993419,0.14514495012468828,0.22802369077306733,0.07819323144104803,2.156364336606971,27082000000.0,5068000000.0,6849000000.0,5136000000.0,7933000000.0,242000000.0,11.0,11.0,0.07222992562712718,28.301652892561982,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2015-12-31,22757000000.0,9789000000.0,4349000000.0,,6550000000.0,,353000000.0,924000000.0,-18444000000.0,-3943000000.0,-2867000000.0,-140000000.0,-1159000000.0,-5.0,-3222000000.0,-407000000.0,-556000000.0,-3629000000.0,353000000.0,2.2509,1.1931,8.7258,-5.0,-4499000000.0,-0.43770992366412215,-0.12598321395614537,0.15544350466276297,0.21378225981348947,-0.1732653688974821,-0.5712009271331305,0.19675775319887226,0.24392756451962697,0.053893129770992365,2.250862267187859,32735000000.0,4476000000.0,6122000000.0,3588000000.0,7169000000.0,310000000.0,9.0,9.0,0.04923978239642907,19.748387096774195,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2016-03-31,23572000000.0,10324000000.0,4441000000.0,,6344000000.0,,594000000.0,1318000000.0,6743000000.0,1360000000.0,1030000000.0,82000000.0,432000000.0,2.0,1300000000.0,527000000.0,268000000.0,773000000.0,594000000.0,,1.1772,8.488,2.0,1628000000.0,0.16235813366960908,0.04369591040217207,0.1527510010381136,0.20169064214741214,0.05769557101646021,0.1960219083309311,0.11463740174996292,0.24143556280587275,0.09363177805800757,2.324701643773925,31293000000.0,4340000000.0,5907000000.0,3199000000.0,6935000000.0,323000000.0,9.0,9.0,0.08565248738284066,18.287925696594428,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2016-06-30,23435000000.0,9983000000.0,4351000000.0,,6283000000.0,,616000000.0,1060000000.0,14071000000.0,2763000000.0,2121000000.0,165000000.0,778000000.0,4.0,2561000000.0,1090000000.0,534000000.0,1471000000.0,616000000.0,,1.0774,7.7437,4.0,3297000000.0,0.3375775903230941,0.09050565393641989,0.15073555539762631,0.1963613104967664,0.11790057606144655,0.40049282504710826,0.104541255063606,0.2343117049250231,0.09804233646347287,2.2944150769937943,28034000000.0,3965000000.0,5250000000.0,2340000000.0,6278000000.0,340000000.0,8.0,8.0,0.09812042051608792,15.441176470588236,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2016-09-30,23419000000.0,9553000000.0,4310000000.0,,6082000000.0,,621000000.0,740000000.0,21436000000.0,4012000000.0,3073000000.0,237000000.0,1104000000.0,7.0,3893000000.0,1676000000.0,791000000.0,2217000000.0,621000000.0,,1.1763,8.6691,7.0,4803000000.0,0.5052614271621177,0.1312182415987019,0.14335696958387759,0.1871617839149095,0.17131389043084674,0.5985379680739967,0.10342414629595073,0.22406232506064563,0.10210457086484709,2.2164733178654292,23806000000.0,3357000000.0,4192000000.0,832000000.0,5229000000.0,344000000.0,8.0,8.0,0.11876075731497418,12.186046511627907,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2016-12-31,23442000000.0,9599000000.0,4540000000.0,,6048000000.0,,594000000.0,875000000.0,-13067000000.0,-3075000000.0,-2388000000.0,-162000000.0,-928000000.0,-4.0,-2148000000.0,-1050000000.0,-529000000.0,-3198000000.0,594000000.0,2.1143,1.2132,9.2298,-4.0,-3604000000.0,-0.3948412698412698,-0.10186844125927821,0.1827504400397949,0.23532562944822835,-0.13117481443562837,-0.46296296296296297,0.2447386546261575,0.27580929057932196,0.09821428571428571,2.11431718061674,29183000000.0,3836000000.0,5060000000.0,1263000000.0,6124000000.0,322000000.0,9.0,9.0,0.09699542782495102,15.714285714285714,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2017-03-31,23768000000.0,9681000000.0,4379000000.0,,6462000000.0,,611000000.0,485000000.0,8430000000.0,1210000000.0,797000000.0,207000000.0,315000000.0,1.0,613000000.0,421000000.0,296000000.0,192000000.0,611000000.0,,1.1891,10.1878,1.0,1506000000.0,0.12333642835035592,0.03353248064624705,0.09454329774614473,0.1435349940688019,0.050908784920902055,0.17107309486780714,0.022775800711743774,0.1786476868327402,0.09455277004023523,2.210778716601964,30870000000.0,3603000000.0,4910000000.0,682000000.0,6002000000.0,447000000.0,8.0,8.0,0.10179940019993336,10.98434004474273,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2017-06-30,24118000000.0,10075000000.0,4131000000.0,,6866000000.0,,561000000.0,734000000.0,16833000000.0,2787000000.0,1928000000.0,302000000.0,774000000.0,4.0,2238000000.0,828000000.0,582000000.0,1410000000.0,561000000.0,,1.0641,9.331,4.0,3369000000.0,0.280803961549665,0.07994029355667966,0.11453692152319848,0.16556763500267332,0.11555684550957791,0.3752524572505722,0.08376403493138478,0.20014257708073427,0.08170696184095544,2.438876785282014,33632000000.0,3410000000.0,4934000000.0,621000000.0,6074000000.0,584000000.0,8.0,8.0,0.09236088244978598,8.448630136986301,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2017-09-30,25243000000.0,11062000000.0,4612000000.0,,7326000000.0,,381000000.0,1204000000.0,25349000000.0,4119000000.0,2985000000.0,396000000.0,1154000000.0,7.0,3724000000.0,1146000000.0,876000000.0,2578000000.0,381000000.0,,1.2025,10.6185,7.0,4995000000.0,0.40745290745290746,0.11825060412787704,0.11775612450195273,0.16249161702631268,0.1631739492136434,0.5344492020241339,0.1017002643102292,0.1970491932620616,0.052006552006552006,2.398525585429315,37545000000.0,3322000000.0,5041000000.0,982000000.0,6266000000.0,743000000.0,8.0,8.0,0.06080434088732844,6.784656796769852,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2017-12-31,26206000000.0,11738000000.0,4777000000.0,,8949000000.0,,68000000.0,1523000000.0,-16128000000.0,-2656000000.0,-831000000.0,-414000000.0,-1645000000.0,0.0,-1369000000.0,-848000000.0,-580000000.0,-2217000000.0,68000000.0,2.4572,1.2838,9.0736,0.0,-3236000000.0,-0.09285953737847805,-0.03171029535220942,0.051525297619047616,0.16468253968253968,-0.10135083568648401,-0.29455472995453036,0.13746279761904762,0.20064484126984128,0.0075986143703207065,2.45719070546368,34484000000.0,4879000000.0,5460000000.0,1963000000.0,6634000000.0,491000000.0,12.0,12.0,0.010250226107928851,11.120162932790224,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2018-03-31,26896000000.0,12068000000.0,4598000000.0,,9728000000.0,,77000000.0,1840000000.0,9767000000.0,1494000000.0,1231000000.0,91000000.0,303000000.0,3.0,1006000000.0,429000000.0,299000000.0,577000000.0,77000000.0,,1.1423,7.7018,3.0,1793000000.0,0.12654194078947367,0.04576888756692445,0.1260366540391113,0.15296406265997747,0.05554729327781083,0.152371239163692,0.05907648203132999,0.18357735230879493,0.007915296052631578,2.624619399739017,35821000000.0,5313000000.0,5744000000.0,2348000000.0,6921000000.0,375000000.0,14.0,14.0,0.011125559890189278,15.317333333333334,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2018-06-30,27023000000.0,12349000000.0,5451000000.0,,10602000000.0,,76000000.0,2384000000.0,19973000000.0,3120000000.0,2885000000.0,182000000.0,282000000.0,7.0,2733000000.0,925000000.0,599000000.0,1808000000.0,76000000.0,,1.1208,7.2253,7.0,3719000000.0,0.27211846821354463,0.1067609073751989,0.14444500075101388,0.15621088469433736,0.11545720312326536,0.2921895486046076,0.09052220497671858,0.1862013718520002,0.007168458781362007,2.265455879655109,38961000000.0,6270000000.0,6077000000.0,2746000000.0,7271000000.0,255000000.0,17.0,17.0,0.01045248246458534,23.83137254901961,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2018-09-30,28696000000.0,11383000000.0,6242000000.0,,11044000000.0,,214000000.0,521000000.0,30128000000.0,4437000000.0,3998000000.0,272000000.0,514000000.0,10.0,4174000000.0,1407000000.0,908000000.0,2767000000.0,214000000.0,,1.0316,6.8746,10.0,5345000000.0,0.3620065193770373,0.13932255366601617,0.132700477960701,0.1472716409984068,0.15462085308056872,0.3941197370758572,0.09184147636749868,0.17740971853425386,0.019377037305324158,1.8236142262095483,43740000000.0,7283000000.0,6395000000.0,2935000000.0,7621000000.0,131000000.0,20.0,20.0,0.028080304421991865,48.81679389312977,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2018-12-31,28278000000.0,10566000000.0,5513000000.0,,10257000000.0,,885000000.0,332000000.0,-20864000000.0,-3820000000.0,-3424000000.0,-185000000.0,-486000000.0,-8.0,-2442000000.0,-656000000.0,-565000000.0,-3098000000.0,885000000.0,1.9166,0.818,6.8028,-8.0,-4385000000.0,-0.333820805303695,-0.12108352783082255,0.16411042944785276,0.18309049079754602,-0.13508734705424713,-0.34284688565787114,0.14848542944785276,0.21017062883435583,0.08628253875402164,1.9165608561581715,39004000000.0,4690000000.0,5231000000.0,2054000000.0,6472000000.0,360000000.0,12.0,12.0,0.13674289245982696,14.530555555555555,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2019-03-31,29889000000.0,10286000000.0,7012000000.0,29889000000.0,10138000000.0,7522000000.0,2377000000.0,339000000.0,8778000000.0,1017000000.0,,92000000.0,203000000.0,2.19,657000000.0,599000000.0,322000000.0,58000000.0,9899000000.0,,0.8511,7.5664,2.19,1339000000.0,,,,0.11585782638414217,0.0340258958145137,0.0507561012127564,0.006607427660059239,0.15254044201412623,0.976425330439929,1.4669138619509412,38015000000.0,,4754000000.0,1535000000.0,6018000000.0,361000000.0,11.19,11.19,1.6448986374210701,13.168975069252078,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2019-06-30,31171000000.0,11088000000.0,7538000000.0,,10721000000.0,,2812000000.0,1279000000.0,17826000000.0,2194000000.0,,173000000.0,372000000.0,4.0,1843000000.0,1221000000.0,650000000.0,622000000.0,2812000000.0,,0.877,8.9165,4.0,2844000000.0,,,,0.12307864916414227,0.07038593564531134,0.16212221975910737,0.034892853135868956,0.15954224166947156,0.2622889655815689,1.4709472008490316,35868000000.0,,3828000000.0,349000000.0,5143000000.0,352000000.0,8.19,8.19,0.5467625899280576,10.875,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2019-09-30,30114000000.0,9630000000.0,7388000000.0,,7888000000.0,,2438000000.0,476000000.0,26548000000.0,3318000000.0,,259000000.0,508000000.0,7.0,3719000000.0,1963000000.0,977000000.0,1756000000.0,2438000000.0,,0.8467,8.6265,7.0,4295000000.0,,,,0.12498116618954347,0.1101813110181311,0.32132481115630446,0.06614434232333886,0.16178243182160615,0.3090770791075051,1.303465078505685,32288000000.0,,2709000000.0,-662000000.0,4093000000.0,339000000.0,5.1899999999999995,5.1899999999999995,0.5956511116540435,7.991150442477876,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2019-12-31,30435000000.0,9510000000.0,5198000000.0,,8044000000.0,,445000000.0,858000000.0,-18425000000.0,-2413000000.0,3397000000.0,-177000000.0,-435000000.0,-4.1899999999999995,-1258000000.0,-1089000000.0,-637000000.0,-2347000000.0,445000000.0,1.8295,0.9071,9.2731,-4.1899999999999995,-3050000000.0,0.42230233714569865,0.11161491703630688,-0.18436906377204884,0.13096336499321573,-0.07928371940200427,-0.28425020614913415,0.12738127544097694,0.1655359565807327,0.055320735952262556,1.8295498268564832,34727000000.0,,4116000000.0,89000000.0,5428000000.0,347000000.0,9.0,9.0,0.08198231392778187,11.861671469740633,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2020-03-31,31100000000.0,9692000000.0,5521000000.0,,7324000000.0,,1493000000.0,1596000000.0,7494000000.0,304000000.0,,89000000.0,75000000.0,0.0,542000000.0,660000000.0,342000000.0,-118000000.0,1493000000.0,,0.5536,6.797,0.0,646000000.0,,,,0.040565785962103015,0.00977491961414791,0.03447884768061699,-0.015745930077395248,0.08620229516946891,0.20385035499726925,1.7554790798768338,33443000000.0,,3403000000.0,-87000000.0,4735000000.0,344000000.0,6.8100000000000005,6.8100000000000005,0.315311510031679,9.892441860465116,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2020-06-30,31541000000.0,10477000000.0,4435000000.0,,7358000000.0,,659000000.0,2552000000.0,13040000000.0,643000000.0,,214000000.0,43000000.0,1.0,1834000000.0,1248000000.0,698000000.0,586000000.0,659000000.0,,0.7325,10.777,1.0,1341000000.0,,,,0.049309815950920245,0.02038616404045528,0.08020456529874018,0.044938650306748464,0.10283742331288344,0.08956238108181572,2.362344983089064,28657000000.0,,1852000000.0,-123000000.0,3232000000.0,385000000.0,3.8100000000000005,3.8100000000000005,0.20389851485148514,4.810389610389611,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2020-09-30,31949000000.0,10759000000.0,4782000000.0,,7306000000.0,,616000000.0,2459000000.0,19816000000.0,666000000.0,,336000000.0,-82000000.0,1.0,2661000000.0,1673000000.0,1056000000.0,988000000.0,616000000.0,,0.8406,19.8753,1.0,1722000000.0,,,,0.03360920468308438,0.020845722870825378,0.08406967937389548,0.04985870004037142,0.08689947517157852,0.08431426225020532,2.249895441237976,21925000000.0,,-800000000.0,-891000000.0,659000000.0,462000000.0,-2.1899999999999995,-2.1899999999999995,0.9347496206373292,-1.7316017316017316,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2020-12-31,35403000000.0,11634000000.0,5502000000.0,,7971000000.0,,663000000.0,1763000000.0,-12597000000.0,-54000000.0,,-113000000.0,-79000000.0,2.24,-1633000000.0,-1634000000.0,-711000000.0,-3267000000.0,663000000.0,2.1145,1.1028,21.4485,2.24,-765000000.0,,,,0.0042867349368897354,-0.0015252944665706295,-0.006254343293954135,0.259347463681829,0.06072874493927125,0.08317651486639066,2.114503816793893,27753000000.0,,1559000000.0,-1811000000.0,2944000000.0,526000000.0,4.24,4.24,0.22520380434782608,2.963878326996198,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2021-03-31,35746000000.0,11964000000.0,6875000000.0,,8800000000.0,,682000000.0,1452000000.0,9082000000.0,1088000000.0,,110000000.0,70000000.0,3.18,571000000.0,340000000.0,335000000.0,231000000.0,682000000.0,,1.1849,14.7754,3.18,1423000000.0,,,,0.11979740145342435,0.030436971968891623,0.11474372495254166,0.025434926227703148,0.1566835498788813,0.0775,1.7402181818181819,29341000000.0,,2343000000.0,-1462000000.0,3721000000.0,547000000.0,7.42,7.42,0.18328406342381082,4.283363802559415,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2021-06-30,37259000000.0,12897000000.0,6595000000.0,,10524000000.0,,683000000.0,1381000000.0,20643000000.0,3614000000.0,,240000000.0,576000000.0,9.32,2473000000.0,771000000.0,665000000.0,1702000000.0,683000000.0,,0.9728,8.3931,9.32,4279000000.0,,,,0.17507145279271424,0.09699669878418637,0.3224770232890158,0.08244925640653006,0.2072857627282856,0.06489927784112505,1.9555724033358606,36944000000.0,,5314000000.0,-346000000.0,6659000000.0,573000000.0,15.74,15.74,0.10256795314611804,9.273996509598604,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2021-09-30,38662000000.0,13986000000.0,7408000000.0,,11800000000.0,,563000000.0,1893000000.0,33343000000.0,5862000000.0,,366000000.0,1028000000.0,14.57,4616000000.0,1285000000.0,1016000000.0,3331000000.0,563000000.0,,0.7605,5.4637,14.57,6878000000.0,,,,0.1758090153855382,0.15162174745227872,0.47415675806843,0.09990102870167651,0.20628017874816304,0.04771186440677966,1.8879589632829374,50471000000.0,,10510000000.0,1997000000.0,11815000000.0,603000000.0,29.310000000000002,29.310000000000002,0.04765129073212018,17.429519071310118,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2021-12-31,36742000000.0,12217000000.0,7230000000.0,,11858000000.0,,362000000.0,1472000000.0,-16895000000.0,-3791000000.0,,-197000000.0,-511000000.0,-10.32,35000000.0,-437000000.0,-623000000.0,-402000000.0,362000000.0,1.6898,0.6647,5.4643,-10.32,-4414000000.0,,,,0.22438591299200947,-0.10317892330303195,-0.3102291325695581,0.023794021899970406,0.2612607280260432,0.03052791364479676,1.6897648686030429,46173000000.0,,6773000000.0,4862000000.0,8166000000.0,519000000.0,16.75,16.75,0.044330149399951016,13.05009633911368,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
2022-03-31,37854000000.0,13291000000.0,7539000000.0,,12698000000.0,,141000000.0,1785000000.0,13157000000.0,1661000000.0,,74000000.0,316000000.0,4.0,1502000000.0,446000000.0,311000000.0,1056000000.0,141000000.0,,0.6712,5.7484,4.0,1972000000.0,,,,0.12624458463175495,0.04387911449252391,0.1293714463743282,0.08026145777912898,0.14988219198905525,0.011104110883603717,1.7629659105982225,50248000000.0,,7346000000.0,5687000000.0,8715000000.0,483000000.0,17.57,17.57,0.016179001721170396,15.209109730848862,0.56354856,77.36,41.58,11.2325,23935.617,1.3824,0.7938
